release,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
id-2090944,id-1904570,id-2134398,Vur,,,,,,1
rec-505549-dup-0,id-810707,id-598899,The Sovndworks,,Official,,English,Latin,1
id-960906,id-405245,id-156005,After The Lights Go Down Low,,,,English,Latin,1
id-532986,id-832832,id-614831,Promo 2006,,Promotion,,English,Latin,1
id-446625,id-1365106,id-561756,Gas Up My Hotrod Stoker The Kwela Groove Frenzys Hit Town,5020393990127,Official,,English,Latin,1
id-688553,id-953914,id-709856,Teeth in the Rug E.P.,,Official,,English,Latin,1
rec-44546-dup-1,id-366198,id-256710,80s Love Affqir,,Official,,English,Latin,1
id-878527,id-20232,id-10472,A Crystalline Waterfall,,Official,,English,Latin,1
id-375075,id-703146,id-99057,Spectre,,Official,,English,Latin,1
id-359221,id-690019,id-505924,Tiefenschärfe EP,,Official,,Multiple languages,Latin,1
id-2356722,id-2114317,id-1909011,Sell Me The World,5059033309463,Official,,English,,1
id-850052,id-1067629,id-804270,Chainsaw Massacre,,Promotion,,English,Latin,1
id-567869,id-860460,id-634385,Reel One Gossips From the Hidden Places,,Official,,English,Latin,1
id-1534844,id-1468682,id-1399311,Fluide,,Promotion,,,,1
id-189008,id-118733,id-1332284,Mythos,4029758068120,Official,,English,Latin,1
id-117418,id-489915,id-329684,The Electrolysis Ep,,Promotion,,English,Latin,1
id-853047,id-930827,id-691051,Rocker Boyfriend,,Official,,English,Latin,1
id-929381,id-293909,id-167991,Casey Collins promotional,,Promotion,,English,Latin,1
id-407220,id-729280,id-535249,Reincarnation / Newtron,,Official,,English,Latin,1
id-605145,id-888993,id-194201,Ghetto Youth / Unguided Youth,,Official,,English,Latin,1
id-299122,id-639947,id-460956,Jissum Avinit,,Official,,English,Latin,1
id-1281670,id-1262187,id-1155786,Order To Dance,,Official,,English,Latin,1
rec-325038-dup-0,id-662596,id-208440,Big Rofk,,Official,,English,Latin,1
id-214334,id-568019,id-405206,Death of a Star,,Official,,English,Latin,1
id-1323950,id-1295579,id-178098,Mythology,,Official,None,English,Latin,1
id-85300,id-448231,id-314397,Singular EP,,Official,,Spanish,Latin,1
id-2364181,id-2120485,id-2475555,Soldiers of the Light,,Official,Jewel Case,English,Latin,1
id-1236113,id-1225462,id-1102832,LSD Battle For The Mind,,Official,Jewel Case,English,Latin,1
id-264230,id-611941,id-428783,But Its Home / This Room Spins,,Official,,English,Latin,1
id-765679,id-1014076,id-761393,Norrköping,735286116120,Official,,English,Latin,1
id-510728,id-498583,id-347261,Lunch,,Official,,English,Latin,1
id-828203,id-1062688,id-800665,New Dawn,,Official,,English,Latin,1
id-739678,id-993008,id-744226,Jazz With An Attitude,,Official,,English,Latin,1
id-820021,id-1056616,id-617247,Digital Percussion,,Official,,English,Latin,1
id-473406,id-783767,id-130495,My Private Lounge Ibiza Chillout Feelings,,Official,,Multiple languages,Latin,1
rec-62688-dup-1,id-410507,id-102690,Not Bad Enouhh,5017556702253,Official,Slim Jewel Case,English,Latin,1
id-725224,id-981441,id-385897,Phantoms,,Official,,English,Latin,1
id-3460721,id-2980238,id-3306902,I Want,,,None,,,1
id-747450,id-999228,id-748904,Poet and Peasant Overture,,Official,,English,Latin,1
id-44546,id-366198,id-256710,80s Love Affair,,Official,,English,Latin,1
id-2090706,id-1904403,id-2134200,Ride,,Official,,,,1
id-249322,id-599903,id-428886,Ska me gadda beibi,,Official,,Norwegian,Latin,1
id-738453,id-991955,id-743632,Quantum Light Breath 1,4015749701114,Official,,German,Latin,1
id-1316463,id-1289636,id-1202256,Re-edit Series,,Official,,English,Latin,1
id-1039143,id-825972,id-610138,C.A.S.I.N.O.,,Promotion,,English,Latin,1
id-1122658,id-1134043,id-942654,Leadville,,Official,None,English,Latin,1
id-2645643,id-2340598,id-2647620,Ghosbusters Theme,,Official,,,,1
id-2840596,id-2494326,id-77306,Vamoz Everybody,90204909520,Official,Slim Jewel Case,English,,1
id-608721,id-891869,id-658682,Gold Tango EP,,Official,,English,Latin,1
id-801820,id-1042587,id-786105,Percussion Ensemble,,Official,,English,Latin,1
id-1122650,id-1134035,id-942648,New Phase of Hercules,,Official,None,English,Latin,1
id-99747,id-469296,id-326973,Öften Grüven nr-1,,Official,,Multiple languages,Latin,1
id-1081461,id-1100748,id-866545,On Passion and Reason,,Official,Jewel Case,English,Latin,1
id-2087905,id-1902162,id-2131613,Bir Aşk Yok,889854370725,,Cardboard/Paper Sleeve,,,1
id-1971868,id-1810399,id-2006748,Halt alle Uhren an,,Official,,,,1
rec-1038516-dup-0,rec-826488-dup-0,id-610443,Sin Sanata y xon el tupé de no callar,,Official,,Spanish,Latin,1
id-796693,id-1038843,id-782611,One More Than Ten,,Official,,English,Latin,1
id-1249899,id-1236485,id-1121297,Float,,Official,,,Latin,1
rec-426416-dup-0,id-745114,id-547741,Ivy League Baby / L4t the Good Times Roll,,Official,,English,Latin,1
id-16699,id-280825,id-197280,Christmas EP,,Official,,English,Latin,1
id-74158,id-79511,id-304809,Nature,,Official,,English,Latin,1
id-136834,id-506373,id-92374,Knight Rider,4009880428559,Official,Slim Jewel Case,English,Latin,1
id-2485309,id-2216185,id-2485446,How I Would Like,,Official,,,Latin,1
id-575869,id-866483,id-639004,Neural Groove EP,,Official,,English,Latin,1
id-258917,id-607247,id-433992,Nicht für immer,,Official,,German,Latin,1
id-926622,id-289612,id-203426,Six Million Dollar Man,,,,English,Latin,1
id-860154,id-947806,id-704926,Ma mélodie criminelle,,Official,None,French,Latin,1
id-323261,id-661190,id-479557,The Year of the Monkey,,Official,,English,Latin,1
rec-1122658-dup-1,id-1134043,id-942654,Leadvklle,,Official,None,English,Latin,1
id-1308951,id-1283563,id-1191305,nameless,859710061814,Official,None,English,Latin,1
id-769183,id-1016757,id-763872,Mariachi Christmas,96009127329,Official,Jewel Case,English,Latin,1
id-569999,id-861965,id-635504,Slowly,,Official,,English,Latin,1
id-1065036,id-1087041,id-231127,Andromeda,505527470082,Official,Other,English,Latin,1
id-462537,id-296498,id-208125,Bright Black,605337000923,Official,Jewel Case,English,Latin,1
id-358824,id-689693,id-505692,Demo 2003,,Official,,English,Latin,1
id-3356582,id-2898702,id-3225214,Summer Bop,,Official,None,English,Latin,1
id-776982,id-1023050,id-770549,Christmas Remembered,,Official,,English,Latin,1
id-332918,id-668888,id-487412,Triple A Side,,Official,,English,Latin,1
id-592567,id-879415,id-647960,Baroquedub Mixes and Remixes,,Official,,English,Latin,1
id-658448,id-930343,id-210770,PDM,,Official,,,Latin,1
id-224064,id-431865,id-304444,Funky Cold Medina,,,,English,Latin,1
id-1053182,id-1077732,id-715790,The Frantic,884501489768,Official,Cardboard/Paper Sleeve,English,Latin,1
rec-815329-dup-0,id-1052985,id-793757,On the Other Side of Everything,705105739632,Official,,English,Latin,1
id-663730,id-930083,id-690469,Metal in 8 Bits,,Official,,English,Latin,1
rec-470361-dup-0,id-781143,id-575910,胎動賛歌 ～ R4turn to ZERO ～,,Official,,Japanese,Japanese,1
id-1494334,id-1435013,id-1367723,SOULMATE,4935228135912,Official,,Japanese,Japanese,1
rec-1021356-dup-0,id-709779,id-521198,Poem5 to the Dead,,,,English,Latin,1
id-958611,id-395779,id-278447,Once in the Sun,,Promotion,,English,Latin,1
id-942441,id-42406,id-30318,Begin,,Official,,English,Latin,1
id-723940,id-980490,id-735680,Monument to a Ruined Age,,Official,,English,Latin,1
id-2365906,id-2121972,id-1877746,Deja Vu Initial D,,Official,None,English,Latin,1
id-2990781,id-2612545,id-2935252,Fight em With Peace,,Official,None,English,,1
id-1027346,id-756923,id-126784,Introducing Love To A Cynic,,Official,,English,Latin,1
rec-961668-dup-1,rec-411922-dup-0,id-290267,A Drmo,,Promotion,,English,Latin,1
id-1124172,id-1135305,id-944302,Haselnus,,Official,,English,Latin,1
id-924131,id-280789,id-197258,Strength Through Defiance Promo,,,,English,Latin,1
id-162583,id-525720,id-367112,Seven Cigarettes,,Official,,English,Latin,1
id-3456453,id-2976876,id-1864819,5n0w D0g5 Chr15tm45 50ng,,,,,,1
rec-835755-dup-0,id-1067826,id-804387,Easy,4025858058641,Official,,English,Latin,1
rec-746262-dup-0,id-998290,id-748273,Lwrt du Samâ à Fès,,Official,,Arabic,Latin,1
id-1066954,id-1088589,id-767259,Galaxsea,5051565302080,Official,,English,Latin,1
id-567467,id-860164,id-333366,Why Dont You Dub,,Official,,English,Latin,1
id-564958,id-858296,id-231498,Manifesto / Vote Whitey,,Official,,English,Latin,1
id-483160,id-791954,id-584495,A Symphony Of Sorrow,,Official,,English,Latin,1
id-243998,id-595323,id-425797,What I Did on My Summer Holidays,,Official,,Multiple languages,Latin,1
id-396087,id-720208,id-268200,The Naked Partys,5033154601798,Official,,English,Latin,1
id-1093117,id-1110122,id-882668,記憶,4988008849738,Official,,Japanese,Japanese,1
id-203003,id-558406,id-108403,The Feelin Clap Your Hands,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-1966640,id-1806367,id-2005040,R.F.K,,Official,None,English,Latin,1
id-386698,id-712439,id-523308,Whistling,,Promotion,,English,Latin,1
id-1432020,id-1380454,id-1317953,Recitation,,Official,,English,Latin,1
id-1251899,id-1238132,id-1123558,Where the Love Goes,,Official,,English,Latin,1
id-1126954,id-1137643,id-947775,Männersache,,Official,,,Latin,1
id-3575966,id-3068566,id-1702397,Hope,,Official,None,English,Latin,1
id-608239,id-891543,id-658282,Daydreaming,,Promotion,,English,Latin,1
id-1085300,id-1103798,id-872165,I wish That,,Official,,English,Latin,1
id-400890,id-724117,id-155865,Saying All That Crap,,Official,,English,Latin,1
id-713729,id-973090,id-729492,Ashes of Dystopia,,Official,,English,Latin,1
id-17503,id-284357,id-199822,Jester,,Official,,English,Latin,1
id-1156279,id-1161013,id-716854,Boring Love,,Official,,English,Latin,1
id-924649,id-287079,id-1550014,Remnants of a Lost Culture,631037052726,Official,,English,Latin,1
rec-900678-dup-1,id-192673,id-142309,Lili Maroene,,Official,,,Latin,1
id-1302701,id-1278744,id-472458,Piece of Energy/Ad Acta,,Promotion,Slim Jewel Case,English,Latin,1
id-494933,id-801918,id-592568,Blue Tennessee Rain / Dont Let Me Be the First,,Official,,English,Latin,1
id-741454,id-994424,id-806333,Barcarolle Belle Nuit / O That We Two Were Maying,,Official,,English,Latin,1
id-863239,id-140374,id-2833527,A Medieval Banquet,,Official,,,Latin,1
id-1070872,id-1091835,id-2338216,Cuando suenan los tambores,78635322620,Official,Jewel Case,Spanish,Latin,1
id-217458,id-570825,id-407181,Music in the Subway,,Official,,English,Latin,1
id-2990439,id-2612262,id-2934809,Mega-City One Cyberpunk Mix,,Official,None,,,1
id-1293459,id-1271499,id-1170413,Game Over,,Official,None,English,Latin,1
id-3083339,id-2686233,id-2857603,Warmest Condolences,,Official,,English,Latin,1
id-468712,id-779759,id-360497,Blutrausch,,Official,,English,Latin,1
id-501080,id-807112,id-596357,Daytrotter Session,,Promotion,,English,Latin,1
id-75042,id-432894,id-305163,Peace Love and Anylulu,,Official,,English,Latin,1
id-659622,id-540616,id-380910,Trouble Soup Presents Y4K,,Official,,English,Latin,1
rec-1078956-dup-0,id-1098652,rec-862860-dup-0,Funky Momma,,Official,,English,Latin,1
id-1015624,id-674268,id-2804229,Mediterrane Impressionen,,Official,,Italian,Latin,1
id-395506,id-719743,id-527564,Im Going to Spain / Doobie Dow Song,,Official,,English,Latin,1
id-656080,id-928592,id-689348,Manhattan in a Bag,230980119007,Official,,English,Latin,1
id-916967,id-343018,id-117066,Its Gonna Be Alright,,Official,,English,Latin,1
id-3458060,id-2978174,id-2734090,Archangel,,Official,,English,Latin,1
id-2085578,id-1900258,id-2128995,Shisha Lounge,,Official,None,English,Latin,1
id-256339,id-605070,id-432785,Clipless,,Official,,English,Latin,1
id-1134019,id-1143635,id-956037,Robots With Souls,,Official,Cardboard/Paper Sleeve,English,Latin,1
rec-2488378-dup-1,id-2218557,id-2488056,Ceyus,,Official,None,,,1
rec-2488378-dup-0,id-2218557,id-2488056,Cetvs,,Official,None,,,1
id-1607996,id-1526448,id-1477997,Jesus Won,,Official,,English,Latin,1
id-876257,id-144737,id-2422923,China The Sound of Silk and Bamboo,785965111724,Official,,English,Latin,1
id-847605,id-885850,id-652433,Helix,,Official,,English,Latin,1
id-1279098,id-1260090,id-189269,Monotheism,,Official,,English,Latin,1
id-1289524,id-1268410,id-1165076,Fuck You/ Fuck You Too,,Official,,English,Latin,1
id-553905,id-849829,id-254627,Its Too Bad / I Found Myself a Brand New Baby,,Official,,English,Latin,1
id-404620,id-727231,id-158571,Bisca,5417091710520,Official,,English,Latin,1
id-1324378,id-1295896,id-1107285,Oceania,,Official,None,English,Latin,1
id-919920,id-754323,id-172307,Sick World,718751290426,Official,Jewel Case,English,Latin,1
id-1156472,id-1161156,id-234312,...och det svala havet,,Official,,Swedish,Latin,1
id-510433,id-814877,id-206927,Under the Shower Tower,,Official,,English,Latin,1
id-888,id-175692,id-132134,Fear Is the Enemy of Love,,Official,,English,Latin,1
id-1309514,id-1284025,id-1172253,All the Seas,5055486926172,Official,None,English,Latin,1
id-2169860,id-1967230,id-2075297,Could I B Jesus,,Official,Other,English,Latin,1
id-564811,id-858186,id-632817,Colossus Mountain,,Official,,English,Latin,1
id-141684,id-510073,id-354859,Live at Luxx,,Official,,English,Latin,1
id-1083131,id-1102095,id-476441,Ragtime Cowboy Joe,,Official,,Dutch,Latin,1
id-789463,id-1032940,id-777914,Talk in Squares EP,,Official,,English,Latin,1
id-434837,id-752037,id-94799,Adventures in Blue,,Official,,English,Latin,1
id-521134,id-823310,id-608084,Butter Foundation vs. DJ Chillfreez,,Official,,English,Latin,1
id-1968608,id-1807905,id-1594412,Living on the Streets,,Official,None,English,,1
id-306003,id-645856,id-466146,Flux Decapitator,674845023526,Official,,English,Latin,1
id-473888,id-784149,id-534463,We Decide / Kemikal Renegade,,Official,,English,Latin,1
id-938929,id-334915,id-232456,Cosmic Light,,Official,,,Latin,1
id-636469,id-913049,id-163433,Something Unreal,,Official,,English,Latin,1
id-1004989,id-871790,id-643061,Abort Retry Fail,,Official,,English,Latin,1
id-215435,id-569011,id-405886,Last Summer,,Official,,English,Latin,1
id-856792,id-938554,id-697315,Bem Fundo,,Official,,Portuguese,Latin,1
id-1460422,id-1402663,id-283206,מאפיה של אישה אחת,,Official,,Hebrew,Hebrew,1
id-771266,id-1018277,id-404141,Down and Out,,Official,,English,Latin,1
rec-62688-dup-0,id-410507,id-102690,Not Bad Emough,5017556702253,Official,Slim Jewel Case,English,Latin,1
id-1779628,id-1661969,id-3006207,Debut,,Official,None,Multiple languages,Latin,1
id-909253,id-334048,id-231802,I Am Free / Rockin Beats,,Official,,English,Latin,1
rec-152978-dup-0,id-518496,id-816647,Duo-Derio EP,880319200212,Official,,,Latin,1
id-1280932,id-1261598,id-1154724,Spring EP,,Official,None,English,Latin,1
id-391819,id-716893,id-525565,Papaia,,Official,,English,Latin,1
id-162568,id-525712,id-367108,Grooving in the Graveyard,,Official,,English,Latin,1
id-840029,id-982428,id-737025,Its Not Fair,,Official,,English,Latin,1
id-328097,id-665062,id-483418,Lowly Worm,,Official,,English,Latin,1
id-1327401,id-1298264,id-1213657,Rust,,Official,None,English,Latin,1
id-3350533,id-2894117,id-3219890,Dirt,196699379548,Official,,English,,1
id-863718,id-811358,id-426536,Plutonium Boy,,Official,,English,Latin,1
id-2411566,id-2159027,id-2417698,LD DEMO TAPE 1,,,,,,1
id-524372,id-825718,id-92836,All That Mattered,5414165009795,Official,,English,Latin,1
id-86166,id-449600,id-315104,A Brief History of Dentistry,,Official,,English,Latin,1
id-3083385,id-2686267,id-3008435,Go Away,,Official,None,English,Latin,1
id-1047721,id-1073299,id-827769,Challenges,,Promotion,,English,Latin,1
id-158231,id-329483,id-198634,Surf-N-Burn,45778600120,Official,,English,Latin,1
id-401563,id-724683,id-231148,Electronic Music,5413356796421,Official,,English,Latin,1
id-646424,id-920765,id-683289,White Sulphur Springs,700261255330,Official,,English,Latin,1
id-573559,id-864670,id-637521,Let Go,,Official,,English,Latin,1
id-1335464,id-1304536,id-1114129,Setting the House on Fire The Native Run House Show Experience,,Official,None,English,Latin,1
id-730880,id-985848,id-739608,boy wonder,,Pseudo-Release,,English,Latin,1
id-1172616,id-1173532,id-304336,Yo Yo,,,,English,Latin,1
id-907051,id-210695,id-152589,Much More Volume 2,,Official,,,Latin,1
id-338432,id-673291,id-491517,Fuck Friend,,Official,,English,Latin,1
id-3207561,id-2784675,id-3114943,Así Quiero Morir,8445281081256,Official,None,Spanish,Latin,1
id-996379,id-568154,id-681059,Christmas Organ and Chimes,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-830305,id-1064097,id-801826,That Funky Music EP,3661585520719,Official,,English,Latin,1
id-747128,id-998996,id-748755,Cotton Pickers Ball / Pozzo fox trot,,Official,,English,Latin,1
id-1294004,id-1271954,id-499646,Tryin to Mess My Mind/Shes the One,,Official,,English,Latin,1
rec-1282655-dup-0,id-1262979,id-288962,-9q-,,Promotion,Jewel Case,,Latin,1
rec-408000-dup-0,id-729988,id-535934,Amplify / Noisebreaker,,Official,,English,Latin,1
id-2639663,id-2335643,id-2648082,House on Fire,,Official,,,,1
id-1131006,id-1141091,id-956061,Sink to See,,Official,Jewel Case,English,Latin,1
id-167395,id-529449,id-214902,Call to Freedom,,Official,,English,Latin,1
id-356929,id-688289,id-92321,Dreamwalker,801027203067,Official,,English,Latin,1
id-1324755,id-1296201,id-1211170,Curry Goat,,Official,None,English,Latin,1
id-761108,id-1010631,id-758257,Festering Abscess Fornication,,Official,,English,Latin,1
id-883742,id-116863,id-1218392,Shared Blessings,,Official,Jewel Case,English,Latin,1
id-90277,id-455938,id-316074,The Trio of Techno,,Official,,English,Latin,1
id-670766,id-940110,id-687042,Advanced,,Official,,English,Latin,1
id-517514,id-510356,id-355090,Demo,,Official,,English,Latin,1
id-819036,id-1055826,id-2774562,Plages ensoleillées,3562690007846,Official,,French,Latin,1
id-2990897,id-2612629,id-2935364,Say Datt Pt. 1,,Official,None,English,,1
id-1251414,id-1237699,id-1122902,Breeze pass,,Official,Slim Jewel Case,English,Latin,1
id-786026,id-1030191,id-775961,Its Christmas Baby Why You Wearin Black,,Official,,English,Latin,1
id-55634,id-394455,id-277427,Driverlane,,Official,,English,Latin,1
id-401304,id-724496,id-415129,The Beginning,,Official,,Multiple languages,Latin,1
id-430734,id-748589,id-550667,Soul Fever / Half Heaven Half Heartache,,Official,,English,Latin,1
id-1056254,id-1080214,id-838411,Disco Dancer,,Official,,English,Latin,1
id-641796,id-917085,id-680055,Mountain Top / Dumbwaya,,Promotion,,English,Latin,1
id-357970,id-689014,id-430870,When I Left Work Today,5024545432770,Official,,English,Latin,1
id-839614,id-876932,id-646364,Thick,,Promotion,,English,Latin,1
id-789604,id-1033079,id-627103,Im a Flirt for You,,Official,,English,Latin,1
id-1311652,id-1285750,id-1193378,Hearts Like These,634479246517,Official,Jewel Case,English,Latin,1
id-1328849,id-1299407,id-1214980,Soak It Up EP,,Official,None,English,Latin,1
id-861433,id-469568,id-327164,Basic,,,,English,Latin,1
id-1116955,id-1129327,id-935520,East Coast Avengers Present Avengers Airwaves,765481010329,Official,,English,Latin,1
id-3354457,id-2897157,id-3223705,66,886449686759,Official,None,English,Latin,1
rec-994740-dup-0,id-630717,id-453092,Antarctica Staets Here,,Official,,English,Latin,1
id-680731,id-948004,id-705131,Canta con nosotros / Suena un reloj,,Official,,Spanish,Latin,1
rec-762211-dup-0,id-1011496,id-759058,Rock That Shit,,Official,,English,Latin,1
id-1191485,id-1188630,id-1040102,Dom kallar oss Vargpakten,,Official,None,Swedish,Latin,1
id-2167079,id-1964973,id-2208840,Zig Zag Lady Illusion,,Official,None,English,Latin,1
id-743741,id-996271,id-746680,Back Where You Belong,,Official,,English,Latin,1
id-3354629,id-2897280,id-3223927,Heart Lockets,,Official,None,English,Latin,1
id-89434,id-454381,id-318090,Euromotion Is Coming,,Official,,English,Latin,1
id-719786,id-977449,id-198948,One of the Lads,,Official,,English,Latin,1
id-876091,id-27538,id-14263,I Wonder demo,,Official,,,Latin,1
id-518953,id-821617,id-606938,Love of Everyone,,Official,,English,Latin,1
id-1165540,id-1168108,id-997999,FACT Mix 191 Tri Angle,,Official,None,English,Latin,1
id-620304,id-900854,id-666656,Carry Me,,Official,,English,Latin,1
id-835159,id-1067409,id-362001,ハピネス,,Official,,Japanese,Japanese,1
id-964120,id-415243,id-292492,I See All the Colours of the Rainbow,,Official,,English,Latin,1
id-2167291,id-1965123,id-1402818,Dream Fixx,,,,,,1
id-448025,id-1486669,id-2685771,Shine,,Official,,English,Latin,1
id-1310808,id-1285075,id-160418,Cologne Summer EP,,Official,,English,Latin,1
id-1132377,id-1142224,id-2413886,Romeros Nation,,Official,,English,Latin,1
id-2357149,id-2114696,id-2372566,Dual Atlas,,Official,,English,Latin,1
id-400413,id-723749,id-530620,古琴新韻,,Official,,Chinese,Han Traditional variant,1
id-148343,id-514889,id-358908,New World Prosecution,,Promotion,,English,Latin,1
id-2418809,id-1928924,id-2161075,GRAVELAND DIGGERZ,,Official,None,Multiple languages,Latin,1
id-570677,id-862517,id-635853,Black Magic,,Official,,English,Latin,1
id-1539245,id-1472271,id-1404048,Rites of Prehistoric Darkness,,Official,,English,Latin,1
id-1181914,id-1180960,id-1025544,Take My Hand,,Official,,English,Latin,1
id-249619,id-600160,id-429057,El Ninyo Melón EP,,Official,,Spanish,Latin,1
id-149987,id-497357,id-287821,Melodrama,,Official,,Spanish,Latin,1
id-489888,id-797663,id-135478,Ride,704865002710,Official,,English,Latin,1
id-2833868,id-2489234,id-2720315,Higher,195397128342,Official,None,English,Latin,1
id-166598,id-528874,id-369843,Bleed Together,604567200325,Official,Jewel Case,English,Latin,1
id-1182505,id-1181425,id-1026577,Collective Volume 1,,Official,,English,Latin,1
id-639804,id-915599,id-678806,Drop the Base / It Goes Like,,Official,,English,Latin,1
id-80682,id-441611,id-310338,Hey Beauty,,Official,,English,Latin,1
id-940441,id-337494,id-146273,Oogong,,Official,,,Latin,1
id-272571,id-618206,id-409308,214 ～ Believe in me tonight ～,,Official,,Japanese,Japanese,1
id-1025476,id-749200,id-551104,The Cardigan EP,,Official,,English,Latin,1
id-525220,id-826430,id-67446,Smegma / Nevermore,,Official,,English,Latin,1
id-2642365,id-2337878,id-2318755,Bunk,,Official,None,,,1
id-137446,id-463232,id-266665,February/Red,,Official,,English,Latin,1
id-253869,id-603318,id-431453,Its Cold in Space,,Official,,English,Latin,1
id-384368,id-710575,id-521882,Into the Mouths of Lions,,Official,,English,Latin,1
id-584534,id-873094,id-623034,Stoi Storoni Zerkala Part II,,Official,,English,Latin,1
id-1208126,id-1202099,id-1064318,dangerous game,,,,,Latin,1
id-577414,id-867637,id-640038,U Will Be Witness,,Official,,Polish,Latin,1
id-3079870,id-2683689,id-1521126,Peanut Butter,,,,,,1
id-1089001,id-1106722,id-877219,Glory to the King,,,,English,Latin,1
id-2644754,id-2339830,id-1652936,Soul Drainage,,Official,None,English,Latin,1
id-1148216,id-1154796,id-972141,Dead Soul Country,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-436174,id-753215,id-554409,I Need You Now / Angela Jones,,Official,,English,Latin,1
id-589840,id-877432,id-646713,Smooth Operators Pt.1,,Official,,English,Latin,1
id-1578782,id-1503826,id-1447965,The Gordian Knot,,Official,,,,1
id-667087,id-937301,id-696352,The Calocybe Collection,,Official,,English,Latin,1
id-1320871,id-1293230,id-1207137,Primadonna,,Official,,English,Latin,1
id-407030,id-729106,id-535189,Disgust / Thru the Ether,,Official,,English,Latin,1
id-351722,id-684230,id-501529,Ik vlieg de berg af,,Official,,Dutch,Latin,1
id-267993,id-614773,id-2281845,Beyond Boundaries,,Official,,English,Latin,1
id-141767,id-510154,id-170126,Hard to Kill,,Official,,English,Latin,1
id-2170778,id-1967898,id-2213282,Morning Music,,Official,None,English,Latin,1
id-664442,id-935266,id-694759,The Legend of Zelda,,Official,,English,Latin,1
id-1192740,id-1189697,id-160396,Slumber / Velocity,,Official,,English,Latin,1
id-1156643,id-1161279,id-983714,Grace Morrison,,Promotion,,English,Latin,1
id-18692,id-200283,id-146269,Batman and Robin,,Official,,English,Latin,1
id-1174277,id-1174891,id-97235,Future Sound Remixes,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-37158,id-345290,id-241793,Only a Memory,,,,English,Latin,1
id-268358,id-106789,id-71487,Constant Mutation,5036706000285,Official,Jewel Case,English,Latin,1
id-2356702,id-2114298,id-2372216,Discipleship Reflecting Christs Vision,,Official,None,English,Latin,1
id-245088,id-596311,id-426453,Wrath of the Lost,,Promotion,,English,Latin,1
id-1255398,id-1241175,id-394826,Heartbreaker/Caught My Eye,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-1333045,id-1302743,id-1218710,Our Sound Is Our Wound,,Official,None,English,Latin,1
rec-555256-dup-0,id-203794,id-148220,Ska Sept4t,,Official,,English,Latin,1
id-489428,id-797307,id-588585,Notwithstanding,,Official,,English,Latin,1
id-524820,id-826106,id-211011,Moving On Are You Strong Enough,,Official,,English,Latin,1
id-720618,id-978107,id-516643,Ayo,,Official,,English,Latin,1
id-327963,id-664957,id-483249,Unacceptable Love,,Official,,English,Latin,1
id-622436,id-902543,id-668053,TVアニメーション 「うみねこのなく頃に」 Original Sound Track ～Rose Crimson～,,Official,,Japanese,Japanese,1
id-823104,id-1058803,id-797726,Look at Me,,Official,,English,Latin,1
id-256457,id-605157,id-378262,Get Back to Me / Any Day Now,,Official,,English,Latin,1
id-256324,id-250112,id-286211,Slim 0097,5025989970026,Official,Digipak,English,Latin,1
id-1112128,id-1125287,id-922936,U Cant Touch This,,Official,,English,Latin,1
id-998943,id-582076,id-416060,The Sonic Adventures of Lettuce Boy,,Official,,English,Latin,1
id-243293,id-594740,id-425439,Automatik,,Official,,English,Latin,1
id-3455993,id-2976532,id-3252006,グラスヒール,,Official,,Japanese,Japanese,1
id-223937,id-576668,id-175490,Reverse Aleph,,Official,,English,Latin,1
id-817648,id-1054698,id-794971,From Within,859705451323,Official,,English,Latin,1
id-351831,id-684332,id-501602,Sessions 2,5425001360192,Official,,English,Latin,1
id-196778,id-345209,id-140849,8 Track Stomp,42284393522,Official,Jewel Case,English,Latin,1
id-868036,id-14582,id-7726,Aparatus,,Official,,,Latin,1
id-793764,id-1036345,id-357232,Psychedelic Life,,Official,,English,Latin,1
id-1178170,id-1178046,id-1018064,Life as a Salesman EP,777320163622,Official,,English,Latin,1
id-892972,id-164224,id-125729,Only One Way Out,,Promotion,,,Latin,1
id-1313931,id-1287633,id-1197989,Where My Complete Beloved Is,,Official,,English,Latin,1
rec-647025-dup-0,id-921268,id-807365,On Course Improyised Piano for 4 Hands,666449392221,Official,,English,Latin,1
id-2109304,id-1918676,id-1669610,Lines of Fracture,,Official,None,English,Latin,1
rec-3080496-dup-1,id-2684154,id-1559293,it5_OK,196164869314,Official,None,English,Latin,1
id-968108,id-431867,id-2705457,Mamma Maria,4020628975951,Official,,English,Latin,1
id-2361129,id-2118063,id-2264944,8000 Volts,,Official,,Italian,Latin,1
id-623841,id-903582,id-390581,Bells,,Official,,English,Latin,1
id-988671,id-1469356,id-2430282,Feel the Vibe,8421597006633,Official,,English,Latin,1
id-874324,id-6399,id-1005847,One More Midnight,,Official,,English,Latin,1
id-1119803,id-1131663,id-1181899,iTunes Festival London 2011,,Official,,English,Latin,1
id-1294972,id-1272664,id-213475,Holdin On,,Official,,English,Latin,1
id-1337365,id-1305943,id-1222794,Be Love,,,,English,Latin,1
id-917606,id-393315,id-276491,Somebody Give the Lord a Handclap EP,,Official,,English,Latin,1
id-151850,id-517528,id-2960834,Trance House 8,,Official,,English,Latin,1
