place,name,place_type,address,area,coordinates,ended
id-13089,Mt. Laurel Poconos Mountain Performing Arts Center,Venue,Tamiment Dr Lehman PA 18324,id-117969,41.150965-75.030843,t
id-6044,Daring Studios,Studio,,id-82557,,f
id-34180,The Path,Studio,,,,f
id-3780,IRc2 STUDIOS,Studio,〒135-0062 東京都江東区東雲2-14-4 マルサダビル3F,id-118299,35.638233139.799626,t
id-24723,Crimson Sun Audio,Studio,,id-8334,,f
id-55890,Riegersburg,Other,Riegersburg 1 8333 Riegersburg Österreich,id-80554,47.00472215.9325,f
id-56369,The Little Theatre,Venue,54 River St Woodstock VT 05091 United States,id-119763,43.62185-72.526895,f
id-5967,LAuditorium,Studio,C/ La font 5 17143 Jafre de Ter Jafre Girona provincia España,id-80889,42.0722923.010281,f
id-38031,Castello di Morsasco,,,id-14439,44.66658.5516,f
id-40473,Schloss Vornholz Rittersaal,,,id-69038,51.86858.0851,f
id-30054,Auditorium du Musée du Piano de Limoux,Venue,Place du 22 Septembre 11300 Limoux,id-46206,43.0545042.221518,f
id-38310,Molí del Mig,Other,,id-114068,,f
id-10167,Soundhouse Studios,Studio,,,,f
id-51398,chapel of Onze Lieve Vrouw hospital,Religious building,,id-51936,,f
id-8101,Foxhound Sound,,Oakland CA,,,f
id-16865,Dorpshuis De Uthof,Venue,Uthôf 10 9248 KS Siegerswoude Opsterland Netherlands,id-116250,53.1018396.244273,f
id-38484,Marlstone Recordings,Studio,,id-91070,,f
id-10005,Studios 30,Studio,,,,f
rec-46455-dup-0,Grandmas Itchy Pkace,Studio,,id-118323,,f
id-54987,Double Impact Productions,Studio,,id-114821,53.2485955.896858,f
id-16562,Crossway Studios,,,,,f
id-15261,Fingerprint Recorders,,,,,f
id-24317,Campo de Compañía,Other,,id-107075,42.51793-7.51665,f
id-24314,Blackroom Studios,Studio,2522 Shell Rd Ste D Georgetown TX 78628,id-7176,30.705487-97.689263,f
id-48078,Glashütte Tonstudio,Studio,,id-69129,,f
id-24319,Goldsmiths University of London,Educational institution,New Cross London SE14 6NW,id-39883,51.4739-0.0374,f
id-45329,IJsstadion Thialf,Stadium,Pim Mulierlaan 1 Heerenveen Netherlands,id-114833,52.93865.94201,f
id-2668,Pengerat,Studio,Gejayan Condongcatur Kec. Depok Kabupaten Sleman Daerah Istimewa Yogyakarta 55281 Indonesia,id-4586,-7.755805110.394331,f
id-26761,Eszterháza,,Fertőd–Eszterháza Joseph Haydn utca 2 9431 Hungary,id-11378,47.6194416.87167,f
id-2277,Suure-Jaani Gümnaasium,Other,Tallinna 24 71502,id-9370,58.538925.469438,f
id-26765,Hanzek Studios,Studio,,,,f
id-27359,The University of the Street,,,,,f
id-48587,Ich LDT Studio,Studio,,,,f
id-48586,Radical Masters Recording Services,Studio,,,,f
id-7065,Sound City,Studio,〒106-0041 東京都港区麻布台2-2-1,id-116696,35.658523139.742172,f
id-49854,The Funny Farm,Studio,,id-116839,,f
id-45929,402 Studio,Studio,,,,f
id-43461,Tune Up Studio,Studio,,,,f
id-48379,École de musique communautaire du Trégor,Educational institution,40 rue Jean Savidan 22300 Lannion,id-47151,,f
id-18229,Estudios Holy Tubes,,,id-108879,,f
id-13225,Michaëlskerk,Religious building,Kerkweg 20,id-116232,52.9314075.010737,f
id-13226,Dorpskerk Dalen,Religious building,Hoofdstraat 25 7751 GA Dalen,id-116230,52.6976456.755353,f
id-28070,Home of Princesse de Cystria,Other,,,,f
id-52883,MJC Sarralbe,,3 rue Saint Philippe 57430 SARRALBE,id-48463,,f
id-11314,Grand Rapids Harley-Davidson,,,id-22903,,f
id-29941,Schlosskirche Burgk,Religious building,,,,f
id-7998,Clos de Valcivières,Venue,,id-62276,,f
id-27161,stinkyadmusic,Studio,,,,f
id-35756,Paha Pajari Palace,Studio,,,,f
id-9182,四谷区民ホール,Venue,〒160-8581 東京都新宿区内藤町87番地,id-116772,35.687526139.71452,f
id-34886,Église Sainte-Foy de Cépet,Religious building,rue de lÉglise 31620 Cépet,id-44430,43.75261.4318,f
id-36847,Studio Mademoiselle,Studio,,,,f
id-2900,Studios Arpège,Studio,15 rue de la Fillaudière - 4840 Les Sorinières,id-39073,47.151797-1.512385,f
id-41411,Bazylika katedralna Wniebowzięcia Najświętszej Maryi Panny i św. Mikołaja w Łowiczu,Religious building,,id-5418,52.107819.9433,f
id-31473,Colegiata de San Cosme y San Damián,Religious building,,id-112341,42.058069-3.518761,f
id-19269,Sand Dollar,,,,,f
id-56702,Vic Geary Drop-In Center,Other,18 Greenough Rd Plaistow NH 03865,id-119424,,f
id-1300,St. Thomas Conference Center,Venue,14500 Juanita Drive Ne WA 98011,id-8033,47.730058-122.251893,t
id-31570,The Rathaus,,,,,f
id-31478,Iglesia de San Martín,Religious building,,id-108077,39.461-5.88112,f
id-48106,SBI,Studio,,,,f
id-51810,St Anne  St Agnes Church,Religious building,,,51.5164-0.0963,f
id-15562,普門館,Venue,〒166-0012 東京都杉並区和田2-6-1,id-117076,35.687222139.658889,t
id-50351,Kawati Studio,Studio,,id-69975,,f
id-34108,Kirche St. Bernhard,Religious building,,id-72289,51.62427.96611,f
id-43991,Eglise de Pampigny,Religious building,,id-97798,46.58176.429,f
id-17393,Dutch Mama Studio,Studio,〒194-0003 東京都町田市小川2-9-37,id-118300,35.52212139.463982,f
id-19806,Magic Mix Studios,Studio,,,,f
id-18492,Shalin Liu Performance Center,Venue,,id-82621,,f
id-29499,Anciens Abattoirs,Venue,,id-68618,,f
id-31311,Ultimate Audio Mastering,Studio,,id-29311,,f
id-50212,Birch Hill Nightclub,Venue,,id-116615,,t
id-26633,Nachtschicht Studio,Studio,,id-7621,,f
id-3230,Cubeaudio Studios,Studio,Obere Straße 25 37124 Rosdorf,id-71954,51.5026679.895693,f
id-37747,Sadlands Studios,Studio,,,,f
id-26086,CNTO Studio,Studio,,,,f
id-42484,Siesta Ranch Studio,Studio,,id-22202,,t
id-35087,Underfloor Studio,Studio,,id-17344,,f
id-53395,Livstry World Apartment,Studio,,,23.85688778.747713,f
id-17275,Stasis Digital Editing,Studio,,,,f
id-5544,SONATA CLUB,Studio,〒143-0016 東京都大田区大森北1-29-11,id-118276,35.585673139.728101,f
id-35824,Hotel van der Geest,Other,,id-115046,,f
id-35825,The Van Studio,Studio,,id-114794,,f
id-50812,Zownd,Studio,,id-115053,,f
id-50761,Bethany College,Educational institution,31 S Loop Campus Dr Bethany WV 26032,id-84526,40.205833-80.560278,f
id-11295,Église Notre-Dame de la Nativité,Religious building,,id-61489,48.7844-0.17,f
id-9465,Apollon Recording Studio,Studio,,,,f
id-39886,Sicurella Studios,Studio,,,,f
id-11976,Pinegrove Studio,Studio,,id-30236,,f
id-9545,Farmland Studio,Studio,,id-78013,,f
id-33654,Kloster Zangberg Mühldorf/ Inn,Religious building,Hofmark 1 D - 84539 Zangberg,id-77242,48.274912.4256,f
id-41153,St Asaph Cathedral,Religious building,,id-13259,53.257-3.442,f
id-33303,Citilia,,,id-12301,,f
id-22548,Bundy Auditorium,Venue,476 Hubbard Dr Lancaster SC 29720,id-28250,,f
id-49177,XOXA Production,Studio,,,,f
id-52065,Studio Red Roof Loftsound,Studio,,id-72180,,f
id-28920,Sorgenfri kirke,Religious building,Hummeltoften 1 2830,id-117872,55.7812.4803,f
id-20734,The Forum Music Centre,,Borough Road Darlington DL1 1SG,,,f
id-44452,Palazzo Venturi,,,id-15745,,f
id-19930,Hill Haus,Venue,,id-116503,,f
id-41641,Memphis Auditorium,Venue,Memphis Tennessee,,,t
id-11191,Hire,Studio,,id-71909,,f
id-18644,2-od Studio,Studio,,,,f
id-17412,Rose Music Center at the Heights,Venue,6800 Executive Blvd. Huber Heights OH 45424,id-21873,39.870517-84.111406,f
id-33873,Valentinos,Venue,,,,t
id-33872,Studio Daniel Deshays,Studio,25 Bis Rue Victor Hugo - 92320 Châtillon,id-54929,,f
id-32378,Peter-und-Paul-Kirche,Religious building,,id-68933,51.54778.544,f
id-37695,Brewery Arts Centre,Other,122A Highgate Kendal LA9 4HE,id-115514,,f
rec-16166-dup-0,Églixe St-Benoît-de-Mirabel,Religious building,,id-117820,45.566979-74.097784,f
id-6485,Teichiku Kaikan Studio,Studio,,,,f
id-32295,The Pedo Ville,,,,,f
id-34801,EDC USA,Pressing plant,700 South Battleground Avenue Grover NC 28073,id-118444,35.173269-81.434551,t
id-16417,Carrington Pavilion,Venue,629 Craghead St Danville VA 24541,id-5815,36.584693-79.385891,f
id-19307,Sound Farm Studio  Recording Environment,Studio,,id-24793,,f
id-42542,Eastlake Studio,Studio,,id-12511,,f
id-4872,Aermotor Studio,Studio,,,,f
id-21800,MusicLan Studios,Studio,,,,f
id-5715,Kimata Studio,Studio,,,,f
id-16783,Dave McNair Mastering,Studio,,,,f
id-42234,Zondervan Studios,,,,,f
id-15040,The Kay Cottage,,,,,f
id-55290,Dream Machine,Studio,,,,f
rec-45142-dup-0,intelsat azz club,Venue,,id-11086,,f
id-45453,Gargantua Sounds,Studio,,,,f
id-28723,Del Rey Studios,Studio,,,,f
id-22183,Reformierten-Kirche,Religious building,,id-742,47.406418.9468,f
rec-16479-dup-0,ZUNTAA STUDIO,Studio,,,,f
id-28486,Viimsi Püha Jaakobi kirik,Religious building,Nurme tee 2 74011,id-117836,59.52073124.808247,f
id-11582,Continental Silver Eagle,Other,,,,f
id-26011,Tongyeong Concert Hall,Venue,,id-99313,34.826128.4398,f
id-16737,Kanagawa University,Educational institution,,id-11804,,f
id-40967,SB Studio,Studio,,id-118931,,t
id-1197,The Mango Tree,Studio,,id-83118,,f
id-53710,Max Challenge Coins,,4142 Ogletown Stanton Rd,,,f
id-55196,Maddahi Vineyards,Studio,,id-23905,,f
id-22616,Indie Masters,Studio,,,,f
id-30177,Église Sainte-Marie-Madeleine,Religious building,,id-53817,46.1736116.7075,f
id-37075,Edenvale Aerodrome,Other,5195 Highway 26 E. RR 2 Stayner ON L0M 1S0,id-118603,44.438889-79.965278,f
id-22344,Kohlekeller Studio,Studio,Im Kirchwald 6 64342 Seeheim-Jugenheim Germany,id-72494,49.767588.68613,f
id-40603,St. Johns Episcopal Church,Religious building,14 Lagunitas Road at Shady Lane Ross CA 94957 US,id-22386,,f
id-50886,Le Cheval Blanc,Venue,25 rue Principale,id-49157,,f
id-33375,Voxton Studios,Studio,,,,f
id-14063,Goodnight L.A.B.,Studio,,,,f
id-29227,On Me Sound,Studio,,,,f
id-51694,Massive Productions Studios,Studio,2360 Main Street,id-114695,,f
id-41946,Hof Huhnstadt,Other,Hof Huhnstadt 36287 Breitenbach am Herzberg,id-72323,,f
id-38049,Nes Artist Residency,Studio,Fjörubraut 8 Skagaströnd Iceland,id-98507,65.8227-20.30706,f
id-14069,Fox Theater,Venue,326 N Irwin St Hanford CA 93230,id-80674,36.32831-119.647268,f
id-45650,Burggraben Neckarelz,Venue,Johannitergasse 2 74821 Mosbach Germany,id-69540,49.341699.101083,f
id-34388,H. Ric Luhrs Performing Arts Center,Venue,475 Lancaster Dr Shippensburg PA 17257,id-114772,40.0606-77.524702,f
id-13351,WACA Ground,Stadium,Nelson Cres East Perth WA 6004,id-115980,-31.958678115.878409,f
rec-4382-dup-0,Handel Stujdios,Studio,,,,f
id-5431,Brent Town Hall,Venue,,id-3879,51.566111-0.273611,t
id-35094,Paramount Hudson Valley Theater,Venue,1008 Brown St Peekskill NY 10566,id-6151,41.290238-73.921867,f
id-17415,The Budweiser Summer Stage at Tags,Venue,3037 NY-352 Big Flats NY 14814,id-116293,42.131065-76.93617,f
id-35021,Schloss Hermsdorf,Venue,Schloßstr. 9,id-78482,,f
id-30743,Toproom Studio,Studio,,id-12555,,f
id-22713,Little Creek Studio,Studio,,id-96505,47.46897.8677,f
id-20307,Regal House Studios,Studio,,,,f
id-4309,Stadthalle Lübbecke,Venue,,id-69467,,f
id-12450,Kraynight Productions,,,,,f
id-24689,Herbert House,,,,,f
rec-30177-dup-0,Église Sainte-Marie-Made1eine,Religious building,,id-53817,46.1736116.7075,f
id-14993,上野学園 石橋メモリアルホール,Venue,〒110-8642 東京都台東区東上野4-24-12,id-118306,35.715329139.779758,f
id-21888,Tonstudio Oase,Studio,Wüste 17 79227 Schallstadt Germany,id-75327,47.9609957.760155,f
id-30685,Neues Forum des Schulzentrums Seelze,Educational institution,Grand-Couronne-Allee,id-69914,52.3973739.599648,f
id-50036,Mill Studio,Studio,3 Church Road Swords Co. Dublin,id-80916,,f
id-44772,Contemporary Studios,Studio,,,,f
id-15839,Sigur Center,Venue,8245 W Judge Perez Dr Chalmette LA 70043,id-116175,29.955376-89.980869,f
id-31626,Iglesia de Nuestra Señora de la Asunción,Religious building,,id-111740,41.504411-1.405827,f
id-30098,La Taillade,Studio,,id-61561,,f
id-16165,Rhein-Neckar-Halle,Venue,Pestalozzistraße 10 69214 Eppelheim,id-21853,49.3940038.633146,f
id-47083,Chiesa di San Martino,Religious building,,id-14785,44.53977.4807,f
id-56127,Götlunda kyrka,Religious building,,id-12930,,f
rec-19438-dup-0,Woodshop Revordings,Studio,,,,f
id-11736,Les Gonks,Studio,,,,f
id-41220,Ulhers apartment,Other,,,,f
id-51525,Peel Acres,Other,,id-95457,,f
id-30301,Recording Studio JAKE,Studio,〒167-0032 東京都杉並区天沼3-12-10 榎本ビル B1F,id-118085,35.708181139.61419,f
id-51792,Abbaye Saint-Benoît dEn-Calcat,Religious building,,id-44738,43.4976082.151089,f
id-42935,Legend Valley,Venue,7585 Kindle Rd,id-103030,39.9378-82.4067,f
id-30876,Sloyer Sound Studio,Studio,,,,f
rec-28904-dup-0,Luftlofet,,,,,f
id-31780,Marco Olivotto  C. Snc,Studio,,id-14442,,f
rec-13892-dup-0,Congregational Church of South Derinis,Religious building,,id-82487,41.676112-70.156217,f
id-34178,Boisko Sportowe,,,id-7096,,f
id-4887,Église Saint-Augustin,Religious building,15093 rue de Saint-Augustin Mirabel QC J0N 1J0,id-117819,45.624444-73.981667,f
id-17024,Familyre Studio,Studio,,,,f
id-14611,The Phantom Zone,Studio,,,,f
id-14612,South Sound,Studio,,,,f
id-21163,Musik Box,,,,,f
id-11328,ARTI,,,,,f
id-14618,The Sparkle,Studio,,id-102485,,f
id-28914,First Avenue Studios,Studio,32 First Ave Newcastle upon Tyne NE6 5YE United Kingdom,id-115574,54.98233-1.57597,f
id-21086,The Swamp,Studio,,id-28908,,f
id-34496,The Hobo House,Studio,,,,f
id-36575,Marienbasilika,Religious building,Kapellenpl. 35 47623,id-69329,51.58466.24443,f
id-29251,Musée Joseph-Fau de Conques,Venue,,id-51725,,f
id-29253,З Ранку До Ночі,Studio,,,,f
id-36478,Nacka Recording House,Studio,,,,f
id-29255,White Studio,Studio,,,,f
id-4052,Vilar Performing Arts Center,Venue,68 Avondale Ln Beaver Creek CO 81620,id-88732,39.60468-106.517076,f
id-30890,Savage Sound Studios,Studio,,,,f
id-16245,Port of Call Studio,Studio,,,,f
rec-10365-dup-0,April Ba5e,Studio,,id-94156,,f
id-11186,Midland Theatre,Venue,36 N Park Pl Newark OH 43055,id-82087,40.0591-82.401607,f
id-48958,Classica Viva Recording Studio,Studio,,id-17796,45.1558.9495,f
rec-43991-dup-0,Egl:se de Pampigny,Religious building,,id-97798,46.58176.429,f
id-57201,Tamassa Lounge and Bar,Venue,9F5G+GJG Eden Island Providence,id-3608,-4.641255.4766,f
id-9880,Crazy Als,,,,,f
id-36776,Ølby Kirke,Religious building,Ølby Center 79–81 4600 Køge,id-118580,55.4816512.1767,f
id-40103,Akershus slott og festning,Other,,,59.90666710.736111,f
id-52325,STUDIO inks,Studio,,,,f
id-9920,Corner Box,Studio,10 rue de Nantes 85620 Rocheserviere France,id-56953,46.940662-1.510338,f
id-27128,Chiesetta dellOratorio,Religious building,,id-15522,,f
id-44078,Commanderie des Templiers,,,id-118449,48.76491.9646,f
id-37131,St. Firminus-Kirche,Religious building,Dorfring 25,id-71512,52.93538.3792,f
id-51910,Renaissance Records Studios,Studio,,,,f
id-18462,NODE Studio,Studio,,id-4639,,f
id-48550,Riverside Music Studio,Studio,,id-12993,,f
id-11959,Trafalgar Studios,Studio,74B Trafalgar St Annandale NSW 2038,id-118999,-33.883633151.168932,t
id-32234,STUDIO696,Studio,〒111-0034 東京都台東区雷門2丁目3番11号ビッグベンビル8F,id-118313,35.709606139.796704,f
id-26834,St Marys Church,Religious building,207 High Rd London E18 2PA,id-115755,51.59790.0202,f
id-48657,Normansfield Theatre,Venue,Langdon Down Centre 2a Langdon Park Teddington TW11 9PS United Kingdom,id-53524,51.418333-0.315,f
id-38862,Volbeat HQ,Studio,,,,f
id-31120,Église Notre-Dame dHerment,Religious building,,id-57218,45.75342.56865,f
id-35633,Kingston School of Art,Educational institution,,,,f
id-15131,Radio One,Studio,,,,f
id-5507,RecPublica Studios,Studio,Świebodzińska 73 66-218 Lubrza Poland,id-492,52.3095815.4393,f
id-8512,Château dAssas,Venue,,id-59693,,f
id-28109,Brumtown Hit Factory,,,,,f
id-23549,Mississippi State Penitentiary,Other,,id-103427,33.9191-90.4984,f
id-35645,Jacobs Well Mastering,Studio,79 E Wilder Rd West Lebanon NH 03784,id-118519,43.682305-72.301925,f
id-3472,Landscape Studios,Studio,Bleeklaan 23 8921 GW Leeuwarden,,,f
rec-1349-dup-0,Schloss Ekmau,Other,,id-76294,47.46191711.186097,f
id-53775,The Montague Bookmill,Venue,440 Greenfield Rd Montague MA 01351 United States,id-82575,42.537098-72.538733,f
id-44391,The Practice Pad,Studio,,id-70256,,f
id-48238,Sejny Synagogue,Venue,,id-6101,54.1056423.3509,f
id-36504,Kullamaa Püha Johannese kirik,Religious building,,id-118569,58.88080324.075798,f
id-36505,Kuusalu Püha Laurentsiuse kirik,Religious building,,id-88727,59.44509425.436753,f
id-13173,Konocti Harbor Resort and Spa,Other,8727 Soda Bay Rd Kelseyville CA 95451,id-115964,38.987329-122.744694,t
id-1252,Sud de France Arena,Indoor arena,Rue de la Foire 34470 Pérols,id-34900,43.5733333.951667,f
id-36970,Multimedia Press,Pressing plant,C.da Molina 27 87020 Orsomarso,id-20410,39.80095415.874423,t
id-35331,Jean Roché Studio,Studio,,id-57013,,f
id-35336,St Marys Church,Religious building,,id-99843,51.29220.4067,f
id-32432,Heinolan kesäteatteri,,Kymenkartanonkatu 2 18100 Heinola,id-23427,,f
id-10417,Kulturschmiede,Venue,,id-69150,,f
id-7802,Sint-Nicolaaskerk,Religious building,Elburg,id-114876,52.4484845.836458,f
id-18605,Cattedrale di San Pietro,Religious building,,id-16619,,f
id-56758,Meridian Studio,Studio,,id-100274,,f
id-44004,Eglise Saint André,Religious building,,id-39734,43.4525.413,f
id-20840,Paramount Theatre,Venue,913 W St Germain St St Cloud MN 56301,id-9546,45.559179-94.163591,f
id-44559,4AD Muziekclub,Venue,Kleine Dijk 57 8600 Diksmuide,id-101413,51.0342042.85993,f
id-34120,Technicolor Australia,Pressing plant,9 De Havilland Rd Mordialloc VIC 3195,id-118355,-37.986687145.098167,f
id-51402,Dreamlands Mastering,Studio,,id-115769,,f
id-34124,Gold Key Studios,Studio,,,,f
id-34125,Wide Range Sound,Studio,,,,f
id-44550,Mickeys House,Studio,,,,f
id-39793,West West Side Music,Studio,2 Engle Street Tenafly NJ 07670,id-118422,,t
id-9219,大田区産業プラザ,Other,〒144-0035 東京都大田区南蒲田一丁目20番20号,id-118277,35.558861139.724083,f
id-17517,Cap a pie Studio,Studio,Pommernstraße 24,id-69614,,f
id-5752,Oak Mountain Amphitheatre,Venue,1000 Amphitheatre Drive Pelham Alabama 35124,id-81555,33.331458-86.784611,f
id-23710,Nederlandse Hervormde Kerk,Religious building,,id-114906,,f
id-12517,Holy Trinity Church,Religious building,Wentworth Rotherham South Yorkshire United Kingdom,id-3930,53.4785-1.422572,f
id-40657,Église Saint-Savinien,Religious building,Place de léglise,id-55475,45.87958-0.6792,f
id-53500,Lyonesse Studios,Studio,,id-92776,,f
id-28685,La Bodeguika Records,Studio,Calle Somo Bajo S/N 26190 Nalda La Rioja,id-107030,42.335927-2.488577,f
id-17925,Cheche Studio,Studio,,id-84410,,f
id-8945,東京エレクトロンホール宮城,Other,〒980-0803 宮城県仙台市青葉区国分町三丁目3番7号,id-118608,38.265972140.867833,f
id-16820,RadicArt Studio,Studio,,id-8406,,f
id-33317,Ferry Porsche Congress Center,Indoor arena,Brucker Bundesstraße 1a,id-30666,47.32221412.797061,f
id-33284,Damage Inc. Studio,Studio,,id-14840,,f
id-8541,Bernies Music Land,Other,381 Canterbury Road Ringwood,id-8729,,f
id-31847,St. Cosmas Und Damian Kirche,Religious building,,id-71419,53.39188.0148,f
rec-34921-dup-0,Studi0 Free-Son,Studio,,id-50590,,f
id-1047,フェスティバルホール,Venue,〒530-0005 大阪府大阪市北区中之島2-3-18,id-118628,34.693577135.496396,t
id-859,USTONE,Venue,〒520-0832 滋賀県大津市粟津町11-12,id-5555,34.978812135.89987,f
id-54876,Central Recording Studio,Studio,1226 Central Avenue,id-21886,,f
id-54978,Tonstudio II von Koch International,,,,,f
id-47681,Casino de Trouville,Other,,id-65250,49.3656780.078204,f
id-34340,Pub Severa,Venue,Broniewskiego 6,id-7125,,t
id-35873,Salle Rolland‐Brunelle,Venue,20 rue St‐Charles‐Borromée Sud,id-92492,46.026185-73.436744,f
id-55401,Gasoline Road Bar,Other,Via Traversa Lido 5,id-16599,46.00809711.291011,f
id-22132,Campo Sportivo di Majano,Other,,id-20181,,f
id-32384,Schlosskirche St. Levin,Religious building,,id-78618,52.191111.0465,f
id-36389,Triple Js House of Poultry,Studio,,,,f
id-10816,White River Amphitheatre,Venue,40601 Auburn Enumclaw Road Southeast Auburn WA 98092,id-84001,47.2373-122.112,f
id-9694,アミューズメント佐渡,Venue,〒952‐1324 新潟県佐渡市中原234‐1,id-10202,38.008243138.31761,f
id-8853,西条市総合文化会館,Venue,〒793-0041 愛媛県西条市神拝甲79番地4,id-9830,33.911372133.182359,f
id-57376,Bogen Lydstudio,Studio,,id-12710,,f
id-22301,Spacecraft Studio,Studio,,id-17261,,f
id-37266,Klop Baroque Keyboard Instruments,Studio,,id-91713,,f
id-12542,烏山区民会館,Venue,〒157-0062 世田谷区南烏山6-2-19,id-116758,35.668846139.600559,f
id-15485,Doghouse Studios,Studio,,id-101125,,f
id-43957,Paulskirche,Religious building,Amtsstraße 5-7 67292 Kirchheimbolanden,id-69338,49.6669388.010016,f
id-5113,Detached Sound Recording,Studio,,,,f
id-14398,Challow Park Studios,Studio,,id-88763,,f
id-53277,Askim Kulturhus,Venue,,id-12333,,f
id-40318,Emscherland Studio,,,,,f
id-9103,Pickles Studios,Studio,,id-94692,,f
id-6065,Ts STUDIO,Studio,名古屋市西区上小田井2-38,id-11756,35.219824136.878778,f
id-37836,Chiesa di Santa Maria Annunciata,Religious building,Via Santa Maria Brunello Lombardy 21020,id-17829,45.765228.78887,f
id-37835,Studio Stats,Studio,,,,f
id-20624,Spirit of Camden Studios,Studio,,,,f
id-17973,Parish Church Of St. Martin,Religious building,,id-75708,47.88833311.951667,f
rec-40251-dup-0,Auditorium di Casonig,,,id-18551,,f
id-55792,Dock 44 Studios,Studio,,,,f
id-8276,St. Jean Baptiste,Religious building,,id-47778,,f
id-40423,San Francisco Art Institute,Educational institution,,,,f
id-37838,Dutch Reformed Church of Giessen-Oudekerk,Religious building,Oudkerkseweg 22 Giessen-Oudekerk,id-115066,51.844434.86595,f
id-38707,Alexanderplatz,Other,10178 Berlin Germany,id-118709,52.52166713.413333,f
id-33099,Künstlerhaus Lauenburg,Venue,,id-69401,,f
id-45275,The Stanley Hotel,,,id-84285,,f
id-42437,MoFo HQ,Studio,,,,f
id-33437,Pumpkin Studios,Studio,,id-91068,,t
id-53822,Tecval Memories SA,Pressing plant,,id-97867,,t
id-51217,スタジオ サウンドバレイ,Studio,,,,f
id-37707,Studio Fandango,Studio,,id-101353,,f
id-24226,Shockwave Studio,Studio,,,,f
rec-12230-dup-0,Bärenmate,Venue,,id-96061,,f
id-43040,Césaré,Other,27 rue Ferdinand Hamelin 51450 Bétheny,id-58985,49.2713494.044358,f
rec-47722-dup-0,Fushan B0tanical Garden,Other,264 Taiwan Yilaan County Yuanshan Township 雙埤路福山1號,id-12126,24.759694121.590306,f
id-30096,Nicholas Music Center,,85 George Street New Brunswick NJ 08901 US,,,f
id-28611,The Universal Mastering Facility,Studio,,,,f
id-3207,Église de Saint-Eustache,Religious building,123 rue Saint-Eustache Saint-Eustache Québec J7R 1X9,id-95601,45.557222-73.888611,f
id-7476,Platinum One,Studio,,id-95937,,f
id-10178,Fattys Zungaworks,Studio,,,,f
id-46217,Église Collégiale Saint-Michel-et-Saint-Pierre,Religious building,,id-60119,47.64480.5506,f
id-9352,Wolfseehalle,Venue,Wolfsee 2 83730 Fischbachau Germany,id-75914,47.71175411.943727,f
id-54473,New Grass Center for Underground Culture,Venue,,id-119679,,f
id-54477,Derek Studios,Studio,850 Main St.,id-82483,,f
rec-45046-dup-0,Église de  Froville,Religious building,,id-63372,48.47016.3554,f
id-52178,Studio Dingo Production,Studio,,id-105333,,f
id-28651,De Leuningjes,Venue,Julianastraat 49 2685 BB Poeldijk Netherlands,id-95337,52.0244584.215842,f
rec-33873-dup-0,Valeontinos,Venue,,,,t
id-27745,Villa di Poggio Reale,Other,,id-21312,43.823411.48738,f
id-47145,MusicJoly,Studio,,,,f
id-22052,Dollar Cab Lab,Studio,,,,f
rec-51810-dup-0,St Anne  St Agnes Churc h,Religious building,,,51.5164-0.0963,f
id-47020,Église de Charchilla,Religious building,,,46.46455.7092,f
id-40446,Gare de Borredon,Venue,,id-43655,,f
id-3359,Waldbühne,Venue,,id-75227,,f
id-20230,All Saints Church,Religious building,Wordwell Bury St Edmunds Suffolk IP28 6UN,id-92975,52.3159410.68051,f
id-15368,Alpha Dept Studio,Studio,,id-21544,,f
id-4159,Harlem Parlour Recording,Studio,,,,f
id-36735,Finemastering,Studio,Breslauer Platz 4b 63755 Alzenau,id-68727,50.0884279.051504,f
id-3684,Fidelitorium Recordings,Studio,991 N. Main St. Kernersville NC 27284,id-119401,36.132648-80.055761,f
id-42843,Tony OConnor Studios,Studio,,id-8751,,f
id-51596,Teatro condominiale La Fortuna,Venue,,id-14159,43.600713.2693,f
id-15320,Café LiBella,Venue,,id-76262,,f
id-5874,インテックス大阪,Venue,〒559-0034 大阪府大阪市住之江区南港北1-5-102,id-11925,34.636704135.41939,f
id-18924,Lexington Village Theatre,Venue,7318 Huron Ave Lexington MI 48450,id-87398,43.268417-82.528628,f
id-55572,The Lanceland Garage,Studio,,,,f
id-44235,Testa Rossa Studios,Studio,12 Longsight Industrial Estate Newton Avenue Longsight M12 4EY,id-67453,,f
id-11604,Nearby Music Studio,Studio,Magasingatan 19 692 37 Kumla,id-13039,,f
id-1380,Johanneskirche,Religious building,Kirchstraße 9 31832 Springe,id-69946,52.2158579.625313,f
id-55378,Mikes House,Other,,,,f
id-20550,TVA Studio,Studio,,id-21137,40.188215.1114,f
id-48340,Chiesa di San Giovanni Battista,Religious building,,id-15377,43.9910.5448,f
id-48421,Dynamix,Studio,,,,f
id-55277,Pontardawe Arts Centre,Venue,Herbert St Pontardawe Swansea SA8 4ED United Kingdom,id-86920,51.7199-3.8501,f
id-6962,Cinram Commerce,Pressing plant,6110 Peachtree St Commerce CA 90040,id-82278,33.982544-118.156345,t
id-27872,Acacia Sound,Studio,Newbury Park,id-104647,,f
id-49213,Ukonx Studio,Studio,,,,f
id-22432,CANTINA RIMA,Venue,〒530-0021 大阪府大阪市北区浮田2丁目6-13,id-118631,34.709355135.504982,f
id-21649,Rockbeach Recording,Studio,1328 Johnston Rd,id-106302,49.026307-122.800795,t
id-28538,Reflex Club,Venue,,id-67334,,f
