release,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
id-615103,id-336201,id-117574,Αντικατοπτρισμοί,,Official,,Greek,Greek,1
id-621043,id-901499,id-1,Retail Beds 2,,Official,,English,Latin,1
rec-53306-dup-1,id-388161,id-128737,A Series of Unfortunate Event5 Book 11 The Grim Grotto,,Official,,English,Latin,1
rec-732391-dup-1,rec-147594-dup-0,id-32989,Oro incenso  b:rra,042284112529,Official,,Italian,Latin,1
id-1186495,id-1184613,id-1,Experiments,4260170636478,Official,None,English,Latin,1
id-526120,id-827222,id-1,Winterweihnacht mit Panflöte,9002986542940,Official,Jewel Case,Multiple languages,Latin,1
id-1972482,id-1810859,id-1,Wenn der weiße Flieder wieder blüht,4049774280481,Official,CardboardPaper Sleeve,German,Latin,1
id-743953,id-996445,id-1,The Playlist Volume 1,,Official,,English,Latin,1
rec-895681-dup-0,rec-1501468-dup-0,rec-1655-dup-0,Boogie Man  Boogie Chillun,,Official,,English,Latin,1
id-2364439,id-2120698,id-1567722,Into Red,,Official,None,English,Latin,1
id-1155092,id-1101514,id-252304,Laying Silks and Satins on My Heart Volume 2,,PseudoRelease,,English,Latin,1
rec-3349724-dup-1,rec-2893489-dup-0,id-1399941,Mine  A Miriecraft Parody,,Official,None,English,,1
id-561136,id-241435,id-53976,Black Mahogani,689781205028,Official,,,Latin,1
rec-2837588-dup-1,rec-2101442-dup-0,id-2225335,Das magische Baurnhaus Folge 51 Der König der Mayas,9783867427814,,Jewel Case,,,1
rec-252507-dup-0,id-152866,id-179585,Donkey Kong Country 2 Diddys Kong Quest,,Official,,English,Latin,1
rec-844006-dup-1,id-881166,id-64925,Lavin in Wait,,Official,,English,Latin,1
id-939907,id-336405,id-54108,Rum  Rodeo,,Official,,,Latin,1
id-2489253,id-2219233,id-432390,Empty Rooms,,Official,None,English,Latin,1
id-946073,id-357543,id-101721,Badmen Butchers and Bleeders,,Official,,English,Latin,1
id-1140508,id-1148753,id-962755,The First Last EP,,Official,,English,Latin,1
id-235115,id-193180,id-35453,Junior High,715187778320,Official,,English,Latin,1
id-666453,id-936820,id-695946,Wuthering Heights,,Official,,English,Latin,1
id-859461,id-1042070,id-785736,Featuring Carlo Brunner  Gäste,,Official,,German Swiss,Latin,1
id-3580550,id-3072040,id-3394662,Doctor Who Daleks The Chase,9781408468357,Official,Jewel Case,English,Latin,1
id-1035425,id-285354,id-79575,Golden Classics,,,,English,Latin,1
id-186070,id-953988,id-54762,Do Not Tailgate,5033197231327,Official,,English,Latin,1
id-742900,id-995641,id-746216,At the End of This Road,,Official,,English,Latin,1
id-366019,id-695159,id-1320000,Polonaises 19,028942070424,Official,Jewel Case,English,Latin,1
id-2993255,id-2614526,id-2937240,The Ruby Braff  George Barnes Quartet,,Official,,,,1
rec-1193672-dup-0,id-1190435,rec-86876-dup-0,Swinb  Sweet,,Official,,English,Latin,1
id-252086,id-602259,id-430640,All the Lovely Losers,,Official,Jewel Case,English,Latin,1
id-493819,id-801004,id-178959,Nightvision,5413356824728,Official,,English,Latin,1
id-322992,id-347009,id-24288,Citizen Kane,091772178820,Official,,English,Latin,1
id-994312,id-118714,id-82896,Star Wars Cloak of Deception,,Official,,English,Latin,1
id-929399,id-178792,id-14732,Gangrene Tambourines,,Official,,English,Latin,1
rec-969567-dup-0,id-431062,id-1,San Francisco Jazz Festival CD Sampoer 96 Volume 1,,,,English,Latin,1
rec-2642330-dup-0,rec-2337849-dup-1,id-2650584,Pale Witcbery,,Official,,English,Latin,1
rec-376872-dup-0,id-704609,id-848833,Sound D3sign,,Official,,English,Latin,1
rec-868838-dup-0,rec-948303-dup-0,rec-705359-dup-0,Więcej żagli,,Official,,Polish,Latin,1
id-526475,id-490145,id-347,And All That Could Have Been,4988005292780,Official,,English,Latin,2
rec-436822-dup-0,id-753699,id-237851,Iri C,,Official,,English,Latin,1
id-263691,id-611603,id-436676,The Porter Street Tapes,,,,English,Latin,1
id-979042,id-496590,id-147652,Meus Momentos Volume 2,,Official,,Portuguese,Latin,1
id-581992,id-871059,id-1655,BD Blues 19481951,0826596071824,Official,Other,English,Latin,1
id-871186,id-658374,id-21949,19940903 Folky nefolky Helfštýn Czech Republic,,Bootleg,,Czech,Latin,1
id-379638,id-706892,id-1,The Works,,Promotion,,English,Latin,1
id-1085625,id-1104067,id-872534,Vaknållt in Di,,Official,Other,German,Latin,1
id-3351312,id-2894718,id-3214048,Vision of Eden,600028430225,Official,Digipak,English,Latin,1
rec-1187900-dup-0,rec-1185827-dup-0,id-1034855,September 22nd  Avgust 3rd 2010,,Official,,English,Latin,1
rec-1734785-dup-0,id-1625854,id-1,New A9e Music Vol 4,8711913293657,Official,,English,Latin,1
rec-1734785-dup-1,id-1625854,id-1,New Age Mus:c Vol 4,8711913293657,Official,,English,Latin,1
rec-694717-dup-0,id-958535,id-1,Promo5 5 Kidz Stuff,,Official,,English,Latin,1
id-1009171,id-637069,id-51002,Doc Powell,,Official,,English,Latin,1
rec-1187066-dup-0,rec-1185130-dup-0,id-1,Gone Co7ntry,4260170634566,Official,None,English,Latin,1
rec-1187066-dup-1,rec-1185130-dup-0,id-1,Gone Covntry,4260170634566,Official,None,English,Latin,1
id-673316,id-942075,id-682511,The Trailer Collection Volume 1,,Official,,English,Latin,1
id-1113512,id-1126411,id-1249677,The Element of Surprise,728028149241,Official,Jewel Case,English,Latin,1
id-100274,id-219832,id-104436,Shooting Stars The Dollar Collection,,Official,,English,Latin,1
rec-1037611-dup-0,id-875058,id-2569553,My Life Part w,,Official,,English,Latin,1
rec-953459-dup-1,id-381503,id-268451,The Gold Coast EP,,Official,,English,Latin,1
id-456640,id-769956,id-394308,¡YA,5051442902723,Official,Jewel Case,Spanish,Latin,1
id-202797,id-558175,id-397426,Smile  Shine,,Official,,English,Latin,1
rec-413247-dup-1,id-313532,id-2739,Sound Concierge 403 Air C0nditioning,4945817143518,Official,,English,Latin,1
id-689573,id-954706,id-710630,Light Em Up,,Official,,English,Latin,1
id-1321610,id-909129,id-105191,I Spy,,Official,Jewel Case,English,Latin,1
id-362440,id-692392,id-14223,Nicht hoch im Himmel,,Official,,Multiple languages,Latin,1
id-1110656,id-1124094,id-308397,Libre Como Mi Alma,,Official,,Spanish,Latin,1
id-1097144,id-1090634,id-703010,You Are All I See,5099967845620,Official,Jewel Case,English,Latin,1
id-1967780,id-423042,id-481,Rockin the Joint,4547366022674,Official,Jewel Case,English,Latin,1
id-1210298,id-187221,id-347,Broken,743211204422,Official,Jewel Case,English,Latin,1
rec-1164834-dup-1,id-1167555,rec-41158-dup-0,Kaltenberg Arino MMX,4046661198423,Official,Digipak,Latin,Latin,1
id-1190377,id-594067,id-106599,Obligations to the Odd,,Official,,English,Latin,1
id-955184,id-82260,id-9125,Stomp 442,4988002366484,Official,Jewel Case,English,Latin,1
id-1611601,id-1529351,id-1482641,Cirius,,Official,,Finnish,Latin,1
id-695287,id-959002,id-582152,Colours in Life,,Official,,English,Latin,1
id-1214750,id-1207684,id-61099,The Reckoning,,Official,,English,Latin,1
rec-842390-dup-1,id-838324,id-938,19991127 Pilgrim Tour Burokan Tokyo Japan,,Bootleg,,English,Latin,1
id-1100612,id-1116213,id-895042,Send Me Some Snow,,Official,,English,Latin,1
id-2638178,id-2334416,id-1497997,Mind The Step,,Official,Jewel Case,Multiple languages,Latin,1
id-289675,id-632107,id-181824,Millennium,731454747325,Official,,Portuguese,Latin,1
id-476780,id-786607,id-1,Classicos Do Funk,7891430074623,Official,,Portuguese,Latin,1
id-87694,id-63248,id-2494,Walk on the Wild Side The Best of Lou Reed,,Official,CardboardPaper Sleeve,English,Latin,1
rec-2990470-dup-1,id-2612292,id-3461,The Complete Capitoo Live Recordings Of George Shearing,,Official,,,,1
id-870918,id-79880,id-1,Summing the Approach  SelfTitled,,Official,,English,Latin,1
rec-118490-dup-1,id-490911,id-145082,Karjalan Sissit,,Official,,Multiple languages,Latin,1
id-396224,id-270192,id-8751,Rude Boy,016351451026,Official,,English,Latin,1
id-1014224,id-319844,id-4539,The Original Guitar Hero,696998683426,Official,,English,Latin,1
id-1192202,id-1189239,id-23678,Quiéreme mucho Placido Domingo canta boleros y más,724355729422,Official,Jewel Case,Spanish,Latin,1
rec-668859-dup-0,id-938609,id-3755,Blues  Rhythm Series The Chronological Elmore James 1951–1953,3307510508222,Official,Jewel Case,English,Latin,1
rec-289809-dup-1,id-379281,rec-164101-dup-0,La Charmeu5e de serpents,5099746754228,Official,,French,Latin,1
id-1335313,id-1304436,id-1221059,Screaming Again,,Official,Jewel Case,English,Latin,1
rec-713903-dup-0,rec-973218-dup-0,rec-14549-dup-0,Studio Sessions 1974,,Bootleg,,English,Latin,1
rec-192336-dup-1,id-444101,id-1,Alien Duwt 1,,Official,,English,Latin,1
id-654215,id-927011,id-41381,Small Lights in the Dark,0886976467326,Official,,English,Latin,1
rec-1192202-dup-0,id-1189239,id-23678,Quiéreme mucho Placido Domingo canta boletos y más,724355729422,Official,Jewel Case,Spanish,Latin,1
id-87051,id-450839,id-315988,The Djihad Has Just Begun,,Official,,English,Latin,1
rec-1034962-dup-0,id-643506,rec-112389-dup-1,Vergunden durchs Blut,,Official,,German,Latin,1
rec-364160-dup-0,rec-273082-dup-0,id-81933,One Tqo,732115003927,Official,,English,Latin,1
rec-503166-dup-0,rec-63476-dup-0,id-40154,Vibes Frpm the Tribe,608401003325,Official,,English,Latin,1
id-485594,id-96526,id-24331,Finelines A Primer,,Promotion,,English,Latin,1
id-442787,id-758305,id-1,Asian Garden 2 The World of Asian Grooves,4260036280579,Official,,Multiple languages,Latin,1
rec-1038390-dup-0,rec-272607-dup-0,rec-1517-dup-1,Such Unlikely Covers,,Bootleg,,English,Latin,1
id-412853,id-198697,id-92289,Filtered Through Friends,7033662020225,Official,Digipak,English,Latin,1
id-349630,id-682502,id-1815,Movin,8013780011588,Bootleg,,English,Latin,1
id-111867,id-205103,id-55592,RBG Revolutionary but Gangsta,696998905023,Official,Jewel Case,English,Latin,1
id-287092,id-630108,id-452663,Mudlarking,,Official,,English,Latin,1
rec-430150-dup-1,id-748135,id-544852,Ghosts and Ewkimos,656605948027,Official,,English,Latin,1
id-695783,id-959424,id-1,Cowboys Western USA,,Official,,English,Latin,1
id-228699,id-581241,id-1,Bombardiranje New Yorka,,Official,,Croatian,Latin,1
rec-1164430-dup-0,id-1167239,id-996908,Above Yovr Existence,,Official,None,Multiple languages,Latin,1
id-579374,id-869096,id-51269,Aasman,,Official,,Urdu,Latin,1
id-183560,id-542555,id-1,Spark 2 Young Womens Band Project,,Official,,English,Latin,1
rec-1106596-dup-1,id-1120770,id-1,What a Fine Mes5 We Made,,Official,,English,Latin,1
id-652296,id-122266,id-379,Wichita Lineman,724353522926,Official,,English,Latin,1
id-519868,id-822316,id-87222,Concrete Jungle,075992441926,Official,,English,Latin,1
rec-1095524-dup-0,id-1112003,id-1,Classifal 1,,Official,,English,Latin,1
id-1005383,id-65420,id-41118,The Compact Collection,5014818900624,Official,Jewel Case,English,Latin,1
id-1024547,id-127507,id-1,Fat Beats Compilation Volume 1,099923820321,Official,Jewel Case,English,Latin,1
id-785558,id-1029799,id-97546,Sony Sound Series Loops  Samples On the Jazz Tip,,Official,,English,Latin,1
rec-580179-dup-0,id-869691,id-1,FinnUnPlug9ed,,Official,,Finnish,Latin,1
rec-2645180-dup-0,rec-2340183-dup-0,id-2653183,Ngvtp,5059487276526,Official,None,Russian,Cyrillic,1
id-884259,id-570961,id-407269,Der Lyrikwürfel,9783898162258,Official,Other,German,Latin,1
id-2366124,id-2122159,id-1201585,Midnight Candy,,Official,,Korean,,1
id-1275045,id-1256845,id-1148277,Into the Light,,Official,None,English,Latin,1
id-601978,id-886333,id-653020,Pärlor och svin,,Official,,Swedish,Latin,1
id-1290419,id-71077,id-16359,Blut,,Official,Jewel Case,English,Latin,1
id-1617954,id-1534359,id-1490687,Freedom 2 Dance  Dont Give A Damn Remixes,,,,,,1
rec-1172524-dup-0,id-1173452,rec-54602-dup-0,Supercnarger,745058124024,Official,Jewel Case,English,Latin,1
id-530146,id-830403,id-94745,Distant Fields,000917715028,Official,,English,Latin,1
id-307060,id-563471,id-46743,Greatest Hits,,Official,,English,Latin,1
id-1014424,id-381246,id-290579,Ligo Akoma,,Official,,Multiple languages,Latin,1
rec-1226704-dup-1,rec-1217615-dup-0,id-1089057,Youn9 Money Empire Part 3,,Official,,English,Latin,1
rec-1226704-dup-0,rec-1217615-dup-0,rec-1089057-dup-0,Young Money Empire Part 3,,Official,,English,Latin,1
id-178364,id-83001,id-50617,Consonant,820992002222,Official,,English,Latin,1
id-556538,id-852030,id-208486,Violent Nun,,Official,,English,Latin,1
id-915024,id-239444,id-171700,Static in Stereo,,Official,,English,Latin,1
rec-301319-dup-0,rec-641874-dup-0,rec-462569-dup-1,Combustible 07,,Official,,English,Latin,1
rec-2638178-dup-0,rec-2334416-dup-0,rec-1497997-dup-0,Mind The Step,,Official,Jewel Case,Multiple languages,Latin,1
rec-2169572-dup-0,rec-1966972-dup-0,id-22590,Up On The Lowdown  Driye You Home Again,0805772623026,Official,Jewel Case,English,Latin,1
rec-271330-dup-0,rec-177015-dup-0,id-102489,Musiques de trarise,794881332526,Official,,French,Latin,1
id-385937,id-46623,id-32435,Mental Floss for the Globe,724384092429,Official,,English,Latin,1
id-71456,id-428413,id-160408,21 Godnathistorier,,Official,,Danish,Latin,1
rec-3351258-dup-0,id-2894684,rec-3221381-dup-0,Trance Central  Retum To The Classics Vol 4,808287020427,Official,,,,1
id-550871,id-847332,id-33682,20080811 The Ambassador Dublin Ireland,,Bootleg,,English,Latin,1
id-1968178,id-85527,id-52166,Birth School Work Death,,Promotion,Jewel Case,English,Latin,1
rec-953459-dup-0,id-381503,id-268451,The Gold Coa5t EP,,Official,,English,Latin,1
id-70454,id-328822,id-191522,Blood  Vomit,822603108729,Official,Jewel Case,English,Latin,1
rec-1177761-dup-0,id-1177709,id-1017503,The MostwakOriginatpr est 2009,6009701572018,Official,Jewel Case,Tswana,Latin,1
id-3349792,id-2893544,id-6592,World Abomination,,Official,,English,Latin,1
id-241149,id-592744,id-424089,mwvm,,Official,,English,Latin,1
rec-2083401-dup-0,id-1898501,id-2715371,Satahs Poop,,Official,Jewel Case,English,Latin,1
id-926423,id-284678,id-199985,Painting a Burning Building,,Official,,English,Latin,1
rec-591522-dup-0,id-878656,id-6226,Sing Our Owri Song,,Official,,English,Latin,1
id-1157250,id-755701,id-1,The Ultimate Jazz Archive,4011222228000,Official,Keep Case,English,Latin,1
id-401013,id-140877,id-1,The Voice of Music Volume II,4002587100834,Official,Jewel Case,English,Latin,1
id-869862,id-237572,id-1,Through the Looking Glass Indie Pop Plays the Monkees,,Official,,English,Latin,1
id-1099090,id-1114982,id-892911,The Complete Good Time Jazz Recordings,025218440929,Official,Jewel Case,English,Latin,1
id-974824,id-467057,id-325536,Go Crazy  Kids Alive,,Official,,English,Latin,1
rec-3155989-dup-0,id-2743588,id-68359,Prima Voce Volvme 2,0710357789526,Official,,Multiple languages,Latin,1
id-843490,id-916704,id-679831,Mundharmonika spielen – mein schönstes Hobby,,Official,,German,Latin,1
id-37464,id-268674,id-1,Napoleon Dynamite Original Motion Picture Soundtrack,780163381023,Official,Jewel Case,English,Latin,1
id-975806,id-178317,id-77028,Extendemo,,Official,,English,Latin,1
rec-518760-dup-0,id-821486,id-501470,Bvron Get One Free,,Official,,English,Latin,1
rec-1170254-dup-1,id-1171683,id-2781566,The Curse of Chali9n,9780786186921,Official,,English,Latin,1
id-904181,id-397165,id-1,20th Century Rocks 60s Rock N Roll Tossin  Turnin,,Official,,English,Latin,1
id-877108,id-351003,id-245870,Look At Me,,Official,,English,Latin,1
id-660060,id-931672,id-238570,Antimatière,7611745657355,Official,,French,Latin,1
id-193042,id-549882,id-1,The No1 Trance Classics Album,5026535517924,Official,Jewel Case,English,Latin,1
rec-1175484-dup-0,id-1175897,rec-1013218-dup-0,Orquestfa Mediterrânea,7898444700067,Official,Jewel Case,Portuguese,Latin,1
id-771128,id-1018163,id-269353,Margins,,Official,,English,Latin,1
id-3582141,id-3073198,id-3395537,ブレイブ フロンティア オリジナルサウンドトラック,,Official,None,Japanese,Japanese,1
id-747762,id-999497,id-168945,Ω Γλυκύ μου έαρ,,Official,,Greek,Greek,1
id-728872,id-984240,id-106040,No One Gets Out,,Official,,English,Latin,1
rec-351829-dup-1,id-684330,id-1079157,ScheißKapelle L8ve,4015860200244,Official,,English,Latin,1
id-347307,id-680536,id-3815,Inna de Yard,,Official,,English,Latin,1
id-647918,id-921953,id-684275,Willi wills wissen Folge 9 Bei den Pfadfindern  Abenteuer Schnitzeljagd,9783785736487,Official,,German,Latin,1
id-683854,id-950415,id-248134,Modern Dance Drum n Bass Ambient,,Official,,English,Latin,1
id-937231,id-326864,id-227517,Waltz,,Official,,,Latin,1
id-215652,id-220756,id-146974,The Birth of Tragedy,,Official,,English,Latin,1
id-1615906,id-1532788,id-14530,7910,0602537589487,Official,Other,Multiple languages,Latin,1
rec-1170254-dup-0,id-1171683,id-2781566,The Curse 0f Chalion,9780786186921,Official,,English,Latin,1
id-2994845,id-2615809,id-2173,Alive in America,,Official,,,,1
rec-551393-dup-0,id-847795,id-824483,19740119 afternoori show Hollywood Sportatorium Hollywood FL USA,,Bootleg,,English,Latin,1
rec-712142-dup-0,id-971908,rec-685848-dup-0,Замок Теней,,Official,,Russian,Cyrillic,1
id-123320,id-494729,id-39892,The Archive Collection ColosSaal Aschaffenburg Germany 16th February 2002,,Official,Gatefold Cover,English,Latin,1
id-363954,id-693688,id-508834,Happy as Larry,9326709001003,Official,,English,Latin,1
id-163520,id-399095,id-188882,Imagery of Ecstacy,601171111429,Official,,English,Latin,1
rec-717739-dup-1,rec-976091-dup-0,id-1124401,Theres No Slcy Oh My My,,Official,Cassette Case,English,Latin,1
id-1253166,id-1239227,id-1124886,For Our Hip Hoppers,,Official,,English,Latin,1
rec-325097-dup-1,id-662646,rec-191524-dup-0,Crawl Inside Your Head,,Official,,English,Latin,1
rec-54457-dup-0,rec-391849-dup-1,id-275556,la grandw roue,,Official,,French,Latin,1
id-687326,id-631334,id-41543,Master Série Volume 3,731455862829,Official,Jewel Case,French,Latin,1
id-491405,id-798947,id-1,Bossa a La Mode Reborn,,Official,,English,Latin,1
id-380991,id-209670,id-1,Chill Out,720841025726,Official,Jewel Case,English,Latin,1
rec-262051-dup-0,rec-454916-dup-0,id-33403,The Silent F0rce Tour,828767602295,Official,,English,Latin,1
rec-1959565-dup-0,id-1801131,id-1,Original H8ts  Rap  Soul,5099962914222,Official,,English,Latin,1
id-707208,id-968227,id-725688,Koomurri Dreaming,,Official,,English,Latin,1
rec-93242-dup-0,id-92224,id-1261448,The Life and T:mes of Mike Fanning,791022147629,Official,,English,Latin,1
id-400291,id-723666,id-2207574,Bessere Zeiten,4023136005127,Official,,German,Latin,1
rec-1269217-dup-0,rec-1217763-dup-0,id-197001,Carry Om,,Official,None,English,Latin,1
id-706625,id-967765,id-1,Ancona Open Ballroom Volume 3,,Official,,English,Latin,1
id-445796,id-761137,id-203525,Slow Down,5060161950007,Official,,English,Latin,1
rec-946361-dup-0,rec-355020-dup-0,rec-197-dup-0,19810315 Reseda Country Club Reseda CA USA,,Bootleg,,English,Latin,1
rec-1222169-dup-0,id-1213890,id-552458,Turbulent Resurgence,025392011120,Official,,English,Latin,1
rec-1222169-dup-1,id-1213890,id-552458,Turbukent Resurgence,025392011120,Official,,English,Latin,1
id-1614233,id-1531432,id-1486252,In The Summer Of The Mushroom Honey,,Official,,,,1
id-710611,id-970744,id-1192,All You Pretty Girls,,Promotion,,English,Latin,1
rec-1024547-dup-0,rec-127507-dup-0,id-1,Fat Beats Compilation Voljme 1,099923820321,Official,Jewel Case,English,Latin,1
id-894018,id-763772,id-37548,Raisin a Ruckus,014551491927,Official,Jewel Case,English,Latin,1
rec-1974543-dup-0,id-1812528,id-1,SUPER ROBOT WARS Z III ORIGINAL SOUNDTRACK,,Official,Fatbox,Japanese,Japanese,1
id-103422,id-473195,id-1114,Brainville,093624376927,Official,,English,Latin,1
id-2833525,id-2488959,id-2815207,Savana,,Official,,English,Latin,1
id-1969532,id-1808626,id-2003779,Rien à perdre,,Official,None,French,Latin,1
id-1047160,id-1072807,id-122939,Fold,,Official,,English,Latin,1
rec-145304-dup-1,id-486365,rec-148908-dup-0,Death 0f a Player,,Official,,English,Latin,1
rec-145304-dup-0,id-486365,rec-148908-dup-1,Death of a Poayer,,Official,,English,Latin,1
id-1213830,id-1206885,id-1, And in the Darkness Bind Them,,Official,,English,Latin,1
id-1144327,id-1151752,id-67835,Remixed Abstract Beats,9789077215197,Official,Jewel Case,English,Latin,1
id-573281,id-864443,id-135073,Twisted Memorabilia,,Official,,English,Latin,1
rec-464940-dup-1,id-776583,id-572546,All Star Jaz2,,Official,,English,Latin,1
id-2213310,id-2002235,id-888572,Mind On The Run,,Official,,English,Latin,1
id-1222405,id-1214087,id-348206,Swedish Beatballs EP,,Official,,English,Latin,1
id-931450,id-537886,id-153687,Year of the Monkey,,Official,,English,Latin,1
rec-694563-dup-0,rec-958397-dup-0,id-1,Re9gae,,Official,,English,Latin,1
rec-1246803-dup-0,rec-1234026-dup-0,rec-1116858-dup-0,Live at Namba Bears,,Official,,English,Latin,1
id-78614,id-438155,id-235368,Nipple,,Official,,English,Latin,1
id-3583761,id-3074424,id-1420318,No More Love  Build a Little Home,,Official,,English,Latin,1
rec-87027-dup-1,rec-450816-dup-0,id-315980,Portrait of Eldwih,,Official,,English,Latin,1
id-906852,id-268974,id-826221,The Best of the Early Years,,Official,,,Latin,1
id-22208,id-19213,id-60,The Benefit for RAINN,,Promotion,,English,Latin,1
rec-14994-dup-1,id-213112,id-4825,Lepaca Kliffotb,727361621629,Official,Digipak,English,Latin,1
id-1043662,id-102461,id-66209,SPORT,5904378390044,Official,Digipak,Polish,Latin,1
id-676117,id-944412,id-31389,Annihilator,5055006538922,Official,,English,Latin,1
id-119668,id-491778,id-140514,Mind and Mother,,Official,,English,Latin,1
id-816795,id-497419,id-346601,6 Richtige,4046661053623,Official,,German,Latin,1
id-240216,id-591877,id-53275,Storyteller 1,5700776600842,Official,,Danish,Latin,1
id-1145517,id-1152658,id-969266,Yggdrasil,4016342001533,Official,Jewel Case,Multiple languages,Latin,1
id-184881,id-332730,id-231026,Bh,,Official,,Spanish,Latin,1
id-378572,id-706106,id-1531333,Manuel,3358950000814,Official,,French,Latin,1
id-816552,id-1053894,id-794336,Змеелов,,Official,,Russian,Cyrillic,1
id-1620529,id-100642,id-6238,Sails of Silver,,Official,CardboardPaper Sleeve,English,Latin,1
id-1035103,id-797265,id-588561,CD Sampler,,Promotion,,English,Latin,1
rec-132953-dup-0,rec-503350-dup-1,rec-350340-dup-0,Descendo o Morro nº 3 e nº 4,,Official,,Portuguese,Latin,1
id-858891,id-209932,id-15667,The Blues Aint Nothing,,,,English,Latin,1
id-2833459,id-2488914,id-2815182,9 Piano Suite Number 7,634479299384,Official,,,,1
id-853185,id-1027953,id-774364,El dolçainer,,Official,,Catalan,Latin,1
id-148387,id-514920,id-141756,LIVE Final Attack At Budokan,,Official,,Japanese,Latin,1
id-1032587,id-994569,id-465343,Rock n Roll Children,5051865127024,Official,,English,Latin,1
id-171787,id-372947,id-1,Musica Negra in the Americas,785965103026,Official,,Multiple languages,Latin,1
id-821256,id-1057391,id-244460,Your Highness,4005939707125,Official,,English,Latin,1
id-1268700,id-1251815,id-51840,20130309 A State of Trance 600 Beirut Lebanon Part 5 Armin van Buuren Beirut Lebanon,,Bootleg,,English,Latin,1
rec-325097-dup-0,id-662646,rec-191524-dup-0,Crawl Inzide Your Head,,Official,,English,Latin,1
id-314999,id-879178,id-1,200 Original Mega Jukebox Hits Hot Dogs Hits  Happy Days,0724382480624,Official,,English,Latin,1
rec-1164834-dup-0,id-1167555,rec-41158-dup-0,Kaltenloerg Anno MMX,4046661198423,Official,Digipak,Latin,Latin,1
rec-274303-dup-0,id-659493,rec-12153-dup-0,St9ll,042283068421,Official,,English,Latin,1
id-733408,id-246764,id-1,Electronic Evocations A Tribute to the Silver Apples,,Official,,English,Latin,1
id-66630,id-420023,id-277791,Romāna varonis,,Official,,Latvian,Latin,1
rec-2086552-dup-0,id-1901062,id-1951411,鏡面の波,4988104102690,Official,Jewel Case,Japanese,Japanese,1
rec-555612-dup-0,id-618268,rec-441914-dup-0,MakinAMuns0n,,Official,,English,Latin,1
id-904148,id-276841,id-89817,A New Day Yesterday,8712399707720,Official,,English,Latin,1
id-1187066,id-1185130,id-1,Gone Country,4260170634566,Official,None,English,Latin,1
id-690897,id-955722,id-1,Dance House,,Official,,English,Latin,1
rec-472962-dup-0,rec-783428-dup-1,id-243273,Tales 0f Trust,,Official,,English,Latin,1
id-1222530,id-1214184,id-1,Natural Selection,,Official,None,English,Latin,1
id-129690,id-500366,id-1,The Voice,,Official,,English,Latin,1
rec-684236-dup-0,rec-950720-dup-0,id-35999,scattered haryest ep,,Official,,English,Latin,1
id-3352781,id-2895854,id-526113,Phoenix EP,5056580800795,Official,None,English,Latin,1
id-407763,id-729743,id-535738,Post Apocalyptic Love,,Official,,English,Latin,1
id-683377,id-950036,id-1,The Drama Sutra,,Official,,English,Latin,1
id-1293659,id-1271669,id-85961,疾風乱舞 EPISODE II,4515793101491,Official,Jewel Case,Japanese,Japanese,1
rec-1054690-dup-0,rec-1078953-dup-0,id-9414,Gershw'ln Great Composers  Disc B,,Official,Jewel Case,English,Latin,1
id-2084978,id-1899810,id-3331,The Great Little Richard,,Bootleg,CardboardPaper Sleeve,English,Latin,1
id-3082709,id-2685767,id-820488,Voice of Heart,,Official,Slim Jewel Case,Japanese,Japanese,1
id-465907,id-777414,id-98609,20 años,602517760936,Official,Jewel Case,Spanish,Latin,1
rec-3582849-dup-1,rec-191601-dup-0,id-36594,Too Fast f9r Love,4050538781557,Official,None,English,Latin,1
id-1428481,id-1377577,id-1280431,A Haunting Sun,,Official,,,Latin,1
id-566142,id-6807,id-3751,The History of John Fred and the Playboys,0097453900025,Official,,English,Latin,1
id-295278,id-498349,id-174088,Hostel,030206671025,Official,,English,Latin,1
id-1123951,id-1135132,id-51507,The Baroque Guitar,,,Jewel Case,English,Latin,1
id-120485,id-492292,id-56916,The Guards Themselves,9416339997279,Official,,English,Latin,1
rec-868186-dup-0,id-86077,rec-34833-dup-0,Lige,5099704818924,Official,,English,Latin,1
id-817154,id-1054326,id-70603,Multiverse,7290010123858,Official,,English,Latin,1
rec-1258297-dup-1,id-1243443,id-786776,The Bigouac,884860069120,Official,Jewel Case,English,Latin,1
rec-940727-dup-0,rec-625040-dup-0,id-32116,Calking Planet Earth,0031397761229,Official,,English,Latin,1
rec-446581-dup-0,id-761939,id-427385,Repercvssions,600116822123,Official,,English,Latin,1
id-611297,id-894033,id-1,Pianos Solo,,Official,,English,Latin,1
id-185685,id-81885,id-49799,Tales From the Lotus Pod,,Official,,English,Latin,1
id-770387,id-910379,id-1357,Industrial Complex,858684002229,Official,,English,Latin,1
rec-1190377-dup-0,rec-594067-dup-0,id-106599,Obligatipns to the Odd,,Official,,English,Latin,1
id-828328,id-1062764,id-546970,From Which No Light Escapes,,Official,,English,Latin,1
id-36415,id-32213,id-20148,Reflect on This,5020667690128,Official,,English,Latin,1
rec-2994845-dup-0,id-2615809,id-2173,Alive in Ametica,,Official,,,,1
rec-3457271-dup-0,id-2977504,id-1,Doomed  Stoned in Chile,,Official,,,,1
id-1193809,id-1190545,id-1043913,Neonowe obietnice,,,,,Latin,1
id-427679,id-447757,id-46629,Move,698458820723,Official,Digipak,English,Latin,1
id-777772,id-431149,id-209615,Golden Cleaners,5018766903324,Official,,English,Latin,1
