place,gid,name,place_type,address,area,coordinates,ended
55328,165fe281808640fe912a16fc0ad5406d,Holy Trinity Church,Religious building,,99691,50793111199,f
38233,811e415cca244e5eb9537012e17e26f1,Greenhouse Studio,Studio,825 De Bruxelles Street Apartment 123 Montreal Quebec Canada H1L 5Z4,118894,4558787573509041,f
57104,0a98a7f0436349f39d7ebbe45f9d0cf7,Festival Messiaen au Pays de la Meije,Venue,La Grave,,,f
15145,645e4de7c5f24338b05a2e8335aaf6be,Hate Studio,Studio,via t tasso n 71a 36027 Rosa VI Italy,18575,,f
18447,3c94deca6a3d4627a1c41ab5c60d59c4,Apple Store Rosenstraße,Other,Rosenstraße 1 80331 München,7710,48136831157456,f
12008,a1b2cf4021614728a3115dd0ae835fde,Oregon Zoo Amphitheater,Venue,4001 SW Canyon Rd Portland OR 97221,5147,4550994112271613,f
8418,f2ecf8b217524670949bbcfb511891e2,Pantheon Leipzig Kantine,Venue,Puschstraße 10 Alte Messe Halle 16 04103 Leipzig,7289,5131542112400078,f
6265,720ba0ae3d1946d588049a7b0a2d4a45,LoHo Studios,Studio,48 Clinton St New York NY 10002 United States,67445,407196727398447,f
10196,6057d824e79b4036b6356eeb2ffbf6e9,Schauburg,Venue,,23698,,f
6343,83d9e042ceeb4ddab75aadb42eb564c9,IGF Studios,Studio,,222,,f
49649,8fa64e83184f40e89ef2262706b712e0,Kaleidoscope Tone Studio,Studio,,5136,,f
34819,66cdd340b70c4104b7fded226d68a0c0,Norwegian Jade Bliss,Venue,,10422,,f
6833,4fea0d4fff5340099d396093a438a6ca,Hochschule für Musik und Theater Hamburg,,Harvestehuder Weg 12 20148 Hamburg,331,535705569998889,f
2077,f84f6ef501ad4917846d3f35a18e2711,SAP Arena,Indoor arena,An der Arena 1 68163 Mannheim Germany,7716,4946361185175,f
24216,0e6ac0a85bc3406087ea484778634531,Rock  Roll Hotel,Venue,1353 H St NE Washington DC 20002,269,3890005176986575,f
18697,8ea637092d8f4ed981b23d8f03816d30,Room 28,,,12769,,f
45650,7edaad63071a4349a8de158345cfddf5,Burggraben Neckarelz,Venue,Johannitergasse 2 74821 Mosbach Germany,69540,49341699101083,f
21879,05a9e7c672f24994b7bd607db8c8dbb8,Rad Studio,Studio,,,,f
50765,1f1f6e0e764b4287ab94398afbaa9673,First National Bank Arena,Indoor arena,217 Olympic Dr Jonesboro AR 72401,5331,3584542290670319,f
37036,f08d3c44d0d6491f84db5ad460b53c07,CDPM Studio,Studio,,20975,,f
14143,3113a363f37241ce97277acc14b48def,Petőfi Csarnok,Venue,Budapest Zichy Mihály út 14 1146,721,4751413119088437,t
53238,45450a8b05344deb983d572996e28f88,피터펜컴플렉스 작업실,Studio,,113,,f
46509,c88932fe023745839a1469a6500e8860,The Coffee Depot,Other,501 Main St,83799,,f
26270,513ad2a9686c40779cf6d4b151a289a3,Union College,Educational institution,807 Union St Schenectady NY 12308 USA,5682,428172227393,f
19814,0c47ed2e3cb74570918ff190c0c1a669,The Manor Mobile,Studio,,221,,f
34183,9cf2f4b7d0e7482cbb273c9418420134,VS Media,Venue,Units A  C 7F First Group Centre 14 Wang Tai Road Kowloon Bay Hong Kong,96,,f
16379,6ac087257456490eb7b051861a78582c,MittelhessenArena,Indoor arena,WolfgangKühleStraße 1 35576 Wetzlar Germany,7463,5056585083,t
19697,093bb5bbd74e4bc4a9bf8aa2df7d210d,CWR Studio,Studio,,,,f
46502,d1c258d6f3e14affb349d609d7d3af0c,Game Studio,Studio,,326,,f
49272,cb00f3a77f86461b9d5bccb311c6220d,Salinas Studio,Studio,,99547,,f
11477,eebd9699f98a4c53abfe90e0a0858c62,Cole Rehearsal Studios,Studio,,39882,,f
24550,3d129bdadb0d428384d0b183aeff00d1,Studio Charlot,Studio,,4434,,f
37508,e07602bacfc24eeca1216fb127e6aab2,The Parish Church of Sarum St Martin,Religious building,St Martins Church Street Salisbury Wiltshire SP1 2HY,19680,,f
24376,c3d2e850746a4a9f831c519d2275d16e,Deathproof Music,Studio,,,,f
52922,7db70e038e9749f48e05611e54cef88e,RSA,,,,,f
28882,072d8088b3894e1e95fac78b98be23fc,Ulyd studio,Studio,,,,f
40333,c42bd3c9193a461bb743a73123cb0385,Presbyterian Church of Mount Kisco,Religious building,,90926,412072737458,f
3789,cab9dc1b76664207be18f1e27e4d4899,Accademia nazionale di Santa Cecilia,Educational institution,Viale Pietro de Coubertin 30 00196 Roma,5060,41929124745,f
3079,4966c97767a7456b96456f386c8f90b2,Lyceum Theatre,Venue,21 Wellington Street London WC2E 7RQ,1178,51511556011975,f
28565,204519f777714f24af433944e9858cc7,Pollack Hall,Venue,555 Sherbrooke Street West Montreal Quebec Canada H3A 1E3,118880,4550574973573358,f
12321,dee91b4c6b174b6085e0faa16f53f5fd,Rathsgymnasium Wolfsburg,,,8908,,f
32316,b2fb1a489c864d519865112125dc244f,Sandkvie Studio,Studio,,35063,,f
51213,af6f30b34ae8493bb4f49f729ecc784f,Audacious Studio,Studio,,7703,,f
23950,0a989a40f573422ca1d133ecf1c76376,Spider Formation,Studio,,5099,,f
38453,14363857a6f3402397777ce904991e6f,Eskal,Studio,Bourch Lambaol 29242 Ouessant,4386,484557345097506,f
51552,d62219db688a40cb9daa474968a2ef63,Conservatoire municipal de Casablanca,Educational institution,45 boulevard de Paris 20070 Casablanca,88699,335933227619636,f
13817,cb3789a3bb7d4aa98ebc7b9719426fc3,Twin River Event Center,Venue,100 Twin RIver Rd Lincoln RI 02865,83785,4188836171448722,f
22598,85a7a430a3074bde8f15bec75b793513,NGR,,,,,f
8048,96074590aeab45b3a82b7d3df7ced631,The Boarding House,Venue,960 Bush St San Francisco CA 94109,7022,37789968122414781,t
52549,ffa91e81414340deab6e5ebff5b6d0a1,Big Mamas Recording Studio,Studio,,7707,,f
45569,4bf99cbd7fcb4e6ea57b6c453ad1a5dd,Garbos,Venue,429 Queen St W Toronto ON M5V 2A5,5076,4364871279395483,t
21124,fbd856546aef445eb10fb3d718de64f5,Guldbergaunet stadion,Stadium,,12351,6402145211510496,f
31645,0a9e5c696c5c42a8b84f64dbb3b198e1,Multi Media Masters,Studio,,203,,f
26439,fc9f5e40e33d462a89e4332b5ab25d2a,Dunoon,,,3795,55950949262,f
27828,09531831aa254cc9b1716c9dc9e68432,Teatro Comunale di Atri,Venue,,19534,425802139782,f
40418,390729b6a9e644e688d254064c5f2b1f,Ilsfeld,,,327,4905925,f
20743,d915d9358d244cc9809d2f737833741a,Stayahead House,,,,,f
27890,aa290479c25d42b7a7fd5927858a63f8,Lalabela Studios,Studio,,7020,,f
2830,6ba22d5e6d2943afa1b7787445c0c67b,Pirita klooster,Other,Merivälja tee 18 11911,5111,5946746224835965,f
16930,a4496eb7598e469b842eed6b8cdbdeeb,ExEx Audio,Studio,,9655,,f
36256,ed206a2de9804f22a6798dd5cfc10d45,Polideportivo de la Junta de Castilla y León,Other,,12799,,f
1949,7962a47d6c8f4c55bed4295f7529ba7f,West Heath Studio,Studio,,63976,,f
2554,9038cbc3d68c46bd884f7ca8d87fe040,Martin Studios,Studio,,7713,,f
19729,8b077dd15a8248af9590d3be8f13c290,Studio VIème Sens,,,23037,,f
34810,b61029c938e84d3981bcd2c2dcd5c873,BBC Radio 2 Studios,Studio,,1178,,f
15650,9f9510ec5d2e492cb8547f3efbb19915,Regis University Fieldhouse,Indoor arena,,5197,,f
23729,feb7c6a9c377463f8e8854ae8220a66c,Bramham Park,Other,Bramham Park Wetherby West Yorkshire LS23 6ND,116862,538702781380278,f
57107,2372dd644f9946309c37a6e3eb6c2d7e,Evansson Audio Media,,Unit 6b The Fortress Avonside Melksham Wilts SN128BT,,51376515214165,f
30117,47dd7ef453884e1b863d6ba1b90df0f8,Durham Cathedral,Religious building,The College Durham DH1 3EH,14665,547736111576111,f
47639,fcbdba26087d4c86816584d29d15dba8,Velur Studios,Studio,,5110,,f
45247,4f82da2d30e845829b1a72a08e0dbdf8,Kino Šiška,Venue,Trg prekomorskih brigad 3,5057,460688691448895,f
12722,d03d6397c910463886269fbcd12af020,Tent at 318 Sampsonia Way,,,7961,,f
30083,2ba606ee545a4ec19a6d2f06345b3dec,Audio Atlantic,Studio,,68696,,f
10346,34e7351d715d4b20a5d63c0bd717eb1d,Santuario della Beata Vergine di Ariadello,Religious building,,18363,453160879865165,f
28091,d6310c7b759241cf9ecba3c3d897db6a,Rapture Audio,Studio,,3912,,f
30785,455cd95b8ef74819a642ee99e921d77d,Soundlodge Studio,Studio,,81,,f
5705,cea699c8f7d145508b190cd53517b0a1,Hirondelle Studios,Studio,,29506,518742990151321,f
30691,44f3f0361500404c8c340cf6c600016c,Audio Mastery,Studio,,5213,,f
48581,c27cb925e2604ea69f6df3b9522ce008,Musikhochschule Biel,,,,,f
12651,3dc2fac3fccc4764b543d0e08e67e801,Bug Jar,Venue,219 Monroe Ave Rochester NY 14607,5303,4315004477600096,f
56163,88690edbeda54bf78794033ca6a08bf4,Pugsleys Pizza,Venue,590 E 191st St The Bronx NY 10458 United States,10863,40858767388481,f
52957,031ae3a6f3ef4d709a4fe42c3f095c72,Lunar Cabaret,Venue,,5099,,f
4786,f7fcf977ee104ac4ae689f5810b6e20c,Terminal 5,Venue,610 West 56th Street New York NY 10019,117838,40769657399275,f
29918,74ee9f36cd614744a45d3d34b75d8e51,War Memorial Auditorium,Venue,505 Deaderick St Nashville Tennessee 37243,5213,3616516486781704,f
29474,acd3e1a8be0f40f5a50614956100a36e,Grand Théâtre de Québec,Venue,269 boulevard René‐Lévesque Est,7715,,f
14153,63d1c45a38b9428abff5c5e0f92a778f,Finsbury Park,Park,Endymion Rd London N4 1EE,3887,51571201009,f
36503,6a3fa9894f6644399c85f6c64e8e0441,Käsmu kirik,Religious building,,99696,5960253825917764,f
43573,f173331ebf9c4ced823acc3e7e9776b7,Greenhills Zone,Studio,,3967,,f
24709,a89cce51b2f6439d961109ff08dc4133,Sound Design Studio,Studio,,14225,,f
19277,43bb3d7a56bf4c898ceb3937e279c757,Chakra Laboratories Studios,,,,,f
40613,43ea184683ac48d49e0452230b417925,Landmark Productions  Recording Studios,Studio,548 NE 42nd Street Fort Lauderdale Florida 33334,30978,2617806680139971,f
39627,8e08f057ee824475a110849e4de248e9,The Womb,Studio,,5114,,f
44695,6633cd312327493e93a17d8acd0377c7,KRO Studios,Venue,Hilversum North Holland Netherlands,106232,,f
6333,063ef4845e4943568dc8a71c6c3dfae4,Theatersaal des Augustinums,,Römerstraße 118 53117 Bonn,7023,507482437099987,f
51523,77aeef687ae84c16b9ee071737582759,StarVu Studios,Studio,,5239,,f
38788,0b811145e19544019725d27d34b46a0e,Wood Bee Studios,Studio,,10861,,f
39388,ca930f47938940af8ddae95aca69f443,Coyote Hearing Studio,Studio,2240 Wood St Oakland CA 94607,7288,,f
27879,91604bd6d3804e2cbf26f3cf36acc07a,Prague,Venue,422 Congress Ave Ste B Austin TX 78701,5196,3026704197743522,t
13971,fc79f9ad818e46a1ab9f7854ea90ce21,Concert Hall Sydney Opera House,Venue,,5126,3385671512149,f
4040,1bc99fa3d0af47aeb0d74a671ec36f38,Fish Ra,Studio,,,,f
1633,aa26df574dd3430da340abb40fbd7572,Knitting Factory,Venue,74 Leonard Street New York NY 10013,118366,4071733974005346,t
5792,76eba7c40be34141ae89b069f3420669,Janowski Studios,Studio,,,,f
48084,0e2117722cda43ad930b8188f6d15511,Death Studios,Studio,,695,,f
5831,b976af4446f149b396372799f7d14f9a,Epicurus Studio,Studio,〒1530064 東京都目黒区下目黒３丁目２４－２２,116724,35631506139707729,f
46735,112d877bccbf4f09bd18ffcdf3855a6b,Eglise du SaintEsprit,Religious building,,47590,4876804242025,f
16081,12d3307d58824e77900a2e21098d2769,Shepherd Studios,Studio,,331,,f
7290,65ac63702f0a4533a2f453717ff68940,Pain in the Art Studios,Studio,,5213,,f
25156,90687d68c4ce4a8e883c088140042347,Orion Live Club,Venue,Viale J F Kennedy 52 00043 Ciampino RM Italy,15668,,f
12730,86fe5c6861174f66894f45a1309b8c22,GospelgrooveStudio,Studio,,75073,,f
22090,23a7e6c7970d498bbb5fb6fc64aa155c,Nar Mattaru,Studio,,,,f
50236,bee2092d34544a0b97c8a401d4040b93,Sonic Highways Studio,Studio,,,,f
44706,59583e31a5da436d9bfe31eda59ff480,Konk Klub,Venue,HermannMendeStraße 1 D01099 Dresden,7291,5108708313764583,f
21811,cc822779f94542a1a73fe1779b93fd01,RADION Amsterdam,,,,,f
49668,1f9d0baced6a45798ea3ffee5bd631a4,Surrealis Sounds,Studio,,326,,f
7085,7764a448f94b43a0a8dec09afe85e696,Tipitinas,Venue,501 Napoleon Ave New Orleans LA 70115,12021,299173901009,f
4290,67f0f81ea6b6411d87710554db484706,Pieve di Palazzo Pignano,Religious building,,14324,,f
21471,8bc07b2330254e3a8c991fca6feeb85c,Arc Studios,,,82,,f
20867,df2f2fbd802b4c1c91a53cd97d556ad4,Fantasy Springs Resort Casino,Other,84245 Indio Springs Parkway Indio CA 92203,82326,3372220511619518,f
33353,364e607d197f4e16b446a6f310ecd5c9,Anekdotens Rehearsal Place,,,,,f
10365,8ef573b73c464348b068001f2b357cfe,April Base,Studio,,94156,,f
54556,6a225e1efa55420392cdfb36ddb0e184,Hub Club,Venue,533 Washington St Boston MA 02111,5075,4235406771062226,t
24997,a9712b19c5da45db8a1618a26c4654ce,Médiathèque centrale dagglomération PierreMoinot,Other,17 boulevard Main 79000 Niort,68546,463259630467206,f
37182,47a8c7b0ef704603ad9863b5b9418361,Blind Faith Recording Studio,Studio,Pigneto Rome,5060,,f
55575,1838140ca84446eb900360febb0e5459,Round the Bend Recording,,Dartmoor,3836,,f
2483,81ae358763a44ab1b1f6c732aeabc29d,Dipoli,Other,Otakaari 24 FI02150 Espoo Finland,9607,6018519824832174,f
25303,59c579b2d0c54664bd3a6564350afa3e,Freewood Acres,Other,,115443,4016888974238056,f
21618,b5ab9af47aad40c4981e4ff19f9cb074,Proudly Ugly Studios,Studio,Kaiserstuhlstr 30 79106 Freiburg Germany,9403,48012427840851,f
57401,dea79d04bf4f4e2489cd02a034c94e38,Deep Blue,Venue,,5212,,f
11599,7ee557b181f04f2eab54f9f76d370ae2,Digital Services,Studio,1601 S Cherry St Tomball TX 77375,7326,,f
56586,939b275eed14486aae576b0f8d3e947d,Studios of the US Air Force Band Bolling Air Force Base,Studio,,269,,f
54613,ff5a99691ec8466b8c9cb002b482c3dd,Chiesa di Santa Maria Assunta,Religious building,,13718,435111107558,f
22411,560c4b9c86864fa29336e948a5262415,Gouchos,,,7703,,f
16380,4ceb622cc767466d926eeff10ebf3ead,Uihlein Hall,Venue,929 North Water Street Milwaukee WI 53202,12057,43042858791136,f
10839,f1e6503c640a45a1885eecd699c3f214,Collège SainteBarbe,Educational institution,4 rue Valette 75005 Paris,4434,4884752346667,t
36722,82cfb6ec08c84dd2a321421da7b00a11,Théâtre des Abbesses,Venue,31 Rue des Abbesses 75018 Paris France,4434,488848192337394,f
45036,ea082a2f86ca44668bc1864a485d9d28,Recombination Labs,Studio,,295,,f
4818,d8620bd9e0af4866abab195db3e560ec,Sugarbush Resort,Other,1840 Sugarbush Access Rd,23277,,f
6949,fdb121623c8b4a8f88cebfcd7114b653,Winzer Krems,Venue,Sandgrube 13,30655,48420515617,f
30843,93e12d402aa04a8a9db672d4dc110902,Sofia Radio Studio 1,Studio,,12776,,f
24029,f51fe7cf28ed44019064ec80cfc287ee,Funkatech Studios,Studio,,1178,,f
13695,a1ca7fcc77814693ad0d0869803be1c8,Graceland,Venue,109 Eastlake Ave East Seattle WA 98109,9655,47618637122329414,t
42079,f5895086c2d547dba49dcbe74bdbb025,acts 105,Venue,,397,,f
34733,4c8e3f26ff884efe94ea2bd1c0c914f0,W2 poppodium,Venue,Boschdijkstraat 100,7939,516954445297191,f
29838,7abfe26f034442168e63ab8d85e9c166,Wyspa Słodowa,Other,,5104,5111600417037703,f
2003,9e2dbee946fc4e6194598056ead85aa5,Trancentral,Studio,55 Jeffreys Road Stockwell London,64334,51471407012822,f
49624,e6cf9e38986a4176ba317722fd80e871,North Farmington High School,Educational institution,32900 West 13 Mile Road Farmington Hills Michigan 48334 United States,22959,4251683376,f
6254,3201667359ff4d6bba6c88108fc06bc0,T T G Recording Studios,Studio,,7703,,f
47075,9adda81ff0a54f2c9d84c43ae3017eaf,Mountain of Light Studio,Studio,,1178,,f
31697,0ab01ed60076448ab5b3778746484175,Herbert Place Studios,Studio,,9622,,f
16444,66e26ca64af4436abf26e09f9a7f118d,日本コロムビアマスタリングルーム,Studio,,397,,f
26415,6b10cb27c47a40ce80c238e5b1d02a10,United States Naval Academy,Educational institution,121 Blake Rd Annapolis MD 21402 USA,5217,3898376485,f
49001,732944a5fd7e42bb966cf364376a496b,College of the Desert,Educational institution,43500 Monterey Ave Palm Desert CA 92260,22397,33732438116389019,f
54413,b68496ebac9f482794abe2ecdd1a20b3,Electric Mind Studio,Studio,,14,,f
7687,e70c1716e5434f74871d2a27b9a12902,MarriotHotel,,,7020,,f
54172,6702d7e9b7b64c8f8b33371407cde4d0,USMP Studios  Hollywood,Studio,,39882,,f
7497,24a405cfdc334848ae9c1e8d84baa7b8,Rogers Centre,Stadium,One Blue Jays Way Toronto Ontario Canada M5V 1J3,5076,4364138979389167,f
882,2bada9acd5794c7b86d2b028bdd665da,Z7,Venue,Kraftwerkstrasse 7 4133 Pratteln,29612,4752725769425,f
22396,fad3b4592d6545e59a69e651705b6a3e,Independence Hall,Other,520 Chestnut Street Philadelphia PA,7707,399487575150089,f
56324,4283974e70684ae3b811535f893a7286,Owl Wing Studio,Studio,,397,,f
5470,f289f4c76e104b5c86de9dcea1bdcf29,Marcos CockPit,Studio,,23532,,f
32270,2ba361dda62b45d2a5a0a2a0951cde8a,MuseumsQuartier Halle E,Venue,Museumsplatz 1 1070 Wien,112783,48203131635828,f
41854,e9955641743949159d78c897b1c5febd,Lake House Wiltshire,Studio,,4015,,f
19516,170697cefbe94f5e83785a0dd575ec03,Ricoh Arena,Stadium,Phoenix Way Rowleys Green Coventry England CV6 6GE,3917,524480561495556,f
11340,585dd594d5554c69915641d692a3d904,Solas,Venue,232 E 9th St,10862,,f
31520,99c46120679e4175917cc3b2bb397376,Vier Peh,Venue,Flandernstraße 99 73732 Esslingen am Neckar Germany,21854,487451399320083,f
5607,d94ed499f6844d419576442ec59af6ad,NightShift Studios,Studio,27 Whittington Avenue Christchurch 8023,5353,,f
34547,fccab095624041da8fa4f7eb20119fab,Purple Haze,Venue,3699 SaintLawrence Boulevard Montreal Quebec Canada H2X 2V7,118880,4551487373574414,t
25611,2d310abe80fe4287b8ef32e37b364491,Aula Sargans,Venue,,97160,47044194397,f
27042,e620ebd5e4f84776bc7d4bf3b5883fa2,La Ruta de la Seda,Studio,,9413,,f
4867,f39d914ee96f4d4b9feb828ab2f6d0a8,Mad Dog Studios,Studio,293 S Lake St Burbank CA 91502,10971,3417411183129,t
13248,57019aa7f4274e939a95181f68823ff3,Sint Servatiuskerk,Religious building,,114964,,f
24887,bd4e0012d2ba45afbedb6b7465252408,Ruglen Studios,Studio,,,,f
28581,0b9cd759c37c4b9dad3f28904e38b75a,La Salle MargueriteBourgeoys,Venue,1750 Sauriol Street East Montreal Quebec Canada H2C 1X4,118827,4556518973649989,f
56196,80a3756ef15d4d1b95c89b251a586ef3,Odeon Preston,Venue,150 Church Street Preston PR1 3BU,116223,53758262698871,t
6402,6cf900171d7e49a6a4f7feefcb9c36d1,Théâtre du Lapin Vert,,,23037,,f
9020,ecf074a90a54425ba186b673631f6037,Bethaniënklooster,Venue,Het Bethaniënklooster Barndesteeg 6b 1012 BV Amsterdam Netherlands,7706,,f
4332,906f1a2efd464f9ca1f8a882569d8405,Hitsville IV,Studio,,7713,,f
8644,4725d3ce48ac4f2f955d35313dc01b94,Ina and Jack Kay Theatre,Venue,,,,f
24868,878313a530604e349f8539e888e06d68,Teatro del Estado,Venue,Boulevard Adolfo López Mateos 1112 Conjunto Urbano Caliss 21150 Mexicali BC Mexiko,87960,32654812115474565,f
14330,53c1d47ca92748b4af4df366377f643e,Watershed Recording Studio,Studio,5886 Edmondson Pike Nashville TN 37211 United States,5213,3603142686743253,f
2749,42dc99e1f5ec4e86ad7ab3761943ec4d,Orpheum Theater,Venue,216 State Street Madison WI 537032215,5287,4307589388611,f
12206,6506b8a35fb84c9fbc06b1a0d09759fb,Schoolhouse Studios,Studio,,7020,,f
4141,8c2ae7b6c85b4bb090234deff04db027,The Vanguard,Venue,42 King St Newtown NSW 2042 Australia,5126,33892862151186365,f
33667,aad0200489d549bfb88db858a8b44661,Red Brick,Studio,서초구 방배2동 45323 Seoul Korea,113,,f
16894,a66ca71e9c5047129cb76f31ebd53ab8,Cavalier Sound Recording Studio,Studio,,8105,,f
30257,5abf3a7aa9b444cda4ff183139878612,Christopher Lydons Home,,,5075,,f
21868,6dffbdccd7c747d2b8c39afc816bb8ff,LT Club,Venue,Tiergartenallee 12 18059 Rostock,5127,5408046412102529,f
22404,d821c886b1eb48a0899758aefa3402e4,Wood Street Galleries,,601 Wood St,7961,,f
51310,35ed50f37ba242bcafe6534658cf11cb,Nugget Events Center,Venue,,81685,,f
44878,aca98ab46c894cb696d28e8003ca2f49,Rooming,Studio,,113,,f
19784,d8fc2440e0cd471393cc92c0120b4e12,Saturn Sound,Studio,,10971,,f
4121,ab94ade5180c430e9a9fb15d13fbd776,Park Lane Studios,Studio,,3855,558324884277502,t
18619,e3a2e4636762411a9ae65d7dd81ff061,University of the Arts,Educational institution,,7707,3994675166,f
38474,701a2836acb9466aaf831bff3d639e05,wombsound,Studio,,,,f
57055,1f7cc98015834bb8850d4a635d073bf0,دار الآثار الإسلامية,Venue,9X965XV، The corner of Arabian Gulf Road and alShuhada Street across the road from Youm alBahaar by the National Assembly Parliament building، Kuwait City,105924,29368479624,f
39404,63cc0f8be2f64f5abb154e5f2eb93db0,Iolani Schools Seto Hall,Educational institution,,5193,21284646157824579,f
5819,058c4f19f94b41efac43541034b79074,St Jamess Palace French Chapel,Other,,1178,,f
907,80953ce496e9440fa952c00b06885b7a,Waldbühne,Venue,Glockenturmstraße 1 14053 Berlin,326,5251583313228889,f
10560,c284373165cd4f4fb5bc3f55d3c8aef3,Westwood Studios,,,5213,,f
51152,f623690e6e8a4d07b3b7cd61f3acb001,Konzerthaus Bad Pyrmont,Venue,Heiligenangerstraße 6,68808,5198652925446,f
33015,eedd5a0b64b44e93a0ad85c4b37ac698,DQ Studios,Studio,,71662,,f
9426,093c92557eb742c8b13da4a45c8966ec,Chiesa di Conselve,Religious building,,4679,4523135111875279,f
33616,c234b47af95848deb01cc50b6b6e5816,Masrah Al Madina Theatre,Venue,,21729,,f
10444,2f2a03be0f6e41738d6b755e22a1451d,Pomeranian Philharmonic Hall,Venue,,5279,,f
24037,1bb831cb9e3d40039df6fd448dc98690,Gooskis,,3117 Brereton St,7961,,f
47641,f1c584e5fa0245128c39b24cc2ac480a,SL Sound Studio,Studio,,5110,,f
52061,79fc7eb03713478997e83e2e4772a259,Church of the Holy Rude,Religious building,St John St Stirling FK8 1ED,13255,561214013945062,f
56823,17075ea417f64dd99129ec60411fc6a1,GTG House,Studio,1335 E Grand River Ave Lansing MI Lansing MI 48906,5230,4274636184531647,f
39430,f59b83cdf4a24c98ba473dbb6582e771,Kostel Matky Boží před Týnem,Religious building,,1805,5008771144227,f
47228,48efd3efe2f6437bab4e49f91ca3f565,High Hold Studio,Studio,,434,,f
11574,39acc09760f94f9d846e42d9e5d5a3f9,Henwood Studios,Studio,Unit 8 Oakley Wood Farm Benson,93564,,f
20610,5a3dd10c8279473a8b848c1d98309abe,Kurhaus,Venue,,7949,5008472282475,t
9807,f9ad77c3965c4994801e09e4dfd3dcbc,Studio Quatre Chemins,Studio,22 Rue Cartier Bresson,68553,48903252395776,f
22376,60ead923b2f74a15b44f0d2b001d68e5,Pavillón Multiusos Fontes do Sar,Indoor arena,Rúa Diego Bernal 15702 Santiago de Compostela A Coruña Spain,5184,428761918530752,f
30869,f8d0fc731c034a49a07a522cfe4a61bb,Mnemosyne Studio,Studio,,160,,f
26410,3d3495ea98754a329213e7715b50f020,Municipal Auditorium Theater,Venue,,22537,,f
21778,d88ef6af20914aa4993d34f32ef7a961,Online Mixing Studio,Studio,,7289,,f
14740,a3788b0845694d939305e756c49edc48,TV EYE Studio,Studio,PaulLinckeUfer 10999 Berlin Germany,326,,f
7607,fda6fb036fb04c8e9f7d00b2e14d8832,Haus Auensee,Venue,Gustav‐Esche‐Straße 4 04159 Leipzig,7289,5136985312315689,f
46135,af56915275cf4a01b4c143ca33c0e564,ICIS Duplicating,Other,,29508,,f
37960,f28b6faeea144d8e954da94a9cfef31f,Coldwater Studios,Studio,,7703,,f
42421,ec2870ce34264271a6a83103c662a5b0,Arts  Communication Center Music Hall,Venue,,84067,,f
35049,aee431b832534bab8129e88e71eb7694,Preah Suramarit National Theatre,Venue,,2625,,t
10061,00415d71fefe4ccf8042a31cc26fcae1,Bongo Beach Productions,Studio,,22322,,f
17376,87d9b3ac2a114c0cbb43db0d87ba25d1,Ocean Center,Other,101 N Atlantic Ave Daytona Beach FL 321184203,22844,292287810106,f
53648,9a4cbc1806c4469fb4a648f81029273c,Valmieras drāmas teātris,Venue,Lāčplēša iela 4 Valmiera LV4201,1406,5753943325425855,f
28395,3eb7eb09e5c44661a84465c242d706cd,Museum of Arts and Design,Other,2 Columbus Circle New York NY 10019,10862,40767573981944,f
40600,da08986e459d4c2b9c815d835d388d55,Strathclyde Suite,Venue,2 Sauchiehall Street G2 3NY,3855,558645034252921,f
49860,97bb02507af04c19840bc7c845f4d316,duskline recording studio,Studio,2 Chome848 Nakaicho Kita Ward Okayama 7000804 Japan,7298,34680066133931488,f
14584,f40677432e964d85bd4281097e60a8de,Bassline Studios,Studio,,5258,,f
42124,a2d399994f9a4313ac0b67d6b3472bbd,Villanova Studios,Studio,,7280,,f
31367,11c5a2abfe554746a6d4192e9f787d78,Studio Merijithu,Studio,,68508,,f
45726,cdfb1dda5fd645ca90ef95f10731e35f,Drucken3000,Other,Ackerstraße 22 10115 Berlin Germany,326,5253180113396623,f
43022,79ed64e6c2664cb8965e28133d70f8f0,ImpressiveArt,Studio,,170,,f
47683,6054a22e56554d74bc121aef98440be3,The Coronet Theatre,Venue,,1178,51494800989,t
50560,7731e6a8886f4382b78059772b67eb32,Alvic Studios,Studio,Wimbledon,67482,,f
5575,35f5dbad1f33478e80690174a398b635,Mercury Audio,Studio,,,,f
49174,7895a3d94bd0436cac819b2966b11149,Studio 54,Studio,Berlin Hohenzollerndamm 54,81,5248162513289115,f
49456,4dcb18b9c9474ad98a4f96fa5a0da9fd,Mãe dÁgua das Amoreira,,,5062,,f
4490,5658d0c21ce549038091d124de726f35,room2,Studio,Clubgroove Records,,,f
18843,67ef558071f74af89e7f8614bed65236,Megaphon,Venue,Sträßchen 12 51399 Burscheid Germany,68922,510748817127611,t
23017,b844d52653cc46d88d169e8e0d2d9888,Le Gymnase 2e étage,Venue,4177 SaintDenis Street Montreal Quebec Canada H2W 2M7,118140,4552182773577923,t
19421,c7d1cbc9067742e9acb950541f3177c0,Capital House Studios,Studio,,,,f
49292,812cca9ee545457a8bdc9c89d5731a69,Milchwerk Radolfzell,Indoor arena,WernerMessmerStraße 14 78315 Radolfzell am Bodensee,69750,477417218973508,f
21433,5c019b0970e843edb6d7827ce6aa1f18,청음 Studio,Studio,,113,,f
15386,002633311ba54b898eae895f74a5d6c8,CineStar Garbsen,,Rathauspl 2 30823 Garbsen Germany,69096,,f
41737,1c2b8636c1d24bcd8f9eec0e6efd162a,Rite Record Productions Inc,Pressing plant,9745 Lockland Road Cincinnati 15 Ohio 45215,7953,,t
