release,gid,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
1033881,b3f489d2d8614b47a203d591119b9e89,794188,10427,Spacehunter Adventures in the Forbidden Zone in 3D,,Official,Jewel Case,English,Latin,1
1971621,5d95571c3ef24616a44e4438c67c71ba,96674,16335,Street Lethal,4988015037623,Official,Jewel Case,English,Latin,1
1186513,d4dbcc3eda314444873bc81d4bdc5a4d,1184630,1,The Krauts Strike Back,4260170636560,Official,None,English,Latin,1
2363038,c5c83f43ee034c80975caa3013ad8c14,2119606,2377748,Tucked In,,Official,None,English,Latin,1
934638,b54177a3c9bf4439af402f4a4d7c1e60,103379,67311,Your Introduction to Morse Code,,Official,,English,Latin,1
773400,3a3f769281ea463f9186a16c70dfccdd,1020048,767397,Live Barby Tel Aviv,884502835267,Official,,Hebrew,Latin,1
952422,36388d97be874f0a973cbef78dff5921,294629,1,Reveal Sampler,,Official,,English,Latin,1
626086,8675933acd48459b9aefd45dcac1b859,905232,177104,Crescent City Serenade,,Official,,English,Latin,1
422631,4c623cd0e3e542aebf57b9045e8f6067,741931,1352,Flies on the Soundboard,,Bootleg,,English,Latin,1
377732,3eb7b1ef8b384c14a4efdf55e65927b6,84513,9871,Aziatic,044001807428,Official,Jewel Case,English,Latin,1
1608115,bf1b6d31f15a4d9a8c267e1fb67f7c75,1526550,191481,GIGN,,Official,,French,Latin,1
678936,0e1b538c79534451a127ed946d72de69,946719,654956,Epic Heroes  Legends,,Official,,English,Latin,1
1017608,11eb63dcbc1e4af2b7e89d9070546431,191319,2076438,Life Blood,,Official,,English,Latin,1
146847,3075c80ecb184c4580b5cf5062436cf8,292032,67372,John Som Han Var 2,,,,,Latin,1
1257067,abb19ed2a4df4c369e7ec2f36056669d,1242423,525641,Sufis Vision,4006370003517,Official,,Multiple languages,Latin,1
738530,462bf61d6ba740cf8dad911792f74a3f,992022,1,100 Pure Music,5099924305921,Official,,Multiple languages,Latin,1
1028663,cdda2224220244d2bddc9f3de74efd76,318239,1,Love Songs of the 60s,077779072125,Official,,English,Latin,1
1032562,73e93d21bfab4c0b8f0a23a8d7c02375,135864,14410,Christmas Is for Kids,0724352731725,Official,,English,Latin,1
478098,91b033d637fe32bca381bf10bfb36c61,787663,38022,Joemus,708527100820,Official,,English,Latin,1
609421,93b20eeaefd64a51a7d408980124020b,892455,616913,Modern Jazz Themes,,Official,,English,Latin,1
1212969,80e64d46700944458086f5af0ac568c7,1206160,233317,Death by Misadventure,4046661158922,Official,Super Jewel Box,English,Latin,1
607975,64ca88209b6a4144baa909561eaf5c26,891313,1,Drones  Tones  Ambiences,,Official,,English,Latin,1
379744,bf8885b239f8344eb8604be1623de283,620076,10025,Eat a Peach,602498778494,Official,Digipak,English,Latin,1
1030283,c01ac9e6e1f649b9879789a69daa01a4,660532,831306,Grandes Solos Volume 2,,Official,,Portuguese,Latin,1
492872,83dce6f69d0a444db3b21b2117215c07,800185,160980,Das Beste Die original Hits 19621978 Folge 2,685738064526,Official,,German,Latin,1
724782,ecab0557afc7402699007863938ded5e,200036,146114,Automata,,Official,,English,Latin,1
379845,0d270abc156149f9916efd28018e8004,707036,519048,Through the Mirror,829982100450,Official,,English,Latin,1
124281,73c3ff2f5ae24a21886e5ff4e32e0ae1,495438,35803,Go my way,,Official,,Japanese,Japanese,1
535349,3b7cbb7d9d2e48ac96178acbca2d284d,834974,124471,20 Best Of Ireland,5019396107922,Official,Jewel Case,English,Latin,1
2213310,2c1e222ef92b44efbb59b77fe2b7443c,2002235,888572,Mind On The Run,,Official,,English,Latin,1
1017074,9e0ae531201943c5b117f6bd211aaa87,693331,8720,No Cats,3428065504405,Official,Jewel Case,English,Latin,1
336538,d846d709debe47528a74e61f573dc230,590633,1591421,Complete Works for Horn and Orchestra,730099459228,Official,,English,Latin,1
944454,6332426f79fd4dc4b60bcbba95ef021d,345919,242242,5 Trowels,,Official,,English,Latin,1
1043503,4447ce3da34548d7a9835df8c8a575e6,1069784,796723,α,4582281544139,Official,,English,Latin,1
2643202,d800c08fa6924c58a710082236432900,2338546,255884,No Escape,4028385018997,Official,,English,Latin,1
2166823,d8800d1668db4b2a9e63a56e27729270,1964761,2208597,Galliyan Unplugged,,Official,,Hindi,,1
873715,ac7b7691829a4dd5bf9a9f79767b202d,42066,30119,From Nowhere,,Official,,English,Latin,1
144973,963a361d2254415e9a2907d4a9a09d16,512563,1,RB Slow Jamz,,,,English,Latin,1
1339764,31aedbd0015c42c5adfb0e3844123051,1307789,1,Vuosikirja 1987 50 hittiä,,Official,None,Finnish,Latin,1
30625,3e5f3531f7794c2483dd91c4a4187952,325255,70364,Nits in Concert,,Promotion,,English,Latin,1
658286,29c5de46b7e34fdb9d7a4393e1816872,562840,70888,Pillow Talk,016351576224,Official,,English,Latin,1
1245270,948ce4df0de84df0891a56e4e604d8bd,1232745,632461,The Guitarist,602527438474,Official,Jewel Case,English,Latin,1
3455156,14ace55d3a6c4b9ea20ff9b5dacb1b01,2975933,1327458,Kirby Mass Attack Original Soundtrack,,Bootleg,None,Multiple languages,Latin,1
877606,9d067c13a7f842c0b7620068132b96df,467593,244694,Transhuman,620673252621,Official,,English,Latin,1
665994,72dfabf932a44506bef87619d64eaa8a,269155,34723,Abstract Symphony,4988006775268,Official,Jewel Case,English,Latin,1
1972086,932f9f06196a48c0b448f4b81f8db758,1810570,983132,Meredith Willsons The Music Man,089408027628,Official,Jewel Case,English,,1
620780,7ac3eb5ce28a445582eef855ac8e2d04,901257,666827,Disasters,,Official,,English,Latin,1
424668,23eb0f4be057443ca1cf5d67bf7dbfcb,743634,546609,Euhedral,,Official,,English,Latin,1
540811,4f6fb807f48f4ea683d47f2998f5c505,839637,397690,Vorwiegend heiter,0602517626515,Official,,German,Latin,1
31749,ba6cd6b8733f4d5bb7a1499b9ed4ce81,410026,1762,Making Contact,,Official,,English,Latin,1
341755,00dd9c38c35840bb862f5b6868812966,264007,1180300,Salve Festa Dies Gregorian Chant for Seasons of the Year,0730099571227,Official,,Latin,Latin,1
681410,5c5911f59126482cae130945f2f77411,422389,297834,Chambre 1512,602498190128,Official,,French,Latin,1
1326507,1c02bfacd3d04345b18fc3e98c8da60d,1297572,1212913,People Come First,,Official,None,English,Latin,1
1432276,4bd07eda821d4faf9d4dddbc694dee0c,1380643,1318209,Trip Two Isle of Mabrax,,Official,Digipak,Multiple languages,Latin,1
522074,241c584aacdf41799bb9cac0d90f63b4,824042,5454,Airmail Special A Salute to the Big Band Masters,,Official,,English,Latin,1
2363734,e89ed96a382a44b4953bcd35263785ec,2120164,430,The Complete Singles 19701980,,Official,,,,1
543716,9714f776a18a4fcb9af810e37b8125b6,841785,620459,Feel My Heart,837101368520,Official,,English,Latin,1
725127,57edea9d772f43fa803cd0bdedec2924,420531,65606,Yesterday,7392004100507,,,English,Latin,1
825534,3a1c2f0745ad3f0aa088a0ecdd8bc688,1045079,1617244,Manuel and the Music of the Mountains,,Official,,English,Latin,1
436072,a0cb04c22c7c4ea6b01164b2661589b1,753116,336924,Promo 2005,,Promotion,,Multiple languages,Latin,1
2418967,242f70fecf6c4223aff3556f77634e5f,2165076,2425010,Basso Valdambrini Plus Dino Piana,,Official,,,,1
3080846,707e76c8a27f4edab167ad184a65badc,2684405,399741,La Peur,,Official,None,English,Latin,1
1076538,d74bab714e5e400ba5118f36999e539b,1096566,860067,Judgement Night,,Official,,English,Latin,1
3081012,cb137440df464195b01879a4a152f929,2684526,3006558,A Ton of Colours,,Official,,English,Latin,1
168623,5a0da24755cc49628ab7aaa582652616,228309,371288,Mehr Jazz sagten die Frauen,9783906547374,Official,,German,Latin,1
310410,35901ecf11274923aededc4e24d11c09,650092,469705,Dark Wizard Symphony,,PseudoRelease,,English,Latin,1
1018514,43a2933a4a2540b4a46c2dbd74efa757,697269,33682,20060215 Carling Academy Glasgow UK,,Bootleg,,English,Latin,1
160600,015fcbc45b6349e485db641af95afe14,524398,108064,Wits End,,Official,Jewel Case,English,Latin,1
124361,778f1097cec440b9bc91696d8658fa58,264044,110322,Blue Cathedral,098787064728,Official,Jewel Case,English,Latin,1
2170407,cdd3f78c15944f4dbef6fb5a5a8353a8,1967658,6040,Live at Maximum Festival,8033706213902,Official,,English,Latin,1
611735,902304c35a454179a88cfdf695bffb15,894413,659405,Hit Mix,,Official,,English,Latin,1
1259672,10f04000a0d3485b80ff653912b39199,1244499,1129507,Boleros Tropicanías,,Official,Jewel Case,Spanish,Latin,1
232928,f31046467d944e5395e95e7baf2a33b7,193017,123387,The All Electric House,613878230013,Official,Digipak,English,Latin,1
934430,ecab2241c72c4c3d81f5f97f6ab373ca,374058,938434,Kutse tantsule nr 9 Suvekuningannad,4740179105118,Official,,Estonian,Latin,1
74323,fb61228e420a4ec19d7a8d10e6daf94f,431906,304484,Banned in the State of Utah,641444901326,Official,,English,Latin,1
424209,43fe023027504131b5352f75a5ef5088,743289,478665,Well Played,,Official,,English,Latin,1
1805481,92225dab1154424c8e6c050187cafcc2,1682101,288564,Poussez fort,,Official,None,French,Latin,1
1143012,7f5ea69c3d544fcabd7019a02f0778a6,1150779,966126,Muka Surat Satu,5052498934324,Official,Jewel Case,Malay,Latin,1
754575,a0531809f9984888a15c8e10cbf082fb,1005342,1,Rock,,Official,,English,Latin,1
861092,a7bcc60e49de42b5bcca2764c5a1ce29,422118,49953,Live to Love,,Official,,English,Latin,1
3581105,00c502b4764345d99d013292201141c3,3072448,76926,These Other Lives,801676706926,Official,Digipak,English,Latin,1
1058197,4a78773a38094b4584a87b3cfe1a9637,1081697,840502,Bonny Lass Come Oer the Burn,,Official,,English,Latin,1
3458090,7c10214200e5433db028b214419321db,2978202,1,Wicked Illusions,,Official,,English,Latin,1
406335,816eeff87c6b431cb4d0cf60c9866a8d,596423,7842,I Talked to Death in Stereo,5024792027620,Official,,English,Latin,1
632100,875ca394113642e18c0b5536afd20105,909730,96598,Celtic Mysteries,3436949530921,Official,Digipak,English,Latin,1
684099,0e8aacab5db1485780bde25ca26680ad,950608,1,Urban Drama,,Official,,English,Latin,1
987892,89b52ed58298447a94f8d71122e55e90,450717,1,Las clásicas de la cumbia,7509948625328,Official,,Spanish,Latin,1
210833,058b664673d048c8abe81b5fea4a2fbc,231553,167339,Chaotech Odd Echo,,Official,,English,Latin,1
916478,21698a7bd187466abc03d1bde677fce0,251775,122538,Weiß Bescheid,743214099827,Official,Jewel Case,German,Latin,1
794928,6c8f38261e3245c4b442a34fb84f649c,1037274,250274,Moved by Opposing Forces,,Official,,English,Latin,1
1608921,36b13ae62fa64af48145ae72954b2fc6,1527243,1478943,Sonntag,,Official,,German,Latin,1
801791,f70a50c6325a33d1886cb8411c2e1bfd,996508,236717,Carl Barât,,Official,,English,Latin,1
741813,35b16482c7c54cffab03d51295da5e16,253824,4049,Digital Warfare,,Official,,English,Latin,1
844006,36abf1d1b9194c89a42a95a14e5239a7,881166,64925,Layin in Wait,,Official,,English,Latin,1
129524,69970077432041dc88bc1cbf2dbaa67e,500179,1,Aggro Ansage Nr 5,4018939108922,Official,,German,Latin,1
1197397,4a9f958cf9224205a4c23aa9260e4391,1193473,1048956,Alloy Fox White,,Official,Jewel Case,English,Latin,1
456720,fe9df861fc5e4f5a89f6a88dfedb9d21,770017,55130,Blue Nightfall,033651018322,Official,Jewel Case,English,Latin,1
229276,c2d63a554b714a47995c824cbdb1352a,581763,415499,Musica din Lumé,,Official,,French,Latin,1
612044,96338c2576a53e419f87cadf93c339de,525282,45639,Antología musical,,Official,,Spanish,Latin,1
3458344,4123a54be462420a822f122f5f3b45e9,2978407,2741599,Works For Upright Bass and Amplifier Vol 2,,Official,None,English,Latin,1
184224,9501ea4c2804495fac215d899f74e0b1,115303,23146,Crank,743211849623,Official,Jewel Case,English,Latin,1
405268,87285c8a92433a90aa989c91082588a4,378633,259420,Eventyr,,Official,,Finnish,Latin,1
2083611,814e7bdb464a4096bbbb8bbb4c57478a,1898676,2126886,Someone to Watch Over Me,602557825381,Official,Jewel Case,English,Latin,1
1075471,6dac89ee19ec40b4b8513fd6cb0df52b,1095700,114645,Nymphomatriarch,,Official,,English,Latin,1
1139446,b16514048f1b47c08b54015c0a28c53a,1147931,37,Not Your Kind of People,0602537002689,Official,None,English,Latin,1
820914,8398123814be405998011a3fea92f951,1057229,34469,Short Attention Span,,Official,,English,Latin,1
68320,6b07c849dd9f4103b0588405ba08949f,277750,21238,Best of Satie,724347871825,Official,Jewel Case,French,Latin,1
913450,9ef98ce231534c48bbee86a1338d3ca1,236272,135849,Treasure,,Official,,English,Latin,1
3457418,4635157e043f46ca871c9c6d2e861349,2977621,3303670,Texas Hardhitters,,,,,,1
140202,f42394e7d90e478db54874e6f83bf649,508878,240634,Slečna Kristýna,,Official,,Czech,Latin,1
322399,ec4fc7d0c6194abdb2f46b25ed62a9f7,660465,10193,20060613 The Ambassador Dublin Ireland,,Bootleg,,English,Latin,1
369690,12455125006c3f7ca83fcd50acb08ea4,455640,130380,Kramgoa låtar 1997,,Official,,Swedish,Latin,1
2537695,b5c9bc42b4c64830972ed01ec61dc6c9,56525,1393470,Before the Flood,884977738766,Official,None,English,Latin,1
48557,0d97dd081ba9465c9b2d3ee70badd0a7,88787,47551,Beautiful but Why,743217171025,Official,Jewel Case,English,Latin,1
3579554,73b493423bda4d7e9cb5dfbcc349e54b,518909,102893,Die drei  98 Tal des Schreckens,886445750508,Official,None,German,Latin,1
1153525,513619c1cb76489387ed731c1026d2fd,1158885,804323,Robaki,,Official,Other,Polish,Latin,1
904982,8da1f9179b8540bea500c74ac3e73421,208804,71172,Maktmissbrukare,,Official,,,Latin,1
2361715,70a6ebd9045b4d3c98ffb3446f4724de,1956999,2199102,The Greatest Hits Part 1,4562387205271,Official,Jewel Case,English,Latin,1
165788,b6dd4add696b43c8831da3a03e7dd48b,310384,1,Mayday Culture Flash The Compilation,743219299727,Official,,English,Latin,1
693583,19f3e79a73354a2e9bef841f5203be8a,957689,1,Welcome to the Club 15,,Official,,English,Latin,1
887714,532b0adf07dd4102afca1204eacb5678,131863,24246,Ragtime BoogieWoogie Jazz Classics,042282250629,Official,Jewel Case,English,Latin,1
1137227,9a1e3af9030a48e9a31d041fe3f593e6,1146076,821971,Dik Voormekaar Show 2009,,Official,None,Dutch,Latin,1
1540154,e4a4d00e64844306a56ec7e6646eab32,1473020,1390898,ハイキュー オリジナルサウンドトラック 2,4988104079480,Official,,Japanese,Japanese,1
1108281,342cfe82a4434bc48c2dce2f2ae85178,1122166,1,LHistoire du piano jazz,794881932122,Official,CardboardPaper Sleeve,English,Latin,1
456486,0e2b2ba90a144703a91d77260d78d70b,164618,1,Ancient Music for a Modern Age Sequentia,,Official,,English,Latin,1
725692,856910a2eb0441a199315aedde5581e1,174823,459362,Exodus,804147127725,Official,Jewel Case,English,Latin,1
521645,a0dab3a74d9147d2a09e333816627eaa,823732,518434,Spanish Fly,,Official,,English,Latin,1
2489549,242185c91f1244d8a1f0e063290bfa8d,2219462,125022,Wielka Dama,190295955564,Official,,Polish,Latin,1
929399,98d825fe0e1c448abd89f33ee5aa8e7c,178792,14732,Gangrene Tambourines,,Official,,English,Latin,1
285075,5d53e155c95241d68733fd2482f28d81,503772,1,Serenity Dub 21 PM,,Official,,English,Latin,1
2167887,387fccd093cb439b8ef48f0923c9adf6,381649,268532,Banane,8697415715838,Official,Jewel Case,English,Latin,1
433749,fd51fd6f45834098930b0066b02cd878,557263,16516,From There to Here 19892002,,Official,,English,Latin,1
452328,793ed093d40647ac886cc322d9c8f04a,765982,11593,Donnerstag aus Licht,028942337923,Official,,German,Latin,1
283517,b30ef9ee3cae4ea9ab2ba27c55820921,627453,1,Manderlay  Dogville,,Official,,English,Latin,1
1153340,8de50391b923409481de7f012816108d,1420414,1,Mega House Top 100 2013,8712944502800,Official,,English,Latin,1
3082642,d4a19d7365aa4c59a9974faba9c17388,2685720,10923,Tribal Sexy,,,,,,1
1029419,09370ba5dcc14342b499a9e02b33d824,281976,198072,Auroral Chorus II The Music of the Magnetosphere,,Official,Jewel Case,English,Latin,1
677824,b4c1d4ac8474496081dfa3d3b1e29fba,945771,36961,Live at Newport,015707701327,Official,,English,Latin,1
1259527,b38e2f3083ab41498b4d3e3c893b8184,1244384,1,20 Rock  Roll Classics Part 1,,,,English,Latin,1
2366611,a756875fdcf545a68710b3f9aca660f6,2122575,2380781,String Quartets op 9 op 10 op posth,5028421950518,Official,,English,Latin,1
639054,c3c5c68b05e83021a5b686903b02fff4,252243,173656,This Is My Battlefield,,Official,,English,Latin,1
474696,1e58fc55f4dc4035a64ebb65bf97e0f8,784864,1,YONDERDOME,,Official,,Japanese,Japanese,1
936168,4ea565dd4b7a4dfe9eeff2005885e462,328224,812837,Speakerface,631037073929,Official,,English,Latin,1
2085563,4136517577ac4eeaa11621f48724968f,1900245,1,Süßer die Glocken nie klingen,042284055024,Official,Jewel Case,German,Latin,1
131438,f3a6029b63c24515acbbf2d0a862f1b2,501989,1165995,Antico misticismo,,Official,Jewel Case,Italian,Latin,1
1087446,fd278941386046758e3b945b206d82d1,1105455,235571,Nil by Mouth,,Official,CardboardPaper Sleeve,English,Latin,1
902583,a8f1b8d1852d4c08b6fb29b4426fae84,737424,3690,Set It Off,030206577921,Official,,English,Latin,1
2993059,78ffdcc0bc694292baef828126726b26,2614394,170656,Longmont Potion Castle II,,Official,,English,Latin,1
237587,c74b8a8b4bc7405789190e784d58e56d,589534,1,Angels Fall,5037300738628,Official,,English,Latin,1
640018,8b76617b32d44c6ea74fde808140e90f,915788,1,Operation Nordcore Part 2 We Call It Hartcore,,Official,,English,Latin,1
439334,6cd9bbb3b04d4ddb82a51eb7b3e6b494,755800,556785,go,,Official,,English,Latin,1
1611629,bbe33a8377f848faaccc96036ea19950,1529374,898459,Consequences,,Official,None,English,Latin,1
638034,be09948dbdd44269b98e616391d7ac4f,789478,50588,Easy to Catch,,Official,,English,Latin,1
338844,52cb3179ef904c518e69adf3de3502bf,673637,334810,Romte en Stream,,Official,,Frisian Western,Latin,1
1226827,46b31074140c4f28bbb73a57d0f11a41,1217718,1089241,Dla sławy,,Official,,Polish,Latin,1
1321868,6f2c3f5e12d946a086b760bc0e7083f0,1294067,311972,Rosenstrauss,4988002654642,Official,,Multiple languages,Multiple scripts,1
257848,4b9fc62af3dc44598020192593e31f9b,606184,433341,Touche,,Official,,English,Latin,1
38315,748d93da6ab836e9a851040f1f2e13ea,341824,1,Hed Kandi Twisted Disco 0205,,Official,,English,Latin,1
1967909,b317844f35ba41058b803472d418c527,1807344,1580376,The Kernel Constitution,5056005063132,Official,,English,Latin,1
1283972,263fad502cae4874a89663d2ba8a8483,1264080,1158536,Prijateljica,,Official,,Slovenian,Latin,1
1010149,ce8d594e63d24aee92564c4ab8813001,356633,40785,Gimme Danger  Gimme Sweetness,,Official,,English,Latin,1
673694,e9e203f235c136ce961bec9a7daef978,887358,308861,Techno vs Breakbeat,,Official,,English,Latin,1
1969824,8496f731751a48bb874a50334759dcc6,1808854,1,House Afrika Unmixed Volume 5,0700083612205,Official,Super Jewel Box,English,Latin,1
740231,acd2feab8e3e4b96a185b837ea9a9222,770200,833591,Antakya,4014063413222,Official,,English,Latin,1
197275,19e0413aeb334ca1af8ca6a0137f004c,265708,89743,Salve  Y ahora qué,,Official,,Spanish,Latin,1
2025384,22006694cce0465bafb136c4a8d39a6c,1852298,39285,A arte de Charlie Brown Jr,,Official,,Portuguese,Latin,1
3358085,bd97352838d24449b6080b44ff5bf37c,2899835,3226278,Riding the Red Horse to the Last Stronghold of the Freaks,,Official,,,,1
1151204,1ab6611dc05248479d0447851f02bdbc,225471,824962,Radioactive,766126720122,Official,Jewel Case,English,Latin,1
492659,75896b684dbe34a180dc78d26a549665,71366,1849,Antología Volume 1,731452842220,Official,,Spanish,Latin,1
915442,462338659b0f4924bd5222f79e695ab9,242453,61854,Fire Prayer,,,,,Latin,1
320931,9317664d71da4245ae99ff2ea45db689,429686,236596,Pas mal,5099748409829,Official,,French,Latin,1
262465,fbaffd0bfc2840b1888452be8c3274e1,244224,1129732,2nd Vactor,,Official,,English,Latin,1
1098452,4428f353d86a4685b33fd0bfbbfdf9b1,1114439,17,20031112 Zhimmering in Brussels Vorst Nationaal Vorst Brussels Belgium,,Bootleg,,English,Latin,1
448283,d56ac1a367c14bcea0be6cb942d48042,763290,562804,Танцуй на битом стекле,4601958015625,Official,Jewel Case,Russian,Cyrillic,1
932726,b1567a40d6ea4a0eb456c8431c81f67b,246143,89,Deleted Remixes,,Bootleg,,English,Latin,1
58763,3fa215de39ba421a8c2cfc52e27375d6,139983,50401,Decks EFX  909,5016025682522,Official,,English,Latin,1
874725,3a86a9ff076f412187e533709f9d893e,88454,37684,Osampo House,,Official,,,Latin,1
1176166,e6e66d42dff742f08c134f51bd3c897d,1176462,934614,Last to Speak,,Official,None,English,Latin,1
3582468,2510a80700ee4942990c66c8f043c790,3073432,3395778,Waiting Dreaming Breathing Living,,,,,,1
1098134,70176cbd9260424cadf5bf46af825fdc,1114180,891918,Resurrection,,,,English,Latin,1
14006,9d7f691d71464341bc1476fe07bb740c,39029,23121,The Christy Moore Collection 8191,090317535128,Official,,English,Latin,1
526107,a26c43c5ff6d498e8b1dd557440743c8,827211,1,Weihnachstszeit,,Official,,German,Latin,1
1049792,c6a8b827924047ab92e79a3661f94a49,1064467,1,For Nihon,,Official,,English,Latin,1
327107,0e1a18b069cd4cc8a1cef589189d3757,223225,161934,Mancini Também É Samba,8040180014208,Official,,,Latin,1
846406,02beca75ec5341bd8522838f2db3c092,1063401,74996,Financial Peace University  Lesson 04 Dumping Debt Part 2,,,,English,Latin,1
2642330,21a60a8fa7e64beeb8854bfd6b5ec5fc,2337849,2650584,Pale Witchery,,Official,,English,Latin,1
97619,c79000c9bbe84e98b422436ade201e66,466564,96253,Book of Mutations,,Official,,English,Latin,1
2362778,a936588bb5c140ef9fbd24abf0fa0487,2119410,2377680,Imogen Coopers Chopin,095115190227,Official,Jewel Case,English,Latin,1
1110506,93e5236d8392475ab68d50b90c56dda9,1123969,920584,Pride of New York,766397452227,Official,CardboardPaper Sleeve,English,Latin,1
1002326,31af378a56aa45469dced4186a83119b,157251,16410,Sweet Soul Music The Best of Arthur Conley,019011210520,Official,Jewel Case,English,Latin,1
523385,8001fcd2a1df453d980811fbcc13005c,335953,376747,The World in Your Eyes,724596115527,Official,,English,Latin,1
3460628,496203cb5d624ca5a3ec8368e7c725b8,2980174,3306794,Anthems of Pain,,Official,None,English,Latin,1
1298221,a9fc6b0eb2c24aab83d646035b3265db,1275241,565467,Optimus Rime,,Official,,English,Latin,1
1089408,3d955989c1c24e8198f4779e405652bf,1107080,384022,Costellazioni,,Official,None,Italian,Latin,1
2364439,162431cc6dc8426d90b574d3df2d14ad,2120698,1567722,Into Red,,Official,None,English,Latin,1
334902,2f1366cffa88487099e2030415167c0f,670489,1,Festung Europa,,Official,Jewel Case,Multiple languages,Latin,1
941926,66744fc5c52a4e59aca45a2d5fc0cfac,195582,106376,Ten More Tales of Grand Illusion,786984991021,Official,Jewel Case,English,Latin,1
2991266,404108290c474931bc5c1470ce6456b2,2612900,5345,The Best Of Bob Berg On Denon,081757859325,Official,,,,1
999390,4eea6ff5872d44e58143bc59c088b27d,583338,160210,All the Kings Horses,886970090421,Official,,English,Latin,1
678383,39eb9967241045dbac1bf5186c9060ae,946259,806905,Tuff Volume 4,,Official,,English,Latin,1
579374,8bc3225bf43f430c93e6d8fd6af78ab5,869096,51269,Aasman,,Official,,Urdu,Latin,1
700451,1012d2b0624648cb9000b32dcb392227,962995,1,Festivalbar 89,,Official,,English,Latin,1
984115,e338f1f8a86246cc943d488884467f12,509112,220622,A Tribute to Cliches,7277018803722,Official,,English,Latin,1
1513189,16bd46e39e67465eadcfaf22d95dcc60,1452059,1377320,Together,5055486953505,Official,None,English,Latin,1
401013,7710630c701b43bd97db04b782251f1c,140877,1,The Voice of Music Volume II,4002587100834,Official,Jewel Case,English,Latin,1
620281,e175be0c1d294273b05e07962b73ea30,900835,1,LAnnée rap 1997,,Official,,French,Latin,1
1025953,3244fe2ed29a46918c1a73e0f6673084,226664,30556,Night of Nights Live,9399700104738,Official,Gatefold Cover,English,Latin,1
188249,6d3c8bd6abab44418abe3ce3df9b745a,546163,269431,Live,5901119901026,Official,,Polish,Latin,1
317846,b79a5e15b2be452fb1651d685f15bfb4,169936,70347,Red,714822049320,Official,,English,Latin,1
588500,08a6a21cb45d4894aa0511aa647700af,876379,424601,16,,Official,,English,Latin,1
554777,fcfe176d6cc34d39a610974f138c25ea,850590,626563,Its Coming Soon,,Official,,English,Latin,1
1074057,c969550bf1ed4985ad52c89351bd5811,1094471,1,Fcking Hardcore 5,,Official,,,Latin,1
447390,b43d7bc45f903ed687269bf2e8a6e85d,91517,5444,25th Anniversary Reunion,082839699822,Official,,English,Latin,1
602771,bf6d69a4e4854450a01f597e1219a8e2,886996,224004,Lullabies for Adults,,Official,,French,Latin,1
2991029,1aeaf13d32df4707a14697d8b0bc649c,2612712,2935428,Complete Live At The Café Bohemia,8436019582800,Official,,,,1
3487241,8298d1e5419e4cf8a994b29637c9be35,2163851,1108228,more humor,,PseudoRelease,,Multiple languages,Multiple scripts,1
233895,e00cd73b1519496088c0738b2b9e8173,585934,3270,La veillée du 3ème millénaire,3596880107528,Official,,French,Latin,1
1014049,4459a1015d0a418dae28393d3722b8e9,144455,55650,Chemin faisant  Cent et une chansons,,Official,,French,Latin,1
1320275,d1fc4dc04d834ab19e5a6dce198371e8,1292764,59089,Heut ist Dein Tag,888837324229,Official,,German,Latin,1
1961440,e39113829d73464bb259522322eccadf,131116,1,Shaolin Soul Episode 1,5053105994915,Official,,English,Latin,1
642008,48ef7906424440098e8d116a31eaf2a9,917230,1,Barrelhouse Boogie,078635833423,Official,,English,Latin,1
978460,419cc38704d64d968098ae8809ad8b16,477862,250110,Nightmare Before Christmas,4001617081426,Official,Jewel Case,English,Latin,1
517806,5077e4a0a0ce42ac931e8a4f22f67cba,820719,173532,На грани,4606464050238,Official,,Russian,Cyrillic,1
1244491,32fab06c74124665820e7fd627986516,1232121,1113796,White Fang,,Official,Jewel Case,English,Latin,1
585491,ea51302bf4b34fc48704887d85000c99,739155,12151,Heartburn,5012981204723,Official,,English,Latin,1
596089,8ada15df86aa48ecbe76f8452607b09a,882011,1,Power Hits of the 80s Volume 1,0724348668523,Official,,English,Latin,1
904423,736bef44844a440a95f99d20a5798070,398983,109582,Woodfish,7330169666094,Official,,English,Latin,1
3355262,3cfc123c651a4bd88716813613d56f58,2897752,3224421,Jumpspace,,Official,,,,1
575314,104ca3808f984325a8227e9fffd630e7,495606,78627,Jaggernaut,,Official,,English,Latin,1
1160211,8c4fd0d31a8d42f080da85ec18ab0e0e,1163955,1051074,Brahms Clarinet Sonatas 1  2  Schumann Fantasy Pieces,,Official,Jewel Case,English,Latin,1
1299618,7a1bae1abdd043c7a65b38952bcf773e,1276353,1174978,Lap of Lux 15,,Official,None,English,Latin,1
2364994,84e4ff392c9346eaa1f75600af860373,2121186,253119,The Colundi Sequence Level 17,,,,,,1
247827,f5bf5d6907353f908a501f92079c7320,489136,10025,Gold,602498843796,Official,,English,Latin,1
664357,0af1b0231bca4abc91983f316db788b3,231522,56143,15th Avenue,659696027626,Official,,English,Latin,1
776026,0a3fa837eec74d10a2725e25d6c77967,1022238,165536,Crazy Elephant,4009910233320,Official,,English,Latin,1
943398,331b6eeb0249480898aa656a950f5c3e,348588,85991,Rage,,Official,,,Latin,1
240273,02f7f32dd2ab43aa80d331f426771dd1,6852,1512,Kicked in the Teeth,045778651320,Official,,English,Latin,1
684350,d694b63edcbe466f9e90cd244ab0cd81,950821,1,Sports Heroes Dramatic,,Official,,English,Latin,1
