species,version,language,flavor_text
id-533,33,11,仲間や　ゴーリキーと　筋肉を自慢　しあう。　負けたほうはしばらく　姿を　見せなくなる。
id-533,33,12,与其他的伙伴还有豪力一起比拼肌肉。输掉的那一方会暂时躲起来。
id-533,34,1,てっこつを　たくみに　あやつる。かいたいは　とくいだが　なにかをくみたてるのは　にがてなのだ。
id-533,34,3,철골을 자유자재로 다룬다.해체는 잘하지만 무언가를조립하는 것은 서툴다.
id-533,34,4,能夠靈巧地操縱鋼骨。雖然對拆除得心應手，但卻不太擅長組裝。
id-533,34,5,"Il manie la poutre métallique avec habileté.Il est doué pour démanteler une bâtisse, maispeu adroit lorsqu’il s’agit d’en construire une."
id-533,34,6,Es ist gut im Tragen von Stahlträgern und imAbreißen von Häusern. Das Bauen dagegenliegt ihm nicht besonders.
id-533,34,7,"Blande vigas de acero con gran destreza, pero laconstrucción no se le da muy bien; de hecho, suespecialidad es la demolición."
id-533,34,8,"Manovra con abilità la sua trave d’acciaio.È particolarmente esperto nelle demolizioni,mentre costruire non è il suo forte."
id-533,34,9,"Gurdurr excels at demolition—construction is notits forte. In any case, there’s skill in the way thisPokémon wields its metal beam."
id-533,34,11,鉄骨を　たくみに　操る。解体は　得意だが　なにかを組み立てるのは　苦手なのだ。
id-533,34,12,能够灵巧地操纵工字钢。虽然对拆除得心应手，但却不太擅长组装。
id-534,33,1,おなじ　せいぶんでも　ローブシンがまぜた　コンクリートの　ほうがずっと　かたく　じょうぶだ。
id-534,33,3,같은 성분이라도 노보청이배합한 콘크리트가훨씬 견고하고 튼튼하다.
id-534,33,4,即使成分相同，修建老匠攪拌的混凝土格外地堅硬結實。
id-534,33,5,"Le béton préparé par Bétochef est bien plussolide qu’un béton ordinaire, même si les mêmesingrédients sont utilisés."
id-534,33,6,"Beton, der von Meistagrif angerührt wurde,ist härter und robuster als jeder andere Beton,selbst wenn die Inhaltsstoffe identisch sind."
id-534,33,7,"El hormigón que preparan los Conkeldurr esmucho más duro y resistente que el ordinario,aunque la composición sea la misma."
id-534,33,8,"Il cemento preparato da Conkeldurr è molto piùduro e resistente della media, anche se la suacomposizione non ha nulla di diverso."
id-534,33,9,"Concrete mixed by Conkeldurr is much moredurable than normal concrete, even when thecompositions of the two materials are the same."
id-534,33,11,同じ　成分でも　ローブシンが混ぜた　コンクリートの　ほうがずっと　硬く　丈夫だ。
id-534,33,12,即使成分相同，修建老匠搅拌的混凝土格外地坚硬结实。
id-534,34,1,ほんきに　なると　コンクリートのはしらを　すてさり　こぶしひとつであいてに　めがけ　とびかかる。
id-534,34,3,정말 싸울 생각이면 콘크리트기둥을 버리고 주먹 하나로상대를 노리고 덤벼든다.
id-534,34,4,要是認真起來就會扔掉手中的混凝土柱，赤手空拳地撲向敵人。
id-534,34,5,"Quand il décide de passer aux choses sérieuses,il jette ses piliers de béton et saute surson adversaire pour le frapper du poing."
id-534,34,6,"Dreht es richtig auf, wirft es seine Betonpfeilerzur Seite und stürzt sich mit gezückter Faust aufden Gegner."
id-534,34,7,"Cuando decide ponerse en serio, suelta suspilares de hormigón y se abalanza sobre el rivalcon solo un puño como arma."
id-534,34,8,"Quando decide di fare sul serio, si sbarazzadei pilastri di cemento e si lancia sul nemicoarmato solo dei suoi pugni."
id-534,34,9,"When going all out, this Pokémon throws asideits concrete pillars and leaps at opponents topummel them with its fists."
id-534,34,11,本気に　なると　コンクリートの柱を　捨て去り　拳ひとつで相手に　めがけ　とびかかる。
id-534,34,12,要是认真起来就会扔掉手中的混凝土柱，赤手空拳地扑向敌人。
id-535,33,1,きれいな　はもんが　ひろがるみずの　したでは　オタマロがかんだかい　こえで　ないている。
id-535,33,3,아름다운 파문이 펼쳐지는물 아래에는 동챙이가날카로운 소리로 울고 있다.
id-535,33,4,如果水面上擴散開美麗的波紋，就代表有圓蝌蚪正在水面下用高昂的聲音鳴叫。
id-535,33,5,"Lorsqu’un Tritonde pousse des cris aigussous l’eau, des ondes ravissantes se propagentà la surface."
id-535,33,6,"Man sagt, wenn auf Wasseroberflächen schöneKräuselwellen zu sehen sind, liege das anSchallquap, die unter Wasser schrill rufen."
id-535,33,7,El agudo canto de los Tympole bajo el aguacrea hermosas ondas que se extienden por lasuperficie.
id-535,33,8,Tympole canta sott’acqua con la sua voce acutaformando delicate increspature sulla superficie.
id-535,33,9,Graceful ripples running across the water’ssurface are a sure sign that Tympole are singingin high-pitched voices below.
id-535,33,11,きれいな　波紋が　広がる水の　下では　オタマロが甲高い　声で　鳴いている。
id-535,33,12,如果水面上扩散开美丽的波纹，就代表有圆蝌蚪正在水下面用高昂的声音鸣叫。
id-535,34,1,おんぱで　なかまと　れんらくする。けいかいの　なきごえは　ひとやほかの　ポケモンには　きこえない。
id-535,34,3,음파로 동료와 연락한다.경계하는 울음소리는 사람이나다른 포켓몬에게 들리지 않는다.
id-535,34,4,透過音波來聯繫夥伴。人類和其他寶可夢都聽不見牠發出的警告聲。
id-535,34,5,Il communique avec ses compagnons en émettantdes ondes. Son cri d’alerte est inaudiblepour les humains et les autres Pokémon.
id-535,34,6,Es kommuniziert mit seinen Artgenossen überSchallwellen. Seine Warnrufe sind für Menschenund andere Pokémon nicht hörbar.
id-535,34,7,Se comunica con los suyos mediante ondassonoras. Su grito de alerta es imperceptible paralos humanos y el resto de los Pokémon.
id-535,34,8,Comunica con i suoi simili tramite onde sonore.Il suo grido d’allerta è impercettibile agli esseriumani e agli altri Pokémon.
id-535,34,9,It uses sound waves to communicate withothers of its kind. People and other Pokémonspecies can’t hear its cries of warning.
id-535,34,11,音波で　仲間と　連絡する。警戒の　鳴き声は　人やほかの　ポケモンには　聞こえない。
id-535,34,12,通过音波来联系伙伴。人类和其他宝可梦都听不见它发出的警告声。
id-536,33,1,ずつうを　おこすほどの　おんぱでえものを　じゅうぶん　よわらせてネバネバした　ベロで　からめとる。
id-536,33,3,두통을 일으킬 정도의 음파로먹이를 충분히 약하게 만든 뒤끈적끈적한 혀로 포박한다.
id-536,33,4,透過發出足以造成頭痛的音波來充分削弱獵物之後，用黏糊糊的舌頭將其捉住。
id-536,33,5,"Il affaiblit ses proies en émettant des ondessi fortes qu’elles leur donnent la migraine.Ensuite, il les saisit avec sa langue gluante."
id-536,33,6,Es schwächt seine Beute mit Kopfschmerzenerregenden Schallwellen und umschlingtsie anschließend mit seiner klebrigen Zunge.
id-536,33,7,Las ondas sonoras que emite pueden provocardolor de cabeza. Con ellas debilita a sus presaspara luego atraparlas con su lengua viscosa.
id-536,33,8,Indebolisce la preda con onde sonore in gradodi causare emicranie e poi la cattura con la sualingua appiccicosa.
id-536,33,9,"It weakens its prey with sound waves intenseenough to cause headaches, then entanglesthem with its sticky tongue."
id-536,33,11,頭痛を　起こすほどの　音波で獲物を　じゅうぶん　弱らせてネバネバした　ベロで　絡めとる。
id-536,33,12,通过发出足以造成头痛的音波来充分削弱猎物之后，用黏糊糊的舌头将其捉住。
id-536,34,1,きれいな　こえで　なくこともある。からだの　とっきが　おおきいほどひろい　おんいきで　なけるのだ。
id-536,34,3,고운 목소리로 울 때도 있다.몸의 돌기가 클수록넓은 음역으로 울 수 있다.
id-536,34,4,有時也會發出悅耳的叫聲。身上突起物越大的藍蟾蜍越能以更廣的音域來鳴叫。
id-536,34,5,"Il lui arrive de pousser des cris ravissants.Plus ses protubérances sont grosses,plus le son porte loin."
id-536,34,6,"Gelegentlich singt es sehr schön. Je größer dieFortsätze an seinem Körper ausgebildet sind,desto ausgeprägter fällt sein Stimmumfang aus."
id-536,34,7,"A veces emiten un bello canto. Cuanto mayoresson las protuberancias del cuerpo, más extensoes su registro vocal."
id-536,34,8,"A volte emette un canto di notevole bellezza.Più grandi sono i bernoccoli che ha sul corpo,più ampio è il registro dei suoni che produce."
id-536,34,9,"On occasion, their cries are sublimely pleasing tothe ear. Palpitoad with larger lumps on theirbodies can sing with a wider range of sounds."
id-536,34,11,きれいな　声で　鳴くこともある。体の　突起が　大きいほど広い　音域で　鳴けるのだ。
id-536,34,12,有时也会发出悦耳的叫声。身上突起物越大的蓝蟾蜍越能在更广的音域来鸣叫。
id-537,33,1,ぜんしんの　コブを　ふるわせてじしんのような　ゆれを　おこす。グレッグルと　ちかい　しゅるい。
id-537,33,3,전신의 혹을 진동시켜서지진과 같은 흔들림을 일으킨다.삐딱구리와 가까운 종이다.
id-537,33,4,透過震動全身的瘤來引發地震般的晃動。與不良蛙是相近的物種。
id-537,33,5,"En faisant vibrer tous les pustules de son corps,il peut provoquer des secousses similaires à cellesd’un séisme. Il est proche des Cradopaud."
id-537,33,6,"Die Beulen, die seinen ganzen Körper bedecken,können Erschütterungen auf Erdbebenstärkeerzeugen. Es ist artverwandt mit Glibunkel."
id-537,33,7,"Cuando hace vibrar los bultos de su cuerpo,provoca sacudidas que parecen terremotos.Está emparentado con los Croagunk."
id-537,33,8,Fa vibrare le protuberanze su tutto il corpoprovocando delle scosse simili a un terremoto.Come specie è affine ai Croagunk.
id-537,33,9,The vibrating of the bumps all over its bodycauses earthquake-like tremors. Seismitoad andCroagunk are similar species.
id-537,33,11,全身の　コブを　震わせて地震のような　揺れを　起こす。グレッグルと　近い　種類。
id-537,33,12,通过震动全身的瘤，引发地震般的晃动。与不良蛙是相近的物种。
id-537,34,1,コブが　おこす　バイブレーションがマッサージに　よいと　ろうじんにだいにんきの　ポケモンだ。
id-537,34,3,혹이 일으키는 바이브레이션이마사지에 좋다고 노인에게인기가 높은 포켓몬이다.
id-537,34,4,在老年人之間廣受歡迎。因為他們覺得牠身上的瘤發出的震動拿來按摩剛剛好。
id-537,34,5,Ce Pokémon est un excellent masseur grâceaux vibrations de ses pustules. Les personnesâgées l’apprécient particulièrement.
id-537,34,6,"Es erfreut sich großer Beliebtheit bei Senioren,seit bekannt wurde, dass sich seine vibrierendenBeulen zur Massagetherapie einsetzen lassen."
id-537,34,7,"Las vibraciones de sus bultos resultan perfectaspara dar masajes, lo que lo ha hecho muypopular entre la tercera edad."
id-537,34,8,"Particolarmente amato dagli anziani per viadelle vibrazioni prodotte dalle protuberanzesui suoi pugni, perfette per fare massaggi."
id-537,34,9,"This Pokémon is popular among the elderly,who say the vibrations of its lumps are greatfor massages."
id-537,34,11,コブが　起こす　バイブレーションがマッサージに　良いと　老人に大人気の　ポケモンだ。
id-537,34,12,在老年人之间广受欢迎。因为他们觉得它身上的瘤发出的震动拿来按摩刚刚好。
id-538,33,1,なげわざの　うでは　いちりゅう。たたかいで　かいた　あせが　しみおびの　いろが　こく　そまっていく。
id-538,33,3,메치는 기술의 실력은 일류다.싸움으로 흘린 땀이 배어띠의 색이 진해져 간다.
id-538,33,4,能使出一流的投摔招式。帶子被戰鬥時流下的汗水浸濕，顏色越變越深。
id-538,33,5,"Ses techniques de projection sont sans égal.Quand il se bat, sa sueur coule sur sa ceintureet lui donne une teinte plus foncée."
id-538,33,6,"Es verfügt über ein exzellentes Repertoire anWurftechniken. Sein Gürtel färbt sich dunkler,je mehr Schweiß er bei Kämpfen in sich aufsaugt."
id-538,33,7,"Su técnica de lanzamiento es formidable. Elsudor que exhala durante el combate impregnasu cinturón, cuyo color se vuelve más intenso."
id-538,33,8,È molto bravo nelle tecniche di lancio.Il sudore prodotto durante la lotta impregnala sua cintura da karate e la rende più scura.
id-538,33,9,"It performs throwing moves with first-rate skill.Over the course of many battles, Throh’s beltgrows darker as it absorbs its wearer’s sweat."
id-538,33,11,投げ技の　腕は　一流。戦いで　かいた　汗が　染み帯の　色が　濃く　染まっていく。
id-538,33,12,能使出一流的投摔招式。带子被战斗时流下的汗水浸湿，颜色越变越深。
id-538,34,1,５ひきの　むれで　けいこに　はげむ。けいこに　ついていけない　ものはおびを　すてて　むれを　さる。
id-538,34,3,5마리의 무리가 수련한다.수련에 뒤떨어지면띠를 버리고 무리를 떠난다.
id-538,34,4,５隻一組一起努力練習。在練習中掉隊的投摔鬼會扔掉帶子離開團隊。
id-538,34,5,Ils s’entraînent intensément par groupes de cinq.Ceux qui ne peuvent pas suivre le rythmeabandonnent leur ceinture et se retirent.
id-538,34,6,"Es trainiert stets in Fünferrudeln. Wer beimTraining nicht mithalten kann, entledigt sichseines Gürtels und verlässt das Rudel."
id-538,34,7,"Entrenan en grupos de cinco individuos. Si algunoes incapaz de seguir el ritmo, arroja el cinturón yabandona la cuadrilla."
id-538,34,8,"Si allenano in gruppi di cinque. Se uno di loronon riesce a stare al passo con l’allenamento,getta via la cintura e abbandona il gruppo."
id-538,34,9,They train in groups of five. Any member thatcan’t keep up will discard its belt and leavethe group.
id-538,34,11,５匹の　群れで　稽古に　はげむ。稽古に　ついていけない　ものは帯を　捨てて　群れを　去る。
id-538,34,12,５只一组一起努力练习。在练习中掉队的投摔鬼会扔掉带子离开团队。
id-539,33,1,ひたすらに　つよさを　もとめる。やまで　しゅぎょうする　ダゲキをみたら　しずかに　たちさろう。
id-539,33,3,한결같이 강해지기를 추구한다.산에서 수행 중인 타격귀를발견한다면 조용히 물러나자.
id-539,33,4,不斷地尋求強大的實力。要是看到了在山上修行的打擊鬼，就靜靜地離開吧。
id-539,33,5,Il cherche à tout prix à devenir plus fort.Il est conseillé de ne pas le déranger quandil s’entraîne en montagne.
id-539,33,6,"Es strebt unentwegt nach Stärke. Wer in denBergen ein Karadonis beim Training erblickt,sollte sich ganz leise aus dem Staub machen."
id-539,33,7,"Viven obsesionados con hacerse más fuertes. Si selos encuentra entrenando en la montaña, lo másrecomendable es alejarse en silencio."
id-539,33,8,"Cerca costantemente di diventare più forte.Se lo si incontra in montagna mentre si allena,è meglio svignarsela in silenzio."
id-539,33,9,"If you see a Sawk training in the mountains in itssingle-minded pursuit of strength, it’s best toquietly pass by."
id-539,33,11,ひたすらに　強さを　求める。山で　修行する　ダゲキを見たら　静かに　立ち去ろう。
id-539,33,12,不断地寻求强大的实力。要是看到了在山上修行的打击鬼，就静静地离开吧。
id-539,34,1,きたえに　きたえた　ダゲキがくりだす　ひっさつ　からてチョップはうみも　わるほどの　はかいりょく。
id-539,34,3,단련하고 단련한 타격귀가사용하는 필살 태권당수는바다도 가를 정도의 파괴력을 지녔다.
id-539,34,4,不斷重複練習的打擊鬼所使出的空手劈擁有足以劈開大海的破壞力。
id-539,34,5,"Après avoir suivi un entraînement intensif,la puissance du tranchant de sa main est tellequ’il peut fendre la mer en deux."
id-539,34,6,"Der Karateschlag eines perfekt durchtrainiertenKaradonis’ hat genug Wucht, um selbst das Meerzu spalten."
id-539,34,7,"Cuando un Sawk ha entrenado duro, es capazde separar las aguas del océano con la potenciade sus técnicas de kárate."
id-539,34,8,"Grazie al suo intenso allenamento, può infliggeremicidiali colpi di karate capaci di dividere in duele acque dell’oceano."
id-539,34,9,The karate chops of a Sawk that’s trained itselfto the limit can cleave the ocean itself.
id-539,34,11,鍛えに　鍛えた　ダゲキが繰りだす　必殺　空手チョップは海も　割るほどの　破壊力。
id-539,34,12,不断重复练习的打击鬼所使出的空手劈拥有足以劈开大海的破坏力。
id-543,33,1,ヤクデは　しゅるいの　ちかいなかまだが　おたがいが　であうとおおげんかに　なるぞ。
id-543,33,3,태우지네와는 종류가 다른동료지만 서로 만나면큰 싸움이 된다.
id-543,33,4,雖然和燒火蚣屬於種類相近的夥伴，但是彼此撞見時就會大打一架喔。
id-543,33,5,"Bien qu’appartenant à des espèces similaires,les Venipatte et les Grillepattes se livrentà des conflits violents lorsqu’ils se croisent."
id-543,33,6,"Es ist zwar artverwandt mit Thermopod, aberjedes Mal, wenn sich die beiden über den Wegkrabbeln, streiten sie erbittert miteinander."
id-543,33,7,"Aunque se trata de una especie emparentadacon los Sizzlipede, si se encuentran ejemplaresde ambas, entablarán una lucha encarnizada."
id-543,33,8,"Appartiene a una specie simile a quella diSizzlipede, ma se le loro strade si incrocianosi scatena il finimondo."
id-543,33,9,"Venipede and Sizzlipede are similar species,but when the two meet, a huge fight ensues."
id-543,33,11,ヤクデは　種類の　近い仲間だが　おたがいが　出会うと大げんかに　なるぞ。
id-543,33,12,虽然与烧火蚣是种类相近的伙伴，但是一见面就会大打一番。
id-543,34,1,キバに　もうどくを　もっている。くえそうな　えものを　みつけるとあとさき　かんがえず　とびかかる。
id-543,34,3,이빨에 맹독을 지녔다.먹을 수 있는 먹이를 발견하면앞뒤를 가리지 않고 덤벼든다.
id-543,34,4,牙齒有劇毒。一旦發現了看似能吃下肚的獵物，就會不加思索地撲上去。
id-543,34,5,"Ses crocs sont extrêmement venimeux.Dès qu’il voit une proie à son goût, il bonditsur elle sans penser aux conséquences."
id-543,34,6,"In den Fangzähnen speichert es höchst potentesGift. Wenn Toxiped potenzielle Beute erspäht,stürzt es sich vollkommen unüberlegt auf diese."
id-543,34,7,"Sus colmillos contienen un veneno letal. Siencuentra una presa que parece comestible, seabalanza sobre ella sin pensárselo dos veces."
id-543,34,8,"Le sue zanne contengono un potente veleno.Se trova una preda che pensa di poter mangiare,la assale senza pensare alle conseguenze."
id-543,34,9,"Its fangs are highly venomous. If this Pokémonfinds prey it thinks it can eat, it leaps for themwithout any thought of how things might turn out."
id-543,34,11,キバに　猛毒を　もっている。食えそうな　獲物を　見つけるとあとさき　考えず　跳びかかる。
id-543,34,12,牙齿上有剧毒。一旦发现看上去能吃的猎物，就会不假思索地扑上去。
id-544,33,1,こうそくで　かいてんし　あいてにとつげき。　さいこうじそくはおよそ　１００キロに　たっする。
id-544,33,3,고속으로 회전해 상대에게돌격한다. 최고 시속은약 100km에 달한다.
id-544,33,4,會高速旋轉去突擊對手。牠的最高時速可以達到大約１００公里。
id-544,33,5,Il se propulse sur ses ennemis en tournanttrès vite sur lui-même. Il peut ainsi atteindreune vitesse d’environ 100 km/h.
id-544,33,6,Rollum dreht sich mit hoher Geschwindigkeitund rammt seine Gegner. Dabei erreicht esGeschwindigkeiten von bis zu 100 km/h.
id-544,33,7,Gira a gran velocidad y carga contra sus rivales.Puede alcanzar los 100 km/h.
id-544,33,8,Attacca l’avversario turbinando rapidamentesu se stesso. Può raggiungere una velocitàdi circa 100 km/h.
id-544,33,9,This Pokémon spins itself rapidly and charges intoits opponents. Its top speed is just over 60 mph.
id-544,33,11,高速で　回転し　相手に　突撃。最高時速はおよそ　１００キロに　達する。
id-544,33,12,高速旋转突击对方。最高时速可以达到１００公里左右。
id-544,34,1,かたいカラと　どくのトゲで　みをまもり　しんかに　ひつようなエネルギーを　ためているのだ。
id-544,34,3,단단한 껍질과 독가시로몸을 보호하면서 진화에 필요한에너지를 비축하고 있다.
id-544,34,4,用堅硬的殼和有毒的刺保護自己，同時累積進化所需的能量。
id-544,34,5,Il se protège avec sa solide carapace et ses épinesempoisonnées tandis qu’il rassemble l’énergienécessaire à son évolution.
id-544,34,6,"Es schützt sich mit seinem harten Panzer und denGiftspitzen, um ungestört genügend Energie fürseine Entwicklung zu sammeln."
id-544,34,7,Se defiende con su duro caparazón y suspúas venenosas mientras acumula la energíanecesaria para evolucionar.
id-544,34,8,"Mentre accumula l’energia necessaria perevolversi, si difende con il guscio resistentee le spine velenose."
id-544,34,9,Whirlipede protects itself with a sturdy shell andpoisonous spikes while it stores up the energy it’llneed for evolution.
id-544,34,11,硬い殻と　毒のトゲで　身を守り　進化に　必要なエネルギーを　溜めているのだ。
id-544,34,12,用坚硬的壳和带毒的刺保护自己的身体，积蓄进化所需的能量。
id-545,33,1,くびのツメで　えものを　つかむとそのまま　じめんに　たたきつけどくのトゲを　つきたてるぞ。
id-545,33,3,목의 가시로 먹이를 잡은 채그대로 땅으로 내동댕이쳐서독가시를 꽂는다.
id-545,33,4,用頸部的爪子夾住獵物後，會直接將對方摔到地上，然後用毒刺戳下去。
id-545,33,5,"Après avoir saisi sa proie à l’aide des griffesde son cou, il la plaque au sol puis la transperceavec ses épines empoisonnées."
id-545,33,6,"Kriegt es seine Beute mit den Krallen an seinemHals zu fassen, wirft es sie zu Boden und rammtdie giftigen Spitzen der Krallen in sie hinein."
id-545,33,7,"Usa las garras que le sobresalen del cuello paraatrapar a su presa, golpearla contra el suelo yrematarla inoculando un potente veneno."
id-545,33,8,Sbatte a terra la preda afferrandola con gli artiglidel collo per poi infilzarla con le punte velenose.
id-545,33,9,Scolipede latches on to its prey with the claws onits neck before slamming them into the groundand jabbing them with its claws’ toxic spikes.
id-545,33,11,首のツメで　獲物を　つかむとそのまま　地面に　叩きつけ毒のトゲを　突きたてるぞ。
id-545,33,12,用颈部的爪子抓住猎物后，会直接将对方摔向地面，然后将带毒的尖刺猛戳进去。
id-545,34,1,なわばりを　めぐり　マルヤクデとはげしく　あらそう。　まけたほうはそのまま　えものに　なるのだ。
id-545,34,3,영역을 두고 다태우지네와격렬하게 다툰다. 패배한 쪽이그대로 먹이가 된다.
id-545,34,4,為了搶地盤，會和焚焰蚣激烈地爭鬥。輸掉的那一方會直接變成對手的獵物。
id-545,34,5,Il défend son territoire avec acharnement contreson ennemi Scolocendre. Le perdant sert de dînerau vainqueur.
id-545,34,6,"Es liefert sich erbitterte Revierkämpfe mitInfernopod. Wer den Kampf verliert, wird zurBeute des Siegers."
id-545,34,7,Las disputas territoriales con Centiskorch sonextremadamente violentas. El perdedor seconvierte en la presa del ganador.
id-545,34,8,Lotta ferocemente con Centiskorch per ilcontrollo sul territorio. Il perdente diventapreda del vincitore.
id-545,34,9,"Scolipede engage in fierce territorial battles withCentiskorch. At the end of one of these battles,the victor makes a meal of the loser."
id-545,34,11,縄張りを　めぐり　マルヤクデと激しく　争う。　負けたほうはそのまま　獲物に　なるのだ。
id-545,34,12,会和焚焰蚣激烈地争夺领地。输掉的那一方会成为另一方的猎物。
id-546,33,1,ワタを　とばして　みを　まもる。たいふうの　かぜに　ながされちきゅうの　うらがわに　いくことも。
id-546,33,3,솜을 날려 몸을 지킨다.태풍의 바람에 휩쓸려지구 반대편까지 갈 때도 있다.
id-546,33,4,會噴出棉花保護身體。有時會被颱風吹到地球的另一邊。
id-546,33,5,Il sème du coton pour se protéger. Il lui arrived’être emporté par une tempête à l’autre boutdu monde.
id-546,33,6,"Sie schützen sich, indem sie Watte verstreuen.Manche werden vom Wind bis ans andere Endeder Welt getragen."
id-546,33,7,"Lanza bolas de algodón para defenderse. Aveces, la fuerza de un tifón llega a arrastrarlohasta el otro extremo del mundo."
id-546,33,8,Si difende creando una nuvola di cotone.A volte viene trasportato fino all’altro capodel mondo dai tifoni.
id-546,33,9,"It shoots cotton from its body to protect itself.If it gets caught up in hurricane-strength winds,it can get sent to the other side of the Earth."
id-546,33,11,綿を　飛ばして　身を　守る。台風の　風に　流され地球の　裏側に　いくことも。
id-546,33,12,会喷出棉花保护身体。有时会被台风吹到地球的另一边。
id-546,34,1,モンメンと　ワタシラガの　ワタをまぜて　おった　きじは　うつくしくこうきゅうブランドで　つかわれる。
id-546,34,3,소미안과 백솜모카의 솜을섞어 짠 천은 아름다워서고급 브랜드에 사용된다.
id-546,34,4,將木棉球和白蓬蓬的棉花混合後編織出的布料極其精緻，因此常被高級品牌選用。
id-546,34,5,Les marques de luxe utilisent les étoffessplendides issues du mélange des cotonsde Doudouvet et de Blancoton.
id-546,34,6,"Luxusmarken verwenden oft feine Stoffe, die ausMischwolle von Waumboll und Cottomibestehen, für ihre Produkte."
id-546,34,7,"Combinando los algodones de los Cottonee yEldegoss se obtiene una tela exquisita, que usanlas marcas más exclusivas."
id-546,34,8,Le case di alta moda utilizzano pregiati tessutirealizzati con il cotone prodotto da Cottoneeed Eldegoss.
id-546,34,9,Weaving together the cotton of both Cottoneeand Eldegoss produces exquisite cloth that’shighly prized by many luxury brands.
id-546,34,11,モンメンと　ワタシラガの　綿を混ぜて　織った　生地は　美しく高級ブランドで　使われる。
id-546,34,12,将木棉球和白蓬蓬的棉花混合后编织出的布料极其精致，因此常被高级品牌选用。
id-547,33,1,ワタを　まきちらし　イタズラする。みずを　かけると　おもくなってうごけなくなり　かんねんするぞ。
id-547,33,3,솜을 흩뿌리며 장난을 친다.물을 끼얹으면 무거워져서움직일 수 없게 되어 포기한다.
id-547,33,4,喜歡到處撒棉花搗蛋。沾水之後就會變重而動彈不得，只能聽天由命。
id-547,33,5,"Il joue de mauvais tours en répandant son coton.Si on le mouille, il s’alourdit et ne peut plusbouger, ce qui l’oblige à s’avouer vaincu."
id-547,33,6,"Es verstreut Watte, um Leute zu ärgern. Es hörtdamit auf, wenn es nass wird, weil es dann zuschwer ist und sich nicht mehr bewegen kann."
id-547,33,7,"Este travieso Pokémon se divierte esparciendobolas de algodón. Al mojarlo, su peso aumentatanto que no logra moverse y se da por vencido."
id-547,33,8,"Si diverte a spargere cotone ovunque. Se gli siversa dell’acqua addosso, diventa troppopesante per muoversi e si arrende."
id-547,33,9,"It scatters cotton all over the place as a prank. Ifit gets wet, it’ll become too heavy to move andhave no choice but to answer for its mischief."
id-547,33,11,綿を　まき散らし　イタズラする。水を　かけると　重くなって動けなくなり　観念するぞ。
id-547,33,12,喜欢到处撒棉花捣蛋。沾水之后就会变重而动弹不得，只能听天由命。
id-547,34,1,ひのひかりを　あびるたび　ワタがふくらんでいく。　ふくらみすぎるとちぎって　あたりに　まきちらす。
id-547,34,3,햇빛을 받을수록 솜이부풀어 오른다. 너무 부풀면찢어져 주위로 흩어진다.
id-547,34,4,每當沐浴陽光，身上的棉花就會膨脹。如果膨脹過了頭，牠就會把棉花扯開到處亂撒。
id-547,34,5,"Son coton se met à gonfler sous les rayonsdu soleil. Quand il est trop volumineux,il s’effiloche et se répand aux alentours."
id-547,34,6,"Sonnenlicht lässt seine Wolle anwachsen. Wirddas Volumen zu groß, zupft es die Wolle ab undverstreut sie überall in der Gegend."
id-547,34,7,"Su algodón se expande cuando recibe los rayosdel sol, pero acaba desprendiéndose si se vuelvedemasiado voluminoso."
id-547,34,8,"Il cotone sul suo corpo si gonfia con la lucedel sole. Quando diventa eccessivamentevoluminoso, si stacca disperdendosi ovunque."
id-547,34,9,"As long as this Pokémon bathes in sunlight, itscotton keeps growing. If too much cotton fluffbuilds up, Whimsicott tears it off and scatters it."
id-547,34,11,日の光を　浴びるたび　綿が膨らんでいく。　膨らみすぎるとちぎって　あたりに　まき散らす。
id-547,34,12,每当沐浴阳光，身上的棉花就会膨胀。如果膨胀过了头，它就会把棉花扯开到处乱撒。
id-548,33,1,きれいな　みずべに　あらわれる。あたまの　はを　にだした　しるはむしよけに　つかわれることもある。
id-548,33,3,깨끗한 물가에 나타난다.머리의 잎을 우려낸 즙은벌레를 쫓는 데 사용하기도 한다.
id-548,33,4,會出現在乾淨的水邊。用牠頭上的葉子熬出的汁有時會被當作除蟲劑使用。
id-548,33,5,Il apparaît non loin des eaux propres. On utiliseparfois les infusions préparées avec les feuillesde sa tête pour éloigner les insectes.
id-548,33,6,Lilminip hält sich unweit von sauberem Wasserauf. Ein Aufguss der Blätter auf seinem Kopf wirdauch als Mittel gegen Käfer-Pokémon eingesetzt.
id-548,33,7,Aparece en lugares de aguas limpias.La decocción de las hojas de su cabeza sepuede utilizar como repelente de insectos.
id-548,33,8,Appare in prossimità di acque limpide. Il decottoottenuto dalle foglie che ha sulla testa a volteviene usato come repellente per gli insetti.
id-548,33,9,Petilil appears around sources of clean water.Boiling leaves from this Pokémon’s head results ina liquid that’s sometimes used as a bug repellent.
id-548,33,11,きれいな　水辺に　現れる。頭の　葉を　煮だした　汁は虫よけに　使われることもある。
id-548,33,12,会出现在清澈的水边。用它头上的叶子煮出的汤有时会被作为驱虫剂使用。
id-548,34,1,はの　いろが　こいほど　けんこう。ていれの　いきとどいた　はたけやかだんに　すみつくことも　ある。
id-548,34,3,잎사귀의 색이 짙을수록 건강하다.잘 정돈된 밭이나 화단에자리잡고 살기도 한다.
id-548,34,4,葉子的顏色越深就越健康。有時也會在整理得很好的田地或花壇定居下來。
