pokemon,ability,is_hidden,slot
id-468,id-32,0,2
id-468,id-105,1,3
id-469,id-3,0,1
id-469,id-110,0,2
id-469,id-119,1,3
id-470,id-102,0,1
id-470,id-34,1,3
id-471,id-81,0,1
id-471,id-115,1,3
id-472,id-52,0,1
id-472,id-8,0,2
id-472,id-90,1,3
id-473,id-12,0,1
id-473,id-81,0,2
id-473,id-47,1,3
id-474,id-91,0,1
id-474,id-88,0,2
id-474,id-148,1,3
id-475,id-80,0,1
id-475,id-154,1,3
id-476,id-5,0,1
id-476,id-42,0,2
id-476,id-159,1,3
id-477,id-46,0,1
id-477,id-119,1,3
id-478,id-81,0,1
id-478,id-130,1,3
id-479,id-26,0,1
id-480,id-26,0,1
id-481,id-26,0,1
id-482,id-26,0,1
id-483,id-46,0,1
id-483,id-140,1,3
id-484,id-46,0,1
id-484,id-140,1,3
id-485,id-18,0,1
id-485,id-49,1,3
id-486,id-112,0,1
id-487,id-46,0,1
id-487,id-140,1,3
id-488,id-26,0,1
id-489,id-93,0,1
id-490,id-93,0,1
id-491,id-123,0,1
id-492,id-30,0,1
id-493,id-121,0,1
id-494,id-162,0,1
id-495,id-65,0,1
id-495,id-126,1,3
id-496,id-65,0,1
id-496,id-126,1,3
id-497,id-65,0,1
id-497,id-126,1,3
id-498,id-66,0,1
id-498,id-47,1,3
id-499,id-66,0,1
id-499,id-47,1,3
id-500,id-66,0,1
id-500,id-120,1,3
id-501,id-67,0,1
id-501,id-75,1,3
id-502,id-67,0,1
id-502,id-75,1,3
id-503,id-67,0,1
id-503,id-75,1,3
id-504,id-50,0,1
id-504,id-51,0,2
id-504,id-148,1,3
id-505,id-35,0,1
id-505,id-51,0,2
id-505,id-148,1,3
id-506,id-72,0,1
id-506,id-53,0,2
id-506,id-50,1,3
id-507,id-22,0,1
id-507,id-146,0,2
id-507,id-113,1,3
id-508,id-22,0,1
id-508,id-146,0,2
id-508,id-113,1,3
id-509,id-7,0,1
id-509,id-84,0,2
id-509,id-158,1,3
id-510,id-7,0,1
id-510,id-84,0,2
id-510,id-158,1,3
id-511,id-82,0,1
id-511,id-65,1,3
id-512,id-82,0,1
id-512,id-65,1,3
id-513,id-82,0,1
id-513,id-66,1,3
id-514,id-82,0,1
id-514,id-66,1,3
id-515,id-82,0,1
id-515,id-67,1,3
id-516,id-82,0,1
id-516,id-67,1,3
id-517,id-108,0,1
id-517,id-28,0,2
id-517,id-140,1,3
id-518,id-108,0,1
id-518,id-28,0,2
id-518,id-140,1,3
id-519,id-145,0,1
id-519,id-105,0,2
id-519,id-79,1,3
id-520,id-145,0,1
id-520,id-105,0,2
id-520,id-79,1,3
id-521,id-145,0,1
id-521,id-105,0,2
id-521,id-79,1,3
id-522,id-31,0,1
id-522,id-78,0,2
id-522,id-157,1,3
id-523,id-31,0,1
id-523,id-78,0,2
id-523,id-157,1,3
id-524,id-5,0,1
id-524,id-133,0,2
id-524,id-159,1,3
id-525,id-5,0,1
id-525,id-133,0,2
id-525,id-159,1,3
id-526,id-5,0,1
id-526,id-45,0,2
id-526,id-159,1,3
id-527,id-109,0,1
id-527,id-103,0,2
id-527,id-86,1,3
id-528,id-109,0,1
id-528,id-103,0,2
id-528,id-86,1,3
id-529,id-146,0,1
id-529,id-159,0,2
id-529,id-104,1,3
id-530,id-146,0,1
id-530,id-159,0,2
id-530,id-104,1,3
id-531,id-131,0,1
id-531,id-144,0,2
id-531,id-103,1,3
id-532,id-62,0,1
id-532,id-125,0,2
id-532,id-89,1,3
id-533,id-62,0,1
id-533,id-125,0,2
id-533,id-89,1,3
id-534,id-62,0,1
id-534,id-125,0,2
id-534,id-89,1,3
id-535,id-33,0,1
id-535,id-93,0,2
id-535,id-11,1,3
id-536,id-33,0,1
id-536,id-93,0,2
id-536,id-11,1,3
id-537,id-33,0,1
id-537,id-143,0,2
id-537,id-11,1,3
id-538,id-62,0,1
id-538,id-39,0,2
id-538,id-104,1,3
id-539,id-5,0,1
id-539,id-39,0,2
id-539,id-104,1,3
id-540,id-68,0,1
id-540,id-34,0,2
id-540,id-142,1,3
id-541,id-102,0,1
id-541,id-34,0,2
id-541,id-142,1,3
id-542,id-68,0,1
id-542,id-34,0,2
id-542,id-142,1,3
id-543,id-38,0,1
id-543,id-68,0,2
id-543,id-3,1,3
id-544,id-38,0,1
id-544,id-68,0,2
id-544,id-3,1,3
id-545,id-38,0,1
id-545,id-68,0,2
id-545,id-3,1,3
id-546,id-158,0,1
id-546,id-151,0,2
id-546,id-34,1,3
id-547,id-158,0,1
id-547,id-151,0,2
id-547,id-34,1,3
id-548,id-34,0,1
id-548,id-20,0,2
id-548,id-102,1,3
id-549,id-34,0,1
id-549,id-20,0,2
id-549,id-102,1,3
id-550,id-120,0,1
id-550,id-91,0,2
id-550,id-104,1,3
id-551,id-22,0,1
id-551,id-153,0,2
id-551,id-83,1,3
id-552,id-22,0,1
id-552,id-153,0,2
id-552,id-83,1,3
id-553,id-22,0,1
id-553,id-153,0,2
id-553,id-83,1,3
id-554,id-55,0,1
id-554,id-39,1,3
id-555,id-125,0,1
id-555,id-161,1,3
id-556,id-11,0,1
id-556,id-34,0,2
id-556,id-114,1,3
id-557,id-5,0,1
id-557,id-75,0,2
id-557,id-133,1,3
id-558,id-5,0,1
id-558,id-75,0,2
id-558,id-133,1,3
id-559,id-61,0,1
id-559,id-153,0,2
id-559,id-22,1,3
id-560,id-61,0,1
id-560,id-153,0,2
id-560,id-22,1,3
id-561,id-147,0,1
id-561,id-98,0,2
id-561,id-110,1,3
id-562,id-152,0,1
id-563,id-152,0,1
id-564,id-116,0,1
id-564,id-5,0,2
id-564,id-33,1,3
id-565,id-116,0,1
id-565,id-5,0,2
id-565,id-33,1,3
id-566,id-129,0,1
id-567,id-129,0,1
id-568,id-1,0,1
id-568,id-60,0,2
id-568,id-106,1,3
id-569,id-1,0,1
id-569,id-133,0,2
id-569,id-106,1,3
id-570,id-149,0,1
id-571,id-149,0,1
id-572,id-56,0,1
id-572,id-101,0,2
id-572,id-92,1,3
id-573,id-56,0,1
id-573,id-101,0,2
id-573,id-92,1,3
id-574,id-119,0,1
id-574,id-172,0,2
id-574,id-23,1,3
id-575,id-119,0,1
id-575,id-172,0,2
id-575,id-23,1,3
id-576,id-119,0,1
id-576,id-172,0,2
id-576,id-23,1,3
id-577,id-142,0,1
id-577,id-98,0,2
id-577,id-144,1,3
id-578,id-142,0,1
id-578,id-98,0,2
id-578,id-144,1,3
id-579,id-142,0,1
id-579,id-98,0,2
id-579,id-144,1,3
id-580,id-51,0,1
id-580,id-145,0,2
id-580,id-93,1,3
id-581,id-51,0,1
id-581,id-145,0,2
id-581,id-93,1,3
id-582,id-115,0,1
id-582,id-81,0,2
id-582,id-133,1,3
id-583,id-115,0,1
id-583,id-81,0,2
id-583,id-133,1,3
id-584,id-115,0,1
id-584,id-117,0,2
id-584,id-133,1,3
id-585,id-34,0,1
id-585,id-157,0,2
id-585,id-32,1,3
id-586,id-34,0,1
id-586,id-157,0,2
id-586,id-32,1,3
id-587,id-9,0,1
id-587,id-78,1,3
id-588,id-68,0,1
id-588,id-61,0,2
id-588,id-99,1,3
id-589,id-68,0,1
id-589,id-75,0,2
id-589,id-142,1,3
id-590,id-27,0,1
id-590,id-144,1,3
id-591,id-27,0,1
id-591,id-144,1,3
id-592,id-11,0,1
id-592,id-130,0,2
id-592,id-6,1,3
id-593,id-11,0,1
id-593,id-130,0,2
id-593,id-6,1,3
id-594,id-131,0,1
id-594,id-93,0,2
id-594,id-144,1,3
id-595,id-14,0,1
id-595,id-127,0,2
id-595,id-68,1,3
id-596,id-14,0,1
id-596,id-127,0,2
id-596,id-68,1,3
id-597,id-160,0,1
id-598,id-160,0,1
id-598,id-107,1,3
id-599,id-57,0,1
id-599,id-58,0,2
id-599,id-29,1,3
id-600,id-57,0,1
id-600,id-58,0,2
id-600,id-29,1,3
id-601,id-57,0,1
id-601,id-58,0,2
id-601,id-29,1,3
id-602,id-26,0,1
id-603,id-26,0,1
id-604,id-26,0,1
id-605,id-140,0,1
id-605,id-28,0,2
id-605,id-148,1,3
id-606,id-140,0,1
id-606,id-28,0,2
id-606,id-148,1,3
id-607,id-18,0,1
id-607,id-49,0,2
id-607,id-151,1,3
id-608,id-18,0,1
id-608,id-49,0,2
id-608,id-151,1,3
id-609,id-18,0,1
id-609,id-49,0,2
id-609,id-151,1,3
id-610,id-79,0,1
id-610,id-104,0,2
id-610,id-127,1,3
id-611,id-79,0,1
id-611,id-104,0,2
id-611,id-127,1,3
id-612,id-79,0,1
id-612,id-104,0,2
id-612,id-127,1,3
id-613,id-81,0,1
id-613,id-202,0,2
id-613,id-155,1,3
id-614,id-81,0,1
id-614,id-202,0,2
id-614,id-33,1,3
id-615,id-26,0,1
id-616,id-93,0,1
id-616,id-75,0,2
id-616,id-142,1,3
id-617,id-93,0,1
id-617,id-60,0,2
id-617,id-84,1,3
id-618,id-9,0,1
id-618,id-7,0,2
id-618,id-8,1,3
id-619,id-39,0,1
id-619,id-144,0,2
id-619,id-120,1,3
id-620,id-39,0,1
id-620,id-144,0,2
id-620,id-120,1,3
id-621,id-24,0,1
id-621,id-125,0,2
id-621,id-104,1,3
id-622,id-89,0,1
id-622,id-103,0,2
id-622,id-99,1,3
id-623,id-89,0,1
id-623,id-103,0,2
id-623,id-99,1,3
id-624,id-128,0,1
id-624,id-39,0,2
id-624,id-46,1,3
id-625,id-128,0,1
id-625,id-39,0,2
id-625,id-46,1,3
id-626,id-120,0,1
id-626,id-157,0,2
id-626,id-43,1,3
id-627,id-51,0,1
id-627,id-125,0,2
id-627,id-55,1,3
id-628,id-51,0,1
id-628,id-125,0,2
id-628,id-128,1,3
id-629,id-145,0,1
id-629,id-142,0,2
id-629,id-133,1,3
id-630,id-145,0,1
id-630,id-142,0,2
id-630,id-133,1,3
id-631,id-82,0,1
id-631,id-18,0,2
id-631,id-73,1,3
id-632,id-68,0,1
id-632,id-55,0,2
id-632,id-54,1,3
id-633,id-55,0,1
id-634,id-55,0,1
id-635,id-26,0,1
id-636,id-49,0,1
id-636,id-68,1,3
id-637,id-49,0,1
id-637,id-68,1,3
id-638,id-154,0,1
id-639,id-154,0,1
id-640,id-154,0,1
id-641,id-158,0,1
id-641,id-128,1,3
id-642,id-158,0,1
id-642,id-128,1,3
id-643,id-163,0,1
id-644,id-164,0,1
id-645,id-159,0,1
id-645,id-125,1,3
id-646,id-46,0,1
id-647,id-154,0,1
id-648,id-32,0,1
id-649,id-88,0,1
id-650,id-65,0,1
id-650,id-171,1,3
id-651,id-65,0,1
id-651,id-171,1,3
id-652,id-65,0,1
id-652,id-171,1,3
id-653,id-66,0,1
id-653,id-170,1,3
id-654,id-66,0,1
id-654,id-170,1,3
id-655,id-66,0,1
id-655,id-170,1,3
id-656,id-67,0,1
id-656,id-168,1,3
id-657,id-67,0,1
id-657,id-168,1,3
id-658,id-67,0,1
id-658,id-168,1,3
id-659,id-53,0,1
id-659,id-167,0,2
id-659,id-37,1,3
id-660,id-53,0,1
id-660,id-167,0,2
id-660,id-37,1,3
id-661,id-145,0,1
id-661,id-177,1,3
id-662,id-49,0,1
id-662,id-177,1,3
id-663,id-49,0,1
id-663,id-177,1,3
id-664,id-19,0,1
id-664,id-14,0,2
id-664,id-132,1,3
id-665,id-61,0,1
id-665,id-132,1,3
id-666,id-19,0,1
id-666,id-14,0,2
id-666,id-132,1,3
id-667,id-79,0,1
id-667,id-127,0,2
id-667,id-153,1,3
id-668,id-79,0,1
id-668,id-127,0,2
id-668,id-153,1,3
id-669,id-166,0,1
id-669,id-180,1,3
id-670,id-166,0,1
id-670,id-180,1,3
id-671,id-166,0,1
id-671,id-180,1,3
id-672,id-157,0,1
id-672,id-179,1,3
id-673,id-157,0,1
id-673,id-179,1,3
id-674,id-89,0,1
id-674,id-104,0,2
id-674,id-113,1,3
id-675,id-89,0,1
id-675,id-104,0,2
id-675,id-113,1,3
id-676,id-169,0,1
id-677,id-51,0,1
id-677,id-151,0,2
id-677,id-20,1,3
id-678,id-51,0,1
id-678,id-151,0,2
id-678,id-158,1,3
id-679,id-99,0,1
id-680,id-99,0,1
id-681,id-176,0,1
id-682,id-131,0,1
id-682,id-165,1,3
id-683,id-131,0,1
id-683,id-165,1,3
id-684,id-175,0,1
id-684,id-84,1,3
id-685,id-175,0,1
id-685,id-84,1,3
id-686,id-126,0,1
id-686,id-21,0,2
id-686,id-151,1,3
id-687,id-126,0,1
id-687,id-21,0,2
id-687,id-151,1,3
id-688,id-181,0,1
id-688,id-97,0,2
id-688,id-124,1,3
id-689,id-181,0,1
id-689,id-97,0,2
id-689,id-124,1,3
id-690,id-38,0,1
id-690,id-143,0,2
id-690,id-91,1,3
id-691,id-38,0,1
id-691,id-143,0,2
id-691,id-91,1,3
id-692,id-178,0,1
id-693,id-178,0,1
id-694,id-87,0,1
id-694,id-8,0,2
id-694,id-94,1,3
id-695,id-87,0,1
id-695,id-8,0,2
id-695,id-94,1,3
id-696,id-173,0,1
id-696,id-5,1,3
id-697,id-173,0,1
id-697,id-69,1,3
id-698,id-174,0,1
id-698,id-117,1,3
id-699,id-174,0,1
id-699,id-117,1,3
id-700,id-56,0,1
id-700,id-182,1,3
id-701,id-7,0,1
id-701,id-84,0,2
id-701,id-104,1,3
id-702,id-167,0,1
id-702,id-53,0,2
id-702,id-57,1,3
id-703,id-29,0,1
id-703,id-5,1,3
id-704,id-157,0,1
id-704,id-93,0,2
id-704,id-183,1,3
id-705,id-157,0,1
id-705,id-93,0,2
id-705,id-183,1,3
id-706,id-157,0,1
id-706,id-93,0,2
id-706,id-183,1,3
id-707,id-158,0,1
id-707,id-170,1,3
id-708,id-30,0,1
id-708,id-119,0,2
id-708,id-139,1,3
id-709,id-30,0,1
id-709,id-119,0,2
id-709,id-139,1,3
id-710,id-53,0,1
id-710,id-119,0,2
id-710,id-15,1,3
id-711,id-53,0,1
id-711,id-119,0,2
id-711,id-15,1,3
id-712,id-20,0,1
id-712,id-115,0,2
id-712,id-5,1,3
id-713,id-20,0,1
id-713,id-115,0,2
id-713,id-5,1,3
id-714,id-119,0,1
id-714,id-151,0,2
id-714,id-140,1,3
id-715,id-119,0,1
id-715,id-151,0,2
id-715,id-140,1,3
id-716,id-187,0,1
id-717,id-186,0,1
id-718,id-188,0,1
id-719,id-29,0,1
id-720,id-170,0,1
id-721,id-11,0,1
id-722,id-65,0,1
id-722,id-203,1,3
id-723,id-65,0,1
id-723,id-203,1,3
id-724,id-65,0,1
id-724,id-203,1,3
id-725,id-66,0,1
id-725,id-22,1,3
id-726,id-66,0,1
id-726,id-22,1,3
id-727,id-66,0,1
id-727,id-22,1,3
id-728,id-67,0,1
id-728,id-204,1,3
id-729,id-67,0,1
id-729,id-204,1,3
id-730,id-67,0,1
id-730,id-204,1,3
id-731,id-51,0,1
id-731,id-92,0,2
id-731,id-53,1,3
id-732,id-51,0,1
id-732,id-92,0,2
id-732,id-53,1,3
id-733,id-51,0,1
id-733,id-92,0,2
id-733,id-125,1,3
id-734,id-198,0,1
id-734,id-173,0,2
id-734,id-91,1,3
id-735,id-198,0,1
id-735,id-173,0,2
id-735,id-91,1,3
id-736,id-68,0,1
id-737,id-217,0,1
id-738,id-26,0,1
id-739,id-52,0,1
id-739,id-89,0,2
id-739,id-83,1,3
id-740,id-52,0,1
id-740,id-89,0,2
id-740,id-83,1,3
id-741,id-216,0,1
id-742,id-118,0,1
id-742,id-19,0,2
id-742,id-175,1,3
id-743,id-118,0,1
id-743,id-19,0,2
id-743,id-175,1,3
id-744,id-51,0,1
id-744,id-72,0,2
id-744,id-80,1,3
id-745,id-51,0,1
id-745,id-146,0,2
id-745,id-80,1,3
id-746,id-208,0,1
id-747,id-196,0,1
id-747,id-7,0,2
id-747,id-144,1,3
id-748,id-196,0,1
id-748,id-7,0,2
id-748,id-144,1,3
id-749,id-20,0,1
id-749,id-192,0,2
id-749,id-39,1,3
id-750,id-20,0,1
id-750,id-192,0,2
id-750,id-39,1,3
id-751,id-199,0,1
id-751,id-11,1,3
id-752,id-199,0,1
id-752,id-11,1,3
id-753,id-102,0,1
id-753,id-126,1,3
id-754,id-102,0,1
id-754,id-126,1,3
id-755,id-35,0,1
id-755,id-27,0,2
id-755,id-44,1,3
id-756,id-35,0,1
id-756,id-27,0,2
id-756,id-44,1,3
id-757,id-212,0,1
id-757,id-12,1,3
id-758,id-212,0,1
id-758,id-12,1,3
id-759,id-218,0,1
id-759,id-103,0,2
id-759,id-56,1,3
id-760,id-218,0,1
id-760,id-103,0,2
id-760,id-127,1,3
id-761,id-102,0,1
id-761,id-12,0,2
id-761,id-175,1,3
id-762,id-102,0,1
id-762,id-12,0,2
id-762,id-175,1,3
id-763,id-102,0,1
id-763,id-214,0,2
id-763,id-175,1,3
id-764,id-166,0,1
id-764,id-205,0,2
id-764,id-30,1,3
id-765,id-39,0,1
id-765,id-140,0,2
id-765,id-180,1,3
id-766,id-222,0,1
id-766,id-128,1,3
id-767,id-193,0,1
id-768,id-194,0,1
id-769,id-195,0,1
id-769,id-8,1,3
id-770,id-195,0,1
id-770,id-8,1,3
id-771,id-215,0,1
id-771,id-109,1,3
id-772,id-4,0,1
id-773,id-225,0,1
id-774,id-197,0,1
id-775,id-213,0,1
id-776,id-75,0,1
id-777,id-160,0,1
id-777,id-31,0,2
id-777,id-5,1,3
id-778,id-209,0,1
id-779,id-219,0,1
id-779,id-173,0,2
id-779,id-147,1,3
id-780,id-201,0,1
id-780,id-157,0,2
id-780,id-13,1,3
id-781,id-200,0,1
id-782,id-171,0,1
id-782,id-43,0,2
id-782,id-142,1,3
id-783,id-171,0,1
id-783,id-43,0,2
id-783,id-142,1,3
id-784,id-171,0,1
id-784,id-43,0,2
id-784,id-142,1,3
id-785,id-226,0,1
id-785,id-140,1,3
id-786,id-227,0,1
id-786,id-140,1,3
id-787,id-229,0,1
id-787,id-140,1,3
id-788,id-228,0,1
id-788,id-140,1,3
id-789,id-109,0,1
id-790,id-5,0,1
id-791,id-230,0,1
id-792,id-231,0,1
id-793,id-224,0,1
id-794,id-224,0,1
id-795,id-224,0,1
id-796,id-224,0,1
id-797,id-224,0,1
id-798,id-224,0,1
id-799,id-224,0,1
id-800,id-232,0,1
id-801,id-220,0,1
id-802,id-101,0,1
id-803,id-224,0,1
id-804,id-224,0,1
id-805,id-224,0,1
id-806,id-224,0,1
id-807,id-10,0,1
id-808,id-42,0,1
id-809,id-89,0,1
id-810,id-65,0,1
id-810,id-229,1,3
id-811,id-65,0,1
id-811,id-229,1,3
id-812,id-65,0,1
id-812,id-229,1,3
id-813,id-66,0,1
id-813,id-236,1,3
id-814,id-66,0,1
id-814,id-236,1,3
id-815,id-66,0,1
id-815,id-236,1,3
id-816,id-67,0,1
id-816,id-97,1,3
id-817,id-67,0,1
id-817,id-97,1,3
id-818,id-67,0,1
id-818,id-97,1,3
id-819,id-167,0,1
id-819,id-82,1,3
id-820,id-167,0,1
id-820,id-82,1,3
id-821,id-51,0,1
id-821,id-127,0,2
id-821,id-145,1,3
id-822,id-51,0,1
id-822,id-127,0,2
id-822,id-145,1,3
id-823,id-46,0,1
id-823,id-127,0,2
id-823,id-240,1,3
id-824,id-68,0,1
id-824,id-14,0,2
id-824,id-140,1,3
id-825,id-68,0,1
id-825,id-14,0,2
id-825,id-140,1,3
id-826,id-68,0,1
id-826,id-119,0,2
id-826,id-140,1,3
id-827,id-50,0,1
id-827,id-84,0,2
id-827,id-198,1,3
id-828,id-50,0,1
id-828,id-84,0,2
id-828,id-198,1,3
id-829,id-238,0,1
id-829,id-144,0,2
id-829,id-27,1,3
id-830,id-238,0,1
id-830,id-144,0,2
id-830,id-27,1,3
id-831,id-218,0,1
id-831,id-50,0,2
id-831,id-171,1,3
id-832,id-218,0,1
id-832,id-80,0,2
id-832,id-171,1,3
id-833,id-173,0,1
id-833,id-75,0,2
id-833,id-33,1,3
id-834,id-173,0,1
id-834,id-75,0,2
id-834,id-33,1,3
id-835,id-237,0,1
id-835,id-155,1,3
id-836,id-173,0,1
id-836,id-172,1,3
id-837,id-243,0,1
id-837,id-85,0,2
id-837,id-18,1,3
id-838,id-243,0,1
id-838,id-49,0,2
id-838,id-18,1,3
id-839,id-243,0,1
id-839,id-49,0,2
id-839,id-18,1,3
id-840,id-247,0,1
id-840,id-82,0,2
id-840,id-171,1,3
id-841,id-247,0,1
id-841,id-82,0,2
id-841,id-55,1,3
id-842,id-247,0,1
id-842,id-82,0,2
id-842,id-47,1,3
id-843,id-245,0,1
id-843,id-61,0,2
id-843,id-8,1,3
id-844,id-245,0,1
id-844,id-61,0,2
id-844,id-8,1,3
id-845,id-241,0,1
id-846,id-33,0,1
id-846,id-239,1,3
id-847,id-33,0,1
id-847,id-239,1,3
id-848,id-155,0,1
id-848,id-9,0,2
id-848,id-103,1,3
id-849,id-244,0,1
id-849,id-57,0,2
id-849,id-101,1,3
id-850,id-18,0,1
id-850,id-73,0,2
id-850,id-49,1,3
id-851,id-18,0,1
id-851,id-73,0,2
id-851,id-49,1,3
id-852,id-7,0,1
id-852,id-101,1,3
id-853,id-7,0,1
id-853,id-101,1,3
id-854,id-133,0,1
id-854,id-130,1,3
id-855,id-133,0,1
id-855,id-130,1,3
id-856,id-131,0,1
id-856,id-107,0,2
id-856,id-156,1,3
id-857,id-131,0,1
id-857,id-107,0,2
id-857,id-156,1,3
id-858,id-131,0,1
id-858,id-107,0,2
id-858,id-156,1,3
id-859,id-158,0,1
id-859,id-119,0,2
id-859,id-124,1,3
id-860,id-158,0,1
id-860,id-119,0,2
id-860,id-124,1,3
id-861,id-158,0,1
id-861,id-119,0,2
id-861,id-124,1,3
id-862,id-120,0,1
id-862,id-62,0,2
id-862,id-128,1,3
id-863,id-4,0,1
id-863,id-181,0,2
id-863,id-252,1,3
id-864,id-133,0,1
id-864,id-253,1,3
id-865,id-80,0,1
id-865,id-113,1,3
id-866,id-77,0,1
id-866,id-251,0,2
id-866,id-115,1,3
id-867,id-254,0,1
id-868,id-175,0,1
id-868,id-165,1,3
id-869,id-175,0,1
id-869,id-165,1,3
id-870,id-4,0,1
id-870,id-128,1,3
id-871,id-31,0,1
id-871,id-226,1,3
id-872,id-19,0,1
id-872,id-246,1,3
id-873,id-19,0,1
id-873,id-246,1,3
id-874,id-249,0,1
id-875,id-248,0,1
id-876,id-39,0,1
id-876,id-28,0,2
id-876,id-227,1,3
id-877,id-258,0,1
id-878,id-125,0,1
id-878,id-134,1,3
id-879,id-125,0,1
id-879,id-134,1,3
id-880,id-10,0,1
id-880,id-55,0,2
id-880,id-146,1,3
id-881,id-10,0,1
id-881,id-9,0,2
id-881,id-202,1,3
id-882,id-11,0,1
id-882,id-173,0,2
id-882,id-146,1,3
id-883,id-11,0,1
id-883,id-115,0,2
id-883,id-202,1,3
id-884,id-135,0,1
id-884,id-134,0,2
id-884,id-242,1,3
id-885,id-29,0,1
id-885,id-151,0,2
id-885,id-130,1,3
id-886,id-29,0,1
id-886,id-151,0,2
id-886,id-130,1,3
id-887,id-29,0,1
id-887,id-151,0,2
id-887,id-130,1,3
id-888,id-234,0,1
id-889,id-235,0,1
id-890,id-46,0,1
id-891,id-39,0,1
id-892,id-260,0,1
id-893,id-102,0,1
id-894,id-262,0,1
id-895,id-263,0,1
id-896,id-264,0,1
id-897,id-265,0,1
id-898,id-127,0,1
id-10001,id-46,0,1
id-10002,id-46,0,1
id-10003,id-46,0,1
id-10004,id-107,0,1
id-10004,id-142,1,3
id-10005,id-107,0,1
id-10005,id-142,1,3
id-10006,id-32,0,1
id-10007,id-26,0,1
id-10008,id-26,0,1
id-10009,id-26,0,1
id-10010,id-26,0,1
id-10011,id-26,0,1
id-10012,id-26,0,1
id-10013,id-59,0,1
id-10014,id-59,0,1
id-10015,id-59,0,1
id-10016,id-69,0,1
id-10016,id-91,0,2
id-10016,id-104,1,3
id-10017,id-125,0,1
id-10017,id-161,1,3
id-10018,id-32,0,1
id-10019,id-144,0,1
id-10020,id-10,0,1
id-10021,id-22,0,1
id-10022,id-164,0,1
id-10023,id-163,0,1
id-10024,id-154,0,1
id-10025,id-51,0,1
id-10025,id-151,0,2
id-10025,id-172,1,3
id-10026,id-176,0,1
id-10027,id-53,0,1
id-10027,id-119,0,2
id-10027,id-15,1,3
id-10028,id-53,0,1
id-10028,id-119,0,2
id-10028,id-15,1,3
id-10029,id-53,0,1
id-10029,id-119,0,2
id-10029,id-15,1,3
id-10030,id-53,0,1
id-10030,id-119,0,2
id-10030,id-15,1,3
id-10031,id-53,0,1
id-10031,id-119,0,2
id-10031,id-15,1,3
id-10032,id-53,0,1
id-10032,id-119,0,2
id-10032,id-15,1,3
id-10033,id-47,0,1
id-10034,id-181,0,1
id-10035,id-70,0,1
id-10036,id-178,0,1
id-10037,id-36,0,1
id-10038,id-23,0,1
id-10039,id-185,0,1
id-10040,id-184,0,1
id-10041,id-104,0,1
id-10042,id-181,0,1
id-10043,id-80,0,1
id-10044,id-15,0,1
id-10045,id-104,0,1
id-10046,id-101,0,1
id-10047,id-92,0,1
id-10048,id-94,0,1
id-10049,id-45,0,1
id-10050,id-3,0,1
id-10051,id-182,0,1
id-10052,id-37,0,1
id-10053,id-111,0,1
id-10054,id-74,0,1
id-10055,id-22,0,1
id-10056,id-158,0,1
id-10057,id-156,0,1
id-10058,id-159,0,1
id-10059,id-91,0,1
id-10060,id-117,0,1
id-10061,id-166,0,1
id-10061,id-180,1,3
id-10062,id-26,0,1
id-10063,id-26,0,1
id-10064,id-33,0,1
id-10065,id-31,0,1
id-10066,id-156,0,1
id-10067,id-182,0,1
id-10068,id-39,0,1
id-10069,id-131,0,1
id-10070,id-173,0,1
id-10071,id-75,0,1
id-10072,id-159,0,1
id-10073,id-99,0,1
id-10074,id-174,0,1
id-10075,id-156,0,1
id-10076,id-181,0,1
id-10077,id-189,0,1
id-10078,id-190,0,1
id-10079,id-191,0,1
id-10080,id-9,0,1
id-10080,id-31,1,3
id-10081,id-9,0,1
id-10081,id-31,1,3
id-10082,id-9,0,1
id-10082,id-31,1,3
id-10083,id-9,0,1
id-10083,id-31,1,3
id-10084,id-9,0,1
id-10084,id-31,1,3
id-10085,id-9,0,1
id-10085,id-31,1,3
id-10086,id-170,0,1
id-10087,id-125,0,1
id-10088,id-113,0,1
id-10089,id-184,0,1
id-10090,id-91,0,1
id-10091,id-82,0,1
id-10091,id-55,0,2
id-10091,id-47,1,3
id-10092,id-82,0,1
id-10092,id-55,0,2
id-10092,id-47,1,3
id-10093,id-82,0,1
id-10093,id-55,0,2
id-10093,id-47,1,3
id-10094,id-9,0,1
id-10094,id-31,1,3
id-10095,id-9,0,1
id-10095,id-31,1,3
id-10096,id-9,0,1
id-10096,id-31,1,3
id-10097,id-9,0,1
id-10097,id-31,1,3
id-10098,id-9,0,1
id-10098,id-31,1,3
id-10099,id-9,0,1
id-10099,id-31,1,3
id-10100,id-207,0,1
id-10101,id-81,0,1
id-10101,id-202,1,3
id-10102,id-81,0,1
id-10102,id-202,1,3
id-10103,id-81,0,1
id-10103,id-117,1,3
id-10104,id-81,0,1
id-10104,id-117,1,3
id-10105,id-8,0,1
id-10105,id-221,0,2
id-10105,id-159,1,3
id-10106,id-8,0,1
id-10106,id-221,0,2
id-10106,id-159,1,3
id-10107,id-53,0,1
id-10107,id-101,0,2
id-10107,id-155,1,3
id-10108,id-169,0,1
id-10108,id-101,0,2
id-10108,id-155,1,3
id-10109,id-42,0,1
id-10109,id-5,0,2
id-10109,id-206,1,3
id-10110,id-42,0,1
id-10110,id-5,0,2
id-10110,id-206,1,3
id-10111,id-42,0,1
id-10111,id-5,0,2
id-10111,id-206,1,3
id-10112,id-143,0,1
id-10112,id-82,0,2
id-10112,id-223,1,3
id-10113,id-143,0,1
