pokemon,version,item,rarity
rec-531-dup-0,23,rec-132-dup-0,50
rec-238-dup-1,22,id-130,100
rec-251-dup-0,25,rec-134-dup-0,100
rec-10005-dup-0,30,id-199,5
id-469,12,rec-242-dup-1,5
rec-478-dup-1,21,id-176,5
rec-269-dup-1,13,rec-272-dup-0,5
id-161,11,rec-132-dup-0,5
id-621,18,rec-227-dup-1,5
rec-740-dup-0,27,id-126,5
rec-556-dup-0,23,id-216,5
id-25,12,rec-132-dup-0,50
rec-466-dup-0,15,rec-299-dup-0,5
rec-90-dup-1,10,rec-89-dup-0,5
rec-524-dup-0,28,id-215,5
rec-148-dup-1,17,id-212,5
rec-556-dup-1,24,id-216,5
id-113,24,rec-233-dup-1,50
rec-73-dup-1,30,id-222,5
id-469,18,rec-242-dup-1,5
rec-372-dup-0,25,rec-227-dup-0,5
rec-373-dup-0,26,rec-227-dup-1,5
id-10069,27,rec-132-dup-0,50
rec-35-dup-0,26,id-81,5
id-264,9,rec-135-dup-1,5
rec-373-dup-0,15,rec-227-dup-0,5
rec-401-dup-0,15,rec-254-dup-1,5
rec-568-dup-0,26,id-258,5
id-267,25,rec-272-dup-0,5
rec-558-dup-0,29,id-215,5
rec-20-dup-0,10,rec-135-dup-0,5
id-27,28,rec-263-dup-0,5
rec-354-dup-0,7,rec-224-dup-0,5
id-336,25,rec-272-dup-0,5
rec-427-dup-0,17,rec-166-dup-0,5
rec-434-dup-0,14,rec-128-dup-1,5
rec-294-dup-0,18,id-127,5
rec-362-dup-1,15,id-176,5
rec-435-dup-0,22,rec-128-dup-0,5
rec-453-dup-0,18,id-258,5
rec-361-dup-0,17,id-176,5
id-515,21,rec-164-dup-0,5
id-335,18,rec-194-dup-0,5
rec-355-dup-0,25,rec-224-dup-0,5
id-172,8,rec-132-dup-0,5
rec-121-dup-1,15,id-90,50
id-231,13,rec-162-dup-0,5
rec-783-dup-0,30,rec-303-dup-0,5
rec-524-dup-0,21,id-206,50
rec-90-dup-1,23,rec-89-dup-0,5
id-302,26,rec-242-dup-1,5
id-10013,9,rec-220-dup-1,100
rec-558-dup-0,21,rec-106-dup-1,1
id-10014,13,rec-220-dup-1,100
rec-531-dup-0,28,rec-132-dup-0,50
id-91,27,rec-89-dup-0,5
rec-104-dup-0,22,rec-235-dup-0,5
rec-215-dup-0,13,rec-194-dup-0,5
id-28,28,rec-263-dup-0,5
id-732,30,rec-135-dup-1,5
rec-147-dup-0,22,id-212,5
id-173,18,rec-624-dup-0,1
id-27,9,rec-194-dup-0,5
rec-316-dup-0,25,rec-135-dup-0,5
rec-279-dup-0,28,id-612,50
rec-414-dup-1,30,id-199,5
rec-316-dup-1,28,rec-135-dup-0,5
id-762,28,rec-901-dup-0,5
rec-10132-dup-0,30,id-91,5
rec-286-dup-0,30,rec-87-dup-0,5
rec-524-dup-1,17,id-215,5
id-402,28,rec-254-dup-1,5
id-264,17,rec-132-dup-0,50
rec-148-dup-0,7,id-212,5
id-39,10,rec-132-dup-0,50
rec-568-dup-0,18,id-258,5
rec-305-dup-0,11,id-215,5
rec-250-dup-0,29,rec-44-dup-0,5
id-193,26,rec-242-dup-0,5
rec-575-dup-1,21,id-133,50
id-46,25,rec-87-dup-1,5
id-418,15,rec-163-dup-1,5
rec-543-dup-0,22,id-222,5
rec-524-dup-1,18,id-215,5
rec-562-dup-0,29,rec-224-dup-0,5
rec-10056-dup-0,26,rec-224-dup-0,5
rec-90-dup-0,15,id-88,50
id-400,22,rec-135-dup-0,5
rec-331-dup-1,13,id-265,5
rec-414-dup-1,15,id-199,5
rec-441-dup-0,28,rec-254-dup-1,5
rec-84-dup-0,14,id-221,5
rec-208-dup-0,11,id-210,5
rec-743-dup-0,29,id-94,5
rec-354-dup-0,9,rec-224-dup-0,5
rec-261-dup-0,16,rec-128-dup-0,5
rec-539-dup-0,21,id-218,5
rec-539-dup-1,28,id-218,5
rec-543-dup-0,21,id-222,5
id-191,13,rec-169-dup-1,5
id-213,30,rec-43-dup-0,5
rec-90-dup-1,15,rec-89-dup-0,5
id-65,26,rec-225-dup-0,5
rec-531-dup-0,22,rec-135-dup-1,5
rec-562-dup-0,22,rec-224-dup-0,5
rec-73-dup-0,25,id-222,5
rec-83-dup-0,17,rec-236-dup-0,5
id-10015,16,rec-220-dup-1,100
rec-35-dup-0,16,rec-131-dup-0,50
id-351,7,rec-220-dup-0,100
rec-261-dup-1,22,rec-128-dup-1,5
id-267,16,rec-272-dup-0,5
rec-373-dup-0,28,rec-227-dup-1,5
id-46,16,rec-87-dup-1,5
rec-35-dup-0,17,id-81,5
id-36,7,rec-131-dup-0,50
id-10069,25,rec-135-dup-0,5
rec-416-dup-0,29,id-222,5
id-356,28,rec-224-dup-0,5
id-161,22,rec-132-dup-0,5
rec-358-dup-0,17,rec-175-dup-0,5
id-461,26,rec-194-dup-0,5
id-113,17,rec-233-dup-0,50
rec-524-dup-1,29,id-215,5
id-65,13,rec-225-dup-0,5
rec-63-dup-0,26,rec-225-dup-0,5
id-314,28,rec-190-dup-0,5
id-151,27,rec-134-dup-0,5
rec-453-dup-0,12,id-258,5
rec-367-dup-1,12,id-203,5
rec-587-dup-0,21,id-126,100
id-515,22,rec-164-dup-0,5
rec-584-dup-1,30,id-223,50
rec-104-dup-0,29,rec-235-dup-0,5
rec-63-dup-0,8,rec-225-dup-0,5
rec-208-dup-0,18,id-210,5
rec-52-dup-0,22,rec-194-dup-0,5
rec-20-dup-1,17,id-177,5
id-353,24,rec-224-dup-0,5
id-276,16,rec-172-dup-0,5
rec-332-dup-1,8,id-222,5
id-191,15,rec-169-dup-0,5
id-547,29,rec-588-dup-0,5
id-764,29,rec-900-dup-0,5
rec-466-dup-0,21,rec-299-dup-0,5
rec-568-dup-1,27,id-228,5
rec-53-dup-0,14,rec-194-dup-0,5
id-200,9,rec-224-dup-0,5
rec-539-dup-1,21,id-218,5
rec-49-dup-0,18,rec-272-dup-0,5
rec-251-dup-0,17,rec-134-dup-0,100
rec-428-dup-0,21,rec-128-dup-1,50
rec-90-dup-1,27,id-88,50
rec-441-dup-0,15,rec-254-dup-0,5
id-27,15,rec-194-dup-0,5
id-419,13,rec-163-dup-0,5
rec-121-dup-0,12,id-91,5
rec-373-dup-0,17,rec-227-dup-0,5
rec-215-dup-0,25,rec-194-dup-0,5
id-193,12,rec-242-dup-1,5
id-161,17,rec-132-dup-0,5
rec-453-dup-0,26,id-258,5
rec-369-dup-0,14,id-204,5
id-371,28,rec-227-dup-0,5
rec-441-dup-0,17,rec-254-dup-0,5
rec-148-dup-0,30,id-212,5
rec-10107-dup-1,29,rec-194-dup-0,5
rec-296-dup-1,30,id-218,5
rec-319-dup-0,13,id-203,5
rec-80-dup-0,27,id-198,5
rec-269-dup-1,16,rec-272-dup-0,5
id-265,26,rec-190-dup-0,5
rec-211-dup-0,13,id-222,5
rec-104-dup-0,22,rec-235-dup-0,5
rec-79-dup-0,8,id-198,5
id-546,27,rec-588-dup-0,5
rec-316-dup-1,28,rec-135-dup-1,5
id-264,13,rec-132-dup-0,50
rec-147-dup-0,15,id-212,5
rec-562-dup-0,21,rec-224-dup-0,5
rec-211-dup-1,24,id-222,5
rec-362-dup-0,14,id-176,5
rec-10005-dup-0,17,id-199,5
rec-316-dup-1,29,rec-135-dup-1,5
rec-63-dup-0,30,rec-225-dup-0,5
rec-316-dup-0,30,rec-135-dup-1,5
rec-10005-dup-0,14,id-199,5
rec-622-dup-0,25,id-246,5
id-512,21,rec-161-dup-0,5
id-371,16,rec-227-dup-0,5
id-264,21,rec-132-dup-0,50
id-535,22,rec-128-dup-1,50
id-353,7,rec-224-dup-0,5
rec-35-dup-0,22,rec-624-dup-1,1
rec-90-dup-1,8,rec-89-dup-0,5
rec-10056-dup-0,28,rec-224-dup-0,5
id-10089,30,rec-227-dup-1,5
id-317,13,rec-89-dup-0,5
rec-35-dup-0,9,rec-131-dup-0,50
id-446,26,rec-211-dup-0,100
id-317,28,rec-132-dup-0,50
rec-366-dup-0,14,rec-89-dup-0,5
rec-131-dup-1,24,rec-220-dup-1,100
rec-90-dup-0,26,id-88,50
id-105,11,rec-235-dup-0,5
id-317,10,rec-89-dup-0,5
rec-397-dup-0,13,id-165,5
id-216,10,rec-135-dup-0,5
rec-49-dup-0,13,rec-272-dup-0,5
rec-568-dup-1,21,id-92,1
id-621,25,rec-227-dup-0,5
rec-186-dup-0,9,id-198,5
rec-366-dup-0,29,id-88,50
id-731,27,rec-132-dup-0,5
rec-19-dup-0,18,id-177,5
rec-51-dup-0,15,id-214,5
rec-319-dup-0,24,id-203,5
rec-73-dup-1,15,id-222,5
rec-83-dup-0,27,rec-236-dup-0,5
id-469,26,rec-242-dup-0,5
rec-372-dup-0,26,rec-227-dup-1,5
id-110,15,rec-205-dup-0,5
id-132,24,rec-234-dup-0,5
id-10015,28,rec-220-dup-1,5
rec-478-dup-1,22,id-176,5
rec-466-dup-0,30,rec-299-dup-0,5
id-779,29,rec-304-dup-1,5
id-162,17,rec-135-dup-0,5
rec-437-dup-1,29,id-210,5
rec-74-dup-0,26,id-206,5
rec-90-dup-1,25,rec-89-dup-0,5
id-65,10,rec-225-dup-0,5
rec-428-dup-0,15,rec-166-dup-0,5
rec-10107-dup-1,27,rec-194-dup-0,5
rec-26-dup-0,7,rec-132-dup-0,5
rec-49-dup-0,23,rec-272-dup-0,5
rec-332-dup-0,29,id-265,5
rec-148-dup-1,15,id-212,5
rec-52-dup-0,24,rec-194-dup-0,5
rec-35-dup-0,7,rec-131-dup-0,50
rec-426-dup-0,21,rec-584-dup-0,1
rec-441-dup-0,29,rec-254-dup-1,5
rec-427-dup-1,21,rec-128-dup-1,50
rec-563-dup-1,17,rec-224-dup-0,5
rec-563-dup-0,26,rec-224-dup-0,5
rec-35-dup-0,22,rec-624-dup-0,1
rec-35-dup-0,22,rec-624-dup-1,1
rec-26-dup-0,9,rec-132-dup-0,5
rec-740-dup-0,30,id-126,5
rec-121-dup-1,28,id-91,5
rec-325-dup-0,21,id-133,50
id-559,28,rec-272-dup-0,5
rec-558-dup-0,21,rec-106-dup-1,1
id-46,14,rec-87-dup-0,5
rec-622-dup-0,29,id-246,5
rec-215-dup-1,14,rec-194-dup-0,5
rec-215-dup-1,26,rec-194-dup-0,5
rec-316-dup-0,21,rec-89-dup-0,5
id-10089,27,rec-227-dup-1,5
rec-215-dup-0,17,rec-263-dup-0,50
rec-562-dup-1,21,rec-224-dup-0,5
rec-401-dup-1,12,rec-254-dup-1,5
rec-568-dup-0,28,id-228,5
rec-53-dup-0,17,rec-194-dup-0,5
id-264,16,rec-135-dup-1,5
id-338,18,rec-624-dup-0,1
rec-122-dup-0,13,rec-131-dup-0,5
rec-121-dup-1,14,id-90,50
rec-10128-dup-0,27,id-216,5
id-173,17,rec-624-dup-0,1
rec-75-dup-0,28,id-206,5
rec-74-dup-0,23,id-206,5
id-109,27,rec-205-dup-0,5
rec-117-dup-0,16,id-212,5
rec-466-dup-0,27,rec-299-dup-0,5
rec-143-dup-0,25,rec-211-dup-0,100
id-402,21,rec-254-dup-1,5
id-461,21,rec-194-dup-0,5
id-113,23,rec-233-dup-1,50
id-338,21,rec-624-dup-1,1
rec-279-dup-1,25,id-612,50
rec-118-dup-0,27,rec-220-dup-0,5
rec-186-dup-1,14,id-198,5
rec-370-dup-0,14,rec-93-dup-1,50
id-335,12,rec-194-dup-0,5
rec-373-dup-0,18,rec-227-dup-1,5
id-590,25,rec-87-dup-1,5
id-590,22,rec-87-dup-1,5
rec-524-dup-0,29,id-215,5
rec-286-dup-0,30,id-86,50
rec-10130-dup-0,30,id-91,5
id-784,28,rec-303-dup-0,50
id-161,7,rec-132-dup-0,5
rec-120-dup-0,21,id-90,50
id-28,27,rec-263-dup-0,5
rec-783-dup-0,29,rec-303-dup-0,5
id-47,11,rec-87-dup-1,5
id-590,30,rec-87-dup-0,5
rec-354-dup-0,23,rec-224-dup-0,5
rec-10121-dup-0,27,rec-128-dup-0,5
rec-35-dup-0,11,id-81,5
rec-558-dup-0,17,id-215,5
rec-294-dup-0,11,id-127,5
rec-53-dup-0,14,rec-194-dup-0,5
rec-90-dup-0,9,id-88,50
id-400,13,rec-132-dup-0,50
rec-453-dup-0,22,id-258,5
id-10014,30,rec-220-dup-1,5
rec-366-dup-1,9,id-73,5
rec-20-dup-0,11,rec-132-dup-0,50
rec-435-dup-0,17,rec-128-dup-1,5
rec-401-dup-1,15,rec-254-dup-1,5
rec-10032-dup-0,29,id-216,5
rec-531-dup-0,21,rec-135-dup-1,5
id-469,29,rec-242-dup-0,5
rec-370-dup-0,7,rec-93-dup-1,50
rec-462-dup-0,22,id-210,5
id-113,22,rec-233-dup-0,50
rec-269-dup-1,16,rec-272-dup-0,5
id-314,29,rec-190-dup-1,5
rec-73-dup-1,24,id-222,5
rec-749-dup-1,29,id-246,5
rec-10070-dup-1,28,id-203,5
id-216,11,rec-132-dup-0,50
rec-73-dup-0,23,id-222,5
id-735,28,rec-128-dup-0,5
id-46,7,rec-87-dup-1,5
rec-770-dup-1,30,rec-224-dup-0,5
rec-328-dup-0,8,id-214,5
id-313,26,rec-190-dup-1,5
rec-466-dup-0,23,rec-299-dup-0,5
rec-362-dup-1,7,id-223,5
id-10015,11,rec-220-dup-1,100
id-351,18,rec-220-dup-0,100
rec-51-dup-0,28,id-214,5
id-300,11,rec-131-dup-0,5
rec-362-dup-1,17,id-176,5
rec-121-dup-0,10,id-91,5
id-764,27,rec-900-dup-0,5
rec-49-dup-0,30,rec-272-dup-0,5
rec-524-dup-0,26,id-206,50
rec-366-dup-0,26,rec-89-dup-0,5
id-418,18,rec-163-dup-0,5
rec-79-dup-0,22,id-256,5
id-149,11,rec-227-dup-1,5
id-303,22,rec-161-dup-0,5
rec-367-dup-1,15,id-203,5
id-461,24,rec-263-dup-0,50
rec-286-dup-0,29,rec-87-dup-1,5
rec-83-dup-0,16,rec-236-dup-0,5
id-25,15,rec-132-dup-0,50
rec-10107-dup-1,28,rec-194-dup-0,5
rec-367-dup-1,16,id-203,5
rec-53-dup-0,15,rec-194-dup-0,5
rec-90-dup-1,21,rec-89-dup-0,5
rec-563-dup-0,21,rec-224-dup-0,5
rec-370-dup-0,11,rec-93-dup-1,50
rec-296-dup-0,30,id-218,5
id-492,27,rec-134-dup-0,5
rec-233-dup-1,10,id-229,100
rec-208-dup-0,28,id-210,5
rec-83-dup-0,21,rec-236-dup-0,5
rec-80-dup-0,9,id-198,5
rec-215-dup-0,9,rec-194-dup-0,5
rec-531-dup-0,21,rec-132-dup-0,50
rec-238-dup-0,8,id-130,100
rec-543-dup-0,24,id-222,5
rec-143-dup-0,22,rec-211-dup-0,100
rec-401-dup-0,17,rec-254-dup-0,5
id-779,29,rec-304-dup-0,5
rec-20-dup-0,14,id-177,5
rec-286-dup-0,14,id-167,5
rec-524-dup-0,29,id-206,50
id-10014,10,rec-220-dup-1,100
rec-370-dup-0,21,rec-93-dup-1,50
id-162,21,rec-135-dup-0,5
rec-544-dup-0,18,rec-128-dup-0,50
rec-437-dup-1,26,id-210,5
rec-401-dup-0,25,rec-254-dup-0,5
id-10013,22,rec-220-dup-0,100
rec-366-dup-1,12,rec-89-dup-0,5
rec-355-dup-1,14,id-173,5
id-213,13,rec-132-dup-0,100
rec-215-dup-1,12,rec-263-dup-0,50
rec-10032-dup-1,24,id-216,100
rec-120-dup-0,13,id-91,5
rec-753-dup-1,28,id-216,5
rec-52-dup-0,21,rec-194-dup-0,5
rec-120-dup-0,23,id-90,50
rec-366-dup-0,12,rec-89-dup-0,5
rec-435-dup-1,14,rec-128-dup-0,5
id-44,27,rec-588-dup-0,5
id-125,25,rec-299-dup-0,5
id-267,18,rec-272-dup-0,5
id-162,16,rec-132-dup-0,50
rec-53-dup-0,23,rec-194-dup-0,5
rec-227-dup-1,29,id-210,5
id-173,8,rec-131-dup-0,50
rec-331-dup-0,15,id-265,5
rec-215-dup-1,14,rec-194-dup-0,5
rec-362-dup-0,8,id-223,5
rec-457-dup-0,14,rec-164-dup-0,5
rec-269-dup-1,14,rec-272-dup-0,5
id-91,12,rec-89-dup-0,5
rec-740-dup-0,29,id-126,5
rec-238-dup-0,14,id-130,100
rec-120-dup-0,17,id-91,5
id-125,30,rec-299-dup-0,5
rec-10005-dup-0,13,id-199,5
id-301,22,rec-128-dup-0,50
rec-466-dup-0,16,rec-299-dup-0,5
id-477,26,rec-224-dup-0,5
rec-428-dup-1,22,rec-128-dup-0,50
rec-674-dup-0,26,id-196,5
rec-332-dup-0,14,id-265,5
rec-591-dup-0,17,rec-621-dup-0,1
rec-68-dup-0,29,id-207,5
rec-51-dup-0,16,id-214,5
rec-613-dup-0,22,id-130,50
rec-10076-dup-0,26,id-210,5
id-337,21,rec-624-dup-0,1
rec-215-dup-0,8,rec-194-dup-0,5
rec-441-dup-0,16,rec-254-dup-0,5
rec-121-dup-1,12,id-91,5
id-46,9,rec-87-dup-1,5
rec-358-dup-1,18,rec-175-dup-0,5
rec-238-dup-1,14,id-130,100
rec-542-dup-0,29,id-196,5
rec-316-dup-1,26,rec-135-dup-1,5
id-402,23,rec-254-dup-1,5
rec-73-dup-0,13,id-222,5
rec-437-dup-1,25,id-210,5
id-162,10,rec-135-dup-0,5
id-102,28,rec-899-dup-0,5
id-46,14,rec-87-dup-1,5
id-105,26,rec-235-dup-0,5
rec-269-dup-1,26,rec-272-dup-0,5
rec-466-dup-0,13,rec-299-dup-0,5
id-46,26,rec-87-dup-0,5
rec-331-dup-1,28,id-265,5
rec-783-dup-0,28,rec-303-dup-0,5
rec-370-dup-0,23,rec-93-dup-0,50
id-65,24,rec-225-dup-0,5
rec-352-dup-0,18,id-133,5
rec-64-dup-0,26,rec-225-dup-0,5
rec-401-dup-0,18,rec-254-dup-1,5
id-65,14,rec-225-dup-0,5
id-46,12,rec-87-dup-0,5
id-439,12,rec-131-dup-0,5
rec-674-dup-0,23,id-196,5
id-162,11,rec-135-dup-0,5
rec-435-dup-1,17,rec-128-dup-0,5
id-433,21,rec-175-dup-1,5
rec-273-dup-0,28,id-248,5
rec-373-dup-0,23,rec-227-dup-1,5
rec-466-dup-0,17,rec-299-dup-0,5
rec-49-dup-0,13,rec-272-dup-0,5
id-216,11,rec-135-dup-0,5
rec-753-dup-0,28,id-216,5
id-27,8,rec-194-dup-0,5
rec-90-dup-0,30,id-88,50
rec-286-dup-0,29,rec-87-dup-1,5
rec-269-dup-1,30,rec-272-dup-0,5
id-477,27,rec-224-dup-0,5
rec-305-dup-0,26,id-215,5
rec-186-dup-1,7,id-198,5
id-338,17,rec-624-dup-1,1
rec-414-dup-0,24,id-199,5
rec-674-dup-0,29,id-196,5
id-264,15,rec-135-dup-1,5
rec-316-dup-1,10,rec-89-dup-0,5
rec-370-dup-0,14,rec-93-dup-0,50
rec-121-dup-1,13,id-90,50
rec-435-dup-0,12,rec-128-dup-0,5
rec-441-dup-0,30,rec-254-dup-1,5
rec-148-dup-1,8,id-212,5
id-113,25,rec-233-dup-1,50
rec-83-dup-0,18,rec-236-dup-0,5
id-492,30,rec-134-dup-0,5
id-301,14,rec-131-dup-0,5
id-469,14,rec-242-dup-0,5
rec-26-dup-1,9,rec-132-dup-0,5
rec-20-dup-1,10,rec-135-dup-1,5
rec-414-dup-1,28,id-199,5
rec-524-dup-1,24,id-215,5
rec-73-dup-1,26,id-222,5
rec-324-dup-0,28,id-226,5
id-264,9,rec-132-dup-0,50
id-285,25,rec-87-dup-0,5
rec-261-dup-0,10,rec-128-dup-0,5
rec-373-dup-0,14,rec-227-dup-1,5
id-10015,18,rec-220-dup-1,100
rec-316-dup-0,30,rec-135-dup-1,5
id-213,8,rec-132-dup-0,100
rec-316-dup-0,28,rec-132-dup-0,50
id-469,15,rec-242-dup-1,5
rec-782-dup-0,28,rec-303-dup-0,5
rec-50-dup-0,25,id-214,5
rec-63-dup-0,7,rec-225-dup-0,5
id-10013,13,rec-220-dup-1,100
rec-316-dup-1,25,rec-135-dup-1,5
id-264,12,rec-135-dup-0,5
id-419,15,rec-163-dup-0,5
rec-122-dup-0,18,rec-131-dup-0,5
id-36,17,rec-131-dup-0,50
rec-10005-dup-0,23,id-199,5
rec-358-dup-1,28,id-201,5
rec-401-dup-0,28,rec-254-dup-1,5
rec-427-dup-1,14,rec-166-dup-0,5
rec-83-dup-0,26,rec-236-dup-0,5
id-371,14,rec-227-dup-1,5
id-440,16,rec-233-dup-1,5
rec-211-dup-1,30,id-222,5
rec-543-dup-0,27,id-222,5
rec-148-dup-0,18,id-212,5
rec-305-dup-0,13,id-215,5
rec-238-dup-1,8,id-130,100
id-151,7,rec-134-dup-0,100
rec-770-dup-1,27,rec-224-dup-0,5
rec-316-dup-0,15,rec-89-dup-0,5
id-172,13,rec-132-dup-0,5
rec-416-dup-0,14,id-222,5
rec-10133-dup-0,28,id-91,5
rec-740-dup-1,30,id-126,5
rec-373-dup-0,16,rec-227-dup-1,5
rec-705-dup-0,27,rec-272-dup-0,5
id-47,26,rec-87-dup-0,5
rec-416-dup-1,25,id-222,5
rec-362-dup-1,9,id-223,5
id-105,15,rec-235-dup-0,5
id-303,18,rec-161-dup-0,5
rec-591-dup-0,21,rec-87-dup-0,5
id-560,22,rec-272-dup-0,5
id-10146,30,rec-303-dup-0,50
rec-215-dup-0,8,rec-194-dup-0,5
rec-331-dup-0,24,id-265,5
rec-373-dup-0,24,rec-227-dup-0,5
id-191,17,rec-169-dup-1,5
id-263,29,rec-28-dup-0,5
rec-414-dup-0,18,id-199,5
rec-120-dup-0,16,id-91,5
rec-591-dup-0,23,id-86,50
rec-370-dup-0,16,rec-93-dup-0,50
rec-118-dup-0,30,rec-220-dup-1,5
rec-591-dup-0,17,id-86,50
rec-358-dup-0,21,rec-175-dup-1,5
rec-10056-dup-0,26,rec-224-dup-0,5
rec-372-dup-0,23,rec-227-dup-1,5
id-537,21,rec-128-dup-1,50
rec-531-dup-0,26,rec-135-dup-1,5
rec-316-dup-0,25,rec-132-dup-0,50
rec-208-dup-0,10,id-210,5
rec-43-dup-0,30,rec-588-dup-0,5
id-162,11,rec-135-dup-1,5
rec-366-dup-0,29,rec-89-dup-0,5
id-300,17,rec-131-dup-0,5
id-621,25,rec-227-dup-1,5
rec-441-dup-0,23,rec-254-dup-1,5
id-25,18,rec-132-dup-0,50
id-47,27,rec-87-dup-0,5
rec-734-dup-1,28,rec-128-dup-0,5
id-402,16,rec-254-dup-0,5
id-213,27,rec-43-dup-0,5
rec-316-dup-1,21,rec-89-dup-0,5
rec-20-dup-1,11,rec-135-dup-0,5
id-351,30,rec-220-dup-0,5
rec-524-dup-1,25,id-206,50
id-109,25,rec-205-dup-0,5
rec-52-dup-0,17,rec-194-dup-0,5
rec-372-dup-0,15,rec-227-dup-0,5
rec-587-dup-0,22,id-126,100
rec-121-dup-0,23,id-91,5
rec-215-dup-1,24,rec-263-dup-0,50
rec-362-dup-0,13,id-176,5
rec-563-dup-0,18,rec-224-dup-0,5
rec-84-dup-0,30,id-221,5
rec-90-dup-0,12,rec-89-dup-0,5
rec-295-dup-0,11,id-127,5
rec-734-dup-0,27,rec-128-dup-1,5
id-193,27,rec-242-dup-0,5
rec-84-dup-0,12,id-221,5
id-10014,27,rec-220-dup-0,5
rec-362-dup-0,21,id-176,5
rec-352-dup-0,12,id-133,5
id-590,21,rec-87-dup-0,5
id-10069,28,rec-135-dup-1,5
id-10014,28,rec-220-dup-0,5
rec-704-dup-0,27,rec-272-dup-0,5
rec-251-dup-0,28,rec-134-dup-0,5
rec-186-dup-0,30,id-198,5
rec-49-dup-0,28,rec-272-dup-0,5
rec-539-dup-0,29,id-218,5
rec-74-dup-0,21,id-206,5
rec-26-dup-1,17,rec-132-dup-0,50
rec-93-dup-0,11,rec-224-dup-0,5
id-191,12,rec-169-dup-1,5
rec-319-dup-0,28,id-203,5
rec-366-dup-1,26,id-88,50
rec-373-dup-0,22,rec-227-dup-0,5
rec-51-dup-0,24,id-214,5
rec-143-dup-0,7,rec-211-dup-0,100
id-10014,11,rec-220-dup-1,100
id-621,30,rec-227-dup-1,5
rec-186-dup-0,26,id-198,5
rec-80-dup-0,15,id-198,5
rec-64-dup-0,17,rec-225-dup-0,5
id-47,10,rec-87-dup-1,5
rec-748-dup-0,27,id-222,5
id-110,12,rec-205-dup-0,5
id-193,12,rec-242-dup-0,5
id-356,27,rec-224-dup-0,5
id-65,23,rec-225-dup-0,5
rec-366-dup-1,29,rec-89-dup-0,5
rec-524-dup-0,25,id-206,50
rec-269-dup-1,27,rec-272-dup-0,5
id-267,22,rec-272-dup-0,5
rec-261-dup-1,13,rec-128-dup-0,5
rec-328-dup-0,14,id-214,5
rec-437-dup-1,14,id-210,5
rec-50-dup-1,16,id-214,5
rec-355-dup-0,28,rec-224-dup-0,5
rec-26-dup-0,9,rec-132-dup-0,5
id-47,17,rec-87-dup-1,5
rec-358-dup-0,26,id-201,5
rec-434-dup-0,18,rec-128-dup-1,5
rec-67-dup-0,30,id-207,5
id-132,10,rec-234-dup-0,5
rec-104-dup-0,27,rec-235-dup-0,5
rec-131-dup-0,23,rec-220-dup-1,100
rec-118-dup-0,28,rec-220-dup-0,5
rec-122-dup-0,14,rec-131-dup-0,5
id-193,25,rec-242-dup-1,5
id-621,26,rec-227-dup-0,5
rec-562-dup-1,28,rec-224-dup-0,5
id-10013,23,rec-220-dup-0,100
rec-366-dup-0,13,rec-89-dup-0,5
id-105,7,rec-235-dup-0,5
rec-370-dup-0,24,rec-93-dup-0,50
rec-372-dup-0,16,rec-227-dup-1,5
rec-131-dup-1,30,rec-220-dup-0,5
id-110,29,rec-205-dup-0,5
rec-332-dup-1,13,id-265,5
rec-355-dup-0,22,id-173,5
id-10069,25,rec-132-dup-0,50
id-46,23,rec-87-dup-1,5
id-303,17,rec-161-dup-0,5
rec-232-dup-0,18,rec-162-dup-0,5
rec-10005-dup-0,12,id-199,5
rec-286-dup-0,25,rec-87-dup-1,5
rec-67-dup-1,27,id-207,5
rec-269-dup-0,29,rec-272-dup-0,5
rec-143-dup-0,29,rec-211-dup-0,5
rec-579-dup-0,22,id-133,50
rec-568-dup-0,23,id-258,5
id-65,27,rec-225-dup-0,5
rec-362-dup-0,12,id-176,5
rec-53-dup-0,23,rec-194-dup-0,5
rec-121-dup-1,30,id-91,5
id-109,24,rec-205-dup-0,5
rec-373-dup-0,11,id-212,5
rec-78-dup-0,17,rec-168-dup-0,5
rec-10005-dup-0,15,id-199,5
id-10006,17,rec-134-dup-0,100
id-277,17,rec-172-dup-0,5
id-511,22,rec-161-dup-0,5
rec-52-dup-0,23,rec-194-dup-0,5
rec-531-dup-0,26,rec-135-dup-1,5
rec-186-dup-1,23,id-198,5
rec-319-dup-0,17,id-203,5
rec-79-dup-0,27,id-256,5
rec-10121-dup-0,29,rec-128-dup-0,5
id-105,8,rec-235-dup-0,5
rec-269-dup-0,7,id-199,5
rec-10112-dup-0,29,id-258,5
id-36,8,rec-131-dup-0,50
id-755,30,rec-87-dup-1,5
rec-279-dup-1,29,id-612,50
id-132,16,rec-234-dup-0,5
rec-186-dup-1,9,id-198,5
id-162,16,rec-135-dup-0,5
rec-305-dup-0,14,id-215,5
rec-562-dup-1,21,rec-224-dup-0,5
rec-757-dup-0,30,rec-205-dup-0,5
rec-186-dup-1,17,id-198,5
rec-556-dup-0,30,id-216,5
rec-68-dup-0,10,id-207,5
rec-279-dup-0,25,id-612,50
rec-269-dup-1,30,rec-272-dup-0,5
rec-73-dup-1,16,id-222,5
id-10015,8,rec-220-dup-1,100
rec-316-dup-0,24,rec-132-dup-0,5
rec-591-dup-0,22,id-86,50
id-516,21,rec-164-dup-0,5
rec-542-dup-0,25,id-196,5
id-560,24,rec-272-dup-0,5
id-265,26,rec-190-dup-1,5
