item,version_group,language,flavor_text
rec-903-dup-0,20,4,裝有飛行屬性資料的記憶碟特定寶可夢攜帶後就會產生屬性的變化
rec-903-dup-0,20,8,ROM contenente dati sul tipo Volante in formatodigitale. Permette a un certo Pokémon di cambiaretipo.
rec-903-dup-0,20,7,Disco de datos que contiene información relativa al tipoVolador. Permite cambiar de tipo a cierto Pokémon.
rec-903-dup-0,20,12,装有飞行属性数据的存储碟特定宝可梦携带后属性就会发生变化
rec-903-dup-0,20,9,A memory disc that contains Flying-type data.It changes the type of the holder if held bya certain species of Pokémon.
rec-903-dup-0,20,6,Eine Disc mit Daten zum Typ Flug. Sie löst bei einembestimmten Pokémon einen Typenwechsel aus.
rec-903-dup-0,20,5,Une carte mémoire contenant des données surle type Vol. Un certain Pokémon peut changerde type en léquipant.
rec-1214-dup-0,20,12,即使受到攻击也至少会留下１ＨＰ连续使出则容易失败
rec-1214-dup-0,20,7,Resiste cualquier ataque y deja al menos 1 PS.Puede fallar si se usa repetidamente.
rec-1214-dup-0,20,11,攻撃を　受けてもＨＰを　必ず　１だけ　残せる連続で　だすと　失敗しやすい
rec-1214-dup-0,20,4,即使受到再強烈的攻擊也一定會剩下１ＨＰ連續使用時容易失敗
rec-1214-dup-0,20,9,The user endures any attack with at least 1 HP.Its chance of failing rises if it is used in succession.
rec-1214-dup-0,20,1,こうげきを　うけてもＨＰを　かならず　１だけ　のこせるれんぞくで　だすと　しっぱい　しやすい
rec-1214-dup-0,20,3,공격을 받아도HP를 반드시 1만큼은 남긴다.연속으로 쓰면 실패하기 쉽다.
rec-1214-dup-0,20,8,Chi la usa resta con un PS anche se subisce uncolpo da KO in quel turno. Usata in successionepuò fallire.
rec-1214-dup-0,20,5,Le lanceur résiste aux attaques avec 1 PV.Peut échouer si utilisée plusieurs fois de suite.
rec-1214-dup-0,20,6,Nach fatalen Attacken bleibt stets 1 KP übrig.Misserfolg bei Wiederholung möglich.
rec-342-dup-0,20,11,不気味で　怪しい　炎を　放って相手を　やけどの　状態に　する
rec-342-dup-0,20,5,Lance un bouquet de flammes maléfiques à lennemipour lui infliger une brûlure.
rec-342-dup-0,20,6,Anwender feuert unheimliche Flammen ab die beimZiel Verbrennungen verursachen.
rec-342-dup-0,20,4,放出詭異的火焰讓對手陷入灼傷狀態
rec-342-dup-0,20,7,Siniestra llama morada que produce quemaduras.
rec-342-dup-0,20,3,으스스하고 괴상한 불꽃을 쏘아상대를 화상 상태로 만든다.
rec-342-dup-0,20,9,The user shoots a sinister flame at the target to inflicta burn.
rec-342-dup-0,20,12,放出怪异的火焰从而让对手陷入灼伤状态
rec-342-dup-0,20,8,Fiamme sinistre e misteriose causanouna scottatura al bersaglio.
rec-342-dup-0,20,1,ぶきみで　あやしい　ほのおを　はなってあいてを　やけどの　じょうたいに　する
rec-1170-dup-0,20,8,Bonbon a forma di quadrifoglio. Se dato a Milceryil Pokémon farà le piroette per la felicità.
rec-1170-dup-0,20,7,Figura de caramelo con forma de trébol. Al dárselo aMilcery se pone a girar rebosante de alegría.
rec-1170-dup-0,20,1,よつばの　かたちを　した　アメざいくマホミルに　もたせてあげるとくるくる　まわって　よろこぶ
rec-1170-dup-0,20,6,Zuckerwerk in Form eines Kleeblattes. Gibt man esHokumil zum Tragen dreht es sich vor Freude im Kreis.
rec-1170-dup-0,20,12,四叶草形状的工艺糖果让小仙奶携带的话会高兴地转圈圈
rec-1170-dup-0,20,9,A clover-shaped sweet. When a Milceryholds this it spins around happily.
rec-1170-dup-0,20,3,네잎클로버 모양의 사탕공예.마빌크에게 지니게 하면빙빙 돌며 기뻐한다.
rec-1170-dup-0,20,5,Un bonbon en forme de trèfle.Quand on le donne à un Crèmy il danse de bonheur.
rec-1170-dup-0,20,11,よつばの　形を　した　アメ細工マホミルに　持たせてあげるとくるくる　回って　喜ぶ
rec-1170-dup-0,20,4,四葉草形狀的工藝糖果讓小仙奶攜帶的話牠會高興得轉圈圈
rec-272-dup-0,20,1,じょうぶで　かたい　ぬけがらもたせた　ポケモンは　ひかえのポケモンと　かならず　いれかわれる
rec-272-dup-0,20,4,結實堅硬的空殼攜帶它的寶可夢必定可以和後備的寶可夢進行替換
rec-272-dup-0,20,8,Un Pokémon con questo robusto guscio può esseresempre sostituito anche se sotto leffetto di mosseo abilità antifuga.
rec-272-dup-0,20,3,튼튼하고 단단한 허물.지니게 한 포켓몬은 교대포켓몬과 반드시 교체할 수 있다.
rec-272-dup-0,20,6,Ein Item zum Tragen. Dieser harte Panzer sorgt dafürdass sein Träger unter allen Umständen ausgetauschtwerden kann.
rec-272-dup-0,20,11,丈夫で　硬い　ぬけがら持たせた　ポケモンは　控えのポケモンと　必ず　いれかわれる
rec-272-dup-0,20,12,结实坚硬的空壳携带它的宝可梦必定可以和后备的宝可梦进行替换
rec-272-dup-0,20,5,Objet à tenir. Une carapace dure qui permetau porteur de se retirer même sil est affectépar une attaque immobilisante.
rec-272-dup-0,20,7,En combate esta concha desechada permite que elportador siempre pueda cambiarse por otro Pokémonque no esté combatiendo.
rec-272-dup-0,20,9,An item to be held by a Pokémon. This discardedcarapace enables the holder to switch out of battlewithout fail.
rec-310-dup-0,20,9,The user flies up into the sky and then strikes its targeton the next turn.
rec-310-dup-0,20,5,Le lanceur senvole au premier tour et frappe au second.
rec-310-dup-0,20,11,１ターン目で　空へ　飛び２ターン目に　相手を　攻撃する
rec-310-dup-0,20,12,第１回合飞上天空第２回合攻击对手
rec-310-dup-0,20,3,1턴째에 하늘을 날아2턴째에 상대를 공격한다.
rec-310-dup-0,20,8,Chi la usa si alza in volo per attaccare al turnoseguente.
rec-310-dup-0,20,4,使用後的第１回合飛上天空並於第２回合攻擊對手
rec-310-dup-0,20,6,Steigt in Runde 1 empor und trifft das Ziel in Runde 2.
rec-310-dup-0,20,7,El usuario vuela en el primer turno y ataca en elsegundo.
rec-310-dup-0,20,1,１ターンめで　そらへ　とび２ターンめに　あいてを　こうげきする
rec-1291-dup-0,20,4,讓寶可夢聞這種薄荷的氣味會令攻擊變得容易提高但特防則難以提高
rec-1291-dup-0,20,1,ポケモンに　かおりを　かがせるとこうげきが　あがりやすく　なるがとくぼうは　あがりにくくなる　ミント
rec-1291-dup-0,20,9,When a Pokémon smells this mint its Attack will growmore easily but its Sp. Def will grow more slowly.
rec-1291-dup-0,20,5,Si un Pokémon hume cet aromate son Attaquemontera plus facilement mais sa Défense Spécialese développera plus lentement.
rec-1291-dup-0,20,7,Cuando un Pokémon percibe su aroma aumenta conmás facilidad su Ataque en detrimento de su DefensaEspecial.
rec-1291-dup-0,20,3,포켓몬에게 향기를 맡게 하면공격이 오르기 쉬워지지만특수방어가 오르기 어려워지는 민트.
rec-1291-dup-0,20,8,Quando un Pokémon ne sente il profumo il suo Attaccoaumenta più facilmente a scapito della Difesa Speciale.
rec-1291-dup-0,20,11,ポケモンに　香りを　かがせると攻撃が　上がりやすく　なるが特防は　上がりにくくなる　ミント
rec-1291-dup-0,20,12,宝可梦闻了这种薄荷之后会令攻击容易提高而特防则难以提高
rec-1291-dup-0,20,6,Lässt man ein Pokémon an dieser Minze schnuppernsteigt sein Angriff schneller aber seineSpezial-Verteidigung umso langsamer.
rec-1320-dup-1,20,6,Eine Zutat für PokéCamping-Mahlzeiten. Das Aromadieses Fertiggerichts passt überraschend gut zu Curry.
rec-1320-dup-1,20,12,在露营营地制作料理时会使用的一种食材没想到加入速食食品滋味也出乎意料地和谐
rec-1320-dup-1,20,1,キャンプの　りょうりに　つかうしょくざいの　いっしゅジャンクフードのテイストが　いがいと　マッチする
rec-1320-dup-1,20,7,Un ingrediente para cocinar en el campamento. Elsabor reconfortante de estos fideos casainesperadamente bien con la salsa de curri.
rec-1320-dup-1,20,9,One of the many ingredients that can be used forcooking at your camp. It has a junk-food sort of tastebut it goes well with curry.
rec-1320-dup-1,20,8,Uno degli ingredienti che puoi usare per cucinarein campeggio. Il tipico gusto da cibo spazzaturasi abbina sorprendentemente bene con il curry.
rec-1320-dup-1,20,11,キャンプの　料理に　使う食材の　一種ジャンクフードのテイストが　意外と　マッチする
rec-1320-dup-1,20,5,Un ingrédient de cuisine pour le camping.La saveur de cet ingrédient somme toute banalse marie étonnamment bien avec le curry.
rec-1320-dup-1,20,3,캠프 요리에 사용되는식재료 중 하나. 인스턴트 음식의맛이 의외로 잘 어울린다.
rec-1320-dup-1,20,4,製作露營料理時使用的食材之一速食食品的味道意外地和料理很配
rec-1601-dup-0,20,5,Un objet faisant apparaître un VAR 0000dans lantre géant de la Tour en ruinesdes Terres Sauvages jusquà la fin de la journée.
rec-1601-dup-0,20,4,使用後的當天VAR 0000會出現在曠野地帶的瞭望塔巨巢
rec-1601-dup-0,20,7,Posibilita la aparición de VAR 0000 en el nidoDinamax de la Atalaya del Área Silvestre hasta finalizarel día en que se ha usado.
rec-1601-dup-0,20,12,使用后的当天旷野地带的瞭望塔巨巢中会出现VAR 0000
rec-1601-dup-0,20,1,つかった　ひに　ワイルドエリアのみはりとうのダイすあな　からVAR 0000が　あらわれる
rec-1601-dup-0,20,6,Dieses Item bewirkt dass im Wachturm-Nest in derNaturzone ein VAR 0000 bis zum Ende des Tageserscheint an dem das Item eingesetzt wurde.
rec-1601-dup-0,20,11,使った　日に　ワイルドエリアの見張り塔のダイ巣穴　からVAR 0000が　現れる
rec-1601-dup-0,20,8,Strumento che fa apparire VAR 0000 nelladynatana della Torre Diroccata nelle Terre Selvaggefino alla fine del giorno in cui viene usato.
rec-1601-dup-0,20,9,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.
rec-1601-dup-0,20,3,사용한 당일에만 와일드에리어에 있는감시탑의 다이맥스굴에서VAR 0000VAR 0003 나타난다.
rec-749-dup-0,20,11,ないしょばなしを　することで　相手の集中力を　失わせ相手の　特攻を　さげる
rec-749-dup-0,20,6,Der Anwender vertraut dem Ziel ein Geheimnis anund stört auf diese Weise dessen Konzentration.Der Spezial-Angriff des Zieles sinkt.
rec-749-dup-0,20,9,The user tells the target a secret and the targetloses its ability to concentrate. This lowersthe targets Sp. Atk stat.
rec-749-dup-0,20,4,向對手低聲密語使對手失去集中力降低對手的特攻
rec-749-dup-0,20,1,ないしょばなしを　することで　あいてのしゅうちゅうりょくを　うしなわせあいての　とくこうを　さげる
rec-749-dup-0,20,3,비밀 이야기를 해서상대의 집중력을 잃게 하여특수공격을 떨어뜨린다.
rec-749-dup-0,20,12,和对手进行密语使其失去集中力从而降低对手的特攻
rec-749-dup-0,20,7,Hace que el objetivo pierda la concentracióncontándole un secreto. Disminuye el Ataque Especialdel oponente.
rec-749-dup-0,20,5,Dévoile des secrets à lennemi qui perd alorssa concentration et voit son Attaque Spéciale diminuer.
rec-749-dup-0,20,8,Chi la usa svela dei segreti al bersagliodistraendolo e riducendone lAttacco Speciale.
rec-994-dup-0,20,1,トレーナーを　うしなった　ポケモンがはいっている　ボール　トレーナーはウラウラじま　しゅっしん　らしい
rec-994-dup-0,20,8,Poké Ball contenente un Pokémon rimasto orfanodellAllenatore. Sembra che lAllenatore fosseoriginario di Ula Ula.
rec-994-dup-0,20,12,该精灵球里面装的是没有了训练家的宝可梦那位训练家好像是出生自乌拉乌拉岛
rec-994-dup-0,20,6,Der Pokéball enthält ein Pokémon das seinen Trainerverloren hat. Dieser stammt wohl aus Ula-Ula.
rec-994-dup-0,20,7,Poké Ball que alberga un Pokémon que perdió a suEntrenador al parecer natural de Ula-Ula.
rec-994-dup-0,20,9,A Poké Ball with a Pokémon that lost its Trainerinside. It seems to be from Ulaula Island.
rec-994-dup-0,20,11,トレーナーを　失った　ポケモンが入っている　ボール　トレーナーはウラウラ島　出身　らしい
rec-994-dup-0,20,5,Une Poké Ball contenant un Pokémon dont le Dresseura disparu. Il semblerait que ce Dresseur soit originairedUla-Ula.
rec-994-dup-0,20,3,트레이너를 잃은 포켓몬이들어 있는 볼. 트레이너는울라울라섬 출신인 듯하다.
rec-994-dup-0,20,4,這個精靈球裡面裝了失去訓練家的寶可夢訓練家似乎來自烏拉烏拉島
rec-163-dup-1,20,9,If held by a Pokémon this Berry will lessen thedamage taken from one supereffectiveElectric-type attack.
rec-163-dup-1,20,1,ポケモンに　もたせるとこうかばつぐんの　でんき　わざをうけたとき　いりょくが　よわまる
rec-163-dup-1,20,8,Se un Pokémon ha questa bacca lattaccosuperefficace di tipo Elettro del nemicoviene indebolito.
rec-163-dup-1,20,5,Tenue cette Baie affaiblit une attaque ennemiesuper efficace de type Électrik.
rec-163-dup-1,20,12,让宝可梦携带后在受到效果绝佳的电属性招式攻击时能令其威力减弱
rec-163-dup-1,20,3,포켓몬에게 지니게 하면효과가 뛰어난 전기 기술을당했을 때 위력이 약해진다.
rec-163-dup-1,20,6,Als getragenes Item schwächt diese Beere sehr effektivegegnerische Attacken vom Typ Elektro.
rec-163-dup-1,20,7,Si la lleva un Pokémon debilita un ataque supereficazde tipo Eléctrico de un enemigo.
rec-163-dup-1,20,4,讓寶可夢攜帶後在受到效果絕佳的電屬性招式攻擊時能使其威力減弱
rec-163-dup-1,20,11,ポケモンに　持たせると効果バツグンの　でんき技を受けたとき　威力が　弱まる
rec-1585-dup-0,20,7,Posibilita la aparición de VAR 0000 en el nidoDinamax de la Atalaya del Área Silvestre hasta finalizarel día en que se ha usado.
rec-1585-dup-0,20,1,つかった　ひに　ワイルドエリアのみはりとうのダイすあな　からVAR 0000が　あらわれる
rec-1585-dup-0,20,4,使用後的當天VAR 0000會出現在曠野地帶的瞭望塔巨巢
rec-1585-dup-0,20,6,Dieses Item bewirkt dass im Wachturm-Nest in derNaturzone ein VAR 0000 bis zum Ende des Tageserscheint an dem das Item eingesetzt wurde.
rec-1585-dup-0,20,5,Un objet faisant apparaître un VAR 0000dans lantre géant de la Tour en ruinesdes Terres Sauvages jusquà la fin de la journée.
rec-1585-dup-0,20,3,사용한 당일에만 와일드에리어에 있는감시탑의 다이맥스굴에서VAR 0000VAR 0003 나타난다.
rec-1585-dup-0,20,12,使用后的当天旷野地带的瞭望塔巨巢中会出现VAR 0000
rec-1585-dup-0,20,9,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.
rec-1585-dup-0,20,8,Strumento che fa apparire VAR 0000 nelladynatana della Torre Diroccata nelle Terre Selvaggefino alla fine del giorno in cui viene usato.
rec-1585-dup-0,20,11,使った　日に　ワイルドエリアの見張り塔のダイ巣穴　からVAR 0000が　現れる
rec-637-dup-1,20,9,It sharply raises the Defense stat of a Pokémon inbattle. It wears off if the Pokémon is withdrawn.
rec-637-dup-1,20,4,能相對提高戰鬥中寶可夢的防禦離場後效果便會消失
rec-637-dup-1,20,6,Hebt den Verteidigungs-Wert eines Pokémon im Kampfleicht an. Die Wirkung endet mit dem Austausch desPokémon.
rec-637-dup-1,20,3,배틀 중인 포켓몬의 방어를그럭저럭 올린다. 포켓몬을 볼에넣어버리면 원래대로 되돌아간다.
rec-637-dup-1,20,12,能相对提高战斗中宝可梦的防御离场后效果便会消失
rec-637-dup-1,20,5,Augmente un peu la Défense pendant un combat.Leffet se dissipe si le Pokémon est retiré.
rec-637-dup-1,20,7,Aumenta ligeramente la Defensa en combate. Alcambiar de Pokémon el efecto desaparece.
rec-637-dup-1,20,11,戦闘中の　ポケモンの防御を　それなりに　あげるひっこめると　元に　戻る
rec-637-dup-1,20,1,せんとうちゅうの　ポケモンのぼうぎょを　それなりに　あげるひっこめると　もとに　もどる
rec-637-dup-1,20,8,Aumenta molto la Difesa di un Pokémon in una lotta.Leffetto svanisce se il Pokémon è sostituito.
rec-1184-dup-1,20,6,Ein Bonbon das voller Energie steckt. Beim Verzehrerhält das Pokémon eine gewisse Menge anErfahrungspunkten.
rec-1184-dup-1,20,4,充滿能量的糖果餵給寶可夢後能讓１隻寶可夢增加經驗值
rec-1184-dup-1,20,8,Caramella altamente energetica che aumentamoderatamente i Punti Esperienza di un Pokémon.
rec-1184-dup-1,20,3,에너지가 가득한 사탕.먹이면 포켓몬 1마리의경험치가 올라간다.
rec-1184-dup-1,20,1,エネルギーの　つまった　アメあたえると　ポケモン　１ひきのけいけんちが　ふえる
rec-1184-dup-1,20,9,A candy that is packed with energy. When consumed itwill grant a single Pokémon a moderate amount ofExp. Points.
rec-1184-dup-1,20,12,充满能量的糖果交给１只宝可梦后可以为它增加经验值
rec-1184-dup-1,20,7,Caramelo energético que aumenta los Puntos deExperiencia de un Pokémon.
rec-1184-dup-1,20,5,Un bonbon plein dénergie.Il permet à un Pokémon de gagner quelques PointsdExpérience.
rec-1184-dup-1,20,11,エネルギーの　つまった　アメ与えると　ポケモン　１匹の経験値が　増える
rec-1127-dup-0,20,5,Un bonbon plein dénergie.Il augmente toutes les stats dun certain Pokémon.
rec-1127-dup-0,20,11,エネルギーの　つまった　アメ特定の　ポケモンの　能力をすべて　上げる
rec-1127-dup-0,20,6,Ein Bonbon das voller Energie steckt. Erhöht dauerhaftsämtliche Statuswerte eines bestimmten Pokémon.
rec-1127-dup-0,20,7,Caramelo energético que aumenta todas lascaracterísticas de ciertos Pokémon.
rec-1127-dup-0,20,1,エネルギーの　つまった　アメとくていの　ポケモンの　のうりょくをすべて　あげる
rec-1127-dup-0,20,8,Una caramella piena zeppa di energia.Aumenta tutte le statistiche di determinati Pokémon.
rec-1127-dup-0,20,4,充滿能量的糖果能提高特定寶可夢的所有能力
rec-1127-dup-0,20,9,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.
rec-1127-dup-0,20,12,充满能量的糖果能让特定宝可梦的所有能力上升
rec-1127-dup-0,20,3,에너지가 가득한 사탕.특정 포켓몬의모든 능력을 올린다.
rec-111-dup-0,20,9,A vital item that is needed to keep a stone towerfrom collapsing. Voices can be heard fromit occasionally.
rec-111-dup-0,20,8,Strumento importante che impedisce il crollodi un pozzo di pietra. A volte dal suo internoprovengono delle voci.
rec-111-dup-0,20,11,これがないと　石の塔が崩れてしまう　大事な石ときどき　石から　声が聞こえる
rec-111-dup-0,20,1,これがないと　いしのとうがくずれてしまう　だいじないしときどき　いしから　こえがきこえる
rec-111-dup-0,20,7,Vital para impedir que una torre de piedra se derrumbe.A veces se oyen voces en su interior.
rec-111-dup-0,20,12,没有它石之塔就会崩塌的重要石头有时能从石头里听到声音
rec-111-dup-0,20,5,Un objet très important qui empêche une tour en pierrede sécrouler. Des voix en sortent parfois.
rec-111-dup-0,20,4,沒有它石之塔就會崩塌的重要石頭有時能從石頭裡聽到聲音
rec-111-dup-0,20,3,이것이 없으면 돌탑이무너져버리는 중요한 돌.가끔 돌에서 목소리가 들린다.
rec-111-dup-0,20,6,Ein wichtiges Item mit dem ein Steinturm repariertwerden kann.
rec-310-dup-1,20,9,The user flies up into the sky and then strikes its targeton the next turn.
rec-310-dup-1,20,5,Le lanceur senvole au premier tour et frappe au second.
rec-310-dup-1,20,11,１ターン目で　空へ　飛び２ターン目に　相手を　攻撃する
rec-310-dup-1,20,12,第１回合飞上天空第２回合攻击对手
rec-310-dup-1,20,3,1턴째에 하늘을 날아2턴째에 상대를 공격한다.
rec-310-dup-1,20,8,Chi la usa si alza in volo per attaccare al turnoseguente.
rec-310-dup-1,20,4,使用後的第１回合飛上天空並於第２回合攻擊對手
rec-310-dup-1,20,6,Steigt in Runde 1 empor und trifft das Ziel in Runde 2.
rec-310-dup-1,20,7,El usuario vuela en el primer turno y ataca en elsegundo.
rec-310-dup-1,20,1,１ターンめで　そらへ　とび２ターンめに　あいてを　こうげきする
rec-200-dup-0,20,3,지니게 한 포켓몬이한 번이라도 배틀에 나가면돈을 2배로 받을 수 있다.
rec-200-dup-0,20,5,Objet à tenir. Double largent gagné si le porteurse joint au combat.
rec-200-dup-0,20,6,Ein Item zum Tragen. Verdoppelt das Preisgeldwenn der Träger am Kampf teilnimmt.
rec-200-dup-0,20,9,An item to be held by a Pokémon. It doubles anyprize money received if the holding Pokémon joinsa battle.
rec-200-dup-0,20,11,持たせた　ポケモンが　１度でも戦闘に　顔を　だすとお金が　２倍　もらえる
rec-200-dup-0,20,8,Strumento da dare a un Pokémon.Se chi ce lha partecipa alla lotta i guadagniraddoppiano.
rec-200-dup-0,20,4,只要攜帶它的寶可夢在戰鬥時出場一次就能獲得２倍金錢
rec-200-dup-0,20,1,もたせた　ポケモンが　いちどでもせんとうに　かおを　だすとおかねが　２ばい　もらえる
rec-200-dup-0,20,7,Si el Pokémon que la lleva lucha en un combateduplica las ganancias.
rec-200-dup-0,20,12,只要携带它的宝可梦在战斗时出场一次就能获得２倍金钱
rec-1504-dup-1,20,12,使用后的当天旷野地带的瞭望塔巨巢中会出现VAR 0000
rec-1504-dup-1,20,3,사용한 당일에만 와일드에리어에 있는감시탑의 다이맥스굴에서VAR 0000VAR 0003 나타난다.
rec-1504-dup-1,20,8,Strumento che fa apparire VAR 0000 nelladynatana della Torre Diroccata nelle Terre Selvaggefino alla fine del giorno in cui viene usato.
rec-1504-dup-1,20,6,Dieses Item bewirkt dass im Wachturm-Nest in derNaturzone ein VAR 0000 bis zum Ende des Tageserscheint an dem das Item eingesetzt wurde.
rec-1504-dup-1,20,4,使用後的當天VAR 0000會出現在曠野地帶的瞭望塔巨巢
rec-1504-dup-1,20,7,Posibilita la aparición de VAR 0000 en el nidoDinamax de la Atalaya del Área Silvestre hasta finalizarel día en que se ha usado.
rec-1504-dup-1,20,1,つかった　ひに　ワイルドエリアのみはりとうのダイすあな　からVAR 0000が　あらわれる
rec-1504-dup-1,20,5,Un objet faisant apparaître un VAR 0000dans lantre géant de la Tour en ruinesdes Terres Sauvages jusquà la fin de la journée.
rec-1504-dup-1,20,11,使った　日に　ワイルドエリアの見張り塔のダイ巣穴　からVAR 0000が　現れる
rec-1504-dup-1,20,9,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.
rec-1009-dup-0,20,8,---
rec-1009-dup-0,20,4,ーーー
rec-1009-dup-0,20,7,
rec-1009-dup-0,20,5,---
rec-1009-dup-0,20,3,---
rec-1009-dup-0,20,12,ーーー
rec-1009-dup-0,20,9,---
rec-1009-dup-0,20,1,ーーー
rec-1009-dup-0,20,6,---
rec-1009-dup-0,20,11,ーーー
rec-1273-dup-1,20,8,Chi la usa si tira su di morale aumentandoil proprio Attacco e lAttacco Speciale.
rec-1273-dup-1,20,5,Le lanceur se rengorge.Augmente lAttaque et lAttaque Spéciale.
rec-1273-dup-1,20,11,自分を　奮いたてて攻撃と　特攻を　あげる
rec-1273-dup-1,20,3,스스로 분발해서공격과 특수공격을 올린다.
rec-1273-dup-1,20,12,激励自己从而提高攻击和特攻
rec-1273-dup-1,20,4,激勵自己提高自己的攻擊和特攻
rec-1273-dup-1,20,1,じぶんを　ふるいたててこうげきと　とくこうを　あげる
rec-1273-dup-1,20,6,Anwender erhält einen Kraftschub der seinen Angriffund Spezial-Angriff erhöht.
rec-1273-dup-1,20,7,Quien lo usa se concentra y potencia su Ataque y suAtaque Especial.
rec-1273-dup-1,20,9,The user is roused and its Attack and Sp. Atkstats increase.
rec-878-dup-1,20,5,Un sac pour mettre les ingrédients récoltés dansla jungle utilisé dans lÉpreuve de Barbara.
rec-878-dup-1,20,4,把叢林裡收集到的材料放在一起的袋子會在瑪奧的考驗中使用
rec-878-dup-1,20,11,ジャングルで　集めた材料を　まとめておく　ふくろマオの試練で　使う
rec-878-dup-1,20,1,ジャングルで　あつめたざいりょうを　まとめておく　ふくろマオのしれんで　つかう
rec-878-dup-1,20,3,정글에서 모은재료를 모아두는 주머니.마오의 시련에서 사용한다.
rec-878-dup-1,20,12,将丛林里收集到的材料装在一起的袋子在玛奥的考验中使用
rec-878-dup-1,20,6,Ein Beutel zum Aufbewahren der Zutaten die man imDschungel sammelt. Er wird bei Mahos Prüfung benutzt.
rec-878-dup-1,20,7,Saco para guardar ingredientes indispensable en laJungla Umbría para superar la prueba de Lulú.
rec-878-dup-1,20,9,A bag to carry ingredients gathered during Mallowstrial in the jungle.
rec-878-dup-1,20,8,Sacchetto in cui mettere gli ingredienti trovati nellaGiungla Ombrosa necessari per la prova di Ibis.
rec-573-dup-0,20,5,Un papier à lettres idéal pour donner des conseils.Peut être tenu et livré par un Pokémon.
rec-573-dup-0,20,7,Carta para recomendar algo. Haz que la entregue unPokémon.
rec-573-dup-0,20,4,方便寫推薦內容這類郵件的信紙需讓寶可夢攜帶使用
rec-573-dup-0,20,12,方便写推荐内容这类邮件的信纸使用该道具时需要让宝可梦携带着来用
rec-573-dup-0,20,3,뭔가 추천하는 메일을쉽게 쓸 수 있는 편지지.포켓몬에게 지니게 해서 쓴다.
rec-573-dup-0,20,8,Carta da lettere ideale per scrivere un consiglio.Si può dare a un Pokémon affinché la consegni.
rec-573-dup-0,20,11,なにかを　おすすめする　メールが書きやすい　レターペーパーポケモンに　持たせて　使う
rec-573-dup-0,20,6,Briefpapier mit dem man jemandem einen Tipp gebenkann. Gib es einem Pokémon zum Tragen.
rec-573-dup-0,20,1,なにかを　おすすめする　メールがかきやすい　びんせんポケモンに　もたせて　つかう
rec-573-dup-0,20,9,Stationery designed to allow you to recommendsomething to the reader. Have a Pokémon hold itfor delivery.
rec-1135-dup-0,20,11,エネルギーの　つまった　アメ特定の　ポケモンの　能力をすべて　上げる
rec-1135-dup-0,20,5,Un bonbon plein dénergie.Il augmente toutes les stats dun certain Pokémon.
rec-1135-dup-0,20,4,充滿能量的糖果能提高特定寶可夢的所有能力
rec-1135-dup-0,20,7,Caramelo energético que aumenta todas lascaracterísticas de cierto Pokémon.
rec-1135-dup-0,20,12,充满能量的糖果能让特定宝可梦的所有能力上升
rec-1135-dup-0,20,8,Una caramella piena zeppa di energia.Aumenta tutte le statistiche di determinati Pokémon.
rec-1135-dup-0,20,1,エネルギーの　つまった　アメとくていの　ポケモンの　のうりょくをすべて　あげる
rec-1135-dup-0,20,9,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.
rec-1135-dup-0,20,3,에너지가 가득한 사탕.특정 포켓몬의모든 능력을 올린다.
rec-1135-dup-0,20,6,Ein Bonbon das voller Energie steckt. Erhöht dauerhaftsämtliche Statuswerte eines bestimmten Pokémon.
rec-1340-dup-0,20,3,사용한 당일에만 와일드에리어에 있는감시탑의 다이맥스굴에서VAR 0000VAR 0003 나타난다.
rec-1340-dup-0,20,1,つかった　ひに　ワイルドエリアのみはりとうのダイすあな　からVAR 0000が　あらわれる
rec-1340-dup-0,20,11,使った　日に　ワイルドエリアの見張り塔のダイ巣穴　からVAR 0000が　現れる
rec-1340-dup-0,20,12,使用后的当天旷野地带的瞭望塔巨巢中会出现VAR 0000
rec-1340-dup-0,20,9,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.
rec-1340-dup-0,20,7,Posibilita la aparición de VAR 0000 en el nidoDinamax de la Atalaya del Área Silvestre hasta finalizarel día en que se ha usado.
rec-1340-dup-0,20,5,Un objet faisant apparaître un VAR 0000dans lantre géant de la Tour en ruinesdes Terres Sauvages jusquà la fin de la journée.
rec-1340-dup-0,20,8,Strumento che fa apparire VAR 0000 nelladynatana della Torre Diroccata nelle Terre Selvaggefino alla fine del giorno in cui viene usato.
rec-1340-dup-0,20,4,使用後的當天VAR 0000會出現在曠野地帶的瞭望塔巨巢
rec-1340-dup-0,20,6,Dieses Item bewirkt dass im Wachturm-Nest in derNaturzone ein VAR 0000 bis zum Ende des Tageserscheint an dem das Item eingesetzt wurde.
rec-1377-dup-0,20,7,Posibilita la aparición de VAR 0000 en el nidoDinamax de la Atalaya del Área Silvestre hasta finalizarel día en que se ha usado.
rec-1377-dup-0,20,8,Strumento che fa apparire VAR 0000 nelladynatana della Torre Diroccata nelle Terre Selvaggefino alla fine del giorno in cui viene usato.
