pokemon,stat,base_stat,effort
rec-10164-dup-1,4,40,0
rec-10-dup-1,6,45,0
rec-10-dup-1,4,20,0
rec-10-dup-1,2,30,0
rec-10-dup-1,5,20,0
rec-10-dup-1,1,45,1
rec-10-dup-1,3,35,0
rec-10137-dup-0,4,100,1
rec-10137-dup-0,6,120,0
rec-10137-dup-0,1,60,0
rec-10137-dup-0,3,60,0
rec-10137-dup-0,5,60,0
rec-10137-dup-0,2,100,1
rec-838-dup-0,2,60,0
rec-838-dup-0,5,70,0
rec-838-dup-0,6,50,0
rec-838-dup-0,4,60,0
rec-838-dup-0,1,80,0
rec-838-dup-0,3,90,2
rec-95-dup-0,6,70,0
rec-95-dup-0,2,45,0
rec-95-dup-0,1,35,0
rec-95-dup-0,5,45,0
rec-95-dup-0,4,30,0
rec-95-dup-0,3,160,1
rec-701-dup-0,1,78,0
rec-701-dup-0,6,118,0
rec-701-dup-0,3,75,0
rec-701-dup-0,4,74,0
rec-701-dup-0,5,63,0
rec-701-dup-0,2,92,2
rec-500-dup-1,4,100,0
rec-500-dup-1,6,65,0
rec-500-dup-1,3,65,0
rec-500-dup-1,2,123,3
rec-500-dup-1,5,65,0
rec-500-dup-1,1,110,0
rec-32-dup-0,2,57,1
rec-32-dup-0,4,40,0
rec-32-dup-0,5,40,0
rec-32-dup-0,3,40,0
rec-32-dup-0,6,50,0
rec-32-dup-0,1,46,0
rec-10112-dup-1,6,25,0
rec-10112-dup-1,5,50,0
rec-10112-dup-1,1,80,1
rec-10112-dup-1,2,80,0
rec-10112-dup-1,4,40,0
rec-10112-dup-1,3,50,0
rec-10121-dup-1,3,60,0
rec-10121-dup-1,5,60,0
rec-10121-dup-1,2,110,2
rec-10121-dup-1,4,55,0
rec-10121-dup-1,1,88,0
rec-10121-dup-1,6,45,0
rec-677-dup-1,2,48,0
rec-677-dup-1,1,62,0
rec-677-dup-1,4,63,0
rec-677-dup-1,3,54,0
rec-677-dup-1,6,68,1
rec-677-dup-1,5,60,0
rec-163-dup-0,2,30,0
rec-163-dup-0,3,30,0
rec-163-dup-0,6,50,0
rec-163-dup-0,5,56,0
rec-163-dup-0,4,36,0
rec-163-dup-0,1,60,1
rec-465-dup-1,5,50,0
rec-465-dup-1,6,50,0
rec-465-dup-1,4,110,0
rec-465-dup-1,1,100,0
rec-465-dup-1,2,100,0
rec-465-dup-1,3,125,2
rec-794-dup-0,4,53,0
rec-794-dup-0,1,107,0
rec-794-dup-0,6,79,0
rec-794-dup-0,2,139,1
rec-794-dup-0,5,53,0
rec-794-dup-0,3,139,2
rec-114-dup-1,1,65,0
rec-114-dup-1,4,100,0
rec-114-dup-1,2,55,0
rec-114-dup-1,5,40,0
rec-114-dup-1,3,115,1
rec-114-dup-1,6,60,0
rec-158-dup-0,5,48,0
rec-158-dup-0,6,43,0
rec-158-dup-0,2,65,1
rec-158-dup-0,3,64,0
rec-158-dup-0,1,50,0
rec-158-dup-0,4,44,0
rec-355-dup-0,4,30,0
rec-355-dup-0,1,20,0
rec-355-dup-0,3,90,0
rec-355-dup-0,5,90,1
rec-355-dup-0,6,25,0
rec-355-dup-0,2,40,0
rec-321-dup-0,3,45,0
rec-321-dup-0,1,170,2
rec-321-dup-0,4,90,0
rec-321-dup-0,5,45,0
rec-321-dup-0,6,60,0
rec-321-dup-0,2,90,0
rec-328-dup-0,5,45,0
rec-328-dup-0,6,10,0
rec-328-dup-0,2,100,1
rec-328-dup-0,3,45,0
rec-328-dup-0,4,45,0
rec-328-dup-0,1,45,0
rec-10031-dup-1,6,69,0
rec-10031-dup-1,4,58,0
rec-10031-dup-1,5,75,0
rec-10031-dup-1,3,122,2
rec-10031-dup-1,1,75,0
rec-10031-dup-1,2,95,0
rec-862-dup-0,3,101,3
rec-862-dup-0,5,81,0
rec-862-dup-0,6,95,0
rec-862-dup-0,4,60,0
rec-862-dup-0,1,93,0
rec-862-dup-0,2,90,0
rec-464-dup-1,4,55,0
rec-464-dup-1,5,55,0
rec-464-dup-1,2,140,3
rec-464-dup-1,3,130,0
rec-464-dup-1,1,115,0
rec-464-dup-1,6,40,0
rec-57-dup-0,3,60,0
rec-57-dup-0,4,60,0
rec-57-dup-0,1,65,0
rec-57-dup-0,5,70,0
rec-57-dup-0,2,105,2
rec-57-dup-0,6,95,0
rec-416-dup-0,3,102,1
rec-416-dup-0,2,80,0
rec-416-dup-0,4,80,0
rec-416-dup-0,5,102,1
rec-416-dup-0,1,70,0
rec-416-dup-0,6,40,0
rec-10003-dup-0,1,50,0
rec-10003-dup-0,2,95,0
rec-10003-dup-0,3,90,0
rec-10003-dup-0,5,90,0
rec-10003-dup-0,4,95,0
rec-10003-dup-0,6,180,3
rec-10184-dup-0,6,75,0
rec-10184-dup-0,1,75,0
rec-10184-dup-0,4,114,2
rec-10184-dup-0,5,70,0
rec-10184-dup-0,2,98,0
rec-10184-dup-0,3,70,0
rec-791-dup-0,6,97,0
rec-791-dup-0,1,137,0
rec-791-dup-0,3,107,0
rec-791-dup-0,5,89,0
rec-791-dup-0,2,137,3
rec-791-dup-0,4,113,0
rec-261-dup-0,6,35,0
rec-261-dup-0,1,35,0
rec-261-dup-0,2,55,1
rec-261-dup-0,5,30,0
rec-261-dup-0,3,35,0
rec-261-dup-0,4,30,0
rec-863-dup-1,2,110,2
rec-863-dup-1,4,50,0
rec-863-dup-1,5,60,0
rec-863-dup-1,1,70,0
rec-863-dup-1,6,50,0
rec-863-dup-1,3,100,0
rec-26-dup-1,2,90,0
rec-26-dup-1,3,55,0
rec-26-dup-1,6,110,3
rec-26-dup-1,4,90,0
rec-26-dup-1,5,80,0
rec-26-dup-1,1,60,0
rec-112-dup-0,1,105,0
rec-112-dup-0,4,45,0
rec-112-dup-0,6,40,0
rec-112-dup-0,5,45,0
rec-112-dup-0,3,120,0
rec-112-dup-0,2,130,2
rec-131-dup-1,2,85,0
rec-131-dup-1,4,85,0
rec-131-dup-1,1,130,2
rec-131-dup-1,5,95,0
rec-131-dup-1,3,80,0
rec-131-dup-1,6,60,0
rec-888-dup-1,4,80,0
rec-888-dup-1,5,115,0
rec-888-dup-1,1,92,0
rec-888-dup-1,2,130,0
rec-888-dup-1,3,115,0
rec-888-dup-1,6,138,3
rec-749-dup-1,2,100,1
rec-749-dup-1,5,55,0
rec-749-dup-1,1,70,0
rec-749-dup-1,4,45,0
rec-749-dup-1,6,45,0
rec-749-dup-1,3,70,0
rec-656-dup-0,6,71,1
rec-656-dup-0,4,62,0
rec-656-dup-0,1,41,0
rec-656-dup-0,3,40,0
rec-656-dup-0,2,56,0
rec-656-dup-0,5,44,0
rec-10076-dup-1,4,105,0
rec-10076-dup-1,6,110,0
rec-10076-dup-1,2,145,0
rec-10076-dup-1,1,80,0
rec-10076-dup-1,3,150,3
rec-10076-dup-1,5,110,0
rec-164-dup-1,6,70,0
rec-164-dup-1,4,86,0
rec-164-dup-1,5,96,0
rec-164-dup-1,2,50,0
rec-164-dup-1,1,100,2
rec-164-dup-1,3,50,0
rec-890-dup-0,4,145,0
rec-890-dup-0,3,95,0
rec-890-dup-0,1,140,3
rec-890-dup-0,6,130,0
rec-890-dup-0,2,85,0
rec-890-dup-0,5,95,0
rec-10145-dup-0,1,55,0
rec-10145-dup-0,3,80,0
rec-10145-dup-0,5,105,2
rec-10145-dup-0,4,50,0
rec-10145-dup-0,6,96,0
rec-10145-dup-0,2,90,0
rec-331-dup-0,6,35,0
rec-331-dup-0,1,50,0
rec-331-dup-0,2,85,0
rec-331-dup-0,4,85,1
rec-331-dup-0,3,40,0
rec-331-dup-0,5,40,0
rec-831-dup-0,4,40,0
rec-831-dup-0,2,40,0
rec-831-dup-0,3,55,1
rec-831-dup-0,6,48,0
rec-831-dup-0,5,45,0
rec-831-dup-0,1,42,0
rec-656-dup-1,6,71,1
rec-656-dup-1,4,62,0
rec-656-dup-1,1,41,0
rec-656-dup-1,3,40,0
rec-656-dup-1,2,56,0
rec-656-dup-1,5,44,0
rec-416-dup-1,3,102,1
rec-416-dup-1,2,80,0
rec-416-dup-1,4,80,0
rec-416-dup-1,5,102,1
rec-416-dup-1,1,70,0
rec-416-dup-1,6,40,0
rec-409-dup-1,4,65,0
rec-409-dup-1,3,60,0
rec-409-dup-1,2,165,2
rec-409-dup-1,5,50,0
rec-409-dup-1,1,97,0
rec-409-dup-1,6,58,0
rec-152-dup-0,6,45,0
rec-152-dup-0,4,49,0
rec-152-dup-0,5,65,1
rec-152-dup-0,1,45,0
rec-152-dup-0,3,65,0
rec-152-dup-0,2,49,0
rec-209-dup-0,3,50,0
rec-209-dup-0,6,30,0
rec-209-dup-0,1,60,0
rec-209-dup-0,4,40,0
rec-209-dup-0,2,80,1
rec-209-dup-0,5,40,0
rec-543-dup-0,1,30,0
rec-543-dup-0,5,39,0
rec-543-dup-0,3,59,1
rec-543-dup-0,4,30,0
rec-543-dup-0,2,45,0
rec-543-dup-0,6,57,0
rec-10118-dup-0,1,54,3
rec-10118-dup-0,2,100,0
rec-10118-dup-0,5,85,0
rec-10118-dup-0,6,115,0
rec-10118-dup-0,3,71,0
rec-10118-dup-0,4,61,0
rec-144-dup-1,4,95,0
rec-144-dup-1,1,90,0
rec-144-dup-1,2,85,0
rec-144-dup-1,6,85,0
rec-144-dup-1,3,100,0
rec-144-dup-1,5,125,3
rec-599-dup-0,3,70,1
rec-599-dup-0,1,40,0
rec-599-dup-0,5,60,0
rec-599-dup-0,6,30,0
rec-599-dup-0,4,45,0
rec-599-dup-0,2,55,0
rec-331-dup-1,6,35,0
rec-331-dup-1,1,50,0
rec-331-dup-1,2,85,0
rec-331-dup-1,4,85,1
rec-331-dup-1,3,40,0
rec-331-dup-1,5,40,0
rec-10032-dup-1,5,75,0
rec-10032-dup-1,3,122,2
rec-10032-dup-1,1,85,0
rec-10032-dup-1,4,58,0
rec-10032-dup-1,2,100,0
rec-10032-dup-1,6,54,0
rec-625-dup-1,2,125,2
rec-625-dup-1,1,65,0
rec-625-dup-1,5,70,0
rec-625-dup-1,6,70,0
rec-625-dup-1,4,60,0
rec-625-dup-1,3,100,0
rec-211-dup-0,1,65,0
rec-211-dup-0,6,85,0
rec-211-dup-0,3,85,0
rec-211-dup-0,5,55,0
rec-211-dup-0,4,55,0
rec-211-dup-0,2,95,1
rec-539-dup-1,1,75,0
rec-539-dup-1,2,125,2
rec-539-dup-1,3,75,0
rec-539-dup-1,6,85,0
rec-539-dup-1,4,30,0
rec-539-dup-1,5,75,0
rec-10059-dup-0,4,140,1
rec-10059-dup-0,5,70,0
rec-10059-dup-0,2,145,1
rec-10059-dup-0,6,112,0
rec-10059-dup-0,3,88,0
rec-10059-dup-0,1,70,0
rec-521-dup-0,1,80,0
rec-521-dup-0,3,80,0
rec-521-dup-0,4,65,0
rec-521-dup-0,6,93,0
rec-521-dup-0,2,115,3
rec-521-dup-0,5,55,0
rec-148-dup-0,5,70,0
rec-148-dup-0,2,84,2
rec-148-dup-0,1,61,0
rec-148-dup-0,6,70,0
rec-148-dup-0,3,65,0
rec-148-dup-0,4,70,0
rec-667-dup-1,2,50,0
rec-667-dup-1,4,73,1
rec-667-dup-1,5,54,0
rec-667-dup-1,6,72,0
rec-667-dup-1,1,62,0
rec-667-dup-1,3,58,0
rec-487-dup-1,2,100,0
rec-487-dup-1,1,150,3
rec-487-dup-1,3,120,0
rec-487-dup-1,5,120,0
rec-487-dup-1,4,100,0
rec-487-dup-1,6,90,0
rec-294-dup-0,4,71,0
rec-294-dup-0,5,43,0
rec-294-dup-0,2,71,0
rec-294-dup-0,3,43,0
rec-294-dup-0,1,84,2
rec-294-dup-0,6,48,0
rec-845-dup-0,4,85,0
rec-845-dup-0,1,70,0
rec-845-dup-0,2,85,0
rec-845-dup-0,6,85,0
rec-845-dup-0,5,95,2
rec-845-dup-0,3,55,0
rec-605-dup-0,4,85,1
rec-605-dup-0,5,55,0
rec-605-dup-0,6,30,0
rec-605-dup-0,3,55,0
rec-605-dup-0,1,55,0
rec-605-dup-0,2,55,0
rec-348-dup-0,3,100,0
rec-348-dup-0,6,45,0
rec-348-dup-0,4,70,0
rec-348-dup-0,1,75,0
rec-348-dup-0,2,125,2
rec-348-dup-0,5,80,0
rec-447-dup-1,2,70,1
rec-447-dup-1,4,35,0
rec-447-dup-1,5,40,0
rec-447-dup-1,6,60,0
rec-447-dup-1,1,40,0
rec-447-dup-1,3,40,0
rec-472-dup-0,3,125,2
rec-472-dup-0,1,75,0
rec-472-dup-0,4,45,0
rec-472-dup-0,6,95,0
rec-472-dup-0,2,95,0
rec-472-dup-0,5,75,0
rec-366-dup-1,4,74,0
rec-366-dup-1,5,55,0
rec-366-dup-1,3,85,1
rec-366-dup-1,6,32,0
rec-366-dup-1,1,35,0
rec-366-dup-1,2,64,0
rec-10162-dup-0,3,55,0
rec-10162-dup-0,5,65,0
rec-10162-dup-0,4,65,0
rec-10162-dup-0,1,50,0
rec-10162-dup-0,6,90,1
rec-10162-dup-0,2,85,0
rec-877-dup-0,3,58,0
rec-877-dup-0,5,58,0
rec-877-dup-0,2,95,0
rec-877-dup-0,1,58,0
rec-877-dup-0,6,97,2
rec-877-dup-0,4,70,0
rec-354-dup-1,2,115,2
rec-354-dup-1,1,64,0
rec-354-dup-1,6,65,0
rec-354-dup-1,3,65,0
rec-354-dup-1,4,83,0
rec-354-dup-1,5,63,0
rec-643-dup-0,2,120,0
rec-643-dup-0,6,90,0
rec-643-dup-0,1,100,0
rec-643-dup-0,3,100,0
rec-643-dup-0,5,120,0
rec-643-dup-0,4,150,3
rec-409-dup-0,4,65,0
rec-409-dup-0,3,60,0
rec-409-dup-0,2,165,2
rec-409-dup-0,5,50,0
rec-409-dup-0,1,97,0
rec-409-dup-0,6,58,0
rec-34-dup-0,5,75,0
rec-34-dup-0,3,77,0
rec-34-dup-0,4,85,0
rec-34-dup-0,1,81,0
rec-34-dup-0,6,85,0
rec-34-dup-0,2,102,3
rec-438-dup-1,3,95,1
rec-438-dup-1,1,50,0
rec-438-dup-1,6,10,0
rec-438-dup-1,4,10,0
rec-438-dup-1,5,45,0
rec-438-dup-1,2,80,0
rec-10128-dup-0,6,45,0
rec-10128-dup-0,3,90,0
rec-10128-dup-0,4,80,0
rec-10128-dup-0,1,70,0
rec-10128-dup-0,5,90,0
rec-10128-dup-0,2,105,2
rec-426-dup-1,4,90,0
rec-426-dup-1,6,80,0
rec-426-dup-1,2,80,0
rec-426-dup-1,3,44,0
rec-426-dup-1,1,150,2
rec-426-dup-1,5,54,0
rec-53-dup-0,4,65,0
rec-53-dup-0,1,65,0
rec-53-dup-0,3,60,0
rec-53-dup-0,6,115,2
rec-53-dup-0,2,70,0
rec-53-dup-0,5,65,0
rec-780-dup-0,2,60,0
rec-780-dup-0,5,91,0
rec-780-dup-0,3,85,0
rec-780-dup-0,6,36,0
rec-780-dup-0,4,135,2
rec-780-dup-0,1,78,0
rec-10065-dup-1,6,145,3
rec-10065-dup-1,2,110,0
rec-10065-dup-1,4,145,0
rec-10065-dup-1,3,75,0
rec-10065-dup-1,5,85,0
rec-10065-dup-1,1,70,0
rec-10170-dup-1,3,90,0
rec-10170-dup-1,4,85,0
rec-10170-dup-1,5,90,0
rec-10170-dup-1,6,100,0
rec-10170-dup-1,2,125,3
rec-10170-dup-1,1,90,0
rec-10050-dup-0,6,100,0
rec-10050-dup-0,5,80,0
rec-10050-dup-0,2,160,3
rec-10050-dup-0,3,80,0
rec-10050-dup-0,1,80,0
rec-10050-dup-0,4,130,0
rec-158-dup-1,5,48,0
rec-158-dup-1,6,43,0
rec-158-dup-1,2,65,1
rec-158-dup-1,3,64,0
rec-158-dup-1,1,50,0
rec-158-dup-1,4,44,0
rec-235-dup-0,4,20,0
rec-235-dup-0,2,20,0
rec-235-dup-0,1,55,0
rec-235-dup-0,6,75,1
rec-235-dup-0,3,35,0
rec-235-dup-0,5,45,0
rec-273-dup-0,4,30,0
rec-273-dup-0,3,50,1
rec-273-dup-0,1,40,0
rec-273-dup-0,5,30,0
rec-273-dup-0,2,40,0
rec-273-dup-0,6,30,0
rec-10189-dup-0,4,80,0
rec-10189-dup-0,3,145,0
rec-10189-dup-0,1,92,0
rec-10189-dup-0,2,130,0
rec-10189-dup-0,5,145,0
rec-10189-dup-0,6,128,3
rec-225-dup-1,2,55,0
rec-225-dup-1,6,75,1
rec-225-dup-1,3,45,0
rec-225-dup-1,5,45,0
rec-225-dup-1,4,65,0
rec-225-dup-1,1,45,0
rec-332-dup-0,5,60,0
rec-332-dup-0,6,55,0
rec-332-dup-0,4,115,1
rec-332-dup-0,2,115,1
rec-332-dup-0,1,70,0
rec-332-dup-0,3,60,0
rec-610-dup-0,2,87,1
rec-610-dup-0,3,60,0
rec-610-dup-0,4,30,0
rec-610-dup-0,5,40,0
rec-610-dup-0,1,46,0
rec-610-dup-0,6,57,0
rec-355-dup-1,4,30,0
rec-355-dup-1,1,20,0
rec-355-dup-1,3,90,0
rec-355-dup-1,5,90,1
rec-355-dup-1,6,25,0
rec-355-dup-1,2,40,0
rec-20-dup-0,5,70,0
rec-20-dup-0,6,97,2
rec-20-dup-0,4,50,0
rec-20-dup-0,2,81,0
rec-20-dup-0,1,55,0
rec-20-dup-0,3,60,0
rec-478-dup-0,6,110,2
rec-478-dup-0,5,70,0
rec-478-dup-0,1,70,0
rec-478-dup-0,2,80,0
rec-478-dup-0,3,70,0
rec-478-dup-0,4,80,0
rec-10140-dup-0,3,60,0
rec-10140-dup-0,4,100,1
rec-10140-dup-0,2,100,1
rec-10140-dup-0,6,120,0
rec-10140-dup-0,5,60,0
rec-10140-dup-0,1,60,0
rec-156-dup-0,5,65,0
rec-156-dup-0,1,58,0
rec-156-dup-0,2,64,0
rec-156-dup-0,6,80,1
rec-156-dup-0,4,80,1
rec-156-dup-0,3,58,0
rec-103-dup-0,6,55,0
rec-103-dup-0,5,75,0
rec-103-dup-0,3,85,0
rec-103-dup-0,2,95,0
rec-103-dup-0,4,125,2
rec-103-dup-0,1,95,0
rec-10056-dup-0,4,93,0
rec-10056-dup-0,3,75,0
rec-10056-dup-0,5,83,0
rec-10056-dup-0,2,165,2
rec-10056-dup-0,6,75,0
rec-10056-dup-0,1,64,0
rec-657-dup-1,3,52,0
rec-657-dup-1,6,97,2
rec-657-dup-1,2,63,0
rec-657-dup-1,5,56,0
rec-657-dup-1,1,54,0
rec-657-dup-1,4,83,0
rec-723-dup-0,5,70,0
rec-723-dup-0,4,70,0
rec-723-dup-0,6,52,0
rec-723-dup-0,3,75,0
rec-723-dup-0,1,78,2
rec-723-dup-0,2,75,0
rec-10151-dup-0,5,40,0
rec-10151-dup-0,6,60,0
rec-10151-dup-0,2,65,1
rec-10151-dup-0,3,40,0
rec-10151-dup-0,1,45,0
rec-10151-dup-0,4,30,0
rec-10092-dup-0,4,40,0
rec-10092-dup-0,2,71,0
rec-10092-dup-0,1,75,0
rec-10092-dup-0,5,80,0
rec-10092-dup-0,3,70,0
rec-10092-dup-0,6,77,2
rec-10130-dup-0,6,60,0
rec-10130-dup-0,4,60,0
rec-10130-dup-0,5,100,1
rec-10130-dup-0,3,100,1
rec-10130-dup-0,2,60,0
rec-10130-dup-0,1,60,0
rec-10065-dup-0,6,145,3
rec-10065-dup-0,2,110,0
rec-10065-dup-0,4,145,0
rec-10065-dup-0,3,75,0
rec-10065-dup-0,5,85,0
rec-10065-dup-0,1,70,0
rec-362-dup-1,4,80,0
rec-362-dup-1,2,80,0
rec-362-dup-1,1,80,2
rec-362-dup-1,6,80,0
rec-362-dup-1,5,80,0
rec-362-dup-1,3,80,0
rec-883-dup-0,1,90,0
rec-883-dup-0,5,90,0
rec-883-dup-0,3,100,2
rec-883-dup-0,2,90,0
rec-883-dup-0,6,55,0
rec-883-dup-0,4,80,0
rec-50-dup-0,2,55,0
rec-50-dup-0,4,35,0
rec-50-dup-0,1,10,0
rec-50-dup-0,3,25,0
rec-50-dup-0,5,45,0
rec-50-dup-0,6,95,1
rec-159-dup-0,3,80,1
rec-159-dup-0,4,59,0
rec-159-dup-0,5,63,0
rec-159-dup-0,2,80,1
rec-159-dup-0,6,58,0
rec-159-dup-0,1,65,0
rec-210-dup-0,5,60,0
rec-210-dup-0,2,120,2
rec-210-dup-0,1,90,0
rec-210-dup-0,3,75,0
rec-210-dup-0,6,45,0
rec-210-dup-0,4,60,0
rec-83-dup-0,5,62,0
rec-83-dup-0,1,52,0
rec-83-dup-0,3,55,0
rec-83-dup-0,6,60,0
rec-83-dup-0,4,58,0
rec-83-dup-0,2,90,1
rec-73-dup-1,2,70,0
rec-73-dup-1,3,65,0
rec-73-dup-1,6,100,0
rec-73-dup-1,1,80,0
rec-73-dup-1,5,120,2
rec-73-dup-1,4,80,0
rec-523-dup-0,4,80,0
rec-523-dup-0,6,116,2
rec-523-dup-0,1,75,0
rec-523-dup-0,2,100,0
rec-523-dup-0,5,63,0
rec-523-dup-0,3,63,0
rec-654-dup-0,5,70,0
rec-654-dup-0,1,59,0
rec-654-dup-0,3,58,0
rec-654-dup-0,6,73,0
rec-654-dup-0,4,90,2
rec-654-dup-0,2,59,0
rec-63-dup-0,5,55,0
rec-63-dup-0,2,20,0
rec-63-dup-0,4,105,1
rec-63-dup-0,6,90,0
rec-63-dup-0,1,25,0
rec-63-dup-0,3,15,0
rec-10031-dup-0,6,69,0
rec-10031-dup-0,4,58,0
rec-10031-dup-0,5,75,0
rec-10031-dup-0,3,122,2
rec-10031-dup-0,1,75,0
rec-10031-dup-0,2,95,0
rec-482-dup-0,5,70,0
rec-482-dup-0,4,125,1
rec-482-dup-0,2,125,2
rec-482-dup-0,1,75,0
rec-482-dup-0,6,115,0
rec-482-dup-0,3,70,0
rec-178-dup-0,4,95,1
rec-178-dup-0,6,95,1
rec-178-dup-0,5,70,0
rec-178-dup-0,1,65,0
rec-178-dup-0,2,75,0
rec-178-dup-0,3,70,0
rec-10051-dup-0,6,100,0
rec-10051-dup-0,1,68,0
rec-10051-dup-0,2,85,0
rec-10051-dup-0,3,65,0
rec-10051-dup-0,5,135,0
rec-10051-dup-0,4,165,3
rec-426-dup-0,4,90,0
rec-426-dup-0,6,80,0
rec-426-dup-0,2,80,0
rec-426-dup-0,3,44,0
rec-426-dup-0,1,150,2
rec-426-dup-0,5,54,0
rec-365-dup-0,5,90,0
rec-365-dup-0,6,65,0
rec-365-dup-0,3,90,0
rec-365-dup-0,2,80,0
rec-365-dup-0,1,110,3
rec-365-dup-0,4,95,0
rec-427-dup-0,6,85,1
rec-427-dup-0,1,55,0
rec-427-dup-0,3,44,0
rec-427-dup-0,4,44,0
rec-427-dup-0,5,56,0
rec-427-dup-0,2,66,0
rec-164-dup-0,6,70,0
rec-164-dup-0,4,86,0
rec-164-dup-0,5,96,0
rec-164-dup-0,2,50,0
rec-164-dup-0,1,100,2
rec-164-dup-0,3,50,0
rec-10188-dup-0,1,92,0
rec-10188-dup-0,4,80,0
rec-10188-dup-0,2,170,0
rec-10188-dup-0,6,148,3
rec-10188-dup-0,3,115,0
rec-10188-dup-0,5,115,0
rec-10074-dup-0,4,120,0
rec-10074-dup-0,3,80,0
rec-10074-dup-0,1,80,2
rec-10074-dup-0,6,100,0
rec-10074-dup-0,5,80,0
rec-10074-dup-0,2,120,0
rec-10084-dup-1,4,50,0
rec-10084-dup-1,3,40,0
rec-10084-dup-1,2,55,0
rec-10084-dup-1,6,90,2
rec-10084-dup-1,5,50,0
rec-10084-dup-1,1,35,0
rec-429-dup-1,4,105,1
rec-429-dup-1,6,105,0
rec-429-dup-1,2,60,0
rec-429-dup-1,1,60,0
rec-429-dup-1,5,105,1
rec-429-dup-1,3,60,0
rec-10087-dup-0,2,120,1
rec-10087-dup-0,5,105,0
rec-10087-dup-0,4,145,1
rec-10087-dup-0,3,100,0
rec-10087-dup-0,6,20,0
rec-10087-dup-0,1,70,0
rec-347-dup-0,2,95,1
rec-347-dup-0,5,50,0
rec-347-dup-0,3,50,0
rec-347-dup-0,1,45,0
rec-347-dup-0,4,40,0
rec-347-dup-0,6,75,0
rec-286-dup-0,1,60,0
rec-286-dup-0,5,60,0
rec-286-dup-0,4,60,0
rec-286-dup-0,2,130,2
rec-286-dup-0,6,70,0
rec-286-dup-0,3,80,0
rec-366-dup-0,4,74,0
rec-366-dup-0,5,55,0
rec-366-dup-0,3,85,1
rec-366-dup-0,6,32,0
rec-366-dup-0,1,35,0
rec-366-dup-0,2,64,0
rec-343-dup-0,6,55,0
rec-343-dup-0,2,40,0
rec-343-dup-0,5,70,1
rec-343-dup-0,1,40,0
rec-343-dup-0,4,40,0
rec-343-dup-0,3,55,0
rec-49-dup-0,4,90,1
rec-49-dup-0,5,75,0
rec-49-dup-0,1,70,0
rec-49-dup-0,6,90,1
rec-49-dup-0,2,65,0
rec-49-dup-0,3,60,0
rec-828-dup-0,3,58,0
rec-828-dup-0,1,70,0
rec-828-dup-0,5,92,2
rec-828-dup-0,2,58,0
rec-828-dup-0,6,90,0
rec-828-dup-0,4,87,0
rec-854-dup-0,2,45,0
rec-854-dup-0,5,54,0
rec-854-dup-0,3,45,0
rec-854-dup-0,1,40,0
rec-854-dup-0,4,74,1
rec-854-dup-0,6,50,0
rec-133-dup-0,3,50,0
rec-133-dup-0,1,55,0
rec-133-dup-0,6,55,0
rec-133-dup-0,5,65,1
rec-133-dup-0,2,55,0
rec-133-dup-0,4,45,0
rec-281-dup-1,4,65,2
rec-281-dup-1,3,35,0
rec-281-dup-1,1,38,0
rec-281-dup-1,2,35,0
rec-281-dup-1,6,50,0
rec-281-dup-1,5,55,0
rec-465-dup-0,5,50,0
rec-465-dup-0,6,50,0
rec-465-dup-0,4,110,0
rec-465-dup-0,1,100,0
rec-465-dup-0,2,100,0
rec-465-dup-0,3,125,2
rec-10019-dup-0,5,90,0
rec-10019-dup-0,6,121,3
rec-10019-dup-0,4,110,0
rec-10019-dup-0,3,80,0
rec-10019-dup-0,2,100,0
rec-10019-dup-0,1,79,0
rec-117-dup-0,3,95,1
rec-117-dup-0,1,55,0
rec-117-dup-0,6,85,0
rec-117-dup-0,4,95,1
rec-117-dup-0,5,45,0
rec-117-dup-0,2,65,0
rec-296-dup-0,2,60,0
rec-296-dup-0,3,30,0
rec-296-dup-0,6,25,0
rec-296-dup-0,5,30,0
rec-296-dup-0,1,72,1
rec-296-dup-0,4,20,0
rec-10107-dup-0,4,50,0
rec-10107-dup-0,5,40,0
rec-10107-dup-0,6,90,1
rec-10107-dup-0,2,35,0
rec-10107-dup-0,3,35,0
rec-10107-dup-0,1,40,0
rec-734-dup-0,4,30,0
rec-734-dup-0,2,70,1
rec-734-dup-0,5,30,0
rec-734-dup-0,6,45,0
rec-734-dup-0,1,48,0
rec-734-dup-0,3,30,0
rec-373-dup-0,5,80,0
rec-373-dup-0,2,135,3
rec-373-dup-0,6,100,0
rec-373-dup-0,1,95,0
rec-373-dup-0,3,80,0
rec-373-dup-0,4,110,0
rec-10020-dup-1,6,101,0
rec-10020-dup-1,1,79,0
rec-10020-dup-1,4,145,3
rec-10020-dup-1,2,105,0
rec-10020-dup-1,5,80,0
rec-10020-dup-1,3,70,0
rec-233-dup-1,5,95,0
rec-233-dup-1,3,90,0
rec-233-dup-1,6,60,0
rec-233-dup-1,4,105,2
rec-233-dup-1,1,85,0
rec-233-dup-1,2,80,0
rec-825-dup-0,1,50,0
rec-825-dup-0,5,90,2
rec-825-dup-0,2,35,0
rec-825-dup-0,6,30,0
rec-825-dup-0,4,50,0
rec-825-dup-0,3,80,0
rec-820-dup-0,6,20,0
rec-820-dup-0,4,55,0
rec-820-dup-0,5,75,0
rec-820-dup-0,2,95,0
rec-820-dup-0,1,120,2
rec-820-dup-0,3,95,0
rec-64-dup-0,3,30,0
rec-64-dup-0,5,70,0
