pokemon,version_group,move,pokemon_move_method,level,order
rec-305-dup-0,20,id-91,4,0,
rec-68-dup-0,20,rec-490-dup-1,4,0,
rec-453-dup-0,20,rec-188-dup-0,4,0,
rec-494-dup-1,20,id-247,4,0,
rec-890-dup-0,20,rec-19-dup-1,4,0,
id-10108,20,rec-526-dup-1,4,0,
rec-561-dup-1,20,rec-76-dup-0,4,0,
rec-118-dup-0,20,rec-164-dup-0,4,0,
id-10101,20,rec-203-dup-0,4,0,
rec-563-dup-0,20,rec-313-dup-0,4,0,
rec-10031-dup-0,20,rec-213-dup-0,4,0,
id-691,20,rec-474-dup-0,4,0,
rec-10143-dup-0,20,rec-219-dup-1,4,0,
id-320,20,rec-340-dup-0,4,0,
id-851,20,rec-535-dup-0,4,0,
rec-886-dup-1,20,rec-129-dup-0,4,0,
rec-186-dup-1,20,rec-103-dup-0,4,0,
rec-226-dup-1,20,id-402,4,0,
rec-68-dup-0,20,id-707,4,0,
id-756,20,rec-472-dup-0,4,0,
rec-494-dup-0,20,rec-257-dup-1,4,0,
rec-640-dup-0,20,rec-129-dup-0,4,0,
rec-143-dup-0,20,rec-89-dup-1,4,0,
rec-251-dup-0,20,id-73,1,50,
rec-122-dup-1,20,id-7,4,0,
id-621,20,rec-808-dup-0,3,0,
rec-543-dup-0,20,rec-103-dup-0,4,0,
rec-649-dup-0,20,rec-113-dup-0,4,0,
id-715,20,rec-141-dup-1,4,0,
id-837,20,rec-800-dup-0,3,0,
id-573,20,rec-447-dup-0,4,0,
rec-833-dup-1,20,id-710,4,0,
rec-674-dup-0,20,id-242,4,0,
id-42,20,rec-103-dup-0,4,0,
id-822,20,rec-65-dup-1,1,34,
rec-319-dup-0,20,rec-59-dup-0,4,0,
rec-163-dup-0,20,rec-526-dup-0,4,0,
rec-640-dup-1,20,rec-514-dup-0,4,0,
rec-783-dup-0,20,rec-179-dup-1,4,0,
id-290,20,rec-515-dup-0,2,0,
id-855,20,rec-113-dup-1,4,0,
id-590,20,rec-235-dup-0,1,16,
rec-52-dup-0,20,rec-387-dup-0,2,0,
rec-121-dup-0,20,id-605,4,0,
rec-524-dup-0,20,rec-189-dup-0,1,12,
rec-43-dup-0,20,rec-74-dup-0,1,1,2.0
rec-251-dup-0,20,rec-113-dup-1,4,0,
rec-10165-dup-0,20,id-214,4,0,
id-480,20,rec-203-dup-0,4,0,
rec-601-dup-0,20,id-804,3,0,
id-105,20,rec-189-dup-1,1,1,1.0
id-31,20,rec-89-dup-0,4,0,
rec-373-dup-0,20,id-337,1,33,
rec-344-dup-0,20,rec-502-dup-0,4,0,
rec-78-dup-0,20,id-226,4,0,
id-788,20,rec-503-dup-0,4,0,
rec-610-dup-0,20,id-283,2,0,
rec-517-dup-0,20,id-111,1,1,2.0
rec-478-dup-1,20,id-109,1,35,
rec-544-dup-0,20,rec-450-dup-0,1,20,
id-708,20,rec-452-dup-1,1,44,
rec-852-dup-1,20,rec-164-dup-0,4,0,
rec-176-dup-1,20,id-286,4,0,
id-576,20,rec-253-dup-0,4,0,
id-803,20,rec-188-dup-0,4,0,
rec-787-dup-1,20,id-496,4,0,
id-481,20,rec-472-dup-1,4,0,
rec-227-dup-0,20,rec-129-dup-0,4,0,
rec-208-dup-0,20,id-496,4,0,
rec-10023-dup-0,20,rec-693-dup-0,4,0,
rec-208-dup-0,20,id-371,4,0,
id-719,20,rec-203-dup-0,4,0,
rec-73-dup-1,20,rec-503-dup-1,4,0,
rec-832-dup-0,20,rec-383-dup-0,1,1,4.0
rec-177-dup-0,20,id-605,4,0,
rec-877-dup-0,20,rec-129-dup-0,4,0,
rec-852-dup-0,20,rec-179-dup-1,4,0,
id-39,20,rec-219-dup-1,4,0,
rec-558-dup-0,20,rec-800-dup-0,3,0,
rec-619-dup-0,20,rec-490-dup-0,4,0,
rec-649-dup-1,20,rec-103-dup-0,4,0,
rec-10161-dup-0,20,id-496,4,0,
rec-643-dup-1,20,id-225,1,1,1.0
rec-365-dup-1,20,rec-157-dup-0,4,0,
rec-579-dup-0,20,id-227,4,0,
id-675,20,rec-157-dup-1,4,0,
rec-73-dup-0,20,id-482,4,0,
rec-811-dup-1,20,rec-76-dup-1,4,0,
rec-659-dup-0,20,id-341,1,12,
rec-508-dup-0,20,rec-442-dup-1,4,0,
rec-253-dup-0,20,id-348,1,40,
rec-794-dup-0,20,id-214,4,0,
id-10177,20,rec-253-dup-0,1,32,
rec-64-dup-0,20,rec-472-dup-1,4,0,
rec-273-dup-0,20,id-263,4,0,
id-569,20,rec-374-dup-0,4,0,
id-714,20,rec-304-dup-1,4,0,
id-10172,20,rec-113-dup-0,4,0,
rec-825-dup-0,20,id-286,4,0,
rec-660-dup-0,20,rec-444-dup-0,4,0,
id-364,20,rec-59-dup-0,4,0,
rec-589-dup-1,20,id-334,1,28,
id-10169,20,rec-369-dup-1,4,0,
id-37,20,rec-39-dup-1,1,1,2.0
rec-281-dup-0,20,rec-86-dup-0,4,0,
id-724,20,rec-219-dup-1,4,0,
rec-295-dup-0,20,rec-213-dup-0,4,0,
rec-773-dup-0,20,id-263,4,0,
id-199,20,rec-408-dup-0,1,1,1.0
rec-704-dup-0,20,id-173,4,0,
rec-630-dup-0,20,id-413,4,0,
id-506,20,rec-189-dup-1,2,0,
rec-177-dup-0,20,id-286,4,0,
rec-678-dup-1,20,id-389,1,24,
id-37,20,rec-326-dup-0,1,28,
id-42,20,rec-141-dup-0,4,0,
id-10094,20,rec-104-dup-0,1,8,
rec-828-dup-0,20,id-269,4,0,
rec-531-dup-0,20,rec-304-dup-1,1,40,
id-690,20,rec-104-dup-0,1,20,
rec-144-dup-0,20,id-355,1,40,
rec-465-dup-0,20,id-402,4,0,
rec-634-dup-0,20,rec-213-dup-0,4,0,
rec-80-dup-0,20,id-362,4,0,
rec-556-dup-1,20,id-372,4,0,
id-718,20,rec-799-dup-1,3,0,
rec-437-dup-0,20,id-95,1,20,
rec-529-dup-0,20,rec-421-dup-0,4,0,
rec-622-dup-0,20,rec-409-dup-1,4,0,
id-636,20,rec-164-dup-0,4,0,
rec-10189-dup-0,20,rec-219-dup-0,4,0,
rec-144-dup-0,20,rec-59-dup-0,1,65,
rec-438-dup-1,20,id-492,4,0,
id-574,20,rec-203-dup-0,4,0,
id-364,20,rec-59-dup-0,1,52,
rec-583-dup-0,20,rec-113-dup-1,4,0,
rec-825-dup-0,20,rec-141-dup-1,4,0,
rec-438-dup-0,20,rec-313-dup-0,4,0,
rec-10019-dup-0,20,rec-257-dup-0,4,0,
rec-131-dup-0,20,rec-321-dup-1,2,0,
rec-677-dup-0,20,id-371,4,0,
id-59,20,rec-219-dup-0,4,0,
rec-114-dup-1,20,id-115,4,0,
rec-539-dup-0,20,rec-279-dup-0,4,0,
id-10011,20,rec-604-dup-0,4,0,
rec-685-dup-1,20,id-412,1,27,
rec-142-dup-0,20,rec-157-dup-1,4,0,
rec-80-dup-0,20,id-797,3,0,
rec-32-dup-0,20,rec-64-dup-0,1,5,
rec-861-dup-0,20,rec-359-dup-0,1,64,
id-28,20,rec-157-dup-1,4,0,
id-884,20,rec-86-dup-0,4,0,
rec-10151-dup-0,20,rec-157-dup-1,4,0,
id-662,20,rec-83-dup-0,4,0,
id-860,20,rec-808-dup-1,3,0,
rec-589-dup-0,20,id-29,1,20,
rec-10032-dup-1,20,id-73,1,16,
rec-10007-dup-0,20,id-425,1,1,1.0
id-460,20,rec-311-dup-0,4,0,
rec-122-dup-0,20,rec-409-dup-0,4,0,
id-439,20,rec-374-dup-0,4,0,
rec-725-dup-0,20,rec-34-dup-0,4,0,
rec-73-dup-0,20,id-214,4,0,
rec-811-dup-1,20,rec-253-dup-0,1,36,
id-474,20,rec-129-dup-0,4,0,
rec-6-dup-1,20,id-156,4,0,
rec-453-dup-0,20,rec-310-dup-0,1,4,
rec-426-dup-0,20,id-506,4,0,
rec-10183-dup-0,20,rec-65-dup-0,1,35,
rec-121-dup-1,20,rec-503-dup-0,4,0,
rec-453-dup-0,20,id-389,1,24,
id-140,20,rec-71-dup-1,1,1,1.0
rec-625-dup-0,20,id-214,4,0,
rec-350-dup-0,20,rec-503-dup-0,4,0,
id-184,20,rec-113-dup-0,4,0,
rec-63-dup-0,20,id-227,4,0,
rec-484-dup-0,20,rec-200-dup-0,4,0,
rec-820-dup-0,20,id-707,4,0,
rec-10021-dup-0,20,id-286,4,0,
rec-760-dup-1,20,id-20,1,0,
rec-730-dup-0,20,rec-472-dup-1,4,0,
rec-6-dup-1,20,rec-5-dup-0,4,0,
rec-6-dup-1,20,rec-53-dup-0,4,0,
rec-131-dup-1,20,rec-442-dup-1,4,0,
rec-373-dup-0,20,rec-304-dup-1,4,0,
id-248,20,rec-279-dup-0,4,0,
rec-404-dup-0,20,id-33,1,1,1.0
rec-746-dup-0,20,rec-251-dup-0,1,8,
rec-674-dup-0,20,id-14,4,0,
rec-53-dup-0,20,rec-34-dup-0,4,0,
rec-464-dup-0,20,id-168,4,0,
rec-176-dup-1,20,rec-219-dup-0,4,0,
rec-584-dup-0,20,rec-213-dup-0,4,0,
rec-599-dup-0,20,rec-11-dup-1,1,1,2.0
rec-487-dup-0,20,id-87,4,0,
id-41,20,rec-141-dup-1,4,0,
rec-685-dup-0,20,rec-270-dup-0,4,0,
id-59,20,rec-179-dup-0,1,1,13.0
id-151,20,rec-5-dup-0,4,0,
rec-369-dup-0,20,rec-157-dup-1,4,0,
rec-787-dup-0,20,id-280,4,0,
id-10012,20,rec-253-dup-0,4,0,
rec-26-dup-1,20,rec-63-dup-0,4,0,
rec-342-dup-0,20,rec-34-dup-0,4,0,
rec-531-dup-0,20,rec-34-dup-0,4,0,
id-555,20,rec-63-dup-0,4,0,
rec-888-dup-0,20,rec-279-dup-0,4,0,
rec-147-dup-0,20,rec-219-dup-1,4,0,
rec-532-dup-0,20,rec-526-dup-0,4,0,
rec-324-dup-0,20,rec-90-dup-0,2,0,
rec-250-dup-0,20,rec-219-dup-0,1,18,
rec-10166-dup-0,20,id-413,1,65,
rec-660-dup-0,20,id-14,4,0,
rec-770-dup-0,20,id-247,1,47,
rec-641-dup-0,20,rec-34-dup-0,4,0,
rec-226-dup-0,20,id-56,4,0,
id-702,20,rec-213-dup-0,4,0,
id-480,20,rec-472-dup-0,4,0,
id-626,20,rec-241-dup-0,4,0,
rec-226-dup-1,20,rec-352-dup-0,1,12,
rec-588-dup-0,20,rec-203-dup-0,4,0,
rec-34-dup-0,20,rec-157-dup-1,4,0,
id-2,20,rec-331-dup-1,4,0,
rec-206-dup-0,20,rec-387-dup-0,2,0,
rec-743-dup-1,20,rec-343-dup-1,1,1,2.0
rec-250-dup-0,20,rec-113-dup-0,4,0,
rec-426-dup-1,20,id-271,4,0,
rec-677-dup-1,20,id-271,4,0,
id-10016,20,rec-57-dup-0,4,0,
id-107,20,rec-68-dup-0,1,40,
rec-678-dup-1,20,rec-502-dup-0,4,0,
id-606,20,rec-213-dup-0,4,0,
id-380,20,rec-241-dup-0,4,0,
id-628,20,rec-526-dup-1,4,0,
id-10173,20,rec-352-dup-0,2,0,
rec-494-dup-1,20,rec-86-dup-0,4,0,
rec-90-dup-0,20,id-240,4,0,
rec-861-dup-0,20,rec-313-dup-0,1,12,
id-359,20,rec-241-dup-0,4,0,
rec-208-dup-0,20,rec-328-dup-0,1,28,
rec-163-dup-0,20,rec-17-dup-0,2,0,
id-10011,20,rec-203-dup-0,4,0,
rec-717-dup-0,20,rec-428-dup-0,4,0,
rec-378-dup-0,20,id-133,1,36,
rec-738-dup-0,20,id-527,4,0,
rec-591-dup-0,20,id-182,4,0,
rec-478-dup-1,20,id-85,4,0,
id-10097,20,rec-253-dup-0,4,0,
rec-596-dup-0,20,id-182,4,0,
id-727,20,rec-409-dup-0,4,0,
rec-50-dup-1,20,rec-179-dup-0,4,0,
id-549,20,rec-270-dup-0,4,0,
rec-562-dup-0,20,id-156,4,0,
id-784,20,rec-526-dup-0,4,0,
rec-148-dup-0,20,id-35,1,1,1.0
rec-404-dup-1,20,rec-270-dup-0,4,0,
id-10101,20,rec-241-dup-0,4,0,
rec-121-dup-1,20,id-94,4,0,
rec-281-dup-0,20,id-156,4,0,
rec-811-dup-1,20,rec-452-dup-1,1,42,
id-248,20,rec-200-dup-1,4,0,
rec-447-dup-1,20,id-97,4,0,
rec-233-dup-1,20,rec-63-dup-0,1,65,
rec-258-dup-1,20,rec-518-dup-0,3,0,
id-506,20,rec-203-dup-0,4,0,
rec-427-dup-1,20,id-240,4,0,
rec-10025-dup-1,20,rec-203-dup-0,4,0,
rec-95-dup-0,20,id-88,1,1,4.0
id-647,20,rec-279-dup-1,4,0,
id-10096,20,rec-86-dup-0,1,4,
rec-682-dup-0,20,id-360,4,0,
rec-462-dup-0,20,rec-103-dup-0,4,0,
rec-833-dup-0,20,id-29,1,21,
rec-568-dup-1,20,rec-350-dup-0,4,0,
id-239,20,rec-113-dup-1,4,0,
rec-820-dup-1,20,rec-39-dup-1,1,1,3.0
rec-369-dup-0,20,rec-799-dup-1,3,0,
id-306,20,rec-76-dup-1,4,0,
rec-163-dup-0,20,id-93,1,9,
id-10180,20,rec-213-dup-0,4,0,
rec-10019-dup-1,20,id-173,4,0,
rec-163-dup-0,20,rec-129-dup-0,4,0,
rec-896-dup-0,20,rec-200-dup-0,4,0,
rec-348-dup-1,20,id-334,4,0,
rec-482-dup-0,20,id-412,4,0,
rec-780-dup-0,20,rec-799-dup-0,3,0,
rec-825-dup-0,20,rec-502-dup-0,4,0,
rec-634-dup-0,20,rec-34-dup-0,4,0,
rec-143-dup-0,20,rec-359-dup-1,1,44,
id-10148,20,rec-486-dup-0,4,0,
rec-10164-dup-1,20,id-126,4,0,
rec-10032-dup-0,20,rec-331-dup-1,4,0,
rec-83-dup-0,20,id-493,2,0,
rec-10190-dup-0,20,rec-92-dup-0,1,8,
rec-811-dup-0,20,id-785,1,1,4.0
rec-186-dup-0,20,rec-340-dup-0,1,0,
rec-321-dup-0,20,rec-428-dup-0,4,0,
rec-83-dup-0,20,rec-669-dup-0,4,0,
rec-350-dup-1,20,rec-392-dup-0,1,12,
rec-10170-dup-0,20,rec-68-dup-0,1,55,
rec-258-dup-0,20,id-291,4,0,
id-786,20,rec-321-dup-1,1,65,
rec-701-dup-0,20,id-512,4,0,
id-572,20,rec-282-dup-0,2,0,
rec-150-dup-0,20,rec-486-dup-0,4,0,
rec-701-dup-0,20,id-212,2,0,
id-812,20,rec-203-dup-0,4,0,
id-141,20,rec-163-dup-0,1,1,1.0
id-805,20,rec-442-dup-1,1,55,
rec-10168-dup-0,20,rec-428-dup-0,4,0,
rec-73-dup-1,20,id-291,4,0,
rec-93-dup-0,20,id-109,1,1,3.0
rec-112-dup-0,20,id-87,4,0,
id-45,20,rec-213-dup-0,4,0,
rec-587-dup-0,20,id-521,1,40,
id-10173,20,rec-241-dup-0,4,0,
id-10152,20,rec-68-dup-0,1,1,6.0
rec-362-dup-0,20,id-184,4,0,
rec-600-dup-0,20,id-214,4,0,
id-616,20,rec-470-dup-1,2,0,
id-891,20,rec-442-dup-1,4,0,
rec-508-dup-0,20,rec-63-dup-0,4,0,
rec-10161-dup-0,20,rec-38-dup-0,2,0,
rec-10164-dup-1,20,id-500,4,0,
id-10097,20,rec-86-dup-0,1,4,
id-866,20,rec-34-dup-0,4,0,
rec-273-dup-0,20,rec-447-dup-0,4,0,
rec-643-dup-0,20,rec-326-dup-0,1,24,
rec-378-dup-0,20,rec-219-dup-1,4,0,
rec-583-dup-0,20,rec-253-dup-0,1,28,
rec-53-dup-0,20,id-496,4,0,
rec-852-dup-0,20,rec-5-dup-0,4,0,
rec-324-dup-0,20,rec-89-dup-1,4,0,
rec-50-dup-0,20,rec-502-dup-0,4,0,
rec-163-dup-0,20,rec-542-dup-0,4,0,
rec-820-dup-1,20,id-254,1,15,1.0
rec-588-dup-0,20,rec-203-dup-0,1,8,
rec-250-dup-0,20,rec-89-dup-0,4,0,
rec-355-dup-1,20,id-58,4,0,
rec-122-dup-1,20,id-389,1,40,
id-111,20,rec-241-dup-0,4,0,
id-383,20,rec-53-dup-1,4,0,
id-819,20,rec-39-dup-0,1,1,2.0
rec-787-dup-1,20,id-580,1,75,
rec-10021-dup-0,20,rec-188-dup-0,4,0,
rec-251-dup-0,20,rec-311-dup-1,4,0,
id-737,20,rec-81-dup-0,1,1,4.0
rec-80-dup-0,20,id-286,4,0,
id-869,20,rec-270-dup-0,4,0,
id-116,20,rec-352-dup-0,2,0,
id-98,20,rec-34-dup-0,4,0,
rec-622-dup-0,20,id-280,4,0,
id-693,20,rec-11-dup-1,1,1,6.0
rec-864-dup-0,20,id-247,4,0,
id-892,20,rec-197-dup-1,1,28,
rec-660-dup-0,20,rec-213-dup-0,4,0,
rec-610-dup-0,20,id-269,4,0,
id-329,20,rec-76-dup-0,4,0,
rec-176-dup-0,20,id-204,1,12,
rec-34-dup-0,20,rec-53-dup-0,4,0,
id-618,20,rec-203-dup-0,4,0,
id-146,20,rec-219-dup-0,4,0,
id-686,20,rec-53-dup-0,4,0,
rec-508-dup-0,20,id-416,4,0,
rec-10147-dup-0,20,id-206,4,0,
rec-10031-dup-0,20,id-168,4,0,
rec-10190-dup-1,20,rec-103-dup-0,4,0,
rec-828-dup-0,20,rec-251-dup-0,4,0,
rec-464-dup-0,20,rec-200-dup-1,4,0,
rec-238-dup-0,20,id-168,4,0,
id-468,20,rec-213-dup-0,4,0,
rec-890-dup-0,20,id-434,3,0,
rec-748-dup-0,20,id-182,4,0,
id-573,20,rec-313-dup-0,4,0,
rec-484-dup-0,20,id-784,4,0,
id-560,20,rec-203-dup-0,4,0,
rec-365-dup-0,20,rec-329-dup-0,1,72,
rec-531-dup-0,20,id-505,1,44,
id-124,20,rec-34-dup-0,4,0,
rec-568-dup-0,20,id-390,4,0,
id-687,20,rec-64-dup-0,1,1,2.0
rec-640-dup-1,20,rec-340-dup-0,4,0,
id-567,20,rec-19-dup-1,4,0,
rec-507-dup-0,20,rec-270-dup-0,1,42,
rec-55-dup-0,20,id-347,4,0,
rec-10147-dup-0,20,id-120,4,0,
rec-10181-dup-0,20,rec-304-dup-0,4,0,
rec-26-dup-1,20,rec-84-dup-0,1,1,18.0
rec-95-dup-0,20,rec-157-dup-1,4,0,
rec-521-dup-0,20,rec-241-dup-0,4,0,
rec-10030-dup-1,20,id-567,1,24,1.0
rec-890-dup-1,20,rec-744-dup-0,1,56,
id-329,20,rec-90-dup-0,1,1,7.0
id-102,20,rec-76-dup-1,4,0,
id-817,20,rec-369-dup-0,4,0,
rec-131-dup-0,20,id-156,4,0,
rec-10030-dup-0,20,id-286,4,0,
rec-215-dup-0,20,rec-59-dup-0,4,0,
rec-10143-dup-0,20,rec-141-dup-0,4,0,
rec-258-dup-1,20,id-240,4,0,
id-712,20,rec-157-dup-0,4,0,
rec-6-dup-1,20,rec-89-dup-1,4,0,
rec-730-dup-0,20,rec-203-dup-0,4,0,
rec-610-dup-0,20,rec-163-dup-1,1,15,
rec-558-dup-0,20,rec-328-dup-0,4,0,
rec-599-dup-1,20,rec-86-dup-0,4,0,
id-145,20,rec-63-dup-0,4,0,
rec-753-dup-1,20,rec-163-dup-0,1,25,
id-691,20,rec-799-dup-0,3,0,
id-626,20,rec-157-dup-0,4,0,
rec-251-dup-0,20,rec-63-dup-0,4,0,
rec-563-dup-1,20,rec-472-dup-1,4,0,
id-715,20,rec-103-dup-0,4,0,
id-33,20,rec-421-dup-0,4,0,
id-865,20,rec-64-dup-1,1,1,3.0
rec-365-dup-0,20,id-416,4,0,
id-809,20,rec-157-dup-0,4,0,
rec-478-dup-1,20,id-271,4,0,
rec-103-dup-1,20,id-427,4,0,
rec-575-dup-0,20,id-240,4,0,
rec-10031-dup-1,20,rec-203-dup-0,4,0,
id-59,20,rec-129-dup-0,4,0,
rec-773-dup-0,20,rec-179-dup-1,4,0,
id-403,20,rec-113-dup-1,4,0,
rec-589-dup-0,20,id-206,1,12,
id-485,20,rec-203-dup-0,4,0,
rec-435-dup-1,20,id-153,1,53,
id-793,20,rec-428-dup-0,4,0,
rec-600-dup-0,20,id-156,4,0,
id-688,20,rec-444-dup-0,4,0,
rec-373-dup-0,20,id-523,4,0,
rec-233-dup-0,20,id-240,4,0,
rec-730-dup-0,20,id-258,4,0,
rec-780-dup-0,20,rec-257-dup-0,4,0,
rec-10007-dup-0,20,id-496,4,0,
id-173,20,rec-5-dup-0,4,0,
id-694,20,rec-157-dup-1,4,0,
rec-150-dup-0,20,id-433,4,0,
rec-10170-dup-1,20,id-97,1,20,
rec-479-dup-1,20,rec-486-dup-0,1,20,
rec-677-dup-1,20,rec-113-dup-0,4,0,
id-636,20,rec-53-dup-1,4,0,
rec-83-dup-0,20,rec-211-dup-0,4,0,
rec-643-dup-1,20,id-94,4,0,
rec-738-dup-0,20,rec-19-dup-0,4,0,
rec-886-dup-0,20,id-506,4,0,
id-756,20,rec-188-dup-0,4,0,
rec-743-dup-1,20,id-416,4,0,
rec-852-dup-1,20,id-269,4,0,
rec-863-dup-0,20,id-334,1,1,3.0
rec-434-dup-0,20,rec-310-dup-0,2,0,
id-486,20,rec-86-dup-0,4,0,
rec-121-dup-1,20,id-250,4,0,
rec-10118-dup-0,20,id-201,4,0,
rec-483-dup-1,20,rec-408-dup-1,4,0,
rec-43-dup-0,20,rec-92-dup-0,1,24,
rec-563-dup-0,20,id-496,4,0,
id-291,20,rec-164-dup-0,4,0,
rec-10007-dup-0,20,id-412,4,0,
id-737,20,rec-103-dup-0,4,0,
rec-10189-dup-0,20,id-496,4,0,
rec-104-dup-0,20,rec-514-dup-0,1,16,
rec-533-dup-0,20,id-182,4,0,
rec-51-dup-0,20,id-156,4,0,
rec-143-dup-0,20,rec-213-dup-0,4,0,
id-255,20,rec-53-dup-1,1,30,
id-836,20,rec-270-dup-0,4,0,
rec-447-dup-1,20,id-98,1,1,1.0
rec-295-dup-0,20,rec-313-dup-1,4,0,
rec-707-dup-0,20,rec-213-dup-0,4,0,
rec-787-dup-0,20,id-276,4,0,
id-800,20,rec-408-dup-0,1,64,
rec-295-dup-0,20,id-240,4,0,
id-10119,20,rec-667-dup-0,4,0,
id-819,20,rec-331-dup-1,1,35,
id-759,20,rec-490-dup-0,4,0,
rec-10190-dup-0,20,id-416,4,0,
rec-531-dup-0,20,rec-270-dup-0,1,12,
rec-215-dup-1,20,rec-374-dup-0,4,0,
rec-10184-dup-0,20,id-43,1,1,11.0
id-293,20,rec-574-dup-1,2,0,
rec-730-dup-0,20,id-453,1,9,
rec-73-dup-1,20,id-58,4,0,
id-29,20,rec-92-dup-0,1,40,
rec-562-dup-1,20,id-471,1,48,1.0
id-679,20,rec-475-dup-0,1,8,
id-337,20,rec-328-dup-1,4,0,
rec-780-dup-0,20,rec-89-dup-0,4,0,
rec-846-dup-0,20,id-242,1,36,
rec-897-dup-0,20,rec-164-dup-0,4,0,
rec-10023-dup-0,20,id-416,4,0,
id-12,20,rec-366-dup-1,1,36,
rec-148-dup-0,20,rec-86-dup-0,4,0,
rec-773-dup-1,20,id-247,4,0,
rec-674-dup-0,20,rec-241-dup-0,4,0,
id-10026,20,rec-442-dup-0,4,0,
id-242,20,rec-526-dup-0,4,0,
rec-596-dup-1,20,rec-405-dup-0,4,0,
rec-478-dup-0,20,id-196,4,0,
rec-536-dup-0,20,id-438,4,0,
id-564,20,rec-800-dup-0,3,0,
id-777,20,rec-374-dup-0,4,0,
rec-634-dup-0,20,rec-458-dup-0,1,1,2.0
rec-148-dup-0,20,id-196,4,0,
rec-543-dup-0,20,id-371,4,0,
id-475,20,rec-63-dup-0,4,0,
rec-355-dup-0,20,rec-502-dup-0,4,0,
rec-404-dup-1,20,rec-706-dup-0,4,0,
rec-139-dup-0,20,rec-350-dup-0,1,49,
rec-126-dup-0,20,rec-34-dup-0,4,0,
id-28,20,rec-89-dup-0,4,0,
rec-701-dup-0,20,id-214,4,0,
id-799,20,rec-53-dup-0,4,0,
rec-381-dup-1,20,rec-595-dup-0,4,0,
id-10174,20,rec-270-dup-0,4,0,
rec-34-dup-0,20,rec-53-dup-0,4,0,
rec-613-dup-0,20,id-258,1,30,
rec-211-dup-1,20,id-362,4,0,
id-10029,20,rec-75-dup-0,1,12,2.0
rec-273-dup-0,20,id-402,4,0,
id-865,20,rec-675-dup-0,4,0,
rec-484-dup-0,20,id-201,4,0,
rec-163-dup-0,20,rec-64-dup-0,1,1,1.0
id-687,20,rec-473-dup-1,4,0,
rec-707-dup-0,20,rec-86-dup-0,4,0,
rec-10165-dup-0,20,id-231,4,0,
rec-825-dup-0,20,rec-473-dup-1,4,0,
rec-150-dup-1,20,rec-129-dup-0,1,1,5.0
rec-544-dup-0,20,rec-38-dup-0,1,56,
rec-10098-dup-0,20,rec-104-dup-0,1,8,
rec-51-dup-0,20,rec-421-dup-0,4,0,
rec-112-dup-0,20,id-33,1,1,2.0
id-689,20,rec-503-dup-0,4,0,
rec-749-dup-0,20,rec-667-dup-0,1,28,
rec-589-dup-1,20,id-202,4,0,
rec-444-dup-0,20,id-214,4,0,
rec-350-dup-1,20,rec-213-dup-0,1,16,
id-278,20,rec-542-dup-0,1,45,
rec-466-dup-0,20,rec-84-dup-0,1,1,3.0
rec-584-dup-0,20,id-58,4,0,
rec-122-dup-0,20,id-227,1,1,8.0
id-616,20,rec-174-dup-0,1,8,
id-264,20,rec-526-dup-0,4,0,
rec-787-dup-0,20,rec-5-dup-0,4,0,
rec-10118-dup-0,20,rec-63-dup-0,4,0,
rec-852-dup-1,20,id-276,1,45,
rec-177-dup-0,20,rec-164-dup-0,4,0,
rec-103-dup-1,20,rec-63-dup-0,4,0,
id-10102,20,rec-10-dup-1,1,1,17.0
rec-707-dup-0,20,rec-796-dup-0,3,0,
id-837,20,rec-535-dup-0,1,35,
rec-863-dup-1,20,rec-514-dup-0,4,0,
rec-348-dup-1,20,rec-450-dup-0,1,20,
id-169,20,rec-257-dup-0,4,0,
rec-114-dup-0,20,rec-213-dup-0,4,0,
id-275,20,rec-808-dup-1,3,0,
rec-613-dup-0,20,id-37,1,33,
rec-530-dup-0,20,id-173,4,0,
rec-487-dup-0,20,id-347,4,0,
rec-344-dup-0,20,rec-428-dup-0,4,0,
rec-350-dup-1,20,rec-59-dup-0,4,0,
rec-251-dup-0,20,rec-791-dup-0,1,40,
id-576,20,rec-157-dup-0,4,0,
id-145,20,rec-113-dup-0,4,0,
rec-619-dup-0,20,rec-270-dup-0,4,0,
rec-142-dup-0,20,rec-693-dup-0,4,0,
rec-347-dup-1,20,id-201,4,0,
rec-35-dup-0,20,rec-447-dup-0,4,0,
rec-833-dup-0,20,rec-34-dup-0,1,49,
rec-634-dup-0,20,rec-241-dup-0,4,0,
id-405,20,rec-113-dup-1,4,0,
id-446,20,rec-526-dup-0,4,0,
rec-862-dup-0,20,rec-179-dup-1,4,0,
rec-114-dup-0,20,rec-76-dup-0,4,0,
rec-131-dup-0,20,id-362,4,0,
id-784,20,rec-799-dup-1,3,0,
id-816,20,rec-352-dup-0,1,12,
rec-10189-dup-0,20,id-173,4,0,
rec-10007-dup-1,20,id-412,4,0,
rec-494-dup-1,20,rec-595-dup-1,4,0,
rec-250-dup-0,20,rec-19-dup-1,4,0,
id-383,20,rec-444-dup-0,4,0,
rec-483-dup-0,20,rec-59-dup-0,4,0,
id-329,20,rec-89-dup-0,4,0,
id-106,20,rec-270-dup-0,4,0,
rec-704-dup-0,20,rec-68-dup-0,2,0,
rec-531-dup-0,20,id-9,4,0,
id-768,20,rec-474-dup-0,4,0,
id-264,20,rec-39-dup-0,1,1,8.0
id-10191,20,rec-442-dup-1,1,36,
rec-780-dup-0,20,rec-304-dup-0,4,0,
rec-143-dup-0,20,id-87,4,0,
