ability,version_group,language,flavor_text
rec-207-dup-0,20,9,Doubles the Pokémons Speed stat onElectric Terrain.
rec-207-dup-0,20,7,Duplica su Velocidad si hay un campo eléctrico en elterreno de combate.
rec-207-dup-0,20,12,电气场地时速度会变为２倍
rec-207-dup-0,20,3,일렉트릭필드일 때스피드가 2배가 된다.
rec-207-dup-0,20,6,Verdoppelt die Initiative wenn zuvor ein Elektrofelderzeugt wurde.
rec-207-dup-0,20,5,La Vitesse du Pokémon est doublée surun Champ Électrifié.
rec-207-dup-0,20,11,エレキフィールド　のとき素早さが　２倍に　なる
rec-96-dup-0,20,1,どんな　タイプの　わざでもすべて　ノーマルタイプに　なるいりょくが　すこし　あがる
rec-96-dup-0,20,11,どんな　タイプの　技でもすべて　ノーマルタイプに　なる威力が　少し　上がる
rec-96-dup-0,20,4,無論是什麼屬性的招式全部都會變為一般屬性威力會少量提高
rec-96-dup-0,20,6,Alle Attacken des Pokémon nehmen den Typ Normalan und ihre Stärke erhöht sich ein wenig.
rec-96-dup-0,20,9,All the Pokémons moves become Normal type.The power of those moves is boosted a little.
rec-96-dup-0,20,12,无论是什么属性的招式全部会变为一般属性威力会少量提高
rec-96-dup-0,20,3,어떤 타입의 기술도모두 노말타입이 된다.위력이 조금 올라간다.
rec-96-dup-0,20,7,Hace que todos sus movimientos se vuelvan de tipoNormal y aumenten ligeramente su potencia.
rec-96-dup-0,20,5,Toutes les capacités du Pokémon deviennentde type Normal quel que soit leur type original.Leur puissance augmente légèrement.
rec-96-dup-0,20,8,Tutte le mosse del Pokémon diventano di tipoNormale e la loro potenza aumenta un po.
rec-63-dup-0,20,1,じょうたい　いじょうに　なるとふしぎなうろこが　はんのうしてぼうぎょが　あがる
rec-63-dup-0,20,4,陷入異常狀態時神奇鱗片會發生反應防禦會提高
rec-63-dup-0,20,6,Bei Statusproblemen schützt es sich mit mysteriösenSchuppen und erhöht so seine Verteidigung.
rec-63-dup-0,20,5,Les écailles mystérieuses du Pokémon réagissentaux altérations de statut en augmentant sa Défense.
rec-63-dup-0,20,7,Sube su Defensa si sufre un problema de estado.
rec-63-dup-0,20,3,상태 이상이 되면이상한 비늘이 반응해서방어가 올라간다.
rec-63-dup-0,20,8,Se il Pokémon è affetto da un problema di statole squame sulla sua pelle si induriscono aumentandola sua Difesa.
rec-63-dup-0,20,11,状態異常に　なると不思議なウロコが　反応して防御が　上がる
rec-63-dup-0,20,9,The Pokémons marvelous scales boost the Defensestat if it has a status condition.
rec-63-dup-0,20,12,如果变为异常状态神奇鳞片会发生反应防御会提高
rec-253-dup-0,20,3,접촉하는 기술을 받으면3턴 후에 양쪽 모두 기절한다.교체되면 효과가 없어진다.
rec-253-dup-0,20,4,在受到接觸類招式攻擊時３個回合後雙方都會陷入瀕死替換寶可夢後效果就會消失
rec-253-dup-0,20,7,Si le alcanza un movimiento de contacto se debilitaráal cabo de 3 turnos así como su agresor a menos queabandonen el terreno de combate.
rec-253-dup-0,20,6,Erleidet es einen Treffer von einer direkten Attackewird es zusammen mit dem Angreifer nach drei Rundenbesiegt. Rettung ist durch Austausch möglich.
rec-253-dup-0,20,8,Se il Pokémon viene colpito da un attacco direttodopo tre turni va KO assieme a chi lo ha attaccato.Se uno dei due viene sostituito non va KO.
rec-253-dup-0,20,5,Lorsque le Pokémon est directement touché parune attaque lassaillant et lui tomberont K.O. dans troistours à moins quils ne soient remplacés entre temps.
rec-253-dup-0,20,12,受到接触类招式攻击时双方都会在３回合后变为濒死状态替换后效果消失
rec-253-dup-0,20,11,接触する　技を　受けるとお互い　３ターン　たつと　ひんしになる交代すると　効果は　なくなる
rec-253-dup-0,20,9,When hit by a move that makes direct contactthe Pokémon and the attacker will faint after three turnsunless they switch out of battle.
rec-253-dup-0,20,1,せっしょくする　わざを　うけるとおたがい　３ターン　たつと　ひんしになるこうたいすると　こうかは　なくなる
rec-113-dup-0,20,5,Permet aux capacités de type Normal ou Combatdu Pokémon de toucher les Pokémon de type Spectre.
rec-113-dup-0,20,9,The Pokémon can hit Ghost-type Pokémon withNormal- and Fighting-type moves.
rec-113-dup-0,20,11,ゴーストタイプの　ポケモンにノーマルタイプと　かくとうタイプの技を　当てることが　できる
rec-113-dup-0,20,3,고스트타입 포켓몬에게노말타입과 격투타입의기술을 맞게 한다.
rec-113-dup-0,20,7,Puede alcanzar a Pokémon de tipo Fantasma conmovimientos de tipo Normal o Lucha.
rec-113-dup-0,20,12,一般属性和格斗属性的招式可以击中幽灵属性的宝可梦
rec-113-dup-0,20,4,一般屬性和格鬥屬性的招式可擊中幽靈屬性的寶可夢
rec-113-dup-0,20,6,Bewirkt dass Normal- und Kampf-Attacken auchPokémon vom Typ Geist treffen können.
rec-113-dup-0,20,1,ゴーストタイプの　ポケモンにノーマルタイプと　かくとうタイプのわざを　あてることが　できる
rec-113-dup-0,20,8,Permette di colpire Pokémon di tipo Spettrocon mosse di tipo Normale e Lotta.
rec-163-dup-1,20,3,상대 특성에 방해받지 않고상대에게 기술을 쓸 수 있다.
rec-163-dup-1,20,6,Attacken können ungeachtet der Fähigkeit des Zieleseingesetzt werden.
rec-163-dup-1,20,8,Quando il Pokémon attacca ignora labilità delbersaglio se questa ha effetto sulle mosse.
rec-163-dup-1,20,1,あいての　とくせいに　じゃまされずあいてに　わざを　だすことが　できる
rec-163-dup-1,20,4,可以不受對手特性的干擾向對手使出招式
rec-163-dup-1,20,9,Moves can be used on the target regardless ofits Abilities.
rec-163-dup-1,20,7,Las habilidades del objetivo no afectan a losmovimientos que emplea.
rec-163-dup-1,20,11,相手の　特性に　ジャマされず相手に　技を　出すことが　できる
rec-163-dup-1,20,5,Le Pokémon ignore les talents adverses qui auraientun effet sur ses capacités.
rec-163-dup-1,20,12,可以不受对手特性的干扰向对手使出招式
rec-229-dup-1,20,11,登場　したときにグラスフィールドを　はりめぐらせる
rec-229-dup-1,20,6,Erzeugt bei Kampfantritt ein Grasfeld.
rec-229-dup-1,20,8,Quando il Pokémon entra in campolo trasforma in un Campo Erboso.
rec-229-dup-1,20,12,出场时会布下青草场地
rec-229-dup-1,20,9,Turns the ground into Grassy Terrain whenthe Pokémon enters a battle.
rec-229-dup-1,20,1,とうじょう　したときにグラスフィールドを　はりめぐらせる
rec-229-dup-1,20,3,등장했을 때그래스필드를 사용한다.
rec-229-dup-1,20,4,出場時會布下青草場地
rec-229-dup-1,20,7,Crea un campo de hierba al entrar en combate.
rec-229-dup-1,20,5,Le Pokémon crée un Champ Herbu au momentoù il entre au combat.
rec-69-dup-0,20,3,반동을 받는 기술을 사용해도HP가 줄지 않는다.
rec-69-dup-0,20,7,No puede dañarse con sus propios movimientos.
rec-69-dup-0,20,6,Verhindert Schaden der durch Rückstoß entstehenwürde.
rec-69-dup-0,20,1,はんどうを　うける　わざを　だしてもＨＰが　へらない
rec-69-dup-0,20,8,Protegge il Pokémon dai contraccolpi.
rec-69-dup-0,20,4,即使使出會受反作用力傷害的招式ＨＰ也不會減少
rec-69-dup-0,20,11,反動を　受ける　技を　出してもＨＰが　減らない
rec-69-dup-0,20,5,Le Pokémon peut utiliser des capacités occasionnantun contrecoup sans perdre de PV.
rec-69-dup-0,20,12,即使使出会受反作用力伤害的招式ＨＰ也不会减少
rec-69-dup-0,20,9,Protects the Pokémon from recoil damage.
rec-143-dup-0,20,6,Kann das Ziel durch bloßes Berühren vergiften.
rec-143-dup-0,20,3,접촉하기만 해도 상대를독 상태로 만들 때가 있다.
rec-143-dup-0,20,5,Peut empoisonner lennemi par simple contact.
rec-143-dup-0,20,8,Il Pokémon può avvelenare il nemico al solo contatto.
rec-143-dup-0,20,9,May poison a target when the Pokémonmakes contact.
rec-143-dup-0,20,12,只通过接触就有可能让对手变为中毒状态
rec-143-dup-0,20,11,触る　だけで　相手をどく　状態に　することがある
rec-143-dup-0,20,4,有時僅是接觸就能讓對手中毒
rec-143-dup-0,20,7,Puede envenenar al objetivo con solo tocarlo.
rec-143-dup-0,20,1,さわる　だけで　あいてをどく　じょうたいに　することがある
rec-157-dup-1,20,11,くさタイプの　技を　受けるとダメージを　受けずに攻撃が　上がる
rec-157-dup-1,20,5,Annule les attaques de type Plante subiespar le Pokémon et augmente son Attaque.
rec-157-dup-1,20,8,Se il Pokémon viene colpito da una mossa di tipo Erbala neutralizza e aumenta il proprio Attacco.
rec-157-dup-1,20,3,풀타입 기술을 받으면데미지를 입지 않고공격이 올라간다.
rec-157-dup-1,20,9,Boosts the Attack stat if hit by a Grass-type moveinstead of taking damage.
rec-157-dup-1,20,1,くさタイプの　わざを　うけるとダメージを　うけずにこうげきが　あがる
rec-157-dup-1,20,4,受到草屬性的招式攻擊時不但不會受到傷害反而攻擊會提高
rec-157-dup-1,20,6,Wird es von einer Pflanzen-Attacke getroffen erleidetes keinerlei Schaden und sein Angriff steigt.
rec-157-dup-1,20,12,受到草属性的招式攻击时不会受到伤害而是攻击会提高
rec-157-dup-1,20,7,Neutraliza los movimientos de tipo Planta y sube suAtaque.
rec-81-dup-1,20,12,冰雹天气时闪避率会提高
rec-81-dup-1,20,4,天氣為冰雹時閃避率會提高
rec-81-dup-1,20,8,Se grandina lelusione aumenta.
rec-81-dup-1,20,3,날씨가 싸라기눈일 때회피율이 올라간다.
rec-81-dup-1,20,5,Augmente lEsquive du Pokémon durant les tempêtesde grêle.
rec-81-dup-1,20,6,Erhöht bei Hagel den Ausweichwert.
rec-81-dup-1,20,9,Boosts evasiveness in a hailstorm.
rec-81-dup-1,20,1,てんきが　あられのときかいひりつが　あがる
rec-81-dup-1,20,7,Sube la Evasión cuando graniza.
rec-81-dup-1,20,11,天気が　あられのとき回避率が　上がる
rec-66-dup-0,20,1,ＨＰが　へったときほのおタイプの　わざのいりょくが　あがる
rec-66-dup-0,20,11,ＨＰが　減ったときほのおタイプの　技の威力が　上がる
rec-66-dup-0,20,6,Erhöht die Stärke von Feuer-Attacken wenn die KP aufeinen gewissen Wert fallen.
rec-66-dup-0,20,12,ＨＰ减少的时候火属性的招式威力会提高
rec-66-dup-0,20,7,Potencia sus movimientos de tipo Fuego cuando lequedan pocos PS.
rec-66-dup-0,20,5,Augmente la puissance des capacités de type Feudu Pokémon quand il a perdu une certaine quantitéde PV.
rec-66-dup-0,20,9,Powers up Fire-type moves when the Pokémons HPis low.
rec-66-dup-0,20,3,HP가 줄었을 때불꽃타입 기술의위력이 올라간다.
rec-66-dup-0,20,4,ＨＰ減少的時候火屬性的招式威力會提高
rec-66-dup-0,20,8,Quando il Pokémon ha pochi PS la potenza dellesue mosse di tipo Fuoco aumenta.
rec-234-dup-1,20,11,登場　したときに攻撃が　上がる
rec-234-dup-1,20,12,出场时攻击会提高
rec-234-dup-1,20,7,Aumenta su Ataque al entrar en combate.
rec-234-dup-1,20,6,Erhöht bei Kampfantritt den Angriff.
rec-234-dup-1,20,8,Quando il Pokémon entra in campo il suo Attaccoaumenta.
rec-234-dup-1,20,1,とうじょう　したときにこうげきが　あがる
rec-234-dup-1,20,3,등장했을 때공격이 올라간다.
rec-234-dup-1,20,4,出場時攻擊會提高
rec-234-dup-1,20,9,Boosts the Pokémons Attack stat when the Pokémonenters a battle.
rec-234-dup-1,20,5,Augmente lAttaque du Pokémon quand il entreau combat.
rec-114-dup-1,20,12,将水属性的招式引到自己身上不会受到伤害而是会提高特攻
rec-114-dup-1,20,6,Zieht Wasser-Attacken an. Statt durch diese Schadenzu nehmen erhöht es den eigenen Spezial-Angriff.
rec-114-dup-1,20,3,물타입의 기술을 자신에게 끌어모아데미지는 받지 않고 특수공격이 올라간다.
rec-114-dup-1,20,5,Le Pokémon détourne sur lui les capacités de type Eauet les neutralise tout en montant son Attaque Spéciale.
rec-114-dup-1,20,11,みずタイプの　技を　自分に　よせつけダメージは　受けずに　特攻が　上がる
rec-114-dup-1,20,9,Draws in all Water-type moves. Instead of being hitby Water-type moves it boosts its Sp. Atk.
rec-114-dup-1,20,7,Atrae y neutraliza los movimientos de tipo Agua queademás le suben el Ataque Especial.
rec-114-dup-1,20,1,みずタイプの　わざを　じぶんに　よせつけダメージは　うけずに　とくこうが　あがる
rec-114-dup-1,20,8,Il Pokémon attira e neutralizza le mosse di tipo Acquae fa aumentare il proprio Attacco Speciale.
rec-114-dup-1,20,4,將水屬性的招式引到自己身上不但不會受到傷害反而會提高特攻
rec-50-dup-0,20,1,やせいの　ポケモンからかならず　にげられる
rec-50-dup-0,20,4,一定能從野生寶可夢那裡逃走
rec-50-dup-0,20,8,Garantisce la fuga dai Pokémon selvatici.
rec-50-dup-0,20,9,Enables a sure getaway from wild Pokémon.
rec-50-dup-0,20,5,Permet de fuir nimporte quel Pokémon sauvage.
rec-50-dup-0,20,11,野生の　ポケモンから必ず　逃げられる
rec-50-dup-0,20,3,야생 포켓몬으로부터반드시 도망칠 수 있다.
rec-50-dup-0,20,6,Die Flucht vor wilden Pokémon gelingt immer.
rec-50-dup-0,20,7,Puede escaparse de todos los Pokémon salvajes.
rec-50-dup-0,20,12,一定能从野生宝可梦那儿逃走
rec-81-dup-0,20,12,冰雹天气时闪避率会提高
rec-81-dup-0,20,4,天氣為冰雹時閃避率會提高
rec-81-dup-0,20,8,Se grandina lelusione aumenta.
rec-81-dup-0,20,3,날씨가 싸라기눈일 때회피율이 올라간다.
rec-81-dup-0,20,5,Augmente lEsquive du Pokémon durant les tempêtesde grêle.
rec-81-dup-0,20,6,Erhöht bei Hagel den Ausweichwert.
rec-81-dup-0,20,9,Boosts evasiveness in a hailstorm.
rec-81-dup-0,20,1,てんきが　あられのときかいひりつが　あがる
rec-81-dup-0,20,7,Sube la Evasión cuando graniza.
rec-81-dup-0,20,11,天気が　あられのとき回避率が　上がる
rec-16-dup-0,20,11,相手から　受けた　技の　タイプに自分の　タイプが　変化　する
rec-16-dup-0,20,1,あいてから　うけた　わざの　タイプにじぶんの　タイプが　へんか　する
rec-16-dup-0,20,5,Lorsque le Pokémon est touché par une capacitéil prend le type de celle-ci.
rec-16-dup-0,20,12,自己的属性会变为从对手处所受招式的属性
rec-16-dup-0,20,7,Adopta el tipo del último movimiento del que esblanco.
rec-16-dup-0,20,8,Il Pokémon acquisisce il tipo della mossa subita.
rec-16-dup-0,20,9,The Pokémons type becomes the type of the moveused on it.
rec-16-dup-0,20,3,상대에게 받은 기술의 타입으로자신의 타입이 변화한다.
rec-16-dup-0,20,6,Ändert seinen Typ zu dem der Attacke des Angreifers.
rec-16-dup-0,20,4,自己的屬性會變為擊中自己的對手招式的屬性
rec-36-dup-0,20,6,Kopiert bei Kampfantritt die Fähigkeit eines Gegners.
rec-36-dup-0,20,8,Quando il Pokémon entra in campo copia labilitàdi un nemico.
rec-36-dup-0,20,7,Al entrar en combate copia la habilidad del rival.
rec-36-dup-0,20,12,出场时复制对手的特性变为与之相同的特性
rec-36-dup-0,20,9,When it enters a battle the Pokémon copies anopposing Pokémons Ability.
rec-36-dup-0,20,3,등장했을 때상대의 특성을 트레이스해서같은 특성이 된다.
rec-36-dup-0,20,1,とうじょう　したときあいての　とくせいを　トレースしておなじ　とくせいに　なる
rec-36-dup-0,20,5,Lorsque le Pokémon entre au combat il calquele talent dun ennemi pour remplacer le sien.
rec-36-dup-0,20,4,出場時複製對手的特性變為與之相同的特性
rec-36-dup-0,20,11,登場　したとき相手の　特性を　トレースして同じ　特性に　なる
rec-45-dup-0,20,9,The Pokémon summons a sandstorm when it entersa battle.
rec-45-dup-0,20,1,とうじょう　したときてんきを　すなあらしに　する
rec-45-dup-0,20,5,Le Pokémon invoque une tempête de sablequand il entre au combat.
rec-45-dup-0,20,8,Quando il Pokémon entra in campo scatenauna tempesta di sabbia.
rec-45-dup-0,20,7,Crea una tormenta de arena al entrar en combate.
rec-45-dup-0,20,11,登場　したとき天気を　砂あらしにする
rec-45-dup-0,20,12,出场时会把天气变为沙暴
rec-45-dup-0,20,3,등장했을 때날씨를 모래바람으로 만든다.
rec-45-dup-0,20,4,出場時會把天氣變為沙暴
rec-45-dup-0,20,6,Erzeugt bei Kampfantritt Sandstürme.
rec-100-dup-0,20,7,Ejecuta su movimiento tras todos los demás.
rec-100-dup-0,20,1,わざを　だす　じゅんばんがかならず　さいごに　なる
rec-100-dup-0,20,11,技を　出す　順番がかならず　最後に　なる
rec-100-dup-0,20,4,使出招式的順序必定會變為最後
rec-100-dup-0,20,9,The Pokémon moves after all other Pokémon do.
rec-100-dup-0,20,5,Le Pokémon utilise toujours sa capacité en dernier.
rec-100-dup-0,20,12,使出招式的顺序必定会变为最后
rec-100-dup-0,20,8,Il Pokémon agisce sempre per ultimo.
rec-100-dup-0,20,3,기술을 사용하는 순서가반드시 마지막이 된다.
rec-100-dup-0,20,6,Handelt auch mit Initiative-Vorteil stets als Letztes.
rec-250-dup-0,20,12,宝可梦的属性会根据场地的状态而变化
rec-250-dup-0,20,8,Il tipo del Pokémon cambia a seconda dello statodel campo.
rec-250-dup-0,20,6,Der Typ des Pokémon ändert sich in Abhängigkeit vomZustand des Feldes.
rec-250-dup-0,20,5,Le Pokémon adopte le même type que le terrainlorsquun champ est actif.
rec-250-dup-0,20,7,Cambia su tipo según el campo que haya en el terrenode combate.
rec-250-dup-0,20,11,フィールドの　状態に　あわせてポケモンの　タイプが　変わる
rec-250-dup-0,20,1,フィールドの　じょうたいに　あわせてポケモンの　タイプが　かわる
rec-250-dup-0,20,3,필드의 상태에 따라포켓몬의 타입이 바뀐다.
rec-250-dup-0,20,9,Changes the Pokémons type depending on the terrain.
rec-250-dup-0,20,4,寶可夢的屬性會隨著場地的狀態而改變
rec-173-dup-1,20,8,La robusta mascella del Pokémon permettemorsi molto potenti.
rec-173-dup-1,20,7,Su robusta mandíbula le confiere una mordedurapotente.
rec-173-dup-1,20,12,因为颚部强壮啃咬类招式的威力会提高
rec-173-dup-1,20,1,あごが　がんじょうでかむ　わざの　いりょくがたかくなる
rec-173-dup-1,20,3,턱이 튼튼하여무는 기술의 위력이올라간다.
rec-173-dup-1,20,4,顎部強壯會提高啃咬類招式的威力
rec-173-dup-1,20,11,あごが　頑丈で噛む　技の　威力が高くなる
rec-173-dup-1,20,5,Le Pokémon a une mâchoire robuste qui augmentela puissance de ses capacités à base de morsures.
rec-173-dup-1,20,9,The Pokémons strong jaw boosts the power of itsbiting moves.
rec-173-dup-1,20,6,Der kräftige Kiefer des Pokémon erhöht die Stärkevon Biss-Attacken.
rec-261-dup-0,20,5,Quand il entre au combat le Pokémon répandune substance qui annule les changements de statsde ses alliés.
rec-261-dup-0,20,6,Das Pokémon versprüht bei Kampfantritt Arznei ausseiner Muschel die alle Statusveränderungen auf derMitstreiterseite aufhebt.
rec-261-dup-0,20,12,出场时会从贝壳撒药将我方的能力变化复原
rec-261-dup-0,20,7,Al entrar en combate rezuma una substancia medicinalpor la caracola que revierte los cambios en lascaracterísticas de los aliados.
rec-261-dup-0,20,3,등장했을 때조개껍질에서 약을 흩뿌려서능력 변화를 원래대로 되돌린다.
rec-261-dup-0,20,4,出場時會從貝殼撒藥將我方的能力變化復原
rec-261-dup-0,20,11,登場　したときに貝がらから　薬を　振りまいて味方の　能力変化を　元に戻す
rec-261-dup-0,20,1,とうじょう　したときにかいがらから　くすりを　ふりまいてみかたの　のうりょくへんかを　もとにもどす
rec-261-dup-0,20,9,When the Pokémon enters a battle it scatters medicinefrom its shell which removes all stat changesfrom allies.
rec-261-dup-0,20,8,Quando il Pokémon entra in campo sparge un farmacodalla conchiglia che annulla le modifiche alle statistichedegli alleati.
rec-214-dup-0,20,6,Schüchtert Gegner ein und hindert sie so daranErstschlag-Attacken gegen es einzusetzen.
rec-214-dup-0,20,4,向對手施加威懾力使其無法對我方使出先制招式
rec-214-dup-0,20,9,Its majesty pressures the opposing Pokémonmaking it unable to attack using priority moves.
rec-214-dup-0,20,11,相手に　威圧感を　あたえこちらに　むかって　先制技を出せない　ようにする
rec-214-dup-0,20,1,あいてに　いあつかんを　あたえこちらに　むかって　せんせいわざをだせない　ようにする
rec-214-dup-0,20,3,상대에게 위압감을 줘서이쪽을 향한 선제 기술을사용할 수 없게 한다.
rec-214-dup-0,20,5,Ladversaire est impressionné par la majesté du Pokémonet ne peut pas le viser avec une attaque prioritaire.
rec-214-dup-0,20,7,Intimida al objetivo y le impide usar movimientos conprioridad.
rec-214-dup-0,20,8,Laura di regalità del Pokémon impedisce al nemicodi attaccarlo con mosse che hanno priorità alta.
rec-214-dup-0,20,12,向对手施加威慑力使其无法对我方使出先制招式
rec-9-dup-0,20,6,Kann bei Berührung durch statisch aufgeladenen Körperparalysieren.
rec-9-dup-0,20,12,身上带有静电有时会让接触到的对手麻痹
rec-9-dup-0,20,1,せいでんきを　からだに　まといさわった　あいてをまひさせる　ことがある
rec-9-dup-0,20,4,身上帶有靜電有時會令接觸到的對手麻痺
rec-9-dup-0,20,11,静電気を　体に　まとい触った　相手をまひさせる　ことがある
rec-9-dup-0,20,3,정전기를 몸에 둘러접촉한 상대를마비시킬 때가 있다.
rec-9-dup-0,20,7,La electricidad estática que lo envuelve puede paralizaral mínimo contacto.
rec-9-dup-0,20,5,Le Pokémon charge son corps en électricité statiqueet tout contact avec lui peut paralyser.
rec-9-dup-0,20,8,Il contatto fisico con il corpo percorsodallelettricità statica del Pokémon puòcausare paralisi.
rec-9-dup-0,20,9,The Pokémon is charged with static electricity socontact with it may cause paralysis.
rec-243-dup-0,20,1,みずタイプ　ほのおタイプのわざを　うけるとすばやさが　ぐぐーんと　あがる
rec-243-dup-0,20,5,Lorsque le Pokémon est touché par des capacitésde type Eau ou Feu sa Vitesse augmente énormément.
rec-243-dup-0,20,4,受到水屬性或火屬性招式攻擊時速度會極大幅提高
rec-243-dup-0,20,3,물타입이나 불꽃타입기술을 받으면스피드가 매우 크게 올라간다.
rec-243-dup-0,20,6,Wird es von einer Wasser- oder Feuer-Attackegetroffen steigt seine Initiative drastisch.
rec-243-dup-0,20,12,受到水属性或火属性的招式攻击时速度会巨幅提高
rec-243-dup-0,20,8,Se il Pokémon viene colpito da una mossa di tipo Acquao Fuoco la sua Velocità aumenta moltissimo.
rec-243-dup-0,20,9,Boosts the Pokémons Speed stat drastically if hit by aFire- or Water-type move.
rec-243-dup-0,20,11,みずタイプ　ほのおタイプの技を　受けると素早さが　ぐぐーんと　上がる
rec-243-dup-0,20,7,Si le alcanza un movimiento de tipo Fuego o Aguale sube muchísimo la Velocidad.
rec-117-dup-0,20,12,出场时会将天气变为冰雹
rec-117-dup-0,20,5,Déclenche une tempête de grêle quand le Pokémonentre au combat.
rec-117-dup-0,20,1,とうじょう　したときにてんきを　あられに　する
rec-117-dup-0,20,11,登場　したときに天気を　あられに　する
rec-117-dup-0,20,3,등장했을 때날씨를 싸라기눈으로 만든다.
rec-117-dup-0,20,4,出場時會將天氣變為冰雹
rec-117-dup-0,20,8,Quando il Pokémon entra in campo provocauna grandinata.
rec-117-dup-0,20,6,Löst bei Kampfantritt Hagel aus.
rec-117-dup-0,20,9,The Pokémon summons a hailstorm when it entersa battle.
rec-117-dup-0,20,7,Invoca una tormenta de granizo al entrar en combate.
rec-161-dup-1,20,12,ＨＰ变为一半以下时样子会改变
rec-161-dup-1,20,8,Cambia la forma del Pokémon se i PS scendonoa metà o meno.
rec-161-dup-1,20,7,Cambia de forma si sus PS se ven reducidos a la mitad.
rec-161-dup-1,20,6,Fallen seine KP auf die Hälfte des Maximalwerts oderweniger wechselt es seine Gestalt.
rec-161-dup-1,20,4,ＨＰ變為一半以下時樣子會改變
rec-161-dup-1,20,3,HP가 절반 이하가 되면모습이 변화한다.
rec-161-dup-1,20,11,ＨＰが　半分　以下に　なると姿が　変化する
rec-161-dup-1,20,9,Changes the Pokémons shape when HP is halfor less.
rec-161-dup-1,20,1,ＨＰが　はんぶん　いかに　なるとすがたが　へんかする
rec-161-dup-1,20,5,Quand le Pokémon perd la moitié de ses PVil se transforme.
rec-233-dup-0,20,12,效果绝佳的攻击威力会变得更强
rec-233-dup-0,20,1,こうかばつぐんの　こうげきでいりょくが　さらに　あがる
rec-233-dup-0,20,5,Augmente encore plus les dégâts infligéspar les attaques super efficaces.
rec-233-dup-0,20,8,Potenzia le mosse superefficaci.
rec-233-dup-0,20,7,Potencia los ataques supereficaces.
rec-233-dup-0,20,11,効果バツグンの　攻撃で威力が　さらに　上がる
rec-233-dup-0,20,3,효과가 굉장한 공격의위력이 더욱 올라간다.
rec-233-dup-0,20,6,Erhöht die Stärke von sehr effektiven Attacken.
rec-233-dup-0,20,9,Powers up moves that are super effective.
rec-233-dup-0,20,4,可進一步提升效果絕佳招式的威力
rec-197-dup-1,20,8,Se i PS scendono a metà o meno il gusciosi rompe e il Pokémon si prepara alloffensiva.
rec-197-dup-1,20,9,When its HP becomes half or less the Pokémonsshell breaks and it becomes aggressive.
rec-197-dup-1,20,6,Fallen seine KP auf die Hälfte des Maximalwerts oderweniger zerbricht die Panzerung des Pokémon und eswird aggressiver.
rec-197-dup-1,20,12,ＨＰ变为一半时壳会坏掉变得有攻击性
rec-197-dup-1,20,4,ＨＰ變為一半時殼會壞掉變得更有攻擊性
rec-197-dup-1,20,11,ＨＰが　半分に　なると殻が　壊れて攻撃的に　なる
rec-197-dup-1,20,7,Rompe su coraza cuando sus PS se ven reducidos ala mitad y adopta una forma ofensiva.
rec-197-dup-1,20,1,ＨＰが　はんぶんに　なるとからが　こわれてこうげきてきに　なる
rec-197-dup-1,20,3,HP가 절반이 되면껍질이 깨져공격적으로 된다.
rec-197-dup-1,20,5,Lorsque le Pokémon perd la moitié de ses PVson enveloppe se brise mais son Attaqueet son Attaque Spéciale augmentent.
rec-47-dup-0,20,7,Gracias a la gruesa capa de grasa que lo protegereduce a la mitad el daño que recibe de ataques detipo Fuego o Hielo.
rec-47-dup-0,20,9,The Pokémon is protected by a layer of thick fatwhich halves the damage taken from Fire- andIce-type moves.
rec-47-dup-0,20,11,厚い　脂肪で　守られているのでほのおタイプと　こおりタイプの技の　ダメージを　半減させる
rec-47-dup-0,20,1,あつい　しぼうで　まもられているのでほのおタイプと　こおりタイプのわざの　ダメージを　はんげんさせる
rec-47-dup-0,20,5,Le Pokémon est protégé par une épaisse couchede graisse qui diminue de moitié les dégâts quil subitdes capacités de types Feu et Glace.
rec-47-dup-0,20,6,Das Pokémon wird von einer dicken Fettschichtgeschützt was den durch Feuer- und Eis-Attackenerlittenen Schaden halbiert.
rec-47-dup-0,20,8,Il Pokémon è protetto da uno spesso stratodi grasso che dimezza il danno causato damosse di tipo Fuoco e Ghiaccio.
rec-47-dup-0,20,3,두꺼운 지방으로 보호되고 있어불꽃타입과 얼음타입의기술의 데미지를 반감시킨다.
rec-47-dup-0,20,12,因为被厚厚的脂肪保护着会让火属性和冰属性的招式伤害减半
rec-47-dup-0,20,4,被厚厚的脂肪保護著能夠讓火屬性和冰屬性招式的傷害減半
rec-90-dup-0,20,8,Se il Pokémon è avvelenato recupera PS anzichéperderli.
rec-90-dup-0,20,6,Das Pokémon erleidet keinen Schaden durch Vergiftungsondern regeneriert KP.
rec-90-dup-0,20,3,독 상태가 되면HP가 줄지 않고 증가한다.
rec-90-dup-0,20,9,Restores HP if the Pokémon is poisoned instead oflosing HP.
rec-90-dup-0,20,4,陷入中毒狀態時ＨＰ不會減少反而會漸漸增加
rec-90-dup-0,20,7,Si resulta envenenado recupera PS en vez de perderlos.
rec-90-dup-0,20,11,どく状態に　なるとＨＰが　減らずに　増えていく
rec-90-dup-0,20,1,どくじょうたいに　なるとＨＰが　へらずに　ふえていく
rec-90-dup-0,20,12,变为中毒状态时ＨＰ不会减少反而会增加起来
rec-90-dup-0,20,5,Quand le Pokémon est empoisonné il regagne des PVau lieu den perdre.
rec-234-dup-0,20,11,登場　したときに攻撃が　上がる
rec-234-dup-0,20,12,出场时攻击会提高
