move,version_group,language,flavor_text
rec-217-dup-1,20,6,Eine Bombe als Geschenk. Kann auch KP des Zieleswiederherstellen.
rec-217-dup-1,20,4,將暗藏機關的盒子遞給對手進行攻擊但也有可能回復對手的ＨＰ
rec-217-dup-1,20,12,递给对手设有圈套的盒子进行攻击也有可能回复对手ＨＰ
rec-217-dup-1,20,5,Le lanceur attaque en offrant un cadeau piégé à la cible.Peut cependant restaurer certains de ses PV.
rec-217-dup-1,20,9,The user attacks by giving the target a gift with ahidden trap. It restores HP sometimes however.
rec-217-dup-1,20,11,わなを　しかけた　箱を相手に　わたして　攻撃するＨＰが回復して　しまうことも　ある
rec-217-dup-1,20,8,Chi la usa dà un regalo bomba al bersaglio.A volte però può fargli recuperare PS.
rec-563-dup-0,20,7,Este movimiento no se puede usar por lo que seríamejor olvidarlo aunque eso implique que no se puedarecordar posteriormente.
rec-563-dup-0,20,12,无法使用这个招式虽然忘记之后就再也想不起来了但还是建议忘记这个招式
rec-563-dup-0,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
rec-563-dup-0,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
rec-563-dup-0,20,8,Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttaviauna volta dimenticata non potrà più essere ricordata.
rec-563-dup-0,20,6,Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aberdass es sich danach nicht wieder an sie erinnern kann.
rec-563-dup-0,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
rec-563-dup-0,20,4,無法使用此招式雖然忘記後將無法再想起來但還是建議忘記此招式
rec-563-dup-0,20,5,Cette capacité ne peut pas être utilisée.Il est recommandé de loublier même sil seraimpossible de se la remémorer une fois oubliée.
rec-563-dup-0,20,9,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.
rec-230-dup-0,20,3,향기로 상대의 회피율을크게 떨어뜨린다.
rec-230-dup-0,20,11,香りで　相手の　回避率をがくっと　さげる
rec-230-dup-0,20,5,Un doux parfum qui réduit beaucoup lEsquivede lennemi.
rec-230-dup-0,20,1,かおりで　あいての　かいひりつをがくっと　さげる
rec-230-dup-0,20,12,用香气大幅降低对手的闪避率
rec-230-dup-0,20,4,用香氣大幅降低對手的閃避率
rec-230-dup-0,20,7,Un dulce aroma engatusa al objetivo por lo que sereduce mucho su Evasión.
rec-230-dup-0,20,6,Senkt den Ausweichwert der gegnerischen Pokémonstark.
rec-230-dup-0,20,8,Un dolce profumo che riduce di molto lelusionedei nemici intorno a chi la usa.
rec-230-dup-0,20,9,A sweet scent that harshly lowers opposingPokémons evasiveness.
rec-666-dup-0,20,4,回復對手最大ＨＰ的一半在青草場地時效果會提高
rec-666-dup-0,20,6,KP des Zieles werden um 50  der maximalen KPaufgefüllt. Die Wirkung steigt wenn der Untergrundin ein Grasfeld verwandelt wurde.
rec-666-dup-0,20,5,Rend la moitié de ses PV max à la cible.Plus efficace sur un Champ Herbu.
rec-666-dup-0,20,11,最大ＨＰの　半分相手の　ＨＰを　回復するグラスフィールドの時　効果が　あがる
rec-666-dup-0,20,7,Restaura la mitad de los PS máximos del objetivo.Es más efectivo cuando se usa en conjunción conCampo de Hierba.
rec-666-dup-0,20,9,The user restores the targets HP by up to half of itsmax HP. It restores more HP when the terrainis grass.
rec-666-dup-0,20,12,回复对手最大ＨＰ的一半在青草场地时效果会提高
rec-666-dup-0,20,8,Fa recuperare metà dei PS massimi al bersaglio.È più efficace quando il terreno di lotta è nellostato di Campo Erboso.
rec-666-dup-0,20,3,최대 HP의 절반만큼상대의 HP를 회복한다.그래스필드일 때 효과가 올라간다.
rec-666-dup-0,20,1,さいだい　ＨＰの　はんぶんあいての　ＨＰを　かいふく　するグラスフィールドのとき　こうかが　あがる
rec-10-dup-1,20,1,かたく　とがった　するどい　ツメであいてを　ひっかいて　こうげきする
rec-10-dup-1,20,12,用坚硬且无比锋利的爪子抓对手进行攻击
rec-10-dup-1,20,7,Araña con afiladas garras.
rec-10-dup-1,20,4,用堅硬且無比鋒利的爪子抓對手進行攻擊
rec-10-dup-1,20,8,Infligge danni al bersaglio con artigli acuminatiduri e affilati.
rec-10-dup-1,20,11,硬く　とがった　鋭い　ツメで相手を　ひっかいて　攻撃する
rec-10-dup-1,20,3,단단하고 뾰족한 날카로운 손톱으로상대를 할퀴어서 공격한다.
rec-10-dup-1,20,5,Lacère lennemi avec des griffes acérées pour luiinfliger des dégâts.
rec-10-dup-1,20,6,Das Ziel wird mit scharfen Klauen zerkratzt.
rec-10-dup-1,20,9,Hard pointed sharp claws rake the target toinflict damage.
rec-781-dup-0,20,8,Chi la usa si trasforma in unenorme spada e attacca.Se il bersaglio è dynamaxizzato causa il doppio deidanni.
rec-781-dup-0,20,3,거대한 검이 되어 베어버린다.상대가 다이맥스 중이면데미지가 2배가 된다.
rec-781-dup-0,20,7,El usuario se convierte en una espada gigante pararebanar al objetivo. Si este ha alcanzado el estadoDinamax se duplica el daño infligido.
rec-781-dup-0,20,9,The user becomes a gigantic sword and cuts the target.This move deals twice the damage if the targetis Dynamaxed.
rec-781-dup-0,20,12,变身为巨大的剑挥斩对手如果对手正处于极巨化状态则造成的伤害会变为２倍
rec-781-dup-0,20,5,Le lanceur se transforme en une immense épéeet pourfend son adversaire.Inflige le double de dégâts aux Pokémon Dynamax.
rec-781-dup-0,20,11,巨大な　剣となり　切りかかる相手が　ダイマックス　しているとダメージは　２倍に　なる
rec-781-dup-0,20,4,變身為巨大的劍斬向對手當對手極巨化時傷害會變為２倍
rec-781-dup-0,20,6,Der Anwender wird zu einem riesigen Schwert undgreift das Ziel an. Dynamaximierte Ziele erleidendoppelten Schaden.
rec-781-dup-0,20,1,きょだいな　けんとなり　きりかかるあいてが　ダイマックス　しているとダメージは　２ばいに　なる
rec-712-dup-1,20,7,El usuario se esconde en la sombra del objetivo y loataca tras robarle las mejoras en sus características.
rec-712-dup-1,20,6,Der Anwender schleicht sich in den Schatten des Zielesstiehlt dessen erhöhte Statuswerte und fügt ihmSchaden zu.
rec-712-dup-1,20,5,Le lanceur plonge dans lombre de la ciblevole ses augmentations de stats et lattaque.
rec-712-dup-1,20,11,相手の　影に　潜り込み相手の　能力アップを奪って　攻撃する
rec-712-dup-1,20,4,潛入對手的影子奪取對手的能力提升進行攻擊
rec-712-dup-1,20,8,Chi la usa ruba gli aumenti delle statistichedel bersaglio poi si nasconde nella sua ombrae lo attacca.
rec-712-dup-1,20,9,The user hides in the targets shadow stealsthe targets stat boosts and then attacks.
rec-712-dup-1,20,1,あいての　かげに　もぐりこみあいての　のうりょく　アップをうばって　こうげきする
rec-712-dup-1,20,12,潜入对手的影子进行攻击会夺取对手的能力提升
rec-712-dup-1,20,3,상대의 그림자에 숨어들어상대의 능력이 올라가는 것을뺏어 공격한다.
rec-189-dup-1,20,8,Chi la usa butta fango in faccia al bersaglioper arrecargli danni e ridurne la precisione.
rec-189-dup-1,20,3,상대의 얼굴 등에진흙을 내던져서 공격한다.명중률을 떨어뜨린다.
rec-189-dup-1,20,5,Le lanceur envoie de la boue au visage de lennemipour infliger des dégâts et baisser sa Précision.
rec-189-dup-1,20,6,Schadet dem Ziel durch Matsch. Dessen Genauigkeitsinkt.
rec-189-dup-1,20,12,向对手的脸等投掷泥块进行攻击会降低对手的命中率
rec-189-dup-1,20,9,The user hurls mud in the targets face to inflictdamage and lower its accuracy.
rec-189-dup-1,20,4,向對手的臉等處投擲泥巴進行攻擊可降低對手的命中率
rec-189-dup-1,20,11,相手の　顔などに泥を　投げつけて　攻撃する命中率を　さげる
rec-189-dup-1,20,1,あいての　かおなどにドロを　なげつけて　こうげきするめいちゅうりつを　さげる
rec-189-dup-1,20,7,Echa lodo en la cara para bajar la Precisión.
rec-328-dup-1,20,8,Chi la usa intrappola il bersaglio in una tempestadi sabbia per quattro o cinque turni.
rec-328-dup-1,20,3,세차게 불어대는모래바람 속에 4-5턴 동안상대를 가두어 공격한다.
rec-328-dup-1,20,9,The user traps the target inside a harshly ragingsandstorm for four to five turns.
rec-328-dup-1,20,6,Das Ziel leidet für vier bis fünf Runden in einerSandhose.
rec-328-dup-1,20,7,Enreda al objetivo en un remolino de arena de cuatro acinco turnos.
rec-328-dup-1,20,1,はげしく　ふきあれる　すなあらしのなかに　４ー５ターンの　あいだあいてを　とじこめて　こうげきする
rec-328-dup-1,20,5,Le lanceur emprisonne lennemi dans une tempêtede sable terrifiante qui dure de quatre à cinq tours.
rec-328-dup-1,20,11,激しく　吹きあれる　砂あらしの中に　４ー５ターンの　間相手を　閉じこめて　攻撃する
rec-328-dup-1,20,4,將對手困在鋪天蓋地的沙暴中在４～５回合內進行攻擊
rec-328-dup-1,20,12,将对手困在铺天盖地的沙暴中在４～５回合内进行攻击
rec-765-dup-0,20,9,This is a Water-type attack Dynamax Pokémon use.The user summons a heavy rain that falls forfive turns.
rec-765-dup-0,20,6,Eine Wasser-Attacke die nur Dynamax-Pokémoneinsetzen können. Löst fünf Runden lang strömendenRegen aus.
rec-765-dup-0,20,4,極巨化寶可夢所使出的水屬性攻擊在５回合內會降下大雨
rec-765-dup-0,20,7,Ataque de tipo Agua ejecutado por un PokémonDinamax. Desata un aguacero que dura cinco turnos.
rec-765-dup-0,20,1,ダイマックスした　ポケモンがくりだす　みずタイプの　こうげき５ターンの　あいだ　あめを　ふらせる
rec-765-dup-0,20,8,Un attacco di tipo Acqua che può essere eseguitodai Pokémon dynamaxizzati. Provoca una forte pioggiaper cinque turni.
rec-765-dup-0,20,5,Une attaque de type Eau que seulsles Pokémon Dynamax peuvent utiliser.Invoque de fortes pluies qui durent cinq tours.
rec-765-dup-0,20,12,极巨化宝可梦使出的水属性攻击可在５回合内降下大雨
rec-765-dup-0,20,11,ダイマックスした　ポケモンが繰りだす　みずタイプの　攻撃５ターンの　間　雨を　降らせる
rec-765-dup-0,20,3,다이맥스한 포켓몬이 날리는물타입의 공격.5턴 동안 비를 내리게 한다.
rec-81-dup-1,20,6,Umwickelt gegnerische Pokémon mit Fäden aus demMund und senkt ihren Initiative-Wert.
rec-81-dup-1,20,8,Chi la usa produce della seta che avvolgei nemici intorno e ne riduce di molto la Velocità.
rec-81-dup-1,20,9,Opposing Pokémon are bound with silk blown fromthe users mouth that harshly lowers the Speed stat.
rec-81-dup-1,20,1,くちから　ふきだしたいとを　まきつけて　あいてのすばやさを　がくっと　さげる
rec-81-dup-1,20,3,입에서 뿜어낸실을 휘감아서 상대의스피드를 크게 떨어뜨린다.
rec-81-dup-1,20,7,Lanza seda a los rivales y reduce mucho su Velocidad.
rec-81-dup-1,20,5,Le lanceur crache de la soie pour ligoter lennemiet beaucoup baisser sa Vitesse.
rec-81-dup-1,20,12,用口中吐出的丝缠绕对手从而大幅降低对手的速度
rec-81-dup-1,20,11,口から　吹きだした糸を　まきつけて　相手の素早さを　がくっと　さげる
rec-81-dup-1,20,4,用口中吐出的絲纏繞對手大幅降低對手的速度
rec-336-dup-1,20,4,大聲地吼叫提升氣勢提高自己和同伴的攻擊
rec-336-dup-1,20,8,Chi la usa emette un forte verso per darsi coraggioe aumentare il proprio Attacco e quello degli alleati.
rec-336-dup-1,20,3,큰 소리로 짖고 기합을 높여자신과 같은 편의 공격을 올린다.
rec-336-dup-1,20,12,大声吼叫提高气势从而提高自己和同伴的攻击
rec-336-dup-1,20,11,大声で　ほえて　気合を　高め自分と　味方の　攻撃を　あげる
rec-336-dup-1,20,7,Aullido que sube el ánimo y aumenta el Ataque delequipo. 
rec-336-dup-1,20,1,おおごえで　ほえて　きあいを　たかめじぶんと　みかたの　こうげきを　あげる
rec-336-dup-1,20,6,Der Kampfgeist sowie der Angriffs-Wert des Anwendersund seiner Mitstreiter werden durch lautes Jaulenerhöht.
rec-336-dup-1,20,5,Le lanceur grogne pour se rassurer ce qui augmenteson Attaque et celle de ses alliés.
rec-336-dup-1,20,9,The user howls loudly to raise the spirit of itself andallies. This raises their Attack stats.
rec-338-dup-1,20,5,Un violent coup de racines sabat sur lennemi.Immobilise le lanceur au tour suivant.
rec-338-dup-1,20,9,The user slams the target with the roots of anenormous tree. The user cant move on the next turn.
rec-338-dup-1,20,1,おおきな　じゅもくであいてを　たたきつけて　こうげきするつぎの　ターンは　うごけなく　なる
rec-338-dup-1,20,7,Golpea con una enorme planta. Quien lo usa no puedemoverse en el siguiente turno.
rec-338-dup-1,20,11,大きな　樹木で相手を　たたきつけて　攻撃する次の　ターンは　動けなくなる
rec-338-dup-1,20,6,Mächtiger Angriff mit Ästen. Der Anwender muss eineRunde aussetzen.
rec-338-dup-1,20,3,큰 나무로상대를 힘껏 쳐서 공격한다.다음 턴은 움직일 수 없게 된다.
rec-338-dup-1,20,4,將大大的樹木甩向對手進行攻擊下一回合自己將無法動彈
rec-338-dup-1,20,12,用大树摔打对手进行攻击下一回合自己将无法动弹
rec-338-dup-1,20,8,Un groviglio di radici colpisce il bersaglio.Chi la usa salta il turno successivo.
rec-726-dup-1,20,8,Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttaviauna volta dimenticata non potrà più essere ricordata.
rec-726-dup-1,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
rec-726-dup-1,20,4,無法使用此招式雖然忘記後將無法再想起來但還是建議忘記此招式
rec-726-dup-1,20,7,Este movimiento no se puede usar por lo que seríamejor olvidarlo aunque eso implique que no se puedarecordar posteriormente.
rec-726-dup-1,20,12,无法使用这个招式虽然忘记之后就再也想不起来了但还是建议忘记这个招式
rec-726-dup-1,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
rec-726-dup-1,20,5,Cette capacité ne peut pas être utilisée.Il est recommandé de loublier même sil seraimpossible de se la remémorer une fois oubliée.
rec-726-dup-1,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
rec-726-dup-1,20,9,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.
rec-726-dup-1,20,6,Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aberdass es sich danach nicht wieder an sie erinnern kann.
rec-503-dup-1,20,9,The user shoots boiling hot water at its target.This may also leave the target with a burn.
rec-503-dup-1,20,11,熱く　煮えたぎる　水を相手に　発射して　攻撃するやけど状態に　することが　ある
rec-503-dup-1,20,4,向對手噴射滾燙的熱水進行攻擊有時會讓對手陷入灼傷狀態
rec-503-dup-1,20,5,Lennemi est attaqué par un jet deau bouillante.Peut aussi le brûler.
rec-503-dup-1,20,1,あつく　にえたぎる　みずをあいてに　はっしゃして　こうげきするやけど　じょうたいに　することが　ある
rec-503-dup-1,20,3,뜨겁게 끓어오르는 물을상대에게 발사해서 공격한다.화상 상태로 만들 때가 있다.
rec-503-dup-1,20,12,向对手喷射煮得翻滚的开水进行攻击有时会让对手陷入灼伤状态
rec-503-dup-1,20,7,Ataca arrojando agua hirviendo al objetivo. Puedecausar quemaduras.
rec-503-dup-1,20,8,Chi la usa attacca il bersaglio con un gettodacqua bollente che può anche scottarlo.
rec-503-dup-1,20,6,Heizt dem Ziel mit einem Schwall siedend heißenKochwassers ein. Das Ziel erleidet dabei eventuellVerbrennungen.
rec-343-dup-1,20,7,Se acerca con ternura al objetivo pero le ataca y leroba el objeto que lleve.
rec-343-dup-1,20,5,Le lanceur sapproche de la cible avec un air angéliqueafin de dérober lobjet quelle tient.
rec-343-dup-1,20,1,かわいく　あまえながらあいてに　ちかづきもっている　どうぐを　うばう
rec-343-dup-1,20,4,一邊可愛地撒嬌一邊靠近對手奪取對手攜帶的道具
rec-343-dup-1,20,11,かわいく　あまえながら相手に　ちかづき持っている　道具を　うばう
rec-343-dup-1,20,3,귀엽게 애교 부리며상대에게 다가가지니고 있는 도구를 뺏는다.
rec-343-dup-1,20,12,一边可爱地撒娇一边靠近对手进行攻击还能夺取对手携带的道具
rec-343-dup-1,20,8,Chi la usa attacca il bersaglio sorridendo egli ruba lo strumento.
rec-343-dup-1,20,6,Der Anwender schmeichelt sich beim Ziel ein undstiehlt dann das von ihm getragene Item.
rec-343-dup-1,20,9,The user endearingly approaches the target thensteals the targets held item.
rec-657-dup-0,20,8,Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttaviauna volta dimenticata non potrà più essere ricordata.
rec-657-dup-0,20,4,無法使用此招式雖然忘記後將無法再想起來但還是建議忘記此招式
rec-657-dup-0,20,9,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.
rec-657-dup-0,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
rec-657-dup-0,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
rec-657-dup-0,20,12,无法使用这个招式虽然忘记之后就再也想不起来了但还是建议忘记这个招式
rec-657-dup-0,20,6,Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aberdass es sich danach nicht wieder an sie erinnern kann.
rec-657-dup-0,20,5,Cette capacité ne peut pas être utilisée.Il est recommandé de loublier même sil seraimpossible de se la remémorer une fois oubliée.
rec-657-dup-0,20,7,Este movimiento no se puede usar por lo que seríamejor olvidarlo aunque eso implique que no se puedarecordar posteriormente.
rec-657-dup-0,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
rec-750-dup-0,20,3,마법가루를 날려서상대를 에스퍼타입으로 바꾼다.
rec-750-dup-0,20,5,Le lanceur recouvre sa cible dune poudre magiquequi change son type en Psy.
rec-750-dup-0,20,1,まほうのこなを　あびせてあいてを　エスパータイプに　へんかさせる
rec-750-dup-0,20,12,向对手喷洒魔法粉使对手变为超能力属性
rec-750-dup-0,20,8,Chi la usa getta addosso al bersaglio una polveremagica che lo rende di tipo Psico.
rec-750-dup-0,20,7,Cubre al objetivo con unos polvos mágicos que lehacen adquirir el tipo Psíquico.
rec-750-dup-0,20,9,The user scatters a cloud of magic powder thatchanges the target to Psychic type.
rec-750-dup-0,20,6,Das Ziel wird mit magischem Puder bestreut undnimmt den Typ Psycho an.
rec-750-dup-0,20,4,撒出魔法粉末使對手變為超能力屬性
rec-750-dup-0,20,11,まほうのこなを　浴びせて相手を　エスパータイプに　変化させる
rec-564-dup-1,20,3,상대의 주위에 끈적끈적한네트를 둘러 펼쳐 교체되어나온 상대의 스피드를 떨어뜨린다.
rec-564-dup-1,20,11,相手の　周りに　ねばねばしたネットを　はりめぐらせ　交代ででてきた　相手の　素早さを　さげる
rec-564-dup-1,20,5,Déploie une toile visqueuse autour de lennemiqui ralentit la Vitesse de tout adversaire entrantau combat.
rec-564-dup-1,20,7,Coloca una red pegajosa alrededor del equipo rival quebaja la Velocidad de cualquier adversario que entre acombatir.
rec-564-dup-1,20,9,The user weaves a sticky net around the opposingteam which lowers their Speed stats upon switchinginto battle.
rec-564-dup-1,20,6,Der Anwender spinnt in der Umgebung desgegnerischen Teams ein klebriges Netz und senktso die Initiative neu eingewechselter Pokémon.
rec-564-dup-1,20,12,在对手周围围上黏黏的网降低替换出场的对手的速度
rec-564-dup-1,20,4,在對手周圍撒下黏黏的網降低替換出場的對手的速度
rec-564-dup-1,20,8,Chi la usa intreccia una rete appiccicosa attornoalla squadra avversaria diminuendo la Velocità deiPokémon nemici che entreranno in campo.
rec-564-dup-1,20,1,あいての　まわりに　ねばねばしたネットを　はりめぐらせ　こうたいででてきた　あいての　すばやさを　さげる
rec-313-dup-0,20,8,Chi la usa inscena un pianto teatrale per commuovereil bersaglio. Ne riduce di molto la Difesa Speciale.
rec-313-dup-0,20,5,Le lanceur fait semblant de pleurer pour troublerlennemi et beaucoup baisser sa Défense Spéciale.
rec-313-dup-0,20,11,ないた　ふりをして　涙を　流すこまらせる　ことで相手の　特防を　がくっと　さげる
rec-313-dup-0,20,7,Lágrimas de cocodrilo que bajan mucho la DefensaEspecial del objetivo.
rec-313-dup-0,20,4,裝哭掉眼淚讓對手不知所措大幅降低對手的特防
rec-313-dup-0,20,12,装哭流泪使对手不知所措从而大幅降低对手的特防
rec-313-dup-0,20,9,The user feigns crying to fluster the target harshlylowering its Sp. Def stat.
rec-313-dup-0,20,1,ないた　ふりをして　なみだを　ながすこまらせる　ことであいての　とくぼうを　がくっと　さげる
rec-313-dup-0,20,6,Täuscht Weinen vor um die Spezial-Verteidigung desZieles stark zu senken.
rec-313-dup-0,20,3,우는 척을 하며 눈물을 흘린다.난처하게 만들어상대의 특수방어를 크게 떨어뜨린다.
rec-331-dup-1,20,5,Le lanceur mitraille lennemi avec une rafale de graines.De deux à cinq rafales sont lancées à la suite.
rec-331-dup-1,20,6,Der Anwender wirft zwei- bis fünfmal in rascher FolgeSamen auf das Ziel.
rec-331-dup-1,20,7,Dispara rápido de dos a cinco ráfagas de semillas demanera consecutiva.
rec-331-dup-1,20,8,Chi la usa spara da due a cinque raffiche di semicontro il bersaglio in successione.
rec-331-dup-1,20,9,The user forcefully shoots seeds at the target twoto five times in a row.
rec-331-dup-1,20,1,タネを　いきおいよくあいてに　はっしゃして　こうげきする２ー５かいの　あいだ　れんぞくで　だす
rec-331-dup-1,20,12,向对手猛烈地发射种子进行攻击连续攻击２～５次
rec-331-dup-1,20,4,向對手猛烈地發射種子進行攻擊連續攻擊２～５次
rec-331-dup-1,20,11,タネを　勢いよく相手に　発射して　攻撃する２ー５回の　間　連続で　だす
rec-331-dup-1,20,3,씨앗을 기세 좋게상대에게 발사하여 공격한다.2-5회 동안 연속으로 쓴다.
rec-326-dup-0,20,5,Le lanceur attaque avec un pouvoir étrangeet invisible. Peut aussi apeurer lennemi.
rec-326-dup-0,20,8,Chi la usa attacca con una misteriosaforza invisibile. Può far tentennare il bersaglio.
rec-326-dup-0,20,6,Besonderer Angriff mit einer unsichtbaren Kraftdie das Ziel eventuell zurückschrecken lässt.
rec-326-dup-0,20,12,发出看不见的神奇力量进行攻击有时会使对手畏缩
rec-326-dup-0,20,4,發送看不見的神奇力量進行攻擊有時會使對手畏縮
rec-326-dup-0,20,11,みえない　不思議な　力を送って　攻撃する相手を　ひるませることが　ある
rec-326-dup-0,20,9,The user attacks with an odd unseeable power.This may also make the target flinch.
rec-326-dup-0,20,7,Emite una energía muy extraña que puede amedrentaral objetivo.
rec-326-dup-0,20,3,보이지 않는 이상한 힘을보내어 공격한다.상대를 풀죽게 만들 때가 있다.
rec-326-dup-0,20,1,みえない　ふしぎな　ちからをおくって　こうげきするあいてを　ひるませる　ことが　ある
rec-641-dup-0,20,5,Cette capacité ne peut pas être utilisée.Il est recommandé de loublier même sil seraimpossible de se la remémorer une fois oubliée.
rec-641-dup-0,20,12,无法使用这个招式虽然忘记之后就再也想不起来了但还是建议忘记这个招式
rec-641-dup-0,20,4,無法使用此招式雖然忘記後將無法再想起來但還是建議忘記此招式
rec-641-dup-0,20,1,このわざは　つかえませんおもいだすことが　できなくなりますがわざを　わすれることを　おすすめします
rec-641-dup-0,20,9,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.
rec-641-dup-0,20,8,Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttaviauna volta dimenticata non potrà più essere ricordata.
rec-641-dup-0,20,3,사용할 수 없는 기술입니다.다시 배우게 할 수 없지만기술을 잊게 하는 것을 권장합니다.
rec-641-dup-0,20,7,Este movimiento no se puede usar por lo que seríamejor olvidarlo aunque eso implique que no se puedarecordar posteriormente.
rec-641-dup-0,20,6,Diese Attacke kann nicht eingesetzt werden. Du solltestdein Pokémon sie vergessen lassen. Beachte aberdass es sich danach nicht wieder an sie erinnern kann.
rec-641-dup-0,20,11,この技は　使えません思い出すことが　できなくなりますが技を　忘れることを　おすすめします
rec-783-dup-1,20,3,볼주머니에 저장해둔 에너지로공격하고 자신의 스피드를 올린다.모르페코의 모습에 따라 타입이 바뀐다.
rec-783-dup-1,20,12,用储存在颊囊里的能量进行攻击并提高自己的速度其属性会随着莫鲁贝可的样子而改变
rec-783-dup-1,20,9,Morpeko attacks and raises its Speed with the energystored in its cheeks. This moves type changesdepending on the users form.
rec-783-dup-1,20,8,Chi la usa emette lenergia accumulata nelle guance perattaccare e aumentare la propria Velocità. Il tipo dellamossa cambia in base alla forma assunta da Morpeko.
rec-783-dup-1,20,11,ほほぶくろに　溜めた　エネルギーで攻撃し　自分の　素早さを　あげるモルペコの　姿で　タイプが　変わる
rec-783-dup-1,20,4,用儲存在頰囊中的能量進行攻擊並提高自己的速度招式屬性會隨著莫魯貝可的樣子而改變
rec-783-dup-1,20,1,ほほぶくろに　ためた　エネルギーでこうげきし　じぶんの　すばやさを　あげるモルペコの　すがたで　タイプが　かわる
rec-783-dup-1,20,7,La energía que acumula en las mejillas le sirve paraatacar y aumentar su Velocidad. Este movimientocambia de tipo según la forma que adopte Morpeko.
rec-783-dup-1,20,5,Morpeko libère lénergie stockée dans ses jouespour attaquer et augmenter sa Vitesse. Le type de cettecapacité change en fonction de la forme de Morpeko.
rec-783-dup-1,20,6,Mithilfe der in den Backentaschen gespeicherten Energiegreift der Anwender an und erhöht seine Initiative.Der Typ der Attacke hängt von Morpekos Form ab.
rec-753-dup-0,20,4,讓對手無法逃走對手被纏住後防禦和特防每回合都會降低
rec-753-dup-0,20,3,상대를 도망칠 수 없게 한다.굳히기에 당한 상대는 매 턴방어와 특수방어가 떨어진다.
rec-753-dup-0,20,12,让对手无法逃走对手被固定后每回合都会降低防御和特防
rec-753-dup-0,20,1,あいてを　にげられなくするかためられた　あいては　まいターンぼうぎょと　とくぼうが　さがる
rec-753-dup-0,20,6,Das Ziel wird an der Flucht gehindert und seineVerteidigung und Spezial-Verteidigung sinkenjede Runde.
rec-753-dup-0,20,9,The user locks the target in and prevents it fromfleeing. This move also lowers the targets Defenseand Sp. Def every turn.
rec-753-dup-0,20,11,相手を　逃げられなくするかためられた　相手は　毎ターン防御と　特防が　下がる
rec-753-dup-0,20,7,Retiene al objetivo para impedir su huida a la vez quereduce su Defensa y Defensa Especial cada turno.
rec-753-dup-0,20,8,Chi la usa immobilizza il bersaglio impedendoglidi fuggire e ne diminuisce la Difesa e la Difesa Specialea ogni turno.
rec-753-dup-0,20,5,Le lanceur empêche ladversaire de fuir.À chaque tour qui passe cette capacité baissela Défense et la Défense Spéciale de la cible.
rec-452-dup-1,20,7,Arremete contra el objetivo con su robusto cuerpo. El agresor también sufre bastante daño.
rec-452-dup-1,20,5,Le lanceur heurte lennemi de son corps robuste.Blesse aussi gravement le lanceur.
rec-452-dup-1,20,1,かたい　どうたいをあいてに　たたきつけて　こうげきするじぶんも　かなり　ダメージを　うける
rec-452-dup-1,20,6,Anwender attackiert mit seinem robusten Körper.Er erleidet dabei auch selbst großen Schaden.
rec-452-dup-1,20,9,The user slams its rugged body into the target toattack. This also damages the user quite a lot.
rec-452-dup-1,20,12,用坚硬的躯体撞击对手进行攻击自己也会受到不小的伤害
rec-452-dup-1,20,8,Chi la usa si lancia con tutto il corpo controil bersaglio ma subisce anche considerevoli danni.
rec-452-dup-1,20,11,硬い　胴体を相手に　たたきつけて　攻撃する自分も　かなり　ダメージを　受ける
rec-452-dup-1,20,4,用堅硬的軀體撞擊對手進行攻擊自己也會受到不小的傷害
rec-452-dup-1,20,3,단단한 몸통을상대에게 부딪쳐서 공격한다.자신도 상당한 데미지를 입는다.
rec-657-dup-1,20,8,Questa mossa non può essere usata.È consigliabile farla dimenticare al Pokémon. Tuttaviauna volta dimenticata non potrà più essere ricordata.
rec-657-dup-1,20,4,無法使用此招式雖然忘記後將無法再想起來但還是建議忘記此招式
