item,local_language,name
rec-79-dup-0,8,Repellente
rec-79-dup-0,4,除蟲噴霧
rec-79-dup-0,9,Repel
rec-79-dup-0,6,Schutz
rec-79-dup-0,1,むしよけスプレー
rec-79-dup-0,12,除虫喷雾
rec-79-dup-0,11,むしよけスプレー
rec-79-dup-0,7,Repelente
rec-79-dup-0,5,Repousse
rec-95-dup-1,3,무럭무럭비료
rec-95-dup-1,5,Fertipousse
rec-95-dup-1,8,Fertilrapido
rec-95-dup-1,1,すくすくこやし
rec-95-dup-1,9,Growth Mulch
rec-95-dup-1,7,Abono Rápido
rec-95-dup-1,11,すくすくこやし
rec-95-dup-1,4,速速肥
rec-95-dup-1,6,Wachsmulch
rec-95-dup-1,12,速速肥
rec-277-dup-0,12,雷电石板
rec-277-dup-0,1,いかずちプレート
rec-277-dup-0,11,いかずちプレート
rec-277-dup-0,5,Plaque Volt
rec-277-dup-0,6,Blitztafel
rec-277-dup-0,7,Tabla Trueno
rec-277-dup-0,8,Lastrasaetta
rec-277-dup-0,3,우뢰플레이트
rec-277-dup-0,9,Zap Plate
rec-277-dup-0,4,雷電石板
rec-784-dup-0,3,페어티켓
rec-784-dup-0,9,Pair of Tickets
rec-784-dup-0,1,ペアチケット
rec-784-dup-0,8,Biglietto doppio
rec-784-dup-0,5,Ticket Duo
rec-784-dup-0,7,Entrada para dos
rec-784-dup-0,12,双人票
rec-784-dup-0,4,雙人票
rec-784-dup-0,6,Zweierticket
rec-784-dup-0,11,ペアチケット
rec-437-dup-0,12,兑换券１
rec-437-dup-0,4,兌換券１
rec-437-dup-0,9,Coupon 1
rec-437-dup-0,11,ひきかえけん１
rec-437-dup-0,1,ひきかえけん１
rec-437-dup-0,7,Cupón 1
rec-437-dup-0,6,Kupon 1
rec-437-dup-0,8,Coupon 1
rec-437-dup-0,3,교환권1
rec-437-dup-0,5,Bon 1
rec-370-dup-0,8,MT66
rec-370-dup-0,3,기술머신66
rec-370-dup-0,6,TM66
rec-370-dup-0,12,招式学习器６６
rec-370-dup-0,5,CT66
rec-370-dup-0,9,TM66
rec-370-dup-0,11,わざマシン６６
rec-370-dup-0,7,MT66
rec-370-dup-0,4,招式學習器６６
rec-370-dup-0,1,わざマシン６６
rec-569-dup-0,7,Carta Favoritos
rec-569-dup-0,11,だいすきメール
rec-569-dup-0,5,Lettre Fan
rec-569-dup-0,1,だいすきメール
rec-569-dup-0,8,Messaggio TVB
rec-569-dup-0,6,Faiblebrief
rec-569-dup-0,3,애호메일
rec-569-dup-0,9,Favored Mail
rec-569-dup-0,12,喜爱邮件
rec-569-dup-0,4,喜愛郵件
rec-1400-dup-0,5,UMa5191
rec-1400-dup-0,3,UMa5191
rec-1400-dup-0,1,UMa5191
rec-1400-dup-0,7,UMa5191
rec-1400-dup-0,8,UMa5191
rec-1400-dup-0,4,UMa5191
rec-1400-dup-0,9,UMa5191
rec-1400-dup-0,12,UMa5191
rec-1400-dup-0,6,UMa5191
rec-1400-dup-0,11,UMa5191
rec-1427-dup-0,3,Ari951
rec-1427-dup-0,9,Ari951
rec-1427-dup-0,6,Ari951
rec-1427-dup-0,8,Ari951
rec-1427-dup-0,1,Ari951
rec-1427-dup-0,4,Ari951
rec-1427-dup-0,7,Ari951
rec-1427-dup-0,11,Ari951
rec-1427-dup-0,12,Ari951
rec-1427-dup-0,5,Ari951
rec-1038-dup-0,11,ゴールドコロン
rec-1038-dup-0,4,黃金香水
rec-1038-dup-0,8,Profumo Max
rec-1038-dup-0,1,ゴールドコロン
rec-1038-dup-0,9,Max Lure
rec-1038-dup-0,3,골드코롱
rec-1038-dup-0,7,Colonia Máxima
rec-1038-dup-0,12,黄金香水
rec-1038-dup-0,5,Parfum Max
rec-1038-dup-0,6,Top-Lockparfüm
rec-981-dup-1,7,Pétalo Naranja
rec-981-dup-1,4,橙色花瓣
rec-981-dup-1,11,だいだいはなびら
rec-981-dup-1,12,橙色花瓣
rec-981-dup-1,3,주황꽃잎
rec-981-dup-1,1,だいだいはなびら
rec-981-dup-1,6,Oranges Blatt
rec-981-dup-1,8,Petalo arancione
rec-981-dup-1,5,Pétale Orange
rec-981-dup-1,9,Orange Petal
rec-1288-dup-0,12,招式学习器００
rec-1288-dup-0,4,招式學習器００
rec-1288-dup-0,5,CT00
rec-1288-dup-0,7,MT00
rec-1288-dup-0,6,TM00
rec-1288-dup-0,9,TM00
rec-1288-dup-0,1,わざマシン００
rec-1288-dup-0,8,MT00
rec-1288-dup-0,3,기술머신00
rec-1288-dup-0,11,わざマシン００
rec-711-dup-0,1,プテラナイト
rec-711-dup-0,9,Aerodactylite
rec-711-dup-0,12,化石翼龙进化石
rec-711-dup-0,4,化石翼龍進化石
rec-711-dup-0,7,Aerodactylita
rec-711-dup-0,3,프테라나이트
rec-711-dup-0,5,Ptéraïte
rec-711-dup-0,11,プテラナイト
rec-711-dup-0,6,Aerodactylonit
rec-711-dup-0,8,Aerodactylite
rec-598-dup-1,11,じめんのジュエル
rec-598-dup-1,6,Bodenjuwel
rec-598-dup-1,8,Bijouterra
rec-598-dup-1,12,地面宝石
rec-598-dup-1,9,Ground Gem
rec-598-dup-1,5,Joyau Sol
rec-598-dup-1,1,じめんのジュエル
rec-598-dup-1,3,땅주얼
rec-598-dup-1,7,Gema Tierra
rec-598-dup-1,4,地面寶石
rec-1224-dup-0,4,招式紀錄３６
rec-1224-dup-0,7,DT36
rec-1224-dup-0,1,わざレコード３６
rec-1224-dup-0,6,TP36
rec-1224-dup-0,12,招式记录３６
rec-1224-dup-0,3,기술레코드36
rec-1224-dup-0,11,わざレコード３６
rec-1224-dup-0,8,DT36
rec-1224-dup-0,5,DT36
rec-1224-dup-0,9,TR36
rec-950-dup-1,12,岩石Ｚ
rec-950-dup-1,9,Rockium Z
rec-950-dup-1,3,바위Z
rec-950-dup-1,4,岩石Ｚ
rec-950-dup-1,7,Litostal Z
rec-950-dup-1,11,イワＺ
rec-950-dup-1,8,Petrium Z
rec-950-dup-1,6,Petrium Z
rec-950-dup-1,1,イワＺ
rec-950-dup-1,5,Rocazélite
rec-1184-dup-0,4,經驗糖果Ｍ
rec-1184-dup-0,8,Caram. Esp. M
rec-1184-dup-0,9,Exp. Candy M
rec-1184-dup-0,11,けいけんアメＭ
rec-1184-dup-0,5,Bonbon Exp. M
rec-1184-dup-0,12,经验糖果Ｍ
rec-1184-dup-0,1,けいけんアメＭ
rec-1184-dup-0,6,EP-Bonbon M
rec-1184-dup-0,7,Caramelo Exp. M
rec-1184-dup-0,3,경험사탕M
rec-660-dup-1,3,기술머신94
rec-660-dup-1,1,わざマシン９４
rec-660-dup-1,9,TM94
rec-660-dup-1,4,招式學習器９４
rec-660-dup-1,6,TM94
rec-660-dup-1,7,MT94
rec-660-dup-1,12,招式学习器９４
rec-660-dup-1,11,わざマシン９４
rec-660-dup-1,8,MT94
rec-660-dup-1,5,CT94
rec-40-dup-1,1,ピーピーエイダー
rec-40-dup-1,3,PP에이더
rec-40-dup-1,8,Elisir
rec-40-dup-1,6,Elixier
rec-40-dup-1,5,Élixir
rec-40-dup-1,11,ピーピーエイダー
rec-40-dup-1,9,Elixir
rec-40-dup-1,4,ＰＰ多項小補劑
rec-40-dup-1,7,Elixir
rec-40-dup-1,12,ＰＰ多项小补剂
rec-1511-dup-1,3,Leo4534
rec-1511-dup-1,4,Leo4534
rec-1511-dup-1,8,Leo4534
rec-1511-dup-1,7,Leo4534
rec-1511-dup-1,6,Leo4534
rec-1511-dup-1,9,Leo4534
rec-1511-dup-1,12,Leo4534
rec-1511-dup-1,5,Leo4534
rec-1511-dup-1,1,Leo4534
rec-1511-dup-1,11,Leo4534
rec-1036-dup-0,5,Parfum
rec-1036-dup-0,7,Colonia
rec-1036-dup-0,8,Profumo invito
rec-1036-dup-0,6,Lockparfüm
rec-1036-dup-0,4,引蟲香水
rec-1036-dup-0,1,むしよせコロン
rec-1036-dup-0,9,Lure
rec-1036-dup-0,3,벌레유인코롱
rec-1036-dup-0,12,引虫香水
rec-1036-dup-0,11,むしよせコロン
rec-570-dup-1,5,Lettre Invit
rec-570-dup-1,11,おさそいメール
rec-570-dup-1,12,邀请邮件
rec-570-dup-1,1,おさそいメール
rec-570-dup-1,6,Einladebrief
rec-570-dup-1,9,RSVP Mail
rec-570-dup-1,3,권유메일
rec-570-dup-1,8,Messaggio Invito
rec-570-dup-1,4,邀請郵件
rec-570-dup-1,7,Carta Invitar
rec-407-dup-0,4,規則書
rec-407-dup-0,7,Reglamento
rec-407-dup-0,5,Livre Règles
rec-407-dup-0,3,룰북
rec-407-dup-0,11,ルールブック
rec-407-dup-0,9,Rule Book
rec-407-dup-0,12,规则书
rec-407-dup-0,8,Libro Regole
rec-407-dup-0,1,ルールブック
rec-407-dup-0,6,Regelbuch
rec-1281-dup-0,1,わざレコード９３
rec-1281-dup-0,8,DT93
rec-1281-dup-0,12,招式记录９３
rec-1281-dup-0,4,招式紀錄９３
rec-1281-dup-0,3,기술레코드93
rec-1281-dup-0,9,TR93
rec-1281-dup-0,11,わざレコード９３
rec-1281-dup-0,6,TP93
rec-1281-dup-0,7,DT93
rec-1281-dup-0,5,DT93
rec-453-dup-0,5,Speed Ball
rec-453-dup-0,12,速度球
rec-453-dup-0,6,Turboball
rec-453-dup-0,4,速度球
rec-453-dup-0,7,Rapid Ball
rec-453-dup-0,1,スピードボール
rec-453-dup-0,8,Rapid Ball
rec-453-dup-0,3,스피드볼
rec-453-dup-0,9,Fast Ball
rec-453-dup-0,11,スピードボール
rec-496-dup-0,11,データカード１１
rec-496-dup-0,7,Tarjeta Datos 11
rec-496-dup-0,3,데이터카드11
rec-496-dup-0,4,資料卡１１
rec-496-dup-0,5,Carte Mémo11
rec-496-dup-0,9,Data Card 11
rec-496-dup-0,8,Scheda Dati 11
rec-496-dup-0,1,データカード１１
rec-496-dup-0,12,数据卡１１
rec-496-dup-0,6,Datenkarte11
rec-134-dup-0,8,Baccaprugna
rec-134-dup-0,3,리샘열매
rec-134-dup-0,5,Baie Prine
rec-134-dup-0,11,ラムのみ
rec-134-dup-0,4,木子果
rec-134-dup-0,7,Baya Ziuela
rec-134-dup-0,1,ラムのみ
rec-134-dup-0,12,木子果
rec-134-dup-0,6,Prunusbeere
rec-134-dup-0,9,Lum Berry
rec-1027-dup-0,7,Pendiente
rec-1027-dup-0,4,一邊的耳環
rec-1027-dup-0,6,Ohrring
rec-1027-dup-0,5,Boucle dOreille
rec-1027-dup-0,11,かたっぽピアス
rec-1027-dup-0,9,Lone Earring
rec-1027-dup-0,12,一边的耳环
rec-1027-dup-0,1,かたっぽピアス
rec-1027-dup-0,8,Orecchino
rec-1027-dup-0,3,한쪽귀고리
rec-1452-dup-1,5,Cnc3249
rec-1452-dup-1,3,Cnc3249
rec-1452-dup-1,8,Cnc3249
rec-1452-dup-1,1,Cnc3249
rec-1452-dup-1,6,Cnc3249
rec-1452-dup-1,4,Cnc3249
rec-1452-dup-1,9,Cnc3249
rec-1452-dup-1,11,Cnc3249
rec-1452-dup-1,12,Cnc3249
rec-1452-dup-1,7,Cnc3249
rec-1240-dup-1,11,わざレコード５２
rec-1240-dup-1,8,DT52
rec-1240-dup-1,7,DT52
rec-1240-dup-1,9,TR52
rec-1240-dup-1,6,TP52
rec-1240-dup-1,4,招式紀錄５２
rec-1240-dup-1,5,DT52
rec-1240-dup-1,12,招式记录５２
rec-1240-dup-1,3,기술레코드52
rec-1240-dup-1,1,わざレコード５２
rec-1548-dup-0,8,Gem2930
rec-1548-dup-0,5,Gem2930
rec-1548-dup-0,7,Gem2930
rec-1548-dup-0,6,Gem2930
rec-1548-dup-0,1,Gem2930
rec-1548-dup-0,12,Gem2930
rec-1548-dup-0,9,Gem2930
rec-1548-dup-0,3,Gem2930
rec-1548-dup-0,4,Gem2930
rec-1548-dup-0,11,Gem2930
rec-1052-dup-0,11,げんきのアメＸＬ
rec-1052-dup-0,12,元气糖果ＸＬ
rec-1052-dup-0,7,Caramelo Vigor ++
rec-1052-dup-0,8,Caramella vitalità L
rec-1052-dup-0,5,Bonbon Santé L
rec-1052-dup-0,3,기력의사탕XL
rec-1052-dup-0,1,げんきのアメＸＬ
rec-1052-dup-0,9,Health Candy XL
rec-1052-dup-0,4,元氣糖果ＸＬ
rec-1052-dup-0,6,Energiebonbon++
rec-1355-dup-0,4,Psc8773
rec-1355-dup-0,7,Psc8773
rec-1355-dup-0,11,Psc8773
rec-1355-dup-0,12,Psc8773
rec-1355-dup-0,8,Psc8773
rec-1355-dup-0,9,Psc8773
rec-1355-dup-0,1,Psc8773
rec-1355-dup-0,5,Psc8773
rec-1355-dup-0,6,Psc8773
rec-1355-dup-0,3,Psc8773
rec-135-dup-0,11,オボンのみ
rec-135-dup-0,9,Sitrus Berry
rec-135-dup-0,1,オボンのみ
rec-135-dup-0,6,Tsitrubeere
rec-135-dup-0,8,Baccacedro
rec-135-dup-0,12,文柚果
rec-135-dup-0,3,자뭉열매
rec-135-dup-0,4,文柚果
rec-135-dup-0,5,Baie Sitrus
rec-135-dup-0,7,Baya Zidra
rec-1539-dup-0,7,Gem2990
rec-1539-dup-0,12,Gem2990
rec-1539-dup-0,1,Gem2990
rec-1539-dup-0,11,Gem2990
rec-1539-dup-0,8,Gem2990
rec-1539-dup-0,4,Gem2990
rec-1539-dup-0,9,Gem2990
rec-1539-dup-0,3,Gem2990
rec-1539-dup-0,6,Gem2990
rec-1539-dup-0,5,Gem2990
rec-1316-dup-0,6,Gewürzmix
rec-1316-dup-0,3,스파이스세트
rec-1316-dup-0,12,香料组合
rec-1316-dup-0,11,スパイスセット
rec-1316-dup-0,8,Spezie assortite
rec-1316-dup-0,1,スパイスセット
rec-1316-dup-0,5,Épices
rec-1316-dup-0,7,Especias
rec-1316-dup-0,9,Spice Mix
rec-1316-dup-0,4,香料組合
rec-735-dup-0,7,Emblema Kalos
rec-735-dup-0,6,Kalos-Emblem
rec-735-dup-0,8,Emblema di Kalos
rec-735-dup-0,11,カロスエンブレム
rec-735-dup-0,12,卡洛斯勋章
rec-735-dup-0,9,Honor of Kalos
rec-735-dup-0,5,Insigne de Kalos
rec-735-dup-0,3,칼로스엠블럼
rec-735-dup-0,4,卡洛斯勳章
rec-735-dup-0,1,カロスエンブレム
rec-1165-dup-0,3,화석용
rec-1165-dup-0,6,Drachenfossil
rec-1165-dup-0,7,Dracofósil
rec-1165-dup-0,8,Dracofossile
rec-1165-dup-0,12,化石龙
rec-1165-dup-0,11,カセキのリュウ
rec-1165-dup-0,9,Fossilized Drake
rec-1165-dup-0,1,カセキのリュウ
rec-1165-dup-0,4,化石龍
rec-1165-dup-0,5,Fossile Dragon
rec-575-dup-1,3,브리지메일S
rec-575-dup-1,4,橋梁郵件Ｓ
rec-575-dup-1,8,Mess. Frec.
rec-575-dup-1,9,Bridge Mail S
rec-575-dup-1,11,ブリッジメールＳ
rec-575-dup-1,6,Brückbrief H
rec-575-dup-1,5,Lettre Pont S
rec-575-dup-1,12,桥梁邮件Ｓ
rec-575-dup-1,1,ブリッジメールＳ
rec-575-dup-1,7,Carta Puente S
rec-733-dup-0,4,電梯鑰匙
rec-733-dup-0,1,エレベータのキー
rec-733-dup-0,7,Llave Ascensor
rec-733-dup-0,12,电梯钥匙
rec-733-dup-0,6,Liftschlüssel
rec-733-dup-0,3,엘리베이터키
rec-733-dup-0,11,エレベータのキー
rec-733-dup-0,5,Clé Ascenseur
rec-733-dup-0,9,Elevator Key
rec-733-dup-0,8,Chiave ascensore
rec-1046-dup-0,8,Caramella vitalità M
rec-1046-dup-0,5,Bonbon Santé M
rec-1046-dup-0,12,元气糖果Ｌ
rec-1046-dup-0,9,Health Candy L
rec-1046-dup-0,11,げんきのアメＬ
rec-1046-dup-0,6,Energiebonbon+
rec-1046-dup-0,3,기력의사탕L
rec-1046-dup-0,1,げんきのアメＬ
rec-1046-dup-0,4,元氣糖果Ｌ
rec-1046-dup-0,7,Caramelo Vigor +
rec-786-dup-0,9,Mega Pendant
rec-786-dup-0,8,Megapendente
rec-786-dup-0,7,Megacollar
rec-786-dup-0,1,メガペンダント
rec-786-dup-0,4,超級吊墜
rec-786-dup-0,12,超级吊坠
rec-786-dup-0,3,메가펜던트
rec-786-dup-0,5,Méga-Pendentif
rec-786-dup-0,6,Mega-Anhänger
rec-786-dup-0,11,メガペンダント
rec-1578-dup-0,11,Per834
rec-1578-dup-0,3,Per834
rec-1578-dup-0,9,Per834
rec-1578-dup-0,8,Per834
rec-1578-dup-0,4,Per834
rec-1578-dup-0,6,Per834
rec-1578-dup-0,12,Per834
rec-1578-dup-0,5,Per834
rec-1578-dup-0,1,Per834
rec-1578-dup-0,7,Per834
rec-1612-dup-0,4,Dra6705
rec-1612-dup-0,1,Dra6705
rec-1612-dup-0,5,Dra6705
rec-1612-dup-0,12,Dra6705
rec-1612-dup-0,7,Dra6705
rec-1612-dup-0,11,Dra6705
rec-1612-dup-0,9,Dra6705
rec-1612-dup-0,8,Dra6705
rec-1612-dup-0,6,Dra6705
rec-1612-dup-0,3,Dra6705
rec-1420-dup-0,1,Vir5315
rec-1420-dup-0,9,Vir5315
rec-1420-dup-0,8,Vir5315
rec-1420-dup-0,5,Vir5315
rec-1420-dup-0,4,Vir5315
rec-1420-dup-0,12,Vir5315
rec-1420-dup-0,6,Vir5315
rec-1420-dup-0,3,Vir5315
rec-1420-dup-0,11,Vir5315
rec-1420-dup-0,7,Vir5315
rec-772-dup-0,8,Kit Pokémelle
rec-772-dup-0,6,Pokériegel-Set
rec-772-dup-0,5,Kit Pokébloc
rec-772-dup-0,7,Kit de Pokécubos
rec-772-dup-0,9,Pokéblock Kit
rec-772-dup-0,4,寶可方塊組合
rec-772-dup-0,12,宝可方块套装
rec-772-dup-0,1,ポロックキット
rec-772-dup-0,3,포켓몬스넥키트
rec-772-dup-0,11,ポロックキット
rec-1495-dup-0,3,Sco6527
rec-1495-dup-0,11,Sco6527
rec-1495-dup-0,5,Sco6527
rec-1495-dup-0,12,Sco6527
rec-1495-dup-0,4,Sco6527
rec-1495-dup-0,6,Sco6527
rec-1495-dup-0,9,Sco6527
rec-1495-dup-0,7,Sco6527
rec-1495-dup-0,8,Sco6527
rec-1495-dup-0,1,Sco6527
rec-1190-dup-0,6,TP02
rec-1190-dup-0,11,わざレコード０２
rec-1190-dup-0,5,DT02
rec-1190-dup-0,1,わざレコード０２
rec-1190-dup-0,12,招式记录０２
rec-1190-dup-0,9,TR02
rec-1190-dup-0,3,기술레코드02
rec-1190-dup-0,8,DT02
rec-1190-dup-0,7,DT02
rec-1190-dup-0,4,招式紀錄０２
rec-1200-dup-0,5,DT12
rec-1200-dup-0,12,招式记录１２
rec-1200-dup-0,6,TP12
rec-1200-dup-0,3,기술레코드12
rec-1200-dup-0,8,DT12
rec-1200-dup-0,9,TR12
rec-1200-dup-0,1,わざレコード１２
rec-1200-dup-0,4,招式紀錄１２
rec-1200-dup-0,11,わざレコード１２
rec-1200-dup-0,7,DT12
rec-382-dup-0,5,CT78
rec-382-dup-0,12,招式学习器７８
rec-382-dup-0,11,わざマシン７８
rec-382-dup-0,9,TM78
rec-382-dup-0,7,MT78
rec-382-dup-0,1,わざマシン７８
rec-382-dup-0,3,기술머신78
rec-382-dup-0,4,招式學習器７８
rec-382-dup-0,6,TM78
rec-382-dup-0,8,MT78
rec-1061-dup-1,1,キャタピーのアメ
rec-1061-dup-1,9,Caterpie Candy
rec-1061-dup-1,6,Raupy-Bonbon
rec-1061-dup-1,12,绿毛虫的糖果
rec-1061-dup-1,3,캐터피의사탕
rec-1061-dup-1,11,キャタピーのアメ
rec-1061-dup-1,8,Caramella Caterpie
rec-1061-dup-1,5,Bonbon Chenipan
rec-1061-dup-1,7,Caramelo Caterpie
rec-1061-dup-1,4,綠毛蟲的糖果
rec-1275-dup-0,5,DT87
rec-1275-dup-0,8,DT87
rec-1275-dup-0,9,TR87
rec-1275-dup-0,4,招式紀錄８７
rec-1275-dup-0,12,招式记录８７
rec-1275-dup-0,7,DT87
rec-1275-dup-0,11,わざレコード８７
rec-1275-dup-0,1,わざレコード８７
rec-1275-dup-0,6,TP87
rec-1275-dup-0,3,기술레코드87
rec-388-dup-0,3,기술머신84
rec-388-dup-0,6,TM84
rec-388-dup-0,7,MT84
rec-388-dup-0,4,招式學習器８４
rec-388-dup-0,8,MT84
rec-388-dup-0,5,CT84
rec-388-dup-0,1,わざマシン８４
rec-388-dup-0,11,わざマシン８４
rec-388-dup-0,12,招式学习器８４
rec-388-dup-0,9,TM84
rec-772-dup-1,8,Kit Pokémelle
rec-772-dup-1,6,Pokériegel-Set
rec-772-dup-1,5,Kit Pokébloc
rec-772-dup-1,7,Kit de Pokécubos
rec-772-dup-1,9,Pokéblock Kit
rec-772-dup-1,4,寶可方塊組合
rec-772-dup-1,12,宝可方块套装
rec-772-dup-1,1,ポロックキット
rec-772-dup-1,3,포켓몬스넥키트
rec-772-dup-1,11,ポロックキット
rec-1322-dup-0,4,超極粉
rec-1322-dup-0,12,超极粉
rec-1322-dup-0,6,Giga-Pulver
rec-1322-dup-0,11,キョダイパウダー
rec-1322-dup-0,5,Poudre Gigamax
rec-1322-dup-0,8,Gigaspezia
rec-1322-dup-0,9,Gigantamix
rec-1322-dup-0,1,キョダイパウダー
rec-1322-dup-0,7,Especias Gigamax
rec-1322-dup-0,3,거대파우더
rec-1139-dup-0,3,포켓몬 박스
rec-1139-dup-0,4,寶可夢盒
rec-1139-dup-0,12,宝可梦盒
rec-1139-dup-0,8,Box Pokémon
rec-1139-dup-0,5,Boîte Pokémon
rec-1139-dup-0,6,Pokémon-Box
rec-1139-dup-0,1,ポケモンボックス
rec-1139-dup-0,9,Pokémon Box Link
rec-1139-dup-0,7,Caja de Pokémon
rec-1139-dup-0,11,ポケモンボックス
rec-1656-dup-1,1,にんじんのタネ
rec-1656-dup-1,7,Sem. Zanahoria
rec-1656-dup-1,5,Graines Carotte
rec-1656-dup-1,6,Karottensamen
rec-1656-dup-1,3,당근씨
rec-1656-dup-1,9,Carrot Seeds
rec-1656-dup-1,12,萝卜种子
rec-1656-dup-1,8,Semi di carota
rec-1656-dup-1,4,蘿蔔種子
rec-1656-dup-1,11,にんじんのタネ
rec-536-dup-1,6,Wüstenbrille
rec-536-dup-1,7,Gafas Aislantes
rec-536-dup-1,9,Go-Goggles
rec-536-dup-1,8,Occhialoni
rec-536-dup-1,1,ゴーゴーゴーグル
rec-536-dup-1,3,고고고글
rec-536-dup-1,12,ＧＯＧＯ护目镜
rec-536-dup-1,11,ゴーゴーゴーグル
rec-536-dup-1,4,ＧＯＧＯ護目鏡
rec-536-dup-1,5,Lunettes Sable
rec-1005-dup-1,12,捕捉碰碰
rec-1005-dup-1,11,つかまえポン
rec-1005-dup-1,1,つかまえポン
rec-1005-dup-1,9,Roto Catch
rec-1005-dup-1,7,Cupón Captura
rec-1005-dup-1,6,Fangbon
rec-1005-dup-1,4,捕捉碰碰
rec-1005-dup-1,3,잡기캡슐토이
rec-1005-dup-1,8,Acchiappanroll
rec-1005-dup-1,5,Moti-Capture
rec-426-dup-0,1,ポフィンケース
rec-426-dup-0,7,Pokochera
rec-426-dup-0,4,寶芬盒
rec-426-dup-0,9,Poffin Case
rec-426-dup-0,12,宝芬盒
rec-426-dup-0,5,Boîte Poffin
rec-426-dup-0,8,Portapoffin
rec-426-dup-0,3,포핀케이스
rec-426-dup-0,11,ポフィンケース
rec-426-dup-0,6,Knurspbox
rec-1017-dup-1,6,Goldene Nanabbeere
rec-1017-dup-1,9,Golden Nanab Berry
rec-1017-dup-1,3,황금 나나열매
rec-1017-dup-1,12,金色蕉香果
rec-1017-dup-1,4,金色蕉香果
rec-1017-dup-1,7,Baya Latano Dorada
rec-1017-dup-1,1,きんのナナのみ
rec-1017-dup-1,5,Baie Nanab dorée
rec-1017-dup-1,8,Baccabana dorata
rec-1017-dup-1,11,きんのナナのみ
rec-543-dup-1,7,Correo-Oak
rec-543-dup-1,6,Eichs Paket
rec-543-dup-1,8,Pacco di Oak
rec-543-dup-1,5,Colis Chen
rec-543-dup-1,1,おとどけもの
rec-543-dup-1,9,Oaks Parcel
rec-1029-dup-0,6,Goldblatt
rec-1029-dup-0,3,금빛잎사귀
rec-1029-dup-0,8,Fogliadoro
rec-1029-dup-0,5,Feuille Dorée
rec-1029-dup-0,9,Gold Leaf
rec-1029-dup-0,1,きんのはっぱ
rec-1029-dup-0,4,金色葉子
rec-1029-dup-0,11,きんのはっぱ
rec-1029-dup-0,12,金色叶子
rec-1029-dup-0,7,Hoja de Oro
rec-1605-dup-0,8,Sge7479
rec-1605-dup-0,7,Sge7479
rec-1605-dup-0,5,Sge7479
rec-1605-dup-0,9,Sge7479
rec-1605-dup-0,1,Sge7479
rec-1605-dup-0,11,Sge7479
rec-1605-dup-0,3,Sge7479
rec-1605-dup-0,12,Sge7479
rec-1605-dup-0,6,Sge7479
rec-1605-dup-0,4,Sge7479
rec-1061-dup-0,1,キャタピーのアメ
rec-1061-dup-0,9,Caterpie Candy
rec-1061-dup-0,6,Raupy-Bonbon
rec-1061-dup-0,12,绿毛虫的糖果
rec-1061-dup-0,3,캐터피의사탕
rec-1061-dup-0,11,キャタピーのアメ
rec-1061-dup-0,8,Caramella Caterpie
rec-1061-dup-0,5,Bonbon Chenipan
rec-1061-dup-0,7,Caramelo Caterpie
rec-1061-dup-0,4,綠毛蟲的糖果
rec-903-dup-1,3,플라잉메모리
rec-903-dup-1,6,Flug-Disc
rec-903-dup-1,4,飛翔記憶碟
rec-903-dup-1,11,フライングメモリ
rec-903-dup-1,7,Disco Volador
rec-903-dup-1,9,Flying Memory
rec-903-dup-1,12,飞翔存储碟
rec-903-dup-1,8,ROM Volante
rec-903-dup-1,5,ROM Vol
rec-903-dup-1,1,フライングメモリ
rec-454-dup-0,9,Friend Ball
rec-454-dup-0,3,프렌드볼
rec-454-dup-0,8,Friend Ball
rec-454-dup-0,4,友友球
rec-454-dup-0,6,Freundesball
rec-454-dup-0,7,Amigo Ball
rec-454-dup-0,11,フレンドボール
rec-454-dup-0,5,Copain Ball
rec-454-dup-0,1,フレンドボール
rec-454-dup-0,12,友友球
rec-153-dup-0,8,Baccagostan
rec-153-dup-0,12,岳竹果
rec-153-dup-0,1,ゴスのみ
rec-153-dup-0,7,Baya Aostan
rec-153-dup-0,11,ゴスのみ
rec-153-dup-0,6,Magostbeere
rec-153-dup-0,9,Magost Berry
rec-153-dup-0,3,고스티열매
rec-153-dup-0,5,Baie Mangou
rec-153-dup-0,4,岳竹果
rec-93-dup-0,12,心之鳞片
rec-93-dup-0,11,ハートのウロコ
rec-93-dup-0,5,Écaille Cœur
rec-93-dup-0,6,Herzschuppe
rec-93-dup-0,8,Squama Cuore
rec-93-dup-0,7,Escama Corazón
rec-93-dup-0,4,心之鱗片
rec-93-dup-0,3,하트비늘
rec-93-dup-0,1,ハートのウロコ
rec-93-dup-0,9,Heart Scale
rec-1319-dup-0,12,椰奶
rec-1319-dup-0,1,ヤシのミルク
rec-1319-dup-0,8,Latte di cocco
rec-1319-dup-0,11,ヤシのミルク
rec-1319-dup-0,9,Coconut Milk
rec-1319-dup-0,3,야자밀크
rec-1319-dup-0,5,Lait de Coco
rec-1319-dup-0,4,椰奶
rec-1319-dup-0,6,Kokosmilch
rec-1319-dup-0,7,Leche de Coco
rec-1355-dup-1,4,Psc8773
rec-1355-dup-1,7,Psc8773
rec-1355-dup-1,11,Psc8773
rec-1355-dup-1,12,Psc8773
rec-1355-dup-1,8,Psc8773
rec-1355-dup-1,9,Psc8773
rec-1355-dup-1,1,Psc8773
rec-1355-dup-1,5,Psc8773
rec-1355-dup-1,6,Psc8773
rec-1355-dup-1,3,Psc8773
rec-1302-dup-0,12,温顺薄荷
