move,local_language,name
rec-761-dup-0,8,Dynapugno
rec-761-dup-0,12,极巨拳斗
rec-761-dup-0,5,Pugilomax
rec-761-dup-0,7,Maxipuño
rec-761-dup-0,1,ダイナックル
rec-761-dup-0,6,Dyna-Faust
rec-761-dup-0,11,ダイナックル
rec-761-dup-0,9,Max Knuckle
rec-761-dup-0,4,極巨拳鬥
rec-761-dup-0,3,다이너클
rec-607-dup-0,9,Hold Hands
rec-607-dup-0,1,てをつなぐ
rec-607-dup-0,7,Manos Juntas
rec-607-dup-0,3,손에손잡기
rec-607-dup-0,4,牽手
rec-607-dup-0,12,牵手
rec-607-dup-0,11,てをつなぐ
rec-607-dup-0,8,Mano nella Mano
rec-607-dup-0,5,Mains Jointes
rec-607-dup-0,6,Händchenhalten
rec-392-dup-0,5,Anneau Hydro
rec-392-dup-0,1,アクアリング
rec-392-dup-0,6,Wasserring
rec-392-dup-0,12,水流环
rec-392-dup-0,8,Acquanello
rec-392-dup-0,4,水流環
rec-392-dup-0,7,Acua Aro
rec-392-dup-0,3,아쿠아링
rec-392-dup-0,11,アクアリング
rec-392-dup-0,9,Aqua Ring
rec-681-dup-0,6,Überheblichkeit
rec-681-dup-0,11,つけあがる
rec-681-dup-0,8,Tracotanza
rec-681-dup-0,4,囂張
rec-681-dup-0,5,Arrogance
rec-681-dup-0,1,つけあがる
rec-681-dup-0,12,嚣张
rec-681-dup-0,3,기어오르기
rec-681-dup-0,7,Chulería
rec-681-dup-0,9,Power Trip
rec-538-dup-0,12,棉花防守
rec-538-dup-0,7,Rizo Algodón
rec-538-dup-0,5,Cotogarde
rec-538-dup-0,1,コットンガード
rec-538-dup-0,6,Watteschild
rec-538-dup-0,8,Cotonscudo
rec-538-dup-0,3,코튼가드
rec-538-dup-0,9,Cotton Guard
rec-538-dup-0,4,棉花防守
rec-538-dup-0,11,コットンガード
rec-801-dup-0,5,Kokiyarme
rec-801-dup-0,3,셸암즈
rec-801-dup-0,1,シェルアームズ
rec-801-dup-0,6,Muschelwaffe
rec-801-dup-0,4,臂貝武器
rec-801-dup-0,8,Armaguscio
rec-801-dup-0,12,臂贝武器
rec-801-dup-0,9,Shell Side Arm
rec-801-dup-0,7,Moluscañón
rec-801-dup-0,11,シェルアームズ
rec-595-dup-0,5,Feu Ensorcelé
rec-595-dup-0,3,매지컬플레임
rec-595-dup-0,6,Magieflamme
rec-595-dup-0,4,魔法火焰
rec-595-dup-0,8,Magifiamma
rec-595-dup-0,9,Mystical Fire
rec-595-dup-0,12,魔法火焰
rec-595-dup-0,1,マジカルフレイム
rec-595-dup-0,11,マジカルフレイム
rec-595-dup-0,7,Llama Embrujada
rec-300-dup-1,3,흙놀이
rec-300-dup-1,9,Mud Sport
rec-300-dup-1,6,Lehmsuhler
rec-300-dup-1,5,Lance-Boue
rec-300-dup-1,1,どろあそび
rec-300-dup-1,8,Fangata
rec-300-dup-1,12,玩泥巴
rec-300-dup-1,7,Chapoteo Lodo
rec-300-dup-1,11,どろあそび
rec-300-dup-1,4,玩泥巴
rec-257-dup-0,7,Onda Ígnea
rec-257-dup-0,12,热风
rec-257-dup-0,11,ねっぷう
rec-257-dup-0,8,Ondacalda
rec-257-dup-0,1,ねっぷう
rec-257-dup-0,3,열풍
rec-257-dup-0,5,Canicule
rec-257-dup-0,6,Hitzewelle
rec-257-dup-0,9,Heat Wave
rec-257-dup-0,4,熱風
rec-691-dup-0,8,Clamorsquame
rec-691-dup-0,5,Vibrécaille
rec-691-dup-0,12,鳞片噪音
rec-691-dup-0,11,スケイルノイズ
rec-691-dup-0,3,스케일노이즈
rec-691-dup-0,6,Schuppenrasseln
rec-691-dup-0,7,Fragor Escamas
rec-691-dup-0,4,鱗片噪音
rec-691-dup-0,1,スケイルノイズ
rec-691-dup-0,9,Clanging Scales
rec-461-dup-0,4,新月舞
rec-461-dup-0,8,Lunardanza
rec-461-dup-0,1,みかづきのまい
rec-461-dup-0,9,Lunar Dance
rec-461-dup-0,3,초승달춤
rec-461-dup-0,12,新月舞
rec-461-dup-0,7,Danza Lunar
rec-461-dup-0,5,Danse Lune
rec-461-dup-0,6,Lunartanz
rec-461-dup-0,11,みかづきのまい
rec-791-dup-0,1,いのちのしずく
rec-791-dup-0,8,Goccia Vitale
rec-791-dup-0,11,いのちのしずく
rec-791-dup-0,4,生命水滴
rec-791-dup-0,7,Gota Vital
rec-791-dup-0,12,生命水滴
rec-791-dup-0,6,Lebenstropfen
rec-791-dup-0,5,Fontaine de Vie
rec-791-dup-0,9,Life Dew
rec-791-dup-0,3,생명의물방울
rec-428-dup-0,3,사념의박치기
rec-428-dup-0,4,意念頭錘
rec-428-dup-0,6,Zen-Kopfstoß
rec-428-dup-0,8,Cozzata Zen
rec-428-dup-0,5,PsykoudBoul
rec-428-dup-0,9,Zen Headbutt
rec-428-dup-0,11,しねんのずつき
rec-428-dup-0,1,しねんのずつき
rec-428-dup-0,12,意念头锤
rec-428-dup-0,7,Cabezazo Zen
rec-468-dup-1,8,Unghiaguzze
rec-468-dup-1,11,つめとぎ
rec-468-dup-1,6,Klauenwetzer
rec-468-dup-1,1,つめとぎ
rec-468-dup-1,3,손톱갈기
rec-468-dup-1,7,Afilagarras
rec-468-dup-1,9,Hone Claws
rec-468-dup-1,4,磨爪
rec-468-dup-1,12,磨爪
rec-468-dup-1,5,Aiguisage
rec-816-dup-0,7,Cura Selvática
rec-816-dup-0,1,ジャングルヒール
rec-816-dup-0,3,정글힐
rec-816-dup-0,9,Jungle Healing
rec-816-dup-0,8,Giunglacura
rec-816-dup-0,4,叢林治療
rec-816-dup-0,11,ジャングルヒール
rec-816-dup-0,5,Selve Salvatrice
rec-816-dup-0,12,丛林治疗
rec-816-dup-0,6,Dschungelheilung
rec-448-dup-1,5,Babil
rec-448-dup-1,3,수다
rec-448-dup-1,8,Schiamazzo
rec-448-dup-1,9,Chatter
rec-448-dup-1,4,喋喋不休
rec-448-dup-1,7,Cháchara
rec-448-dup-1,1,おしゃべり
rec-448-dup-1,12,喋喋不休
rec-448-dup-1,11,おしゃべり
rec-448-dup-1,6,Geschwätz
rec-11-dup-0,11,はさむ
rec-11-dup-0,1,はさむ
rec-11-dup-0,6,Klammer
rec-11-dup-0,8,Presa
rec-11-dup-0,12,夹住
rec-11-dup-0,3,찝기
rec-11-dup-0,7,Agarre
rec-11-dup-0,4,夾住
rec-11-dup-0,5,Force Poigne
rec-11-dup-0,9,Vise Grip
rec-368-dup-0,12,金属爆炸
rec-368-dup-0,5,Fulmifer
rec-368-dup-0,4,金屬爆炸
rec-368-dup-0,9,Metal Burst
rec-368-dup-0,6,Metallstoß
rec-368-dup-0,3,메탈버스트
rec-368-dup-0,11,メタルバースト
rec-368-dup-0,1,メタルバースト
rec-368-dup-0,7,Represión Metal
rec-368-dup-0,8,Metalscoppio
rec-693-dup-0,7,Giro Vil
rec-693-dup-0,9,Brutal Swing
rec-693-dup-0,12,狂舞挥打
rec-693-dup-0,4,狂舞揮打
rec-693-dup-0,8,Vorticolpo
rec-693-dup-0,11,ぶんまわす
rec-693-dup-0,6,Wirbler
rec-693-dup-0,3,세차게휘두르기
rec-693-dup-0,1,ぶんまわす
rec-693-dup-0,5,Centrifugifle
rec-39-dup-1,5,Mimi-Queue
rec-39-dup-1,6,Rutenschlag
rec-39-dup-1,11,しっぽをふる
rec-39-dup-1,1,しっぽをふる
rec-39-dup-1,12,摇尾巴
rec-39-dup-1,4,搖尾巴
rec-39-dup-1,8,Colpocoda
rec-39-dup-1,7,Látigo
rec-39-dup-1,9,Tail Whip
rec-39-dup-1,3,꼬리흔들기
rec-449-dup-0,4,制裁光礫
rec-449-dup-0,3,심판의뭉치
rec-449-dup-0,1,さばきのつぶて
rec-449-dup-0,7,Sentencia
rec-449-dup-0,8,Giudizio
rec-449-dup-0,11,さばきのつぶて
rec-449-dup-0,12,制裁光砾
rec-449-dup-0,6,Urteilskraft
rec-449-dup-0,9,Judgment
rec-449-dup-0,5,Jugement
rec-10006-dup-0,7,Hielo Oscuro
rec-10006-dup-0,8,Gelodombra
rec-10006-dup-0,6,Cryptofrost
rec-10006-dup-0,9,Shadow Chill
rec-10006-dup-0,1,ダークフリーズ
rec-10006-dup-0,5,Froid Noir
rec-700-dup-1,7,Surfeo Galvánico
rec-700-dup-1,8,Elettrosurf Folgorante
rec-700-dup-1,3,라이트닝서프라이드
rec-700-dup-1,4,駕雷馭電戲衝浪
rec-700-dup-1,9,Stoked Sparksurfer
rec-700-dup-1,6,Blitz-Wellenritt
rec-700-dup-1,11,ライトニングサーフライド
rec-700-dup-1,5,Électro-Surf Survolté
rec-700-dup-1,1,ライトニングサーフライド
rec-700-dup-1,12,驾雷驭电戏冲浪
rec-297-dup-1,11,フェザーダンス
rec-297-dup-1,7,Danza Pluma
rec-297-dup-1,8,Danzadipiume
rec-297-dup-1,4,羽毛舞
rec-297-dup-1,5,Danse Plumes
rec-297-dup-1,9,Feather Dance
rec-297-dup-1,6,Daunenreigen
rec-297-dup-1,12,羽毛舞
rec-297-dup-1,1,フェザーダンス
rec-297-dup-1,3,깃털댄스
rec-667-dup-0,11,１０まんばりき
rec-667-dup-0,9,High Horsepower
rec-667-dup-0,3,10만마력
rec-667-dup-0,6,Pferdestärke
rec-667-dup-0,4,十萬馬力
rec-667-dup-0,12,十万马力
rec-667-dup-0,8,Forza Equina
rec-667-dup-0,5,Cavalerie Lourde
rec-667-dup-0,7,Fuerza Equina
rec-667-dup-0,1,１０まんばりき
rec-77-dup-1,11,どくのこな
rec-77-dup-1,4,毒粉
rec-77-dup-1,3,독가루
rec-77-dup-1,12,毒粉
rec-77-dup-1,7,Polvo Veneno
rec-77-dup-1,8,Velenpolvere
rec-77-dup-1,9,Poison Powder
rec-77-dup-1,5,Poudre Toxik
rec-77-dup-1,1,どくのこな
rec-77-dup-1,6,Giftpuder
rec-62-dup-0,12,极光束
rec-62-dup-0,6,Aurorastrahl
rec-62-dup-0,4,極光束
rec-62-dup-0,9,Aurora Beam
rec-62-dup-0,7,Rayo Aurora
rec-62-dup-0,11,オーロラビーム
rec-62-dup-0,5,Onde Boréale
rec-62-dup-0,1,オーロラビーム
rec-62-dup-0,8,Raggiaurora
rec-62-dup-0,3,오로라빔
rec-174-dup-0,7,Maldición
rec-174-dup-0,12,诅咒
rec-174-dup-0,8,Maledizione
rec-174-dup-0,5,Malédiction
rec-174-dup-0,9,Curse
rec-174-dup-0,11,のろい
rec-174-dup-0,1,のろい
rec-174-dup-0,6,Fluch
rec-174-dup-0,4,詛咒
rec-174-dup-0,3,저주
rec-289-dup-0,7,Robo
rec-289-dup-0,6,Übernahme
rec-289-dup-0,3,가로챔
rec-289-dup-0,5,Saisie
rec-289-dup-0,4,搶奪
rec-289-dup-0,9,Snatch
rec-289-dup-0,12,抢夺
rec-289-dup-0,11,よこどり
rec-289-dup-0,1,よこどり
rec-289-dup-0,8,Scippo
rec-252-dup-0,7,Sorpresa
rec-252-dup-0,3,속이다
rec-252-dup-0,12,击掌奇袭
rec-252-dup-0,5,Bluff
rec-252-dup-0,1,ねこだまし
rec-252-dup-0,11,ねこだまし
rec-252-dup-0,6,Mogelhieb
rec-252-dup-0,8,Bruciapelo
rec-252-dup-0,9,Fake Out
rec-252-dup-0,4,擊掌奇襲
rec-152-dup-0,9,Crabhammer
rec-152-dup-0,8,Martellata
rec-152-dup-0,1,クラブハンマー
rec-152-dup-0,3,찝게햄머
rec-152-dup-0,12,蟹钳锤
rec-152-dup-0,7,Martillazo
rec-152-dup-0,5,Pince-Masse
rec-152-dup-0,6,Krabbhammer
rec-152-dup-0,4,蟹鉗錘
rec-152-dup-0,11,クラブハンマー
rec-421-dup-0,4,暗影爪
rec-421-dup-0,9,Shadow Claw
rec-421-dup-0,5,Griffe Ombre
rec-421-dup-0,7,Garra Umbría
rec-421-dup-0,8,Ombrartigli
rec-421-dup-0,6,Dunkelklaue
rec-421-dup-0,3,섀도크루
rec-421-dup-0,11,シャドークロー
rec-421-dup-0,12,暗影爪
rec-421-dup-0,1,シャドークロー
rec-625-dup-1,11,ぜんりょくむそうげきれつけん
rec-625-dup-1,6,Fulminante Faustschläge
rec-625-dup-1,3,전력무쌍격렬권
rec-625-dup-1,1,ぜんりょくむそうげきれつけん
rec-625-dup-1,4,全力無雙激烈拳
rec-625-dup-1,7,Ráfaga Demoledora
rec-625-dup-1,12,全力无双激烈拳
rec-625-dup-1,8,Iperscarica Furiosa
rec-625-dup-1,9,All-Out Pummeling
rec-625-dup-1,5,Combo Hyper-Furie
rec-475-dup-0,5,Allègement
rec-475-dup-0,12,身体轻量化
rec-475-dup-0,4,身體輕量化
rec-475-dup-0,8,Sganciapesi
rec-475-dup-0,7,Aligerar
rec-475-dup-0,6,Autotomie
rec-475-dup-0,1,ボディパージ
rec-475-dup-0,9,Autotomize
rec-475-dup-0,3,바디퍼지
rec-475-dup-0,11,ボディパージ
rec-625-dup-0,11,ぜんりょくむそうげきれつけん
rec-625-dup-0,6,Fulminante Faustschläge
rec-625-dup-0,3,전력무쌍격렬권
rec-625-dup-0,1,ぜんりょくむそうげきれつけん
rec-625-dup-0,4,全力無雙激烈拳
rec-625-dup-0,7,Ráfaga Demoledora
rec-625-dup-0,12,全力无双激烈拳
rec-625-dup-0,8,Iperscarica Furiosa
rec-625-dup-0,9,All-Out Pummeling
rec-625-dup-0,5,Combo Hyper-Furie
rec-573-dup-0,8,Liofilizzazione
rec-573-dup-0,6,Gefriertrockner
rec-573-dup-0,7,Liofilización
rec-573-dup-0,12,冷冻干燥
rec-573-dup-0,3,프리즈드라이
rec-573-dup-0,11,フリーズドライ
rec-573-dup-0,9,Freeze-Dry
rec-573-dup-0,4,冷凍乾燥
rec-573-dup-0,5,Lyophilisation
rec-573-dup-0,1,フリーズドライ
rec-502-dup-0,1,サイドチェンジ
rec-502-dup-0,7,Cambio de Banda
rec-502-dup-0,11,サイドチェンジ
rec-502-dup-0,4,交換場地
rec-502-dup-0,12,交换场地
rec-502-dup-0,9,Ally Switch
rec-502-dup-0,8,Cambiaposto
rec-502-dup-0,3,사이드체인지
rec-502-dup-0,5,Interversion
rec-502-dup-0,6,Seitentausch
rec-359-dup-0,5,Marto-Poing
rec-359-dup-0,8,Martelpugno
rec-359-dup-0,4,臂錘
rec-359-dup-0,3,암해머
rec-359-dup-0,9,Hammer Arm
rec-359-dup-0,7,Machada
rec-359-dup-0,11,アームハンマー
rec-359-dup-0,6,Hammerarm
rec-359-dup-0,12,臂锤
rec-359-dup-0,1,アームハンマー
rec-65-dup-0,4,啄鑽
rec-65-dup-0,5,Bec Vrille
rec-65-dup-0,9,Drill Peck
rec-65-dup-0,8,Perforbecco
rec-65-dup-0,3,회전부리
rec-65-dup-0,7,Pico Taladro
rec-65-dup-0,1,ドリルくちばし
rec-65-dup-0,12,啄钻
rec-65-dup-0,11,ドリルくちばし
rec-65-dup-0,6,Bohrschnabel
rec-734-dup-1,7,Joltioparálisis
rec-734-dup-1,11,びりびりエレキ
rec-734-dup-1,9,Buzzy Buzz
rec-734-dup-1,8,Elettrozap
rec-734-dup-1,1,びりびりエレキ
rec-734-dup-1,5,Évo-Dynamo
rec-734-dup-1,6,Knisterladung
rec-734-dup-1,3,찌릿찌릿일렉
rec-734-dup-1,12,麻麻电击
rec-734-dup-1,4,麻麻電擊
rec-607-dup-1,9,Hold Hands
rec-607-dup-1,1,てをつなぐ
rec-607-dup-1,7,Manos Juntas
rec-607-dup-1,3,손에손잡기
rec-607-dup-1,4,牽手
rec-607-dup-1,12,牵手
rec-607-dup-1,11,てをつなぐ
rec-607-dup-1,8,Mano nella Mano
rec-607-dup-1,5,Mains Jointes
rec-607-dup-1,6,Händchenhalten
rec-640-dup-1,5,Pyro-Explosion Cataclysmique
rec-640-dup-1,7,Hecatombe Pírica
rec-640-dup-1,6,Dynamische Maxiflamme
rec-640-dup-1,9,Inferno Overdrive
rec-640-dup-1,4,超強極限爆焰彈
rec-640-dup-1,3,다이내믹풀플레임
rec-640-dup-1,8,Fiammobomba Detonante
rec-640-dup-1,1,ダイナミックフルフレイム
rec-640-dup-1,11,ダイナミックフルフレイム
rec-640-dup-1,12,超强极限爆焰弹
rec-19-dup-1,4,飛翔
rec-19-dup-1,6,Fliegen
rec-19-dup-1,11,そらをとぶ
rec-19-dup-1,7,Vuelo
rec-19-dup-1,5,Vol
rec-19-dup-1,9,Fly
rec-19-dup-1,1,そらをとぶ
rec-19-dup-1,8,Volo
rec-19-dup-1,3,공중날기
rec-19-dup-1,12,飞翔
rec-755-dup-0,7,Branquibocado
rec-755-dup-0,1,エラがみ
rec-755-dup-0,6,Kiemenbiss
rec-755-dup-0,8,Branchiomorso
rec-755-dup-0,3,아가미물기
rec-755-dup-0,12,鳃咬
rec-755-dup-0,5,Branchicrok
rec-755-dup-0,9,Fishious Rend
rec-755-dup-0,11,エラがみ
rec-755-dup-0,4,鰓咬
rec-300-dup-0,3,흙놀이
rec-300-dup-0,9,Mud Sport
rec-300-dup-0,6,Lehmsuhler
rec-300-dup-0,5,Lance-Boue
rec-300-dup-0,1,どろあそび
rec-300-dup-0,8,Fangata
rec-300-dup-0,12,玩泥巴
rec-300-dup-0,7,Chapoteo Lodo
rec-300-dup-0,11,どろあそび
rec-300-dup-0,4,玩泥巴
rec-11-dup-1,11,はさむ
rec-11-dup-1,1,はさむ
rec-11-dup-1,6,Klammer
rec-11-dup-1,8,Presa
rec-11-dup-1,12,夹住
rec-11-dup-1,3,찝기
rec-11-dup-1,7,Agarre
rec-11-dup-1,4,夾住
rec-11-dup-1,5,Force Poigne
rec-11-dup-1,9,Vise Grip
rec-41-dup-0,12,双针
rec-41-dup-0,5,Double Dard
rec-41-dup-0,7,Doble Ataque
rec-41-dup-0,6,Duonadel
rec-41-dup-0,11,ダブルニードル
rec-41-dup-0,8,Doppio Ago
rec-41-dup-0,1,ダブルニードル
rec-41-dup-0,9,Twineedle
rec-41-dup-0,3,더블니들
rec-41-dup-0,4,雙針
rec-75-dup-0,8,Foglielama
rec-75-dup-0,6,Rasierblatt
rec-75-dup-0,9,Razor Leaf
rec-75-dup-0,7,Hoja Afilada
rec-75-dup-0,4,飛葉快刀
rec-75-dup-0,11,はっぱカッター
rec-75-dup-0,12,飞叶快刀
rec-75-dup-0,5,TranchHerbe
rec-75-dup-0,3,잎날가르기
rec-75-dup-0,1,はっぱカッター
rec-108-dup-0,3,연막
rec-108-dup-0,12,烟幕
rec-108-dup-0,4,煙幕
rec-108-dup-0,8,Muro di Fumo
rec-108-dup-0,1,えんまく
rec-108-dup-0,6,Rauchwolke
rec-108-dup-0,7,Pantalla de Humo
rec-108-dup-0,5,Brouillard
rec-108-dup-0,11,えんまく
rec-108-dup-0,9,Smokescreen
rec-472-dup-1,11,ワンダールーム
rec-472-dup-1,1,ワンダールーム
rec-472-dup-1,4,奇妙空間
rec-472-dup-1,5,Zone Étrange
rec-472-dup-1,7,Zona Extraña
rec-472-dup-1,12,奇妙空间
rec-472-dup-1,6,Wunderraum
rec-472-dup-1,9,Wonder Room
rec-472-dup-1,3,원더룸
rec-472-dup-1,8,Mirabilzona
rec-359-dup-1,5,Marto-Poing
rec-359-dup-1,8,Martelpugno
rec-359-dup-1,4,臂錘
rec-359-dup-1,3,암해머
rec-359-dup-1,9,Hammer Arm
rec-359-dup-1,7,Machada
rec-359-dup-1,11,アームハンマー
rec-359-dup-1,6,Hammerarm
rec-359-dup-1,12,臂锤
rec-359-dup-1,1,アームハンマー
rec-234-dup-0,4,晨光
rec-234-dup-0,8,Mattindoro
rec-234-dup-0,6,Morgengrauen
rec-234-dup-0,3,아침햇살
rec-234-dup-0,11,あさのひざし
rec-234-dup-0,5,Aurore
rec-234-dup-0,12,晨光
rec-234-dup-0,1,あさのひざし
rec-234-dup-0,9,Morning Sun
rec-234-dup-0,7,Sol Matinal
rec-207-dup-0,1,いばる
rec-207-dup-0,8,Bullo
rec-207-dup-0,9,Swagger
rec-207-dup-0,12,虚张声势
rec-207-dup-0,11,いばる
rec-207-dup-0,4,虛張聲勢
rec-207-dup-0,5,Vantardise
rec-207-dup-0,7,Contoneo
rec-207-dup-0,6,Angeberei
rec-207-dup-0,3,뽐내기
rec-542-dup-0,7,Vendaval
rec-542-dup-0,8,Tifone
rec-542-dup-0,3,폭풍
rec-542-dup-0,5,Vent Violent
rec-542-dup-0,1,ぼうふう
rec-542-dup-0,12,暴风
rec-542-dup-0,4,暴風
rec-542-dup-0,11,ぼうふう
rec-542-dup-0,9,Hurricane
rec-542-dup-0,6,Orkan
rec-346-dup-0,9,Water Sport
rec-346-dup-0,3,물놀이
rec-346-dup-0,6,Nassmacher
rec-346-dup-0,12,玩水
rec-346-dup-0,1,みずあそび
rec-346-dup-0,4,玩水
rec-346-dup-0,5,Tourniquet
rec-346-dup-0,8,Docciascudo
rec-346-dup-0,7,Hidrochorro
rec-346-dup-0,11,みずあそび
rec-808-dup-1,11,うっぷんばらし
rec-808-dup-1,7,Desahogo
rec-808-dup-1,9,Lash Out
rec-808-dup-1,5,Cent Rancunes
rec-808-dup-1,4,洩憤
rec-808-dup-1,8,Sfogarabbia
rec-808-dup-1,6,Frustventil
rec-808-dup-1,12,泄愤
rec-808-dup-1,3,분풀이
rec-808-dup-1,1,うっぷんばらし
rec-275-dup-0,1,ねをはる
rec-275-dup-0,4,扎根
rec-275-dup-0,7,Arraigo
rec-275-dup-0,12,扎根
rec-275-dup-0,3,뿌리박기
rec-275-dup-0,6,Verwurzler
rec-275-dup-0,8,Radicamento
rec-275-dup-0,5,Racines
rec-275-dup-0,11,ねをはる
rec-275-dup-0,9,Ingrain
rec-763-dup-0,4,極巨寒冰
rec-763-dup-0,6,Dyna-Frost
rec-763-dup-0,5,Cryomax
rec-763-dup-0,1,ダイアイス
rec-763-dup-0,9,Max Hailstorm
rec-763-dup-0,12,极巨寒冰
rec-763-dup-0,8,Dynagelo
rec-763-dup-0,7,Maxihelada
rec-763-dup-0,11,ダイアイス
rec-763-dup-0,3,다이아이스
rec-176-dup-0,4,紋理２
rec-176-dup-0,11,テクスチャー２
rec-176-dup-0,12,纹理２
rec-176-dup-0,8,Conversione2
rec-176-dup-0,5,Conversion 2
rec-176-dup-0,9,Conversion 2
rec-176-dup-0,7,Conversión2
rec-176-dup-0,1,テクスチャー２
rec-176-dup-0,6,Umwandlung2
rec-176-dup-0,3,텍스처2
rec-310-dup-0,4,驚嚇
rec-310-dup-0,7,Impresionar
rec-310-dup-0,9,Astonish
rec-310-dup-0,6,Erstauner
rec-310-dup-0,1,おどろかす
rec-310-dup-0,11,おどろかす
rec-310-dup-0,5,Étonnement
rec-310-dup-0,8,Sgomento
rec-310-dup-0,3,놀래키기
rec-310-dup-0,12,惊吓
rec-799-dup-0,6,Schuppenschuss
rec-799-dup-0,5,Rafale Écailles
rec-799-dup-0,12,鳞射
rec-799-dup-0,11,スケイルショット
rec-799-dup-0,4,鱗射
rec-799-dup-0,1,スケイルショット
rec-799-dup-0,7,Ráfaga Escamas
rec-799-dup-0,3,스케일샷
rec-799-dup-0,9,Scale Shot
rec-799-dup-0,8,Squamacolpo
rec-386-dup-1,12,惩罚
rec-386-dup-1,9,Punishment
rec-386-dup-1,6,Strafattacke
rec-386-dup-1,8,Punizione
rec-386-dup-1,5,Punition
rec-386-dup-1,7,Castigo
rec-386-dup-1,3,혼내기
rec-386-dup-1,4,懲罰
rec-386-dup-1,1,おしおき
rec-386-dup-1,11,おしおき
rec-778-dup-0,6,Trommelschläge
rec-778-dup-0,9,Drum Beating
rec-778-dup-0,1,ドラムアタック
rec-778-dup-0,5,Tambour Battant
rec-778-dup-0,3,드럼어택
rec-778-dup-0,12,鼓击
rec-778-dup-0,4,鼓擊
rec-778-dup-0,7,Batería Asalto
rec-778-dup-0,11,ドラムアタック
rec-778-dup-0,8,Tamburattacco
rec-408-dup-0,5,Rayon Gemme
rec-408-dup-0,6,Juwelenkraft
rec-408-dup-0,11,パワージェム
rec-408-dup-0,4,力量寶石
rec-408-dup-0,1,パワージェム
rec-408-dup-0,12,力量宝石
rec-408-dup-0,7,Joya de Luz
rec-408-dup-0,9,Power Gem
rec-408-dup-0,3,파워젬
rec-408-dup-0,8,Gemmoforza
rec-38-dup-0,11,すてみタックル
rec-38-dup-0,6,Risikotackle
rec-38-dup-0,9,Double-Edge
rec-38-dup-0,4,捨身衝撞
rec-38-dup-0,5,Damoclès
rec-38-dup-0,8,Sdoppiatore
rec-38-dup-0,7,Doble Filo
rec-38-dup-0,12,舍身冲撞
rec-38-dup-0,1,すてみタックル
rec-38-dup-0,3,이판사판태클
rec-726-dup-0,5,Patati-Patattrape
rec-726-dup-0,9,Lets Snuggle Forever
rec-726-dup-0,12,亲密无间大乱揍
rec-726-dup-0,8,Dolcesacco di Botte
rec-726-dup-0,7,Somanta Amistosa
rec-726-dup-0,4,親密無間大亂揍
rec-726-dup-0,11,ぽかぼかフレンドタイム
rec-726-dup-0,1,ぽかぼかフレンドタイム
rec-726-dup-0,6,Herzliche Knuddelkloppe
rec-726-dup-0,3,투닥투닥프렌드타임
rec-601-dup-0,1,ジオコントロール
rec-601-dup-0,7,Geocontrol
rec-601-dup-0,4,大地掌控
rec-601-dup-0,3,지오컨트롤
rec-601-dup-0,11,ジオコントロール
rec-601-dup-0,5,Géo-Contrôle
rec-601-dup-0,9,Geomancy
rec-601-dup-0,6,Geokontrolle
rec-601-dup-0,8,Geocontrollo
rec-601-dup-0,12,大地掌控
rec-749-dup-0,6,Teerschuss
rec-749-dup-0,8,Colpocatrame
rec-749-dup-0,3,타르숏
rec-749-dup-0,12,沥青射击
rec-749-dup-0,5,Goudronnage
rec-749-dup-0,11,タールショット
rec-749-dup-0,4,瀝青射擊
rec-749-dup-0,9,Tar Shot
rec-749-dup-0,1,タールショット
rec-749-dup-0,7,Alquitranazo
rec-742-dup-1,9,Double Iron Bash
rec-742-dup-1,8,Pugni Corazzati
rec-742-dup-1,4,鋼拳雙擊
rec-742-dup-1,11,ダブルパンツァー
rec-742-dup-1,5,Écrous dPoing
rec-742-dup-1,12,钢拳双击
rec-742-dup-1,1,ダブルパンツァー
rec-742-dup-1,7,Ferropuño Doble
rec-742-dup-1,6,Panzerfäuste
rec-742-dup-1,3,더블펀처
rec-219-dup-0,1,しんぴのまもり
rec-219-dup-0,11,しんぴのまもり
rec-219-dup-0,8,Salvaguardia
rec-219-dup-0,12,神秘守护
rec-219-dup-0,4,神秘守護
rec-219-dup-0,7,Velo Sagrado
rec-219-dup-0,6,Bodyguard
rec-219-dup-0,3,신비의부적
rec-219-dup-0,5,Rune Protect
rec-219-dup-0,9,Safeguard
rec-673-dup-0,5,Affilage
rec-673-dup-0,12,磨砺
rec-673-dup-0,6,Konzentration
rec-673-dup-0,1,とぎすます
rec-673-dup-0,8,Concentrazione
rec-673-dup-0,4,磨礪
rec-673-dup-0,3,예민해지기
rec-673-dup-0,7,Aguzar
rec-673-dup-0,9,Laser Focus
rec-673-dup-0,11,とぎすます
rec-418-dup-0,6,Patronenhieb
rec-418-dup-0,12,子弹拳
rec-418-dup-0,3,불릿펀치
rec-418-dup-0,11,バレットパンチ
rec-418-dup-0,9,Bullet Punch
rec-418-dup-0,7,Puño Bala
rec-418-dup-0,8,Pugnoscarica
rec-418-dup-0,1,バレットパンチ
rec-418-dup-0,5,Pisto-Poing
rec-418-dup-0,4,子彈拳
rec-548-dup-1,11,しんぴのつるぎ
rec-548-dup-1,9,Secret Sword
rec-548-dup-1,8,Spadamistica
rec-548-dup-1,4,神秘之劍
rec-548-dup-1,12,神秘之剑
rec-548-dup-1,6,Mystoschwert
rec-548-dup-1,7,Sable Místico
rec-548-dup-1,3,신비의칼
rec-548-dup-1,5,Lame Ointe
rec-548-dup-1,1,しんぴのつるぎ
