species,local_language,name,genus
id-148,11,ハクリュー,ドラゴンポケモン
id-148,12,哈克龙,龙宝可梦
id-149,1,カイリュー,ドラゴンポケモン
id-149,2,Kairyu,
id-149,3,망나뇽,드래곤포켓몬
id-149,4,快龍,龍寶可夢
id-149,5,Dracolosse,Pokémon Dragon
id-149,6,Dragoran,Drachen-Pokémon
id-149,7,Dragonite,Pokémon Dragón
id-149,8,Dragonite,Pokémon Drago
id-149,9,Dragonite,Dragon Pokémon
id-149,11,カイリュー,ドラゴンポケモン
id-149,12,快龙,龙宝可梦
id-150,1,ミュウツー,いでんしポケモン
id-150,2,Mewtwo,
id-150,3,뮤츠,유전포켓몬
id-150,4,超夢,基因寶可夢
id-150,5,Mewtwo,Pokémon Génétique
id-150,6,Mewtu,Genmutanten-Pokémon
id-150,7,Mewtwo,Pokémon Genético
id-150,8,Mewtwo,Pokémon Genetico
id-150,9,Mewtwo,Genetic Pokémon
id-150,11,ミュウツー,いでんしポケモン
id-150,12,超梦,基因宝可梦
id-151,1,ミュウ,しんしゅポケモン
id-151,2,Mew,
id-151,3,뮤,신종포켓몬
id-151,4,夢幻,新種寶可夢
id-151,5,Mew,Pokémon Nouveau
id-151,6,Mew,Neue Art-Pokémon
id-151,7,Mew,Pokémon Nueva Especie
id-151,8,Mew,Pokémon Novaspecie
id-151,9,Mew,New Species Pokémon
id-151,11,ミュウ,しんしゅポケモン
id-151,12,梦幻,新种宝可梦
id-152,1,チコリータ,はっぱポケモン
id-152,2,Chicorita,
id-152,3,치코리타,잎사귀포켓몬
id-152,4,菊草葉,葉子寶可夢
id-152,5,Germignon,Pokémon Feuille
id-152,6,Endivie,Laub
id-152,7,Chikorita,Pokémon Hoja
id-152,8,Chikorita,Pokémon Foglia
id-152,9,Chikorita,Leaf Pokémon
id-152,11,チコリータ,はっぱポケモン
id-152,12,菊草叶,叶子宝可梦
id-153,1,ベイリーフ,はっぱポケモン
id-153,2,Bayleaf,
id-153,3,베이리프,잎사귀포켓몬
id-153,4,月桂葉,葉子寶可夢
id-153,5,Macronium,Pokémon Feuille
id-153,6,Lorblatt,Laub
id-153,7,Bayleef,Pokémon Hoja
id-153,8,Bayleef,Pokémon Foglia
id-153,9,Bayleef,Leaf Pokémon
id-153,11,ベイリーフ,はっぱポケモン
id-153,12,月桂叶,叶子宝可梦
id-154,1,メガニウム,ハーブポケモン
id-154,2,Meganium,
id-154,3,메가니움,허브포켓몬
id-154,4,大竺葵,芳草寶可夢
id-154,5,Méganium,Pokémon Herbe
id-154,6,Meganie,Kräuter
id-154,7,Meganium,Pokémon Hierba
id-154,8,Meganium,Pokémon Erbe
id-154,9,Meganium,Herb Pokémon
id-154,11,メガニウム,ハーブポケモン
id-154,12,大竺葵,芳草宝可梦
id-155,1,ヒノアラシ,ひねずみポケモン
id-155,2,Hinoarashi,
id-155,3,브케인,불쥐포켓몬
id-155,4,火球鼠,火鼠寶可夢
id-155,5,Héricendre,Pokémon Souris Feu
id-155,6,Feurigel,Feuermaus
id-155,7,Cyndaquil,Pokémon Ratón Fuego
id-155,8,Cyndaquil,Pokémon Fuocotopo
id-155,9,Cyndaquil,Fire Mouse Pokémon
id-155,11,ヒノアラシ,ひねずみポケモン
id-155,12,火球鼠,火鼠宝可梦
id-156,1,マグマラシ,かざんポケモン
id-156,2,Magmarashi,
id-156,3,마그케인,화산포켓몬
id-156,4,火岩鼠,火山寶可夢
id-156,5,Feurisson,Pokémon Volcan
id-156,6,Igelavar,Vulkan
id-156,7,Quilava,Pokémon Volcán
id-156,8,Quilava,Pokémon Vulcano
id-156,9,Quilava,Volcano Pokémon
id-156,11,マグマラシ,かざんポケモン
id-156,12,火岩鼠,火山宝可梦
id-157,1,バクフーン,かざんポケモン
id-157,2,Bakphoon,
id-157,3,블레이범,화산포켓몬
id-157,4,火爆獸,火山寶可夢
id-157,5,Typhlosion,Pokémon Volcan
id-157,6,Tornupto,Vulkan
id-157,7,Typhlosion,Pokémon Volcán
id-157,8,Typhlosion,Pokémon Vulcano
id-157,9,Typhlosion,Volcano Pokémon
id-157,11,バクフーン,かざんポケモン
id-157,12,火暴兽,火山宝可梦
id-158,1,ワニノコ,おおあごポケモン
id-158,2,Waninoko,
id-158,3,리아코,큰턱포켓몬
id-158,4,小鋸鱷,大顎寶可夢
id-158,5,Kaiminus,Pokémon Mâchoire
id-158,6,Karnimani,Großmaul
id-158,7,Totodile,Pokémon Fauces
id-158,8,Totodile,Pokémon Mascellone
id-158,9,Totodile,Big Jaw Pokémon
id-158,11,ワニノコ,おおあごポケモン
id-158,12,小锯鳄,大颚宝可梦
id-159,1,アリゲイツ,おおあごポケモン
id-159,2,Alligates,
id-159,3,엘리게이,큰턱포켓몬
id-159,4,藍鱷,大顎寶可夢
id-159,5,Crocrodil,Pokémon Mâchoire
id-159,6,Tyracroc,Großmaul
id-159,7,Croconaw,Pokémon Fauces
id-159,8,Croconaw,Pokémon Mascellone
id-159,9,Croconaw,Big Jaw Pokémon
id-159,11,アリゲイツ,おおあごポケモン
id-159,12,蓝鳄,大颚宝可梦
id-160,1,オーダイル,おおあごポケモン
id-160,2,Ordile,
id-160,3,장크로다일,큰턱포켓몬
id-160,4,大力鱷,大顎寶可夢
id-160,5,Aligatueur,Pokémon Mâchoire
id-160,6,Impergator,Großmaul
id-160,7,Feraligatr,Pokémon Fauces
id-160,8,Feraligatr,Pokémon Mascellone
id-160,9,Feraligatr,Big Jaw Pokémon
id-160,11,オーダイル,おおあごポケモン
id-160,12,大力鳄,大颚宝可梦
id-161,1,オタチ,みはりポケモン
id-161,2,Otachi,
id-161,3,꼬리선,망보기포켓몬
id-161,4,尾立,放哨寶可夢
id-161,5,Fouinette,Pokémon Espion
id-161,6,Wiesor,Späher
id-161,7,Sentret,Pokémon Explorador
id-161,8,Sentret,Pokémon Esplorante
id-161,9,Sentret,Scout Pokémon
id-161,11,オタチ,みはりポケモン
id-161,12,尾立,放哨宝可梦
id-162,1,オオタチ,どうながポケモン
id-162,2,Ootachi,
id-162,3,다꼬리,긴몸통포켓몬
id-162,4,大尾立,長軀幹寶可夢
id-162,5,Fouinar,Pokémon Allongé
id-162,6,Wiesenior,Langleib
id-162,7,Furret,Pokémon Alargado
id-162,8,Furret,Pokémon Lungocorpo
id-162,9,Furret,Long Body Pokémon
id-162,11,オオタチ,どうながポケモン
id-162,12,大尾立,长躯干宝可梦
id-163,1,ホーホー,ふくろうポケモン
id-163,2,Hoho,
id-163,3,부우부,부엉이포켓몬
id-163,4,咕咕,貓頭鷹寶可夢
id-163,5,Hoothoot,Pokémon Hibou
id-163,6,Hoothoot,Eulen-Pokémon
id-163,7,Hoothoot,Pokémon Búho
id-163,8,Hoothoot,Pokémon Gufo
id-163,9,Hoothoot,Owl Pokémon
id-163,11,ホーホー,ふくろうポケモン
id-163,12,咕咕,猫头鹰宝可梦
id-164,1,ヨルノズク,ふくろうポケモン
id-164,2,Yorunozuku,
id-164,3,야부엉,부엉이포켓몬
id-164,4,貓頭夜鷹,貓頭鷹寶可夢
id-164,5,Noarfang,Pokémon Hibou
id-164,6,Noctuh,Eulen-Pokémon
id-164,7,Noctowl,Pokémon Búho
id-164,8,Noctowl,Pokémon Gufo
id-164,9,Noctowl,Owl Pokémon
id-164,11,ヨルノズク,ふくろうポケモン
id-164,12,猫头夜鹰,猫头鹰宝可梦
id-165,1,レディバ,いつつぼしポケモン
id-165,2,Rediba,
id-165,3,레디바,별다섯포켓몬
id-165,4,芭瓢蟲,五星寶可夢
id-165,5,Coxy,Pokémon 5 Étoiles
id-165,6,Ledyba,Fünf-Punkt
id-165,7,Ledyba,Pokémon 5 Estrellas
id-165,8,Ledyba,Pokémon Pentastra
id-165,9,Ledyba,Five Star Pokémon
id-165,11,レディバ,いつつぼしポケモン
id-165,12,芭瓢虫,五星宝可梦
id-166,1,レディアン,いつつぼしポケモン
id-166,2,Redian,
id-166,3,레디안,별다섯포켓몬
id-166,4,安瓢蟲,五星寶可夢
id-166,5,Coxyclaque,Pokémon 5 Étoiles
id-166,6,Ledian,Fünf-Punkt
id-166,7,Ledian,Pokémon 5 Estrellas
id-166,8,Ledian,Pokémon Pentastra
id-166,9,Ledian,Five Star Pokémon
id-166,11,レディアン,いつつぼしポケモン
id-166,12,安瓢虫,五星宝可梦
id-167,1,イトマル,いとはきポケモン
id-167,2,Itomaru,
id-167,3,페이검,실뿜기포켓몬
id-167,4,圓絲蛛,吐絲寶可夢
id-167,5,Mimigal,Pokémon Crache Fil
id-167,6,Webarak,Fadenwurf
id-167,7,Spinarak,Pokémon Escupesoga
id-167,8,Spinarak,Pokémon Tela
id-167,9,Spinarak,String Spit Pokémon
id-167,11,イトマル,いとはきポケモン
id-167,12,圆丝蛛,吐丝宝可梦
id-168,1,アリアドス,あしながポケモン
id-168,2,Ariados,
id-168,3,아리아도스,롱다리포켓몬
id-168,4,阿利多斯,長腿寶可夢
id-168,5,Migalos,Pokémon Long-Patte
id-168,6,Ariados,Langbein
id-168,7,Ariados,Pokémon Pata Larga
id-168,8,Ariados,Pokémon Lungazampa
id-168,9,Ariados,Long Leg Pokémon
id-168,11,アリアドス,あしながポケモン
id-168,12,阿利多斯,长腿宝可梦
id-169,1,クロバット,こうもりポケモン
id-169,2,Crobat,
id-169,3,크로뱃,박쥐포켓몬
id-169,4,叉字蝠,蝙蝠寶可夢
id-169,5,Nostenfer,Pokémon Chovsouris
id-169,6,Iksbat,Fledermaus-Pokémon
id-169,7,Crobat,Pokémon Murciélago
id-169,8,Crobat,Pokémon Pipistrello
id-169,9,Crobat,Bat Pokémon
id-169,11,クロバット,こうもりポケモン
id-169,12,叉字蝠,蝙蝠宝可梦
id-170,1,チョンチー,あんこうポケモン
id-170,2,Chonchie,
id-170,3,초라기,아귀포켓몬
id-170,4,燈籠魚,琵琶魚寶可夢
id-170,5,Loupio,Pokémon Poisson
id-170,6,Lampi,Angler-Pokémon
id-170,7,Chinchou,Pokémon Rape
id-170,8,Chinchou,Pokémon Pescatore
id-170,9,Chinchou,Angler Pokémon
id-170,11,チョンチー,あんこうポケモン
id-170,12,灯笼鱼,琵琶鱼宝可梦
id-171,1,ランターン,ライトポケモン
id-171,2,Lantern,
id-171,3,랜턴,라이트포켓몬
id-171,4,電燈怪,燈寶可夢
id-171,5,Lanturn,Pokémon Lumière
id-171,6,Lanturn,Leuchten-Pokémon
id-171,7,Lanturn,Pokémon Luz
id-171,8,Lanturn,Pokémon Luce
id-171,9,Lanturn,Light Pokémon
id-171,11,ランターン,ライトポケモン
id-171,12,电灯怪,灯宝可梦
id-172,1,ピチュー,こねずみポケモン
id-172,2,Pichu,
id-172,3,피츄,아기쥐포켓몬
id-172,4,皮丘,小鼠寶可夢
id-172,5,Pichu,Pokémon Minisouris
id-172,6,Pichu,Babymaus-Pokémon
id-172,7,Pichu,Pokémon Ratoncito
id-172,8,Pichu,Pokémon Topino
id-172,9,Pichu,Tiny Mouse Pokémon
id-172,11,ピチュー,こねずみポケモン
id-172,12,皮丘,小鼠宝可梦
id-173,1,ピィ,ほしがたポケモン
id-173,2,Py,
id-173,3,삐,별포켓몬
id-173,4,皮寶寶,星形寶可夢
id-173,5,Mélo,Pokémon Étoile
id-173,6,Pii,Sternform-Pokémon
id-173,7,Cleffa,Pokémon Estrella
id-173,8,Cleffa,Pokémon Stella
id-173,9,Cleffa,Star Shape Pokémon
id-173,11,ピィ,ほしがたポケモン
id-173,12,皮宝宝,星形宝可梦
id-174,1,ププリン,ふうせんポケモン
id-174,2,Pupurin,
id-174,3,푸푸린,풍선포켓몬
id-174,4,寶寶丁,氣球寶可夢
id-174,5,Toudoudou,Pokémon Bouboule
id-174,6,Fluffeluff,Ballon-Pokémon
id-174,7,Igglybuff,Pokémon Globo
id-174,8,Igglybuff,Pokémon Pallone
id-174,9,Igglybuff,Balloon Pokémon
id-174,11,ププリン,ふうせんポケモン
id-174,12,宝宝丁,气球宝可梦
id-175,1,トゲピー,はりたまポケモン
id-175,2,Togepy,
id-175,3,토게피,바늘알포켓몬
id-175,4,波克比,針球寶可夢
id-175,5,Togepi,Pokémon Balle Pic
id-175,6,Togepi,Zackenball-Pokémon
id-175,7,Togepi,Pokémon Bolaclavos
id-175,8,Togepi,Pokémon Pallapunte
id-175,9,Togepi,Spike Ball Pokémon
id-175,11,トゲピー,はりたまポケモン
id-175,12,波克比,针球宝可梦
id-176,1,トゲチック,しあわせポケモン
id-176,2,Togechick,
id-176,3,토게틱,행복포켓몬
id-176,4,波克基古,幸福寶可夢
id-176,5,Togetic,Pokémon Bonheur
id-176,6,Togetic,Freuden-Pokémon
id-176,7,Togetic,Pokémon Felicidad
id-176,8,Togetic,Pokémon Felicità
id-176,9,Togetic,Happiness Pokémon
id-176,11,トゲチック,しあわせポケモン
id-176,12,波克基古,幸福宝可梦
id-177,1,ネイティ,ことりポケモン
id-177,2,Naty,
id-177,3,네이티,아기새포켓몬
id-177,4,天然雀,小鳥寶可夢
id-177,5,Natu,Pokémon Minoiseau
id-177,6,Natu,Kleinvogel-Pokémon
id-177,7,Natu,Pokémon Pajarito
id-177,8,Natu,Pokémon Uccellino
id-177,9,Natu,Tiny Bird Pokémon
id-177,11,ネイティ,ことりポケモン
id-177,12,天然雀,小鸟宝可梦
id-178,1,ネイティオ,せいれいポケモン
id-178,2,Natio,
id-178,3,네이티오,정령포켓몬
id-178,4,天然鳥,神秘寶可夢
id-178,5,Xatu,Pokémon Mystique
id-178,6,Xatu,Mystik-Pokémon
id-178,7,Xatu,Pokémon Místico
id-178,8,Xatu,Pokémon Magico
id-178,9,Xatu,Mystic Pokémon
id-178,11,ネイティオ,せいれいポケモン
id-178,12,天然鸟,神秘宝可梦
id-179,1,メリープ,わたげポケモン
id-179,2,Merriep,
id-179,3,메리프,솜털포켓몬
id-179,4,咩利羊,綿毛寶可夢
id-179,5,Wattouat,Pokémon Laine
id-179,6,Voltilamm,Wolle
id-179,7,Mareep,Pokémon Lana
id-179,8,Mareep,Pokémon Lana
id-179,9,Mareep,Wool Pokémon
id-179,11,メリープ,わたげポケモン
id-179,12,咩利羊,绵毛宝可梦
id-180,1,モココ,わたげポケモン
id-180,2,Mokoko,
id-180,3,보송송,솜털포켓몬
id-180,4,茸茸羊,綿毛寶可夢
id-180,5,Lainergie,Pokémon Laine
id-180,6,Waaty,Wolle
id-180,7,Flaaffy,Pokémon Lana
id-180,8,Flaaffy,Pokémon Lana
id-180,9,Flaaffy,Wool Pokémon
id-180,11,モココ,わたげポケモン
id-180,12,茸茸羊,绵毛宝可梦
id-181,1,デンリュウ,ライトポケモン
id-181,2,Denryu,
id-181,3,전룡,라이트포켓몬
id-181,4,電龍,燈寶可夢
id-181,5,Pharamp,Pokémon Lumière
id-181,6,Ampharos,Leuchte
id-181,7,Ampharos,Pokémon Luz
id-181,8,Ampharos,Pokémon Luce
id-181,9,Ampharos,Light Pokémon
id-181,11,デンリュウ,ライトポケモン
id-181,12,电龙,灯宝可梦
id-182,1,キレイハナ,フラワーポケモン
id-182,2,Kireihana,
id-182,3,아르코,꽃포켓몬
id-182,4,美麗花,花寶可夢
id-182,5,Joliflor,Pokémon Fleur
id-182,6,Blubella,Blumen-Pokémon
id-182,7,Bellossom,Pokémon Flor
id-182,8,Bellossom,Pokémon Fiore
id-182,9,Bellossom,Flower Pokémon
id-182,11,キレイハナ,フラワーポケモン
id-182,12,美丽花,花宝可梦
id-183,1,マリル,みずねずみポケモン
id-183,2,Maril,
id-183,3,마릴,물쥐포켓몬
id-183,4,瑪力露,水鼠寶可夢
id-183,5,Marill,Pokémon Aquasouris
id-183,6,Marill,Aquamaus-Pokémon
id-183,7,Marill,Pokémon Ratón Agua
id-183,8,Marill,Pokémon Acquatopo
id-183,9,Marill,Aqua Mouse Pokémon
id-183,11,マリル,みずねずみポケモン
id-183,12,玛力露,水鼠宝可梦
id-184,1,マリルリ,みずうさぎポケモン
id-184,2,Marilli,
id-184,3,마릴리,물토끼포켓몬
id-184,4,瑪力露麗,水兔寶可夢
id-184,5,Azumarill,Pokémon Aqualapin
id-184,6,Azumarill,Aquahasen-Pokémon
id-184,7,Azumarill,Pokémon Conejo Agua
id-184,8,Azumarill,Pokémon Acquniglio
id-184,9,Azumarill,Aqua Rabbit Pokémon
id-184,11,マリルリ,みずうさぎポケモン
id-184,12,玛力露丽,水兔宝可梦
id-185,1,ウソッキー,まねポケモン
id-185,2,Usokkie,
id-185,3,꼬지모,흉내포켓몬
id-185,4,樹才怪,模仿寶可夢
id-185,5,Simularbre,Pokémon Imitation
id-185,6,Mogelbaum,Imitations-Pokémon
id-185,7,Sudowoodo,Pokémon Imitación
id-185,8,Sudowoodo,Pokémon Imitazione
id-185,9,Sudowoodo,Imitation Pokémon
id-185,11,ウソッキー,まねポケモン
id-185,12,树才怪,模仿宝可梦
id-186,1,ニョロトノ,かえるポケモン
id-186,2,Nyorotono,
id-186,3,왕구리,개구리포켓몬
id-186,4,蚊香蛙皇,蛙寶可夢
id-186,5,Tarpaud,Pokémon Grenouille
id-186,6,Quaxo,Frosch-Pokémon
id-186,7,Politoed,Pokémon Rana
id-186,8,Politoed,Pokémon Rana
id-186,9,Politoed,Frog Pokémon
id-186,11,ニョロトノ,かえるポケモン
id-186,12,蚊香蛙皇,蛙宝可梦
id-187,1,ハネッコ,わたくさポケモン
id-187,2,Hanecco,
id-187,3,통통코,솜풀포켓몬
id-187,4,毽子草,棉草寶可夢
id-187,5,Granivol,Pokémon Pissenlit
id-187,6,Hoppspross,Löwenzahn
id-187,7,Hoppip,Pokémon Algadón
id-187,8,Hoppip,Pokémon Gramigna
id-187,9,Hoppip,Cottonweed Pokémon
id-187,11,ハネッコ,わたくさポケモン
id-187,12,毽子草,棉草宝可梦
id-188,1,ポポッコ,わたくさポケモン
id-188,2,Popocco,
id-188,3,두코,솜풀포켓몬
id-188,4,毽子花,棉草寶可夢
id-188,5,Floravol,Pokémon Pissenlit
id-188,6,Hubelupf,Löwenzahn
id-188,7,Skiploom,Pokémon Algadón
id-188,8,Skiploom,Pokémon Gramigna
id-188,9,Skiploom,Cottonweed Pokémon
id-188,11,ポポッコ,わたくさポケモン
id-188,12,毽子花,棉草宝可梦
id-189,1,ワタッコ,わたくさポケモン
id-189,2,Watacco,
id-189,3,솜솜코,솜풀포켓몬
id-189,4,毽子棉,棉草寶可夢
id-189,5,Cotovol,Pokémon Pissenlit
id-189,6,Papungha,Löwenzahn
id-189,7,Jumpluff,Pokémon Algadón
id-189,8,Jumpluff,Pokémon Gramigna
id-189,9,Jumpluff,Cottonweed Pokémon
id-189,11,ワタッコ,わたくさポケモン
id-189,12,毽子棉,棉草宝可梦
id-190,1,エイパム,おながポケモン
id-190,2,Eipam,
id-190,3,에이팜,긴꼬리포켓몬
id-190,4,長尾怪手,長尾寶可夢
id-190,5,Capumain,Pokémon Longqueue
id-190,6,Griffel,Langschweif
id-190,7,Aipom,Pokémon Cola Larga
id-190,8,Aipom,Pokémon Lungacoda
id-190,9,Aipom,Long Tail Pokémon
id-190,11,エイパム,おながポケモン
id-190,12,长尾怪手,长尾宝可梦
id-191,1,ヒマナッツ,たねポケモン
id-191,2,Himanuts,
id-191,3,해너츠,씨앗포켓몬
id-191,4,向日種子,種子寶可夢
id-191,5,Tournegrin,Pokémon Graine
id-191,6,Sonnkern,Samen
id-191,7,Sunkern,Pokémon Semilla
id-191,8,Sunkern,Pokémon Seme
id-191,9,Sunkern,Seed Pokémon
id-191,11,ヒマナッツ,たねポケモン
id-191,12,向日种子,种子宝可梦
id-192,1,キマワリ,たいようポケモン
id-192,2,Kimawari,
id-192,3,해루미,태양포켓몬
id-192,4,向日花怪,太陽寶可夢
id-192,5,Héliatronc,Pokémon Soleil
id-192,6,Sonnflora,Sonne
id-192,7,Sunflora,Pokémon Sol
id-192,8,Sunflora,Pokémon Sole
id-192,9,Sunflora,Sun Pokémon
id-192,11,キマワリ,たいようポケモン
id-192,12,向日花怪,太阳宝可梦
id-193,1,ヤンヤンマ,うすばねポケモン
id-193,2,Yanyanma,
id-193,3,왕자리,얇은날개포켓몬
id-193,4,蜻蜻蜓,薄翼寶可夢
id-193,5,Yanma,Pokémon Translaile
id-193,6,Yanma,Libelle
id-193,7,Yanma,Pokémon Ala Clara
id-193,8,Yanma,Pokémon Alachiara
id-193,9,Yanma,Clear Wing Pokémon
id-193,11,ヤンヤンマ,うすばねポケモン
id-193,12,蜻蜻蜓,薄翼宝可梦
id-194,1,ウパー,みずうおポケモン
id-194,2,Upah,
id-194,3,우파,수어포켓몬
id-194,4,烏波,水魚寶可夢
id-194,5,Axoloto,Pokémon Poisson
id-194,6,Felino,Fisch-Pokémon
id-194,7,Wooper,Pokémon Pez Agua
id-194,8,Wooper,Pokémon Acquapesce
id-194,9,Wooper,Water Fish Pokémon
id-194,11,ウパー,みずうおポケモン
id-194,12,乌波,水鱼宝可梦
id-195,1,ヌオー,みずうおポケモン
id-195,2,Nuoh,
id-195,3,누오,수어포켓몬
id-195,4,沼王,水魚寶可夢
id-195,5,Maraiste,Pokémon Poisson
id-195,6,Morlord,Fisch-Pokémon
id-195,7,Quagsire,Pokémon Pez Agua
id-195,8,Quagsire,Pokémon Acquapesce
id-195,9,Quagsire,Water Fish Pokémon
id-195,11,ヌオー,みずうおポケモン
id-195,12,沼王,水鱼宝可梦
id-196,1,エーフィ,たいようポケモン
id-196,2,Eifie,
id-196,3,에브이,태양포켓몬
id-196,4,太陽伊布,太陽寶可夢
id-196,5,Mentali,Pokémon Soleil
id-196,6,Psiana,Sonnen-Pokémon
id-196,7,Espeon,Pokémon Sol
id-196,8,Espeon,Pokémon Sole
id-196,9,Espeon,Sun Pokémon
id-196,11,エーフィ,たいようポケモン
id-196,12,太阳伊布,太阳宝可梦
id-197,1,ブラッキー,げっこうポケモン
id-197,2,Blacky,
id-197,3,블래키,달빛포켓몬
id-197,4,月亮伊布,月光寶可夢
id-197,5,Noctali,Pokémon Lune
id-197,6,Nachtara,Mondschein-Pokémon
id-197,7,Umbreon,Pokémon Luz Lunar
id-197,8,Umbreon,Pokémon Lucelunare
id-197,9,Umbreon,Moonlight Pokémon
id-197,11,ブラッキー,げっこうポケモン
id-197,12,月亮伊布,月光宝可梦
id-198,1,ヤミカラス,くらやみポケモン
id-198,2,Yamikarasu,
id-198,3,니로우,어둠포켓몬
id-198,4,黑暗鴉,黑暗寶可夢
id-198,5,Cornèbre,Pokémon Obscurité
id-198,6,Kramurx,Finsternis
id-198,7,Murkrow,Pokémon Oscuridad
id-198,8,Murkrow,Pokémon Oscurità
id-198,9,Murkrow,Darkness Pokémon
id-198,11,ヤミカラス,くらやみポケモン
id-198,12,黑暗鸦,黑暗宝可梦
id-199,1,ヤドキング,おうじゃポケモン
id-199,2,Yadoking,
id-199,3,야도킹,임금포켓몬
id-199,4,呆呆王,王者寶可夢
id-199,5,Roigada,Pokémon Royal
id-199,6,Laschoking,Monarchen-Pokémon
id-199,7,Slowking,Pokémon Regio
id-199,8,Slowking,Pokémon Reale
id-199,9,Slowking,Royal Pokémon
id-199,11,ヤドキング,おうじゃポケモン
id-199,12,呆呆王,王者宝可梦
id-200,1,ムウマ,よなきポケモン
id-200,2,Muma,
id-200,3,무우마,야명포켓몬
id-200,4,夢妖,夜啼寶可夢
id-200,5,Feuforêve,Pokémon Strident
id-200,6,Traunfugil,Kreischer
id-200,7,Misdreavus,Pokémon Chirrido
id-200,8,Misdreavus,Pokémon Strido
id-200,9,Misdreavus,Screech Pokémon
id-200,11,ムウマ,よなきポケモン
id-200,12,梦妖,夜啼宝可梦
id-201,1,アンノーン,シンボルポケモン
id-201,2,Unknown,
id-201,3,안농,심볼포켓몬
id-201,4,未知圖騰,象徵寶可夢
id-201,5,Zarbi,Pokémon Symbolique
id-201,6,Icognito,Symbol
id-201,7,Unown,Pokémon Símbolo
id-201,8,Unown,Pokémon Simbolo
id-201,9,Unown,Symbol Pokémon
id-201,11,アンノーン,シンボルポケモン
id-201,12,未知图腾,象征宝可梦
id-202,1,ソーナンス,がまんポケモン
id-202,2,Sonans,
id-202,3,마자용,참기포켓몬
id-202,4,果然翁,忍耐寶可夢
id-202,5,Qulbutoké,Pokémon Patient
id-202,6,Woingenau,Gedulds-Pokémon
id-202,7,Wobbuffet,Pokémon Paciente
id-202,8,Wobbuffet,Pokémon Pazienza
id-202,9,Wobbuffet,Patient Pokémon
id-202,11,ソーナンス,がまんポケモン
id-202,12,果然翁,忍耐宝可梦
id-203,1,キリンリキ,くびながポケモン
id-203,2,Kirinriki,
id-203,3,키링키,긴목포켓몬
id-203,4,麒麟奇,長頸寶可夢
id-203,5,Girafarig,Pokémon Long-Cou
id-203,6,Girafarig,Langhals
id-203,7,Girafarig,Pokémon Gran Cuello
id-203,8,Girafarig,Pokémon Lungocollo
id-203,9,Girafarig,Long Neck Pokémon
id-203,11,キリンリキ,くびながポケモン
id-203,12,麒麟奇,长颈宝可梦
id-204,1,クヌギダマ,みのむしポケモン
id-204,2,Kunugidama,
id-204,3,피콘,도롱이벌레포켓몬
id-204,4,榛果球,蓑衣蟲寶可夢
id-204,5,Pomdepik,Pokémon Ver Caché
id-204,6,Tannza,Beutelwurm
id-204,7,Pineco,Pokémon Larva
id-204,8,Pineco,Pokémon Larva
id-204,9,Pineco,Bagworm Pokémon
id-204,11,クヌギダマ,みのむしポケモン
id-204,12,榛果球,蓑衣虫宝可梦
id-205,1,フォレトス,みのむしポケモン
id-205,2,Foretos,
id-205,3,쏘콘,도롱이벌레포켓몬
id-205,4,佛烈托斯,蓑衣蟲寶可夢
id-205,5,Foretress,Pokémon Ver Caché
id-205,6,Forstellka,Beutelwurm
id-205,7,Forretress,Pokémon Larva
id-205,8,Forretress,Pokémon Larva
id-205,9,Forretress,Bagworm Pokémon
id-205,11,フォレトス,みのむしポケモン
id-205,12,佛烈托斯,蓑衣虫宝可梦
id-206,1,ノコッチ,つちへびポケモン
id-206,2,Nokocchi,
id-206,3,노고치,땅뱀포켓몬
id-206,4,土龍弟弟,地蛇寶可夢
id-206,5,Insolourdo,Pokémon Serpent
id-206,6,Dummisel,Schlangen-Pokémon
id-206,7,Dunsparce,Pokémon Serpiente Tierra
id-206,8,Dunsparce,Pokémon Terraserpe
id-206,9,Dunsparce,Land Snake Pokémon
id-206,11,ノコッチ,つちへびポケモン
id-206,12,土龙弟弟,地蛇宝可梦
id-207,1,グライガー,とびさそりポケモン
id-207,2,Gliger,
id-207,3,글라이거,날전갈포켓몬
id-207,4,天蠍,飛蠍寶可夢
id-207,5,Scorplane,Pokémon Scorpivol
id-207,6,Skorgla,Flugskorpi
id-207,7,Gligar,Pokémon Escorpiala
id-207,8,Gligar,Pokémon Aliscorpio
id-207,9,Gligar,Fly Scorpion Pokémon
id-207,11,グライガー,とびさそりポケモン
id-207,12,天蝎,飞蝎宝可梦
id-208,1,ハガネール,てつへびポケモン
id-208,2,Haganeil,
id-208,3,강철톤,철뱀포켓몬
id-208,4,大鋼蛇,鐵蛇寶可夢
id-208,5,Steelix,Pokémon Serpenfer
id-208,6,Stahlos,Stahlboa-Pokémon
id-208,7,Steelix,Pokémon Serpiente Férrea
id-208,8,Steelix,Pokémon Ferroserpe
id-208,9,Steelix,Iron Snake Pokémon
id-208,11,ハガネール,てつへびポケモン
id-208,12,大钢蛇,铁蛇宝可梦
id-209,1,ブルー,ようせいポケモン
id-209,2,Bulu,
id-209,3,블루,요정포켓몬
id-209,4,布魯,妖精寶可夢
id-209,5,Snubbull,Pokémon Fée
id-209,6,Snubbull,Fee
id-209,7,Snubbull,Pokémon Hada
id-209,8,Snubbull,Pokémon Fata
id-209,9,Snubbull,Fairy Pokémon
id-209,11,ブルー,ようせいポケモン
id-209,12,布鲁,妖精宝可梦
