release,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
id-161441,id-525012,id-366539,Rock n Roll Is a State of Mind,,Official,,English,Latin,1
id-1460507,id-1402723,id-1346955,Mentat Routage,,Official,,Multiple languages,Latin,1
id-3154511,id-2742361,id-3071522,Moonlight,,Official,None,English,Latin,1
id-947737,id-362203,id-155065,King Of House,,Official,,English,Latin,1
id-828804,id-1063110,id-142626,Braindance / Ormazd,5025055200361,Official,,English,Latin,1
rec-857194-dup-0,id-939637,id-698356,Dem0,,Promotion,,Polish,Latin,1
id-2088937,id-1903020,id-2100911,Cookie Cutter,,Official,,English,Latin,1
id-1056809,id-1080654,id-839104,Contrair,,Official,,,Latin,1
id-944281,id-351985,id-246617,If Masser Says...,,Promotion,,,Latin,1
id-381251,id-708214,id-463560,September 16th,,Official,,English,Latin,1
id-684550,id-951009,id-707335,Reaper / Stand Alone Complex,,Official,,English,Latin,1
id-744810,id-997115,id-186675,Stockholm Staal,,Official,,English,Latin,1
id-217863,id-571134,id-152379,Proridiculous,880270070725,Official,,English,Latin,1
id-829311,id-1063511,id-704533,I Dream Of Fires - EP,859705461582,Official,,English,Latin,1
id-807091,id-1046925,id-2582721,The Truth,,Official,,English,Latin,1
id-693515,id-957641,id-713483,Glocknerhof Polka / Gitarrenwalzer,,Official,,German,Latin,1
id-300544,id-641218,id-461902,Show Me Your Plans,,Official,,English,Latin,1
rec-1273040-dup-0,rec-1255208-dup-0,id-138783,Hypnotome,5017556600672,Official,Jewel Case,English,Latin,1
id-807094,id-1046927,id-789288,Hyvätiede / Pahatiede,,Official,,Multiple languages,Latin,1
id-1017312,id-690012,id-505917,Red Light Special,,Official,,English,Latin,1
id-487828,id-795876,id-533563,Get Up,,Official,,English,Latin,1
id-1017310,id-685373,id-392970,色彩～イロドリノオト～音色,,Official,,Japanese,Japanese,1
id-533169,id-833013,id-614969,Zwarte kousen,,Official,,Multiple languages,Latin,1
id-751970,id-1003201,id-157699,Right Here Waiting,,Official,,English,Latin,1
id-2335261,id-2097045,id-2353817,Piano Evocations,61906149828,Official,,,,1
id-204657,id-559667,id-2159886,Ultimate Dance Party Mix 2000,56775177423,Official,,English,Latin,1
id-636523,id-913099,id-310427,Bisquit EP,,Official,,Multiple languages,Latin,1
id-2109304,id-1918676,id-1669610,Lines of Fracture,,Official,None,English,Latin,1
id-1614068,id-1531321,id-1486081,Blinded by the Light,,Bootleg,None,English,Latin,1
id-1052580,id-1077231,id-834279,Techno Force No 6 Le Mix,,,,,Latin,1
id-493612,id-800831,id-591576,2009,,Official,,Spanish,Latin,1
id-420662,id-350382,id-245386,Hemisferios,7798010671510,Official,,Spanish,Latin,1
id-3549872,id-3048598,id-2537809,PGS,,Official,None,,Latin,1
id-1373858,id-1335008,id-1259429,We Can Be the Future,,Official,None,English,Latin,1
id-148936,id-515365,id-359346,Wasted,,Official,,English,Latin,1
id-3549875,id-3048588,id-3372777,Atlantique,,Official,None,English,Latin,1
rec-1333357-dup-0,id-1302967,id-1074787,UNTIL DEATH,8450111469,Official,Jewel Case,English,Latin,1
id-490094,id-797827,id-287770,Jaquera / Airbourne,5018468802062,Official,,English,Latin,1
rec-300715-dup-0,id-641362,id-462099,All Power to the Wingn8ts,,Official,,English,Latin,1
id-1435343,id-1383048,id-360731,Unforgettable,28947651031,Official,Jewel Case,English,Latin,1
id-701717,id-963924,id-566257,Shmaw Shmow,,Official,,English,Latin,1
id-580761,id-870175,id-641799,Chapter One,,Official,,English,Latin,1
id-964112,id-418885,id-295129,Summer Has Just Begun,,Official,,English,Latin,1
id-1182129,id-1181128,id-596248,Ritmos de hoy Volumen 1,,Promotion,Cardboard/Paper Sleeve,Spanish,Latin,1
id-330977,id-667366,id-485942,Youre Nobody til Somebody Loves You,9003549519317,Official,,English,Latin,1
id-1207885,id-1201915,id-1064186,Power in That Which Compels You,,Official,,English,Latin,1
id-813007,id-1051553,id-704484,Sea Serpents,,Official,,English,Latin,1
id-3354525,id-2897210,id-642488,Umor resava stvari umesto tebe,,Official,,Serbian,,1
id-534344,id-834178,id-615602,Metaustrat,,Official,,English,Latin,1
id-365552,id-695160,id-509918,Zentrum für elektronische Musik,,Official,,English,Latin,1
id-319096,id-657803,id-191913,Lets Lets Lets Dance,,Official,,English,Latin,1
id-1137797,id-1146589,id-959622,Raga Miyan Ki Malhar,8902633107564,Official,,,Latin,1
id-910689,id-384337,id-259736,Nos enamoramos,,Official,,Spanish,Latin,1
id-457568,id-770728,id-543685,Circuit Lap 2,,Official,,English,Latin,1
id-400158,id-723569,id-200616,Easy Lover,,Official,,English,Latin,1
rec-300715-dup-1,id-641362,id-462099,All Power to tje Wingnuts,,Official,,English,Latin,1
id-1238188,id-1227121,id-77038,Grandma Got Run Over by a Reindeer,,Official,,English,Latin,1
id-764057,id-1012803,id-760082,Snowdrift,,Official,,English,Latin,1
id-45367,id-367805,id-222729,Insults,,Official,,English,Latin,1
id-1151184,id-1157112,id-1292274,... a Storm is Comin,,,Jewel Case,English,Latin,1
id-613795,id-896006,id-556694,Seiza,,Official,None,Spanish,Latin,1
rec-214580-dup-0,id-568218,id-405351,Mass:ve Material,,Official,,English,Latin,1
id-667946,id-937923,id-431258,Little Albio Street,,Official,,English,Latin,1
id-1746661,id-1635440,id-2368555,Flaga Book of Angels Volume 27,702397834120,Official,Digipak,Hebrew,Latin,1
id-3355062,id-2897610,id-3224264,SHUTDOWN,707772258263,Official,None,English,Latin,1
id-88689,id-453220,id-317441,Lazarus,,Official,,English,Latin,1
id-1232295,id-1222274,id-1097926,187 on a Muthafackin Cop,,Official,,English,Latin,1
id-762903,id-1011980,id-759433,Prism / The Mask of Sanity,673795705117,Official,,English,Latin,1
id-1281292,id-1261883,id-212119,Jugdement Day,,Official,,English,Latin,1
id-1281290,id-1261881,id-1155386,My World / Janet Is Waiting For You,,Official,,English,Latin,1
id-625158,id-904523,id-669771,This Love,5021904004968,Official,,English,Latin,1
id-741237,id-994257,id-64663,Han vågar inte,,Official,,Swedish,Latin,1
id-1204288,id-1199030,id-1058787,Brick City,,Official,None,English,Latin,1
id-1192772,id-1189723,id-1042383,Pumped Up Kicks,,Official,None,English,Latin,1
id-573585,id-864689,id-637527,Los Asesinos Del Pentagrama,,Official,,English,Latin,1
id-507010,id-812012,id-599781,Demo 092908,,,,English,Latin,1
id-2837368,id-2491794,id-2818437,Te casaste,,Official,None,Spanish,,1
id-334697,id-670352,id-290571,Disrecordings,803341156029,Official,,English,Latin,1
id-2487300,id-2217740,id-2110933,Sunle Tu,,Official,None,Hindi,Latin,1
id-1192808,id-1189754,id-787165,Based on Evil,7090014386668,Official,Jewel Case,English,Latin,1
id-202557,id-557984,id-397215,Mr. Something Something,,Official,,English,Latin,1
id-1266555,id-1250046,id-1138683,T.I.A.,,,,,Latin,1
id-462822,id-774862,id-571499,Move That Thing,,Official,,English,Latin,1
id-878527,id-20232,id-10472,A Crystalline Waterfall,,Official,,English,Latin,1
id-878521,id-19407,id-10158,A Monitoring Rhapsody,,Official,,,Latin,1
id-913889,id-240402,id-172270,Fader vår,,Official,,,Latin,1
id-567869,id-860460,id-634385,Reel One Gossips From the Hidden Places,,Official,,English,Latin,1
id-879926,id-37574,id-22533,Trabi fahrn is geil,,Official,,,Latin,1
rec-1037581-dup-1,id-820782,id-1440019,Bjue Planet Trauminseln der Ozeane,4006408219514,Official,,German,Latin,1
id-1089630,id-1107255,id-556377,Simplement / unknown,,Official,,French,Latin,1
id-2176694,id-1972419,id-2305615,Bloodlines,4050538361650,Official,None,English,Latin,1
id-742883,id-995627,id-746201,Part 1.5,,Official,,English,Latin,1
id-965535,id-420114,id-296138,Drop,35058930429,Official,,English,Latin,1
id-965532,id-665983,id-484458,Peace Profound,,Official,,English,Latin,1
id-1293753,id-1271742,id-1170816,This Is the Love,,Official,,English,Latin,1
id-754023,id-1004891,id-753627,From the Drip into My Arm,,Official,,English,Latin,1
id-219931,id-572925,id-35338,Another Kind of Find,,Promotion,,English,Latin,1
id-889823,id-148882,id-115961,Hexiical Head / Food vs. Sex,,Official,,,Latin,1
id-1293759,id-1271747,id-254279,Invisible Ink,,Official,,English,Latin,1
id-773304,id-1019962,id-767328,Navidad,,Official,,Spanish,Latin,1
id-2539544,id-2258286,id-2538934,Pharmacy,,Official,,English,Latin,1
id-765679,id-1014076,id-761393,Norrköping,735286116120,Official,,English,Latin,1
id-845146,id-1061697,id-378149,Journey Into Sound,,Official,,English,Latin,1
id-739678,id-993008,id-744226,Jazz With An Attitude,,Official,,English,Latin,1
id-1214332,id-1207326,id-1074114,Praise the Fool,,Official,,English,Latin,1
id-645558,id-920060,id-205690,The Trial of Florasador Gehrboyzel,,Official,,English,Latin,1
id-765675,id-1014074,id-634833,Riddim Box / Nutz,,Official,,English,Latin,1
id-271566,id-617611,id-441246,Show Me the Way,801050102429,Official,,English,Latin,1
id-44542,id-366192,id-256707,Guess I Wanted More,,Official,,English,Latin,1
id-483235,id-792011,id-584542,City Cash EP,,Official,,English,Latin,1
id-44546,id-366198,id-256710,80s Love Affair,,Official,,English,Latin,1
id-2090706,id-1904403,id-2134200,Ride,,Official,,,,1
id-3457921,id-2978044,id-3304454,Mascarade AWITW Remix,,Official,None,English,Latin,1
id-800263,id-1041483,id-785239,ロマンティックあげるよ,,Promotion,,Japanese,Japanese,1
id-608721,id-891869,id-658682,Gold Tango EP,,Official,,English,Latin,1
rec-739928-dup-0,id-993187,id-2176848,Hotter Than Helj,884860020329,Official,Jewel Case,English,Latin,1
id-1278517,id-1259620,id-292570,Tea N Tea,,Official,,English,Latin,1
id-369809,id-698765,id-295549,Dispo Dancer,,Official,,English,Latin,1
id-3157249,id-2744683,id-3073772,Complications,,Official,None,English,,1
id-1133549,id-1143230,id-955553,Plows or Something It Aint Done Yet...,,Official,None,English,Latin,1
id-3454748,id-2975646,id-3302326,Good Life,195940280176,,,,,1
id-3454747,id-2975645,id-3302325,stuck on us,602445655489,Official,None,English,Latin,1
id-1278510,id-1259613,id-608038,Europe Transporter,5413356971736,Official,,English,Latin,1
id-1016996,id-692105,id-311653,e.p.,,Official,,English,Latin,1
rec-3255367-dup-0,id-2821835,id-105185,Cool / Street Scene 58,,Official,,English,Latin,1
id-881598,id-97491,id-61055,Sweet Harmony 02,,Promotion,,,Latin,1
id-860154,id-947806,id-704926,Ma mélodie criminelle,,Official,None,French,Latin,1
id-462534,id-774632,id-570763,You Should Have Known Better,,Official,,English,Latin,1
id-462537,id-296498,id-208125,Bright Black,605337000923,Official,Jewel Case,English,Latin,1
id-1283362,id-1263565,id-786114,Birds Of Hong Kong,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-841722,id-1011443,id-758994,Music II Fuck II,,Official,,English,Latin,1
id-224064,id-431865,id-304444,Funky Cold Medina,,,,English,Latin,1
id-1312520,id-1286482,id-1196229,District Destruction,885767080805,Official,Jewel Case,English,Latin,1
rec-944974-dup-0,id-352086,id-246665,Promotiomal Disc,,Promotion,,English,Latin,1
id-761090,id-1010615,id-758245,Sorthinth  The Battle For Argoth,,Official,,English,Latin,1
id-2358710,id-2116000,id-2374052,Geburtstags Marsch,,Official,,German,Latin,1
id-2089075,id-1903136,id-375083,Slow Down Ha Ha,,Official,,English,Latin,1
id-1124172,id-1135305,id-944302,Haselnus,,Official,,English,Latin,1
id-1292407,id-1270686,id-501508,Sins of a Solar Empire Rebellion,,Official,None,English,Latin,1
id-1258391,id-1243520,id-472154,Cultural Roots Dub,,Official,,English,Latin,1
id-253320,id-602975,id-431136,Grünanlagen EP,,Official,,English,Latin,1
id-1432020,id-1380454,id-1317953,Recitation,,Official,,English,Latin,1
id-1432021,id-1380455,id-1317954,Enigmatic Path,,Official,,English,Latin,1
id-1070653,id-1091640,id-853752,Rose-Tinted Glasses,,Official,,,Latin,1
id-1070652,id-1091639,id-853752,Where Has My Sunshine Gone / Woman Of The World,,Official,,English,Latin,1
id-608239,id-891543,id-658282,Daydreaming,,Promotion,,English,Latin,1
id-428276,id-746650,id-549133,Dead or Alive,,Official,,English,Latin,1
id-389786,id-715042,id-524810,Believe Me If All Those Endearing Young Charms,,Official,,English,Latin,1
id-749064,id-1000704,id-750449,Fireball / Outer Limits,,Official,,English,Latin,1
rec-1160687-dup-1,id-1164316,id-989844,Do It / Nasry,,Official,,English,Latin,1
id-1156279,id-1161013,id-716854,Boring Love,,Official,,English,Latin,1
id-387954,id-713462,id-450625,Tak Attack,5033197497464,Official,,English,Latin,1
id-500365,id-806527,id-595982,El Gran Aliento de la Tierra,,Official,,Spanish,Latin,1
id-325554,id-663027,id-468555,Trollsång,,Official,,Swedish,Latin,1
id-605616,id-889361,id-656045,Demo,,Official,,English,Latin,1
id-877348,id-419556,id-295683,2003 Demo,,Official,,English,Latin,1
id-1063670,id-1086022,id-1470018,Nu Tango,,,,,Latin,1
id-1535001,id-1468809,id-1399485,Miranda,,Official,None,English,Latin,1
id-1535002,id-1468810,id-945130,Shifter Bliss,,Official,None,English,Latin,1
id-571074,id-862849,id-2415098,Collage,5413647074221,Official,,English,Latin,1
id-386247,id-712021,id-523032,Infelice,,Official,,English,Latin,1
id-395506,id-719743,id-527564,Im Going to Spain / Doobie Dow Song,,Official,,English,Latin,1
id-643662,id-918544,id-467903,Fast E.P.,,Official,,English,Latin,1
id-1134019,id-1143635,id-956037,Robots With Souls,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-1607996,id-1526448,id-1477997,Jesus Won,,Official,,English,Latin,1
id-876257,id-144737,id-2422923,China The Sound of Silk and Bamboo,785965111724,Official,,English,Latin,1
id-1607995,id-1526447,id-1477995,Broken,889290144874,,Jewel Case,English,Latin,1
id-1050090,id-1075251,id-831260,Broken Truth,6001651039320,Official,Jewel Case,English,Latin,1
id-876253,id-30087,id-15673,ILLAH MCs,,Official,,,Latin,1
id-1227489,id-1218279,id-1090196,Rush Hour,,Official,,,Latin,1
id-104734,id-474672,id-222495,JezSof / RexPol,,Official,,,Latin,1
id-2361967,id-2118766,id-1804606,El secreto de los templarios,,Official,None,Spanish,Latin,1
id-1227483,id-1218273,id-941236,Follow Me,4001617528525,Official,Jewel Case,English,Latin,1
id-978355,id-476974,id-304698,Meet Me Tonight Little Girl,,Official,,English,Latin,1
id-693984,id-957987,id-713776,The Ninth,,Promotion,,English,Latin,1
id-367094,id-18504,id-453722,Best of Techno Free Megamix CD,,Official,,English,Latin,1
id-971278,id-445792,id-305509,Still Water EP,,Official,,English,Latin,1
id-481095,id-790274,id-2334421,You Might As Well Live,5022810912224,Official,,English,Latin,1
id-86300,id-449836,id-315243,Symphony Electrique,,Official,,English,Latin,1
id-123569,id-494939,id-259407,Why Is It So Beautiful,6418365005945,Official,Slim Jewel Case,English,Latin,1
id-181960,id-369493,id-259385,The Uncontrollable H Disease,,Official,,English,Latin,1
id-1335591,id-1304603,id-1221315, and There Shall Be No Solace,,Official,Jewel Case,English,Latin,1
id-483824,id-792500,id-433076,Just Thoughts,,Official,,English,Latin,1
rec-485581-dup-0,id-794031,id-585883,Cultureflasb EP,,Official,,English,Latin,1
id-658383,id-930296,id-211226,Vortex,859703206987,Official,,English,Latin,1
id-231765,id-583983,id-417742,The Palette of Futile Atonement,,Promotion,,English,Latin,1
id-353475,id-685743,id-1464174,The Concord Anthology Process / Nero,,Official,,English,Latin,1
id-479963,id-789266,id-582594,Bandana Klezner,,Promotion,,English,Latin,1
id-771266,id-1018277,id-404141,Down and Out,,Official,,English,Latin,1
id-723307,id-695177,id-509922,Martriden,,Official,,English,Latin,1
id-768996,id-1016619,id-403347,Aurora,,Official,,English,Latin,1
id-909253,id-334048,id-231802,I Am Free / Rockin Beats,,Official,,English,Latin,1
id-494984,id-801968,id-421957,A Vancouver Love Affair,,Official,,English,Latin,1
id-909787,id-522873,id-365077,Solo So Long,,Official,,English,Latin,1
id-213191,id-567101,id-139028,In Yr Underwear,,Official,,English,Latin,1
id-847738,id-886106,id-193803,The Kid / Ebb Tide,,Official,,English,Latin,1
id-767358,id-1015378,id-762559,Soundtracks,,Official,,English,Latin,1
id-1073650,id-1094143,id-1071891,Synthesizer Greatest,56775231620,Official,Jewel Case,English,Latin,1
id-863718,id-811358,id-426536,Plutonium Boy,,Official,,English,Latin,1
rec-131637-dup-0,id-502210,id-349548,Suggestkon,,Official,,English,Latin,1
id-477525,id-787200,id-580894,Bluebird / Pumpkin Place,,Official,,English,Latin,1
id-86166,id-449600,id-315104,A Brief History of Dentistry,,Official,,English,Latin,1
id-1609876,id-1527958,id-2262447,Crystal Clouds EP,,Official,None,English,Latin,1
id-740970,id-994066,id-744975,Satsa på dej själv,,Official,,Swedish,Latin,1
id-322792,id-660814,id-431176,Submerged / Roots,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-573556,id-864667,id-385980,Volume 3,,Official,,English,Latin,1
id-403626,id-726487,id-532808,Love on Love,,Official,,English,Latin,1
id-718568,id-976648,id-732405,サマーウルフ,4988018319429,Official,,Japanese,Japanese,1
id-918419,id-837588,id-617672,Son Cœur Son Corps,,Official,,English,Latin,1
id-573559,id-864670,id-637521,Let Go,,Official,,English,Latin,1
id-3549791,id-3048527,id-3372755,Ah Huh / So Long Johnny,,Promotion,,English,Latin,1
id-730880,id-985848,id-739608,boy wonder,,Pseudo-Release,,English,Latin,1
id-1324338,id-1295874,id-1210710,La Bamba Dj Rebel Remix - Original Extended Mix,,Official,None,,Latin,1
id-1974030,id-1812119,id-2009074,HOLD ON SEA,190374410823,Official,None,English,,1
id-601782,id-886130,id-652703,Its Magnetic,,,,English,Latin,1
id-338432,id-673291,id-491517,Fuck Friend,,Official,,English,Latin,1
id-499934,id-806147,id-595720,K.N.M.I.,,Official,,Dutch,Latin,1
id-168206,id-530160,id-371016,Deep Inside,,Promotion,,English,Latin,1
id-1439476,id-1386146,id-1325788,Disciple,,Official,,English,Latin,1
id-1301384,id-1277738,id-1180476,Im God,,Official,None,English,Latin,1
id-168201,id-530157,id-371015,Demo,,Promotion,,English,Latin,1
id-513368,id-817173,id-603562,Kolomboot Vol 3,,Official,,English,Latin,1
id-606634,id-890120,id-656874,Album Sampler,,Promotion,,English,Latin,1
id-2365535,id-1737650,id-268930,Long Distance,4571136376605,Official,Cardboard/Paper Sleeve,English,Latin,1
id-495169,id-802131,id-592779,Paper Winged Dreams,,Official,,English,Latin,1
id-565960,id-859070,id-1016948,A Song for Kong / Forever,,Official,,English,Latin,1
id-568923,id-861215,id-367913,Let Me Lose My Mind Gracefully,,Official,,English,Latin,1
id-241436,id-593006,id-424304,Suvmi,,Official,,English,Latin,1
id-322244,id-660360,id-2517183,New Format Jazz / Mood Swingz,,Official,,English,Latin,1
id-706171,id-967381,id-592449,Ooh La La,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-430734,id-748589,id-550667,Soul Fever / Half Heaven Half Heartache,,Official,,English,Latin,1
id-788706,id-1032304,id-777450,Miss you,4948722358831,Official,,Japanese,Latin,1
id-1314787,id-1288320,id-1199308,Barshas Explicit Lyrics,,Official,Jewel Case,English,Latin,1
id-1105331,id-1119720,id-194781,Fish Head / Someone to Love Me,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-3081477,id-2594296,id-2919987,Strange Flight,777320197627,Official,None,English,Latin,1
id-839614,id-876932,id-646364,Thick,,Promotion,,English,Latin,1
id-140215,id-461109,id-322047,Artificial Flavor,,Official,,English,Latin,1
id-2642569,id-1895519,id-2121798,A Prelude into Emptiness - The Tears Path Chapter Alpha,888003495029,Official,None,English,Latin,1
id-1328849,id-1299407,id-1214980,Soak It Up EP,,Official,None,English,Latin,1
id-797483,id-1039453,id-191828,Second Chapter EP,,Official,,English,Latin,1
rec-321972-dup-0,id-660149,id-478629,The Dry Coun5y,,Official,,English,Latin,1
id-2166673,id-1964643,id-2208435,Marijuana,190295633493,Official,None,English,Latin,1
id-3351826,id-2895111,id-1583508,Lie In the Sun Live at The Little Theatre,5056588900237,Official,,English,Latin,1
id-861433,id-469568,id-327164,Basic,,,,English,Latin,1
id-487409,id-795513,id-587177,Up the River,4935228080717,Official,Digipak,English,Latin,1
id-1116955,id-1129327,id-935520,East Coast Avengers Present Avengers Airwaves,765481010329,Official,,English,Latin,1
id-701667,id-963888,id-722030,Shake-A Take-A / Exchange Student,,Official,,English,Latin,1
id-543292,id-659675,id-957310,The Organ of Corti,,Official,,English,Latin,1
id-1326447,id-1297523,id-75569,Der Puppenmacher,743217938024,Official,,German,Latin,1
id-906035,id-212710,id-153930,Bitter Moon,5020597020071,Official,,English,Latin,1
id-89434,id-454381,id-318090,Euromotion Is Coming,,Official,,English,Latin,1
id-181553,id-540754,id-376380,Underwater,,Official,,English,Latin,1
id-876091,id-27538,id-14263,I Wonder demo,,Official,,,Latin,1
id-645785,id-920261,id-477629,Self Control EP,,Official,,English,Latin,1
id-495296,id-802242,id-2845353,From the Seas to the Streets,845029039859,Official,,English,Latin,1
id-448025,id-1486669,id-2685771,Shine,,Official,,English,Latin,1
id-973832,id-464049,id-92839,Friday Night Forever,,,,English,Latin,1
id-420505,id-740066,id-78423,The Moon Is High,667548502917,Official,,English,Latin,1
id-119026,id-491316,id-342081,Saddest Star,,Official,,English,Latin,1
id-843438,id-916643,id-679785,Boy,,,,Welsh,Latin,1
id-762471,id-1011655,id-556550,Captured in Still Life,776098198829,Official,Jewel Case,English,Latin,1
id-1539245,id-1472271,id-1404048,Rites of Prehistoric Darkness,,Official,,English,Latin,1
id-354589,id-686579,id-503326,Det vakke min skyld,7028681050179,Official,,Norwegian,Latin,1
rec-699237-dup-0,id-962129,id-720453,Campione N8ppon,4988009364315,Official,,Japanese,Japanese,1
rec-781583-dup-1,id-1026686,id-773472,On the Prowl Pre5ents OTP Party Breaks 3,,Official,,English,Latin,1
id-785646,id-1029902,id-674261,Golden Wave,,Official,,English,Latin,1
id-727479,id-983170,id-276918,Unipolar,8715970136599,Official,,English,Latin,1
id-383534,id-709954,id-61566,Magmanic,600116990822,Official,,English,Latin,1
id-293319,id-634933,id-456658,Unconventional People,,Official,,English,Latin,1
id-401375,id-724559,id-531143,East to West,,Official,,English,Latin,1
id-408361,id-730310,id-89224,In the Area / Sweet Sunshine,,Official,,English,Latin,1
id-1012084,id-658162,id-476376,Paranoia Will Destroy Ya,,Official,,English,Latin,1
id-694028,id-958020,id-1927032,Als de mooiste anemonen / Manolito,,Official,Cardboard/Paper Sleeve,Dutch,Latin,1
id-845556,id-967592,id-725086,Oh by the Way,,Official,,English,Latin,1
id-853128,id-1027841,id-774301,The River Will Carry Me,,Official,,English,Latin,1
id-682068,id-949034,id-705915,Au pays de mes rêves,731458286127,Official,,French,Latin,1
id-1155363,id-1160334,id-981681,Szobel,,Official,,English,Latin,1
id-351722,id-684230,id-501529,Ik vlieg de berg af,,Official,,Dutch,Latin,1
id-1066331,id-1088073,id-849482,The End of the Road,,,,English,Latin,1
id-2360036,id-2117132,id-2193515,I Want to Be Your Friend,,Official,,English,Latin,1
id-265226,id-612671,id-437524,Put It Where You Want EP,661956705465,Official,,English,Latin,1
id-1292529,id-1270775,id-1169186,Get the Funk,,Official,,English,Latin,1
id-1174277,id-1174891,id-97235,Future Sound Remixes,,Official,Cardboard/Paper Sleeve,English,Latin,1
id-211932,id-566083,id-403705,One World EP,,Official,,English,Latin,1
rec-3350361-dup-0,rec-2893975-dup-0,id-3220461,451u,,Official,None,English,Latin,1
rec-3350361-dup-1,rec-2893975-dup-0,id-3220461,451i,,Official,None,English,Latin,1
id-524820,id-826106,id-211011,Moving On Are You Strong Enough,,Official,,English,Latin,1
id-327963,id-664957,id-483249,Unacceptable Love,,Official,,English,Latin,1
id-737503,id-991185,id-2060374,Broken Lives  Bleeding Hearts,5060153430203,Official,Jewel Case,English,Latin,1
id-256457,id-605157,id-378262,Get Back to Me / Any Day Now,,Official,,English,Latin,1
id-256324,id-250112,id-286211,Slim 0097,5025989970026,Official,Digipak,English,Latin,1
id-966614,id-428039,id-301738,Mr. Vain,,Official,,English,Latin,1
id-1112128,id-1125287,id-922936,U Cant Touch This,,Official,,English,Latin,1
rec-561223-dup-0,id-855474,id-810578,Porno Pwrty 2,4260038520932,Official,,German,Latin,1
id-1117958,id-1130146,id-936851,The Great Escape,,Official,,English,Latin,1
id-2840762,id-2494461,id-2821371,All I Need,616293366190,Official,,English,,1
id-365949,id-695489,id-510266,Memories Love a Melody,,Official,,English,Latin,1
id-817648,id-1054698,id-794971,From Within,859705451323,Official,,English,Latin,1
id-868036,id-14582,id-7726,Aparatus,,Official,,,Latin,1
id-2359339,id-2116541,id-2374512,CYBXRPVNK RVDIX 178.95,,Official,None,English,Latin,1
id-1972471,id-1810856,id-2007294,JiggyRock,191061963608,Official,None,English,Latin,1
id-1311754,id-1285834,id-1195324,Tossi Sings Folk Songs and Ballads,,Official,,English,Latin,1
id-275614,id-620777,id-403190,SoulOrganismState,800741008026,Official,Jewel Case,English,Latin,1
id-968108,id-431867,id-2705457,Mamma Maria,4020628975951,Official,,English,Latin,1
id-2361129,id-2118063,id-2264944,8000 Volts,,Official,,Italian,Latin,1
id-1119803,id-1131663,id-1181899,iTunes Festival London 2011,,Official,,English,Latin,1
id-853430,id-1028577,id-774798,Funky Fucker,,,,English,Latin,1
id-1224402,id-1215650,id-569601,Die Neue Feldordnung,,,,,Latin,1
id-151850,id-517528,id-2960834,Trance House 8,,Official,,English,Latin,1
id-877506,id-40578,id-23786,Kingston Sunset,,Official,,,Latin,1
id-318205,id-657051,id-470497,Elvis Unreleased,,Official,,English,Latin,1
id-950810,id-375251,id-404639,Leitmotiv,,Official,,English,Latin,1
id-1037146,id-827539,id-461223,Human Auditory Torture Experiment,,Official,,English,Latin,1
id-658011,id-930017,id-690424,Roland Goes Mad in Boscaland,,Official,,English,Latin,1
id-576613,id-866993,id-639515,Live at Vinyl Joes,,Official,,English,Latin,1
id-2840587,id-2494318,id-2821276,Alle Dinge,,Official,,,,1
id-99006,id-468505,id-326423,Safe Way Back Home,,Official,,English,Latin,1
id-304070,id-644118,id-113705,Harlem Bush Music,,Official,,English,Latin,1
id-449489,id-764239,id-387978,Children of the Dark Night...,8712705036940,Official,,English,Latin,1
id-712927,id-972466,id-729068,Lookin 4 EP,,Official,,English,Latin,1
id-1093050,id-1110063,id-859885,Bap Science EP,,Official,,English,Latin,1
id-474278,id-784498,id-262213,Tonad,,Official,,Swedish,Latin,1
id-150655,id-516659,id-360509,姫メ初メ～初夜の秘め事～,,Official,,Japanese,Japanese,1
id-55079,id-375602,id-263786,Fanfare de Mensonges,,Official,,French,Latin,1
id-1210159,id-1203786,id-1067612,Carry Me To True,9421021461198,,Jewel Case,,Latin,1
id-1267297,id-1250659,id-756975,101,4020796410865,Official,Jewel Case,English,Latin,1
id-762047,id-1011355,id-758949,Wise-Magraw,,Official,,English,Latin,1
id-1320905,id-1305095,id-1745469,Heavy Weight,,Official,Slim Jewel Case,Bulgarian,Latin,1
id-549998,id-846712,id-623758,Maurfahr,,Official,,English,Latin,1
id-397387,id-721164,id-325105,Snapshots,,Official,,English,Latin,1
id-1048286,id-1073774,id-166170,Single Again,8273222007223,Official,Jewel Case,English,Latin,1
id-1152322,id-1157938,id-383228,Call Me Mr. Telephone,,Official,,English,Latin,1
id-778820,id-1024483,id-771782,Célestes Rivages,,Official,,Multiple languages,Latin,1
id-1018569,id-697214,id-511459,White Noise,,Promotion,,English,Latin,1
id-1301816,id-1278082,id-1180945,ehrenfeld³,,Official,,English,Latin,1
rec-569897-dup-0,id-861900,id-635014,The Dirty Ses5ions,,Official,,English,Latin,1
id-841077,id-878035,id-528455,Cut Set,,,,English,Latin,1
id-3460315,id-2979930,id-2912063,2022-05-20 BBC Radio 1 Essential Mix,,Bootleg,,,,1
id-73288,id-430587,id-303588,Da Mixtape,,Promotion,,English,Latin,1
