id,gid,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
463410,0bd72644f2824977a728411afe281dd8,id-261119,id-185828,The Nat King Cole Collection,792755510926,Official,,English,Latin,1
1123857,a0965ecdb1b44838a74119f67eb0e587,id-1135056,id-529997,together,4037688900328,Official,,English,Latin,1
807562,ee5bb12436374977a960cc5f2680dc57,id-1047317,id-822246,Les Faux Bijoux et Gilles Droulez chantent Léo Ferré les inédits,794881700127,Official,,French,Latin,1
1615659,1848be08113542d6a76e4075d58c9ff9,id-1532599,id-1,Best of the Blues 50 Favorites,,Official,Gatefold Cover,English,Latin,1
34324,38768da02b7b44cc850ca1763de31cc9,id-151757,id-7966,The Boy and the Tree,666017038124,Official,Digipak,English,Latin,1
998978,58c61c26fd9e40e381f6e81d04f9b890,id-771917,id-569503,Un ángel llora,,,,Spanish,Latin,1
864459,6c305d23baaf4cbba8eabc9124808ce5,id-167036,id-119584,Record X,,Official,,English,Latin,1
1189279,40798774a841494bba045efb44f16615,id-1186925,id-1037204,Xmas Jam Session,,,,English,Latin,1
307861,494de4c56da04293b79bcf1f8315540f,id-200558,id-4915,Penetration,4006759833650,Official,,English,Latin,1
1433593,438ea7a254964fce97b12bdcaf1167a9,id-1381705,id-1319512,Triple Scoop,013431212225,Official,Jewel Case,English,Latin,1
1318843,fc0abdc03acd47e5ab521ca74c79b6f9,id-226571,id-1197,The Natural,,Official,None,English,Latin,1
902583,a8f1b8d1852d4c08b6fb29b4426fae84,id-737424,id-3690,Set It Off,030206577921,Official,,English,Latin,1
1205205,f4c4ca72cf0844cd82a482537975fb82,id-1199756,id-1060156,Another Show,4000127155733,Official,Jewel Case,English,Latin,1
395677,36048fc8ab6c4aa99436c74802bfe57f,id-453130,id-66398,Youngel,,Official,,English,Latin,1
258578,a4048e94aa6e4238ac428a796e49e645,id-296685,id-103924,Secret Sleeping Birds,,Official,,English,Latin,1
3356450,7205a08e190545098e11c930a8a57f61,id-1194263,id-1050419,Austin  Ally,050087288174,Official,,English,Latin,1
436823,6910cc682258458699d570c59adcad4a,id-753700,id-1,Das goldene SchlagerArchiv Die Hits des Jahres 1968,,Official,,German,Latin,1
819545,6ef3020d9a3242c2887234ce2af80b11,id-1056238,id-1,Celtic Treasure Volume 2 The Living Legacy of Turlough OCarolan,724386287274,Official,Jewel Case,English,Latin,1
754575,a0531809f9984888a15c8e10cbf082fb,id-1005342,id-1,Rock,,Official,,English,Latin,1
312710,ada6ed3a971948f7b0a57a3725ec807f,id-652186,id-470776,Outside by the Swing,4988005403940,Official,,English,Latin,1
1432918,30487e4efce248c9b1f5f8f9ab6dc9f8,id-529523,id-168462,Swap,,Promotion,,English,Latin,1
246731,3357c09c5e8a4cfea9cd934e7ccac3a9,id-98228,id-1156,The Complete Riverside Recordings,,Official,,English,Latin,1
103272,39c8ee82b8ff4be7b386c3637413216c,id-473014,id-329659,Waking Up the Dead,,Official,,English,Latin,1
916677,9420bd9239854d9abc228d54bc3f8854,id-246979,id-176025,Gräjtaste Hittar,,,,,Latin,1
738145,7053846155c74e09814bf08297b4facf,id-991714,id-1014064,Supreme Engorgement of Exquisite Disembowelment,827166129822,Official,Jewel Case,English,Latin,1
114204,57e6acfc13b2475bab72a383d62c41df,id-486286,id-1,US Pop Life Volume 11 California Post Punk Looking for the Perfect Glass,,Official,,English,Latin,1
1310891,0f959bcb89584276845afcc18f3669b1,id-1285138,id-432637,東方バイオリンロック,,Official,,Japanese,Japanese,1
609519,b799035797604590bbf26fc71ffb772a,id-892544,id-1,NRJ Extravadance 1,,Official,,English,Latin,1
653652,845913cada4e466789efc0085b2549c1,id-926529,id-687367,Musta romanssi,,Official,,Finnish,Latin,1
1124771,f8412559a6164a38b43848e5acfcc7a3,id-572686,id-1,The Perfect Christmas Holiday Music 2006 Bath  Body Works,637293012108,Promotion,Jewel Case,English,Latin,1
1959565,7091476c16324edea1edfefd8fbfc456,id-1801131,id-1,Original Hits  Rap  Soul,5099962914222,Official,,English,Latin,1
1196775,8829ca6c4ea14e81ba86584ad3eefad4,id-1192942,id-1048257,We Eat Industry Beats Vol 1,,Official,,English,Latin,1
2416339,78c79e2226584089ae61ea474a277617,id-2162870,id-2060126,SODA POP FANCLUB 2,4988031308066,Official,,Japanese,Japanese,1
963561,18c9de3bca354c14874fd5b8a593fd2f,id-415760,id-34560,Bilder einer Ausstellung Pictures at an Exhibition,,,,German,Latin,1
30128,df5f1484ab36439a9f9348b60973b11b,id-273869,id-67071,Sincerità,,Official,,Italian,Latin,1
673316,5f032d9e2d234928bb3b8d611e70dbb0,id-942075,id-682511,The Trailer Collection Volume 1,,Official,,English,Latin,1
330937,bcc3e7566f1240cb9b233c73f7f45d11,id-667333,id-1,Agua Marina Deluxe,8032956810978,Official,,English,Latin,1
1047083,0e62cb7bf4114ccf928e5438966c9c99,id-1072749,id-81137,Odeon 1014,3596972402623,Official,,French,Latin,1
401013,7710630c701b43bd97db04b782251f1c,id-140877,id-1,The Voice of Music Volume II,4002587100834,Official,Jewel Case,English,Latin,1
297000,cd2ab57011954c6e937b8814a1062c19,id-638095,id-353328,Русский Романс Часть I,,Official,,Russian,Cyrillic,1
761292,885977637725453481cccae275f22ca2,id-352851,id-173184,21,,Official,,Polish,Latin,1
566142,9cddae0c176441d2a1c40af2a8404e57,id-6807,id-3751,The History of John Fred and the Playboys,0097453900025,Official,,English,Latin,1
222826,e1170c47c0113c5d9710f575e0b6c13f,id-400832,id-1,Songs From Dawsons Creek Volume 2,,Official,,English,Latin,1
1051858,c596922ee9ec4ad4be9e02da2fa2a816,id-1076667,id-833317,The Black Tree,,,,English,Latin,1
127064,cba1f8c0f2544576997dd74236e8ceaa,id-497829,id-1,Serious Beats Vol 4,4007193545383,Official,,English,Latin,1
663321,4808ed66bdf33ce593a1f0aa96efab10,id-934374,id-218240,Tårnet,,Official,,English,Latin,1
951393,d144736f697048a49c6b1265b797ecd2,id-372887,id-261708,Flamenco España,,Official,,Spanish,Latin,1
334638,1a47ec0418a14c8b987b887971876625,id-378849,id-266471,Farscape The Peacekeeper Wars,826924102626,Official,,English,Latin,1
719111,235a7b19f28a4ddfa3ef286a34e20bea,id-17817,id-197,Rattle and Hum,5014474000713,Official,,English,Latin,1
1106596,d9035b96525d473fa38f133edb04ac79,id-1120770,id-1,What a Fine Mess We Made,,Official,,English,Latin,1
1048404,07c6333eeb8240e2a9e9b81d04cc1211,id-1073871,id-828721,Le Futur Est Caniche,,Official,,French,Latin,1
1609643,642fbdc96d2646ecbd7eed42d51a8bc8,id-1527765,id-1479605,System,841234129453,Official,,English,,1
761010,96dbd7b88dba42a1b585c08d0ead0c14,id-986128,id-739839,Spirit of Africa,,Official,,Multiple languages,Latin,1
971889,1ed88f337e1a4773a7d66763ddebcd13,id-253567,id-165187,De mooiste songs van Ann Christy,,Official,,Dutch,Latin,1
985714,b682ac47183e4244a8e129ac717e3a9a,id-762963,id-562442,Lost In Focus,,,,English,Latin,1
2840748,47d53636f6dd494b8b851d87b7614a65,id-2494451,id-3769,Matthew Block Recording,,Bootleg,,English,Latin,1
445431,409219d4f5f74438a58f9d6a23cbe9cd,id-760854,id-469503,Livehaftig und krank,4003099831629,Official,,German,Latin,1
1175272,7b6eaac0e2b844e6aceb9313616d4d9c,id-1175736,id-1,Classic Lounge Deluxe,,Official,,English,Latin,1
1742752,32972a9e422041dbb57f448e70ec3625,id-1632212,id-1622468,50 beste kinderliedjes Deel 2,,Official,,Dutch,Latin,1
2096591,eb0c3c6b10d0423581659a885d4b110a,id-1858353,id-170587,各師各法,0602557931303,Official,Super Jewel Box,Chinese,Han Traditional variant,1
2213310,2c1e222ef92b44efbb59b77fe2b7443c,id-2002235,id-888572,Mind On The Run,,Official,,English,Latin,1
2991995,429879eb844c46469dced80ba21e4629,id-2613486,id-2931223,Pendragon Book 9 Raven Rise,9781597373012,Official,,English,Latin,1
700451,1012d2b0624648cb9000b32dcb392227,id-962995,id-1,Festivalbar 89,,Official,,English,Latin,1
499579,2344ad6a9b1b4a21ad6c8bbd23f99372,id-805820,id-595515,Klapp  Lek,5701418097556,Official,,Swedish,Latin,1
3350410,58e2e4317ba24279a5f3eb84738b1062,id-2894016,id-1,Readers Digest Presents  Island Magic Essential Hawaiian Music,889176898143,Official,None,English,Latin,1
920667,26d3a7a9b0a34d1c892a24a97c6d29ba,id-246677,id-1,GString,054645219921,Official,Jewel Case,English,Latin,1
7486,852d94d628694bb9a04c7a274f95b4cd,id-158697,id-50353,Drink Me,731452407924,Official,,English,Latin,1
22208,4d1a7386f52641c7afcaa743ab229596,id-19213,id-60,The Benefit for RAINN,,Promotion,,English,Latin,1
823470,6f3bbe57be80321698d244d38b9f461f,id-962787,id-11684,Balls of Fury,4005939683825,Official,,English,Latin,1
187317,6a70bebd352249238a669aeb920ae0ed,id-220558,id-67962,Eating 2,4015698262223,Official,,English,Latin,1
1324839,0e8b0f9d5b874a4791fef8d75820be46,id-1296266,id-1211294,My Little Vocaloid,,Official,,English,Latin,1
896461,799f9f60ba8548d3b5b5873eefd8e1a2,id-619095,id-359679,Terunggul,,Official,,Malay,Latin,1
3351673,7a75e7f10bc74cbcbfd4480236993c51,id-2894985,id-3221725,Cheer Up,,,,,,1
650320,1a809951cbb542d1894d46651d6532c6,id-923786,id-640303,Guitar Meditations Volume II,,Official,,English,Latin,1
160395,2d45ec8dc3514e6daba72556e8e92c53,id-524229,id-2161140,Capritio Instrumental Music from 17thCentury Italy,093046729424,Official,,English,Latin,1
682592,90397114b0e54d7aa3f3e43c18386622,id-949427,id-339575,Magic Synthétiseurs,3072666605025,Official,,French,Latin,1
694739,6d002d2a408649e7985015f3a628a4be,id-958558,id-1,HipHop Chopshop Volume 3,,Official,,English,Latin,1
639830,bd16db095ff44975bf8e5f733c9c39cc,id-914382,id-14904,Banal,,Official,CardboardPaper Sleeve,English,Latin,1
441292,6d80fa61b58c4b23802b684d10aa64a0,id-757471,id-118918,In the House,,Official,,English,Latin,1
1175877,8f920f80259044c9a8150870a9f8792f,id-1176220,id-1193528,Over The Rainbow,4988005703170,Official,Jewel Case,Japanese,Japanese,1
1145517,05d76a1093c64a40bd26a8f9583a02ec,id-1152658,id-969266,Yggdrasil,4016342001533,Official,Jewel Case,Multiple languages,Latin,1
1171526,28bf8767737a490e95b84d64a38660ba,id-1172667,id-189646,Dirk Pitt 12 Inca Gold,,,,English,Latin,1
1209616,c87e6067a2394a64a5335597204434dd,id-1203366,id-406552,From the Mouth of Paris,884502909289,Official,CardboardPaper Sleeve,English,Latin,1
1240698,c402954c2e6c4d3e92d05e30d4bbda6d,id-1229113,id-245106,Hän lähtee tanssiin,6417924112025,Official,,Finnish,Latin,1
153531,f4c821944cd442398a8a28c51b3871e3,id-518959,id-362264,Slow Days,880918006628,Official,,English,Latin,1
610932,090ce6cff4fa451e8816fc39bf230212,id-893754,id-1,Peaktime Television,,Official,,English,Latin,1
9096,386f1e7c2263465ea08dc74d20a2a11b,id-210051,id-36414,Hjernen er alene,,Official,,Norwegian,Latin,1
174159,9e479ad3d40b429ab739db0c337fddb2,id-534841,id-375147,Nāc līdz,,Official,,Latvian,Latin,1
197110,f8e0630c85f9440ab5401d4bf3657b84,id-156444,id-49648,April Moon,082839703628,Official,Jewel Case,English,Latin,1
1182337,15a39808395944cba7c5bb618330d650,id-1181299,id-3222948,Twerk,097037458126,Official,None,English,Latin,1
1090569,02d0ed9fb04b49c98f3cd05f154c3eee,id-1108018,id-879316,花園,4582237817959,Official,Jewel Case,Japanese,Japanese,1
674168,7c972a662507444582f0d234563d36ac,id-942800,id-1,Industry  Leisure  Pop,,Official,,English,Latin,1
445796,11ad3f61eeac40ba845599c8bca78519,id-761137,id-203525,Slow Down,5060161950007,Official,,English,Latin,1
671941,84737b3d7afb49fdb50894ab2c4f54cc,id-293388,id-184,The Rainbow Bridge Concert,805520210720,Bootleg,,English,Latin,1
2415478,10d845818a8e4428ba7890d1b7c97770,id-2162141,id-2421846,Minor Head Injury,,,,,,1
1119329,844becad6cc842afbe49f6b9939d1e51,id-1131307,id-172464,Armastuslaulud,4743154000064,Official,,Estonian,Latin,1
451332,8f4eb36faa8c45569808cbee3feb4adb,id-765761,id-259771,Emergency Emergency,,Official,,English,Latin,1
846924,b5b4ceb8ed064ed0b7b69a64f418be71,id-990992,id-44954,Chemistry,,Bootleg,,English,Latin,1
1214516,8c44fbb3212542898cc5dc0b99c80237,id-1207491,id-246816,SHOCKING,4543034031122,Official,,Japanese,Japanese,1
817651,67b7a36e643f35afa15390970274e51a,id-111568,id-30719,Life,075596098724,Official,,English,Latin,1
1210298,78bba056887945c0b8e3f2146537568c,id-187221,id-347,Broken,743211204422,Official,Jewel Case,English,Latin,1
1027922,5fc08287273f494ea5de2fb8c34ed430,id-874023,id-283289,Edward H Mewn Bocs,5016886428925,Official,Digipak,Welsh,Latin,1
1309021,e71886ff60834e66ada575dc8c5021c7,id-1283616,id-1191346,Candombe,,Official,,Spanish,Latin,1
838602,3d6e3b1cef844648bbc2b7f6bb57c786,id-981369,id-207287,Zombie Nation,626177008122,Official,,English,Latin,1
805777,f54b80b5a9574016abdbdef5665b89da,id-6566,id-61506,Love at Psychedelic Velocity,,Official,,English,Latin,1
93297,95e77411b6d8464c9e8ab37798789b22,id-655248,id-171378,Kto skazal chto my ploho zhili,,PseudoRelease,,Russian,Latin,1
695712,8f69ea01cf7b49ed8378acc0b94e0ff5,id-959357,id-1,Spectrum,,Official,,English,Latin,1
1375581,511092cb65f04720b16df87d0775c1ee,id-531738,id-372448,Sviđa mi se da ti ne bude prijatno,3838859004194,Official,Jewel Case,Serbian,Latin,1
1430636,3c02b08f78244934abd39f7dbdd2bf29,id-1379326,id-1135,Unsurpassed Masters Vol 7 1964,,Bootleg,,English,Latin,1
379638,7122f65269cf4997b7498b1a2f2442de,id-706892,id-1,The Works,,Promotion,,English,Latin,1
1053359,be9cfe26d4444ce699733b45fb320734,id-1077870,id-713238,The Many Moods of,,Official,,English,Latin,1
582892,39c583d90da241099e4b4b6ed985ca52,id-88654,id-53908,Mudmen,,Official,,English,Latin,1
494729,6a56357513db4c4fa9c63d285c11702b,id-801761,id-592428,Home 20032006,844667004540,Official,,English,Latin,1
1611644,46fe728ad8764eb7b78acbd3f8880855,id-1529385,id-461087,allez tous vous faire enculer 20012010,,Official,None,English,Latin,1
2485166,3be55bdfacd140d08f83000c6c09a78e,id-2216065,id-866411,Burning The Deal,798576640521,Official,,English,Latin,1
377732,3eb7b1ef8b384c14a4efdf55e65927b6,id-84513,id-9871,Aziatic,044001807428,Official,Jewel Case,English,Latin,1
178304,507aa2bee7414686b0162083a68dbd85,id-408626,id-33040,Allison Wonderland The Mose Allison Anthology,081227168926,Official,,English,Latin,1
493121,0cbd9bcb1f274de798367d9848877757,id-800391,id-1,Deep House 1 The Sound of the UK Underground,5013993904311,Official,,English,Latin,1
623496,0f6d8c3b881830b097b73d6630157797,id-903311,id-1,High Atmosphere collected by John Cohen in 1965,,Official,,English,Latin,1
3351258,c55adedea162401a85ff1bb18105ed76,id-2894684,id-3221381,Trance Central  Return To The Classics Vol 4,808287020427,Official,,,,1
148330,87e4920ebf16439aa8c040f76257a7b2,id-369534,id-1,Suomirokkia 2 20 syksyistä suomirockin klassikkoa,6417459121929,Official,,Finnish,Latin,1
1087859,0ddc593d8f55417aaab113b897113fee,id-1105785,id-179793,Close Encounter,,Official,,English,Latin,1
975855,af5e36ccf8ff4eed9277f19f3f760436,id-461022,id-322000,Give Me Jesus,,Official,,English,Latin,1
1082549,6c0ce712146e44649e3b8f43bc2a0a92,id-18447,id-62,The Moon  Antarctica,886977516320,Official,,English,Latin,1
1294673,dd50e01e74ce4908a1104631988152fd,id-1272448,id-1171813,From the Womb to the Tomb,,Promotion,,English,Latin,1
1120826,673671f46c4c4176b7f67e5f36d6f405,id-1132486,id-652385,Sassy Wisdom,,Official,,English,Latin,1
903571,519458c35701405a80c0f0a48aed26b8,id-203642,id-148129,Radio IDs 1996,,,,,Latin,1
1609407,bfcf500c659a4a78927cb691ea901345,id-1527594,id-1479400,High n Heavy,,Official,None,English,Latin,1
638326,6ba88c78ceca301388f6e661f95dd17c,id-690789,id-1021,Complete Works,5028421935256,Official,,English,Latin,1
916478,21698a7bd187466abc03d1bde677fce0,id-251775,id-122538,Weiß Bescheid,743214099827,Official,Jewel Case,German,Latin,1
2992009,f22928c40c15420bae0123ae78fbb497,id-2613499,id-486532,Wicked Business,9780307932587,Official,Book,English,Latin,1
1244649,d485f8ee115844849dbaa89822ccaba5,id-210508,id-24070,Moffou,,Official,,,Latin,1
601531,87d2ba992a603961860f4ca9aebd05fb,id-763649,id-1097,The Jasmine Flower,5060191690027,Official,,English,Latin,1
343041,8656d2d4177a3d13985c7dbba9a47657,id-602129,id-1,Bored Teenagers Volume 3,5032733000991,Official,,English,Latin,1
263106,4088b42eb50548acbdd975a27acc5c80,id-74887,id-45713,For the First Time,,Official,,English,Latin,1
929399,98d825fe0e1c448abd89f33ee5aa8e7c,id-178792,id-14732,Gangrene Tambourines,,Official,,English,Latin,1
611918,5498bdd715a14347bbaeaf7cbd8030d8,id-894556,id-20886,Piano and Orchestra 1,,Official,,English,Latin,1
1192202,f51b9104a90343e68753765d8c62a202,id-1189239,id-23678,Quiéreme mucho Placido Domingo canta boleros y más,724355729422,Official,Jewel Case,Spanish,Latin,1
1374225,f7c85c0fc10e45769e5767afac0e915a,id-1335296,id-1,mySounds Ready to Load  Play Party,8711539046248,Official,Slim Jewel Case,English,Latin,1
790054,efd50507eba945ad9fbf299a978c84b4,id-1033445,id-574766,Just Three,824536013026,Official,,English,Latin,1
1113764,2155242fac294f269978ada9115a8bf9,id-1126621,id-255919,Some Lessons Learned,886978071828,Official,CardboardPaper Sleeve,English,Latin,1
549726,0b9980e00d6143ab9142e2368a6d5e8d,id-846499,id-33980,The Dead Pool,651702636327,Official,,English,Latin,1
757555,88f1144407c64719bae34b3aa3fd3824,id-1007847,id-48009,Love Is Everywhere,5016025680566,Official,,English,Latin,1
639054,c3c5c68b05e83021a5b686903b02fff4,id-252243,id-173656,This Is My Battlefield,,Official,,English,Latin,1
1029383,eea29c68acbb4575856f15cce4a05bb6,id-764352,id-563674,Frå Setervoll Til Dansargolv,,Official,,Norwegian,Latin,1
44336,569d62a85373383dbc67ca5893118a50,id-223483,id-4825,Lemuria,727361129521,Official,,English,Latin,1
531661,21a80390cb6d4582b3d2ef6a63dab2da,id-831677,id-175299,Beautiful Melodies of Our Time,,Official,,English,Latin,1
935345,c92e1ce8d4664aefab1e4b17426165cd,id-317681,id-222040,Dixieland Party,,Official,,,Latin,1
2417898,5276609ab19548968f33b1e1b8540f57,id-2164208,id-2424139,For the Blood Is the Life,,Official,Cassette Case,English,Latin,1
772076,51e0bb9a554a4293a6fa6ab20508ccca,id-1018969,id-724789,Music to Kill By,884501075442,Official,,English,Latin,1
1247994,22e64d76c3e34fff93745a8a2ac616b8,id-442089,id-1338,Planet of the Apes,4988060370195,Official,Jewel Case,Japanese,Japanese,1
573082,fec24ffac55f4d1890ef5a976fe4671d,id-245154,id-128831,Alberta,,Official,,Multiple languages,Latin,1
63088,477b30167bd94c80a0098d7f3c0599e4,id-411337,id-181362,Down To Memory Lane,,Official,,English,Latin,1
2489952,f6d549e21a1a46a7929d83cc240b7380,id-2219741,id-116496,7 Song Demo,825764903059,Official,None,English,Latin,1
1293732,5571821eed0a47cba18016d167e8364c,id-1271726,id-1,Große Erzähler Große Gefühle,4018492240985,Official,Other,German,Latin,1
73694,b8c204ba878e4b159120919844065766,id-172240,id-40230,Vihma,090266326228,Official,,Finnish,Latin,1
455903,2406c1fd85884d07b03c899fa7a091a0,id-769462,id-1,Light in the Attic Records Fall 2008 Sampler,,Promotion,,English,Latin,1
1150225,7e687f6588724bbe89e2ca74e5c09313,id-1156386,id-16360,Her Greatest Arias and Scenes,4011222234872,Official,Other,Italian,Latin,1
2578969,d87c29a86e994a15ac7aa75debdee68b,id-453665,id-2601,Follow the Blind,,Official,,English,Latin,1
1060399,02e2964deaaa48ca82c5be136d0b40a5,id-1083455,id-842775,Frankie Plays,837101224765,Official,Jewel Case,English,Latin,1
380716,271fbcda26a74c769ce5bdcd0f101e28,id-59515,id-38401,Ace Troubleshooter,,Official,,English,Latin,1
2837893,077891cd155140f38689bdf3c63b6e72,id-2492138,id-2817762,For Your Pleasure,,Official,None,English,Latin,1
921163,2ef5032916bd4c61acff769043499593,id-237660,id-887917,להיטי זהב,7290003504770,Official,,Hebrew,Hebrew,1
1108003,337164bd6a60428ebaa82cb022e79cb4,id-1121921,id-908067,Shaking the Pumpkin,057623104325,Official,Jewel Case,English,Latin,1
162925,1da62560cdb045edb9ba39f16dc94e82,id-526014,id-99603,Retrospective,800505138624,Official,,English,Latin,1
853185,edf8027415fe4639acd1535229d65d32,id-1027953,id-774364,El dolçainer,,Official,,Catalan,Latin,1
3355377,af016c9b21d34364b589d7550fc15658,id-2897836,id-50027,Reggae Max,5016930921402,Official,,English,,1
272122,a0e9a17ca5ca44cc95bf428b16a10a84,id-617962,id-47366,Spin,,Official,,English,Latin,1
614793,89950d8926ef4a5081bb95f27c62ed7d,id-896751,id-1081208,Kinoapparatom,,Official,,English,Latin,1
1024394,304428a5ebb94e02b125652832b15de0,id-731113,id-536888,The Bare Bones and Bad Ideas EP,,Official,,English,Latin,1
1254698,0221e20622834599b6532dc00b36631f,id-1240608,id-96222,16 kauneinta ja suosituinta sävelmää,,Official,,Finnish,Latin,1
277858,0b4c4ffcbd273328a57e5ea3712a6279,id-622688,id-174368,Immolation  Ameliorations 19952005,8435008889722,Official,,English,Latin,1
916386,3fddddd7ec6549358e914bffa787fbb0,id-543977,id-1,Carácter Latino 2004,,Official,,Spanish,Latin,1
208761,1a771db29aaf47518cdc0e92fad1360d,id-562976,id-51253,Aamukaste 5AM,,Official,,English,Latin,1
1040241,7ea2c3f9f7f04ee1ae9767c7e1a56932,id-832438,id-2076,Portland 200,,Bootleg,,English,Latin,1
357705,0569eeaae33b49a6840b405f34d0a39f,id-667174,id-1,Darkcore 7,8717047001694,Official,,English,Latin,1
749087,022360cc0cea4a1391d366ecd2126a36,id-1000725,id-1,Broadcast Collection Promo Rock,,Official,,English,Latin,1
54731,06c2235db5494675958280570e371e1e,id-392593,id-97025,Hetki lyö 19671997,,Official,,Finnish,Latin,1
875462,cb7f7c269a5b4db3a437ced86b67430f,id-633791,id-455739,Loud Is Good,,Official,,English,Latin,1
37367,61d00d2765b73fa78e6e8c60ca6b903d,id-261357,id-156,Room Service,602498682456,Official,Jewel Case,English,Latin,1
664949,f85874f0afd74e739fdf4a89d92984b3,id-935637,id-11598,Merry Christmas,783027512823,Official,,English,Latin,1
984041,04c4f8c369bd41dbb8e5c08c05ecc10a,id-447211,id-3154673,19910427 late show Washington DC USA,,Bootleg,,English,Latin,1
1272498,cf5d722a926645ed8b65a9f70efc6a13,id-1254812,id-256643,Nostalgia da Modernidade,,Official,Jewel Case,Portuguese,Latin,1
695769,3c31595a54aa40c3b56a92104f7ea4e2,id-959408,id-1,Real Country,,Official,,English,Latin,1
1433214,897afc8ec47843839f3c10700a7ccfa2,id-1381407,id-968953,Crow,,Official,,English,Latin,1
1163458,713b4e516ef043f69515eb32a989ed9e,id-1166473,id-1,Trance 75 2012 Volume 1,,Official,,English,Latin,1
562233,28a3ba49c82348579f84eec5d1114a11,id-136156,id-53043,Too Close to See Far,,Official,,English,Latin,1
128539,f6d654e68c8346dda512bc73d361d213,id-499259,id-121642,Organic Dance Didjeridu,,Official,,English,Latin,1
1215075,d50033746db34e5789b0369078125d06,id-865892,id-1074887,The Stokes Field Guide to Bird Songs Western Region,9781607887638,Official,,,Latin,1
163520,8c621720076342a69943c09e2033d8fa,id-399095,id-188882,Imagery of Ecstacy,601171111429,Official,,English,Latin,1
961040,710f8cbfbd4a4e10a4f42d6fe3c70faf,id-210547,id-152494,My Saviors Love,,Official,,English,Latin,1
1915559,259819f6d6a745d999460b69fcc25a28,id-1766600,id-1,April A Monthly Skatterbrain Mix,,Bootleg,None,English,Latin,1
118555,58450155887645ad85cb457de3d4c11d,id-490959,id-341795,Precious Wax Drippings  Aint We a Wishin Bunch,,Official,,English,Latin,1
2096528,d0ee899cf6244bc695641a3f29b86df4,id-1908929,id-49606,Flieg nicht so hoch mein kleiner Freund,,Official,,,,1
1973007,a60470f3c9674c00ae4edd152bc63f38,id-1811265,id-2007922,Die letzte Flucht,9783868046991,Official,,German,Latin,1
805234,3f54eab7720a4334857cb241e25e2ef7,id-1045324,id-147693,Inherit the Wind,,Bootleg,,English,Latin,1
694465,60436d6277634ad4894f760b69f6d859,id-958307,id-1,Urban,,Official,,English,Latin,1
1677915,a3b240ac4897430c96c6475b3a6ad8ad,id-1581211,id-1,RamDam 2,,Official,,French,Latin,1
727670,74bccd73a9134b2293c3fbbceb8771c6,id-983318,id-737792,Tancuj tancuj,8596961055620,Official,,Czech,Latin,1
1203401,dbf5b20829ea49d48f65d2bcfcbf5a60,id-1198338,id-201995,Immer schlimmer,,Promotion,CardboardPaper Sleeve,German,Latin,1
2359735,5d9d319046704dda9fc88165e8b0961e,id-2116866,id-67588,Colours Of The Planet Earth,3850125115410,Official,,English,Latin,1
734669,b0db16f22cd639a283714dd207b6998b,id-92262,id-10984,Subterranean,7320470125601,Official,,English,Latin,1
48342,af5975e132f24f88bd8ef6b181762514,id-28784,id-9578,100 Fun,724451108121,Official,,English,Latin,1
1263764,d2e892fb74ba4396b20329ac31010063,id-1247776,id-1294661,The Complete Psalms,8424562224070,Official,Other,English,Latin,1
844006,36abf1d1b9194c89a42a95a14e5239a7,id-881166,id-64925,Layin in Wait,,Official,,English,Latin,1
234760,157f33f38b7a4d569b59dd05b8cea405,id-586671,id-258159,Det förlovade landet Samlade pärlor,7391946070442,Official,,Swedish,Latin,1
162574,c9b3f71eef87424d9f68f2246f3c210c,id-284475,id-120323,Schmutzige Hände,5099751854227,Official,,German,Latin,1
733408,3c18eb792ef34cb396cfbb83bd13ee91,id-246764,id-1,Electronic Evocations A Tribute to the Silver Apples,,Official,,English,Latin,1
1035103,03cc6d9887004916b30b74b4edbbbda0,id-797265,id-588561,CD Sampler,,Promotion,,English,Latin,1
2841643,7662be0abb9a436dad0c7b51f93ac5f4,id-2495156,id-2822231,Schutzpatron,9783844905045,Official,None,German,Latin,1
495113,89693ddbebe04c14aed8cf60babbfc8a,id-802087,id-592738,Sver,7041885410105,Official,,Norwegian,Latin,1
930439,075a5c8f75f740879ddfe0fcef49745a,id-304908,id-35007,Rigged,098796003329,Official,Digipak,English,Latin,1
1107283,e56dc7d394274b64923d6f6498f062d8,id-1121320,id-907110,Eje excéntrico del ritmo español o el nacimiento de la música sincro,,Official,,Spanish,Latin,1
51070,2876409e550041fd87ebd5b332ca319f,id-7995,id-2997,An Ennio Morricone Western Quintet,,Official,,Italian,Latin,1
638827,07755b6f06e84aad870f4a3a529f9f15,id-914916,id-1,Hellsound 6,,Official,,English,Latin,1
270430,4dc96374496548689d9bead29a6786f2,id-615751,id-2119937,Symphonies Nos 8 9,099925384821,Official,,English,Latin,1
929690,d743011ae92545579239dacc33b34861,id-312763,id-219134,Discography,,Official,,Spanish,Latin,1
2996699,e128fba4e9024fbaba823bcfbe7c7809,id-2617363,id-8818,19261940,3298491572022,Official,,,,1
205995,7eeb69c3b84b4abcb0e59cbca3f521a2,id-560743,id-347594,G,,Official,,Finnish,Latin,1
176377,bd9e86d0cbe8471b9b8438d573b1b833,id-101096,id-1,Futurescope 10 disc 1,,Official,,English,Latin,1
813583,96ef24f2176846cf822c598d98c24817,id-187750,id-139439,Ocker 18,0718756105220,,,,Latin,1
