place,name,place_type,address,area,coordinates,ended
id-12008,Oregon Zoo Amphitheater,Venue,4001 SW Canyon Rd Portland OR 97221,id-5147,4550994112271613,f
id-15995,Mølla Studio,Studio,,id-12730,,f
id-52981,Vortn Vis,Venue,Kiekenmarkt 7 8900 Ieper,id-101373,50849462884307,f
id-43857,Sahara Studio,Studio,,id-205,,f
id-6833,Hochschule für Musik und Theater Hamburg,,Harvestehuder Weg 12 20148 Hamburg,id-331,535705569998889,f
rec-24338-dup-0,DePaul Comcert Hall,Venue,,id-5099,419239876492,f
id-21225,Century II Performing Arts  Convention Center,Other,225 W Douglas Ave Wichita KS 67202,id-7749,3768487697340283,f
rec-25611-dup-0,Aula Sagans,Venue,,id-97160,47044194397,f
id-12933,Hoxton Bar  Kitchen,Venue,24 Hoxton Square London N1 6NU,id-62242,515274560081724,f
id-13516,JOE eV,Other,Lindenstraße 4 45739 OerErkenschwick,id-69661,516284287260831,f
id-51523,StarVu Studios,Studio,,id-5239,,f
id-15353,Europahalle,Venue,,id-23722,,f
id-45569,Garbos,Venue,429 Queen St W Toronto ON M5V 2A5,id-5076,4364871279395483,t
rec-44485-dup-0,Victorian Colle9e of the Arts,Educational institution,,id-5121,3782481449702,f
id-39071,Ninth World Studios,Studio,,id-12988,,f
id-36115,Symphony Studio,Studio,,id-3992,,f
id-54820,Hickory Sound Recording,Studio,,id-21907,,f
id-36113,COP Studio,Studio,,id-23734,,f
rec-36113-dup-0,COP Sturio,Studio,,id-23734,,f
id-8829,Schlosskirche,Religious building,,id-8966,509803113322,t
id-2749,Orpheum Theater,Venue,216 State Street Madison WI 537032215,id-5287,4307589388611,f
id-4962,Lovely Records,Studio,,id-8852,,f
id-9618,Paradise Studios Grand Lake of the Cherokees,,,id-297,,f
id-2584,Arts Centre Melbourne,Venue,100 St Kilda Rd Melbourne VIC 3004 Australia,id-5121,37820278144968333,f
id-46482,Analog Sweden,Studio,,id-60639,,f
id-23755,Klanglabor Weimar,Studio,,id-8966,,f
rec-21681-dup-0,Lydetaten,Studio,,id-160,,f
id-22404,Wood Street Galleries,,601 Wood St,id-7961,,f
id-8697,Orchesterprobenzentrum,Studio,Stolberger Straße 3,id-7954,509412046907772,f
id-38775,RTL House,Other,2 avenue Jacques Georgin Schaerbeek,id-105393,,f
id-9020,Bethaniënklooster,Venue,Het Bethaniënklooster Barndesteeg 6b 1012 BV Amsterdam Netherlands,id-7706,,f
id-24028,TMMP Studios,Studio,,id-1178,,f
id-5831,Epicurus Studio,Studio,〒1530064 東京都目黒区下目黒３丁目２４－２２,id-116724,35631506139707729,f
id-9807,Studio Quatre Chemins,Studio,22 Rue Cartier Bresson,id-68553,48903252395776,f
id-29449,Cliff Temple Baptist Church,Religious building,125 Sunset Ave Dallas TX 75208,id-9399,3274455896826152,f
id-9801,주예당 Studio,Studio,,id-113,,f
id-4290,Pieve di Palazzo Pignano,Religious building,,id-14324,,f
id-49980,Commercial Recording Studio,Studio,1120 Chenevert,id-7326,,f
id-25611,Aula Sargans,Venue,,id-97160,47044194397,f
id-42927,Mount Sinai Morningside,,30 Morningside Drive NY 10025 US,id-10862,40805573961806,f
id-28148,Mayberry PCH,Studio,,id-5283,,f
id-9736,Artheater,Venue,Ehrenfeldgürtel 127 50825 Köln,id-7954,509531486918527,f
id-49668,Surrealis Sounds,Studio,,id-326,,f
id-47983,VERO,,,id-113,,f
rec-11563-dup-0,Grünspzn,Venue,Große Freiheit 58 22767 Hamburg Germany,rec-331-dup-0,535518269958052,f
id-7018,Dance Planet LX,Studio,,id-171,,f
id-10560,Westwood Studios,,,id-5213,,f
id-6265,LoHo Studios,Studio,48 Clinton St New York NY 10002 United States,id-67445,407196727398447,f
id-16036,Adolf Fredriks kyrka,Religious building,Holländargatan 16 111 60 Stockholm Sweden,id-5114,5933777818060278,f
id-35027,Calibrated Recording,Studio,,id-5303,,f
id-37647,Eagle Mountain House,Studio,,,,f
id-44243,Château de Méridon,,,id-53025,486923492033587,f
id-10145,The Lighthouse Theatre,Venue,247 Main St,id-88625,4278604680203093,f
id-49896,Kleine Beethovenhalle,Venue,,id-7023,50672671583,f
id-8048,The Boarding House,Venue,960 Bush St San Francisco CA 94109,id-7022,37789968122414781,t
id-49890,Irwin Art Studio,Studio,,id-67,,f
id-18458,Judys Velvet Lounge,Venue,777 River City Casino Blvd St Louis MO 63125,id-7952,385308902645,f
id-24338,DePaul Concert Hall,Venue,,id-5099,419239876492,f
id-9927,Rushents Mansion,Studio,,id-221,,f
id-23325,2013 Mixing,Studio,,id-7703,,f
id-19697,CWR Studio,Studio,,,,f
id-38396,Highlander Research and Education Center,Educational institution,1959 Highlander Way New Market TN 37820,id-83934,3604284483584929,f
id-7085,Tipitinas,Venue,501 Napoleon Ave New Orleans LA 70115,id-12021,299173901009,f
id-26137,Calamigos Ranch,Venue,327 Latigo Canyon Rd,id-7800,,f
id-38256,The Birmingham Hotel,Venue,333 Smith St,id-116788,,f
id-7166,Bla,Venue,Bornheimerstraße 2022 53111 Bonn,id-7023,507364057093592,f
rec-35495-dup-0,Malkin Bowk,Venue,610 Pipeline Rd Vancouve BC V6G 3E2,id-5212,49298773123133435,f
id-51773,Cirque de Reims,Venue,,id-68605,49254940222,f
id-28091,Rapture Audio,Studio,,id-3912,,f
id-57104,Festival Messiaen au Pays de la Meije,Venue,La Grave,,,f
id-57107,Evansson Audio Media,,Unit 6b The Fortress Avonside Melksham Wilts SN128BT,,51376515214165,f
id-21171,Fat as Funk,Studio,,id-221,,f
id-5607,NightShift Studios,Studio,27 Whittington Avenue Christchurch 8023,id-5353,,f
id-24579,Tropical Disease Mobile,,,id-100792,,f
id-44949,Le Baril Roulant,Venue,1885 Chemin du Village MontTremblant QC J8E 1K4 Canada,id-9250,,f
id-23729,Bramham Park,Other,Bramham Park Wetherby West Yorkshire LS23 6ND,id-116862,538702781380278,f
id-30691,Audio Mastery,Studio,,id-5213,,f
id-6762,ZOZOマリンスタジアム,Stadium,千葉県千葉市美浜区美浜1番地,id-11880,35645239140030922,f
id-10965,RedRoom Recorders,Studio,,,,f
id-30450,Palace Music,Studio,,id-5114,,f
id-35966,Partille Arena,Indoor arena,Arenatorget 2 433 35 Partille Sweden,id-12836,577400212116962,f
id-13014,Studio Babelsberg,Studio,AugustBebelStr 2653 D14482 Potsdam,id-8852,5238706413120179,f
id-33327,Blue Note Studio,Studio,,id-653,,f
rec-22361-dup-0,Radio Records Stusio,Studio,,id-2913,,f
id-53567,Taller Blanco,Venue,,,,f
id-6930,Swedish Broadcasting Company Studio,Studio,,id-5114,,f
id-53647,StuStuStudio,Studio,,id-7703,,f
id-38632,HiverlyHills Studio,Studio,,id-107,,f
rec-5816-dup-0,St Lavvrence,Other,Cannons Park Edgware,id-1178,,f
rec-12453-dup-0,Palácio daw Artes,Venue,,id-5274,,f
id-49292,Milchwerk Radolfzell,Indoor arena,WernerMessmerStraße 14 78315 Radolfzell am Bodensee,id-69750,477417218973508,f
id-3666,St Nikolai Wismar,Religious building,StNikolaiKirchhof 15 23966 Wismar,id-70176,538956114655,f
id-45247,Kino Šiška,Venue,Trg prekomorskih brigad 3,id-5057,460688691448895,f
id-38691,Leggo Studios,Studio,,id-1468,,f
rec-36666-dup-0,Laura Secoed Secondary School,Educational institution,,id-23204,,f
id-45120,Apple Store Third Street Promenade,Other,1415 Third Street Promenade Santa Monica CA 90401,id-5283,34015417118495361,f
id-9206,CorbNation Studios,Studio,,,,f
id-30217,Moonee Ponds Studio,Studio,,id-7800,,f
id-50494,Huntington City Beach,Other,,id-22328,33650994117995996,f
id-30219,Mesa Recording,Studio,,id-5213,,f
id-10444,Pomeranian Philharmonic Hall,Venue,,id-5279,,f
id-3043,St Michaels Church,Religious building,South Grove Highgate London N6 6BJ United Kingdom,id-58384,515689580150416,f
id-8544,Theater Marl,Venue,Am Theater 1 45768 Marl,id-69497,516527177089658,f
id-8010,Formation Studios,Studio,,id-221,,f
rec-16905-dup-0,Luna Mixirig Room,,,,,f
id-29474,Grand Théâtre de Québec,Venue,269 boulevard René‐Lévesque Est,id-7715,,f
id-38749,Budahegyvidéki Evangélikus Egyházközség,Religious building,,id-721,474989190213,f
id-26568,DAVE Audio,Studio,,id-5076,,f
id-4141,The Vanguard,Venue,42 King St Newtown NSW 2042 Australia,id-5126,33892862151186365,f
id-29804,Market Hotel,Venue,1140 Myrtle Ave Brooklyn NY 11221,id-115540,,f
id-7513,MusicBrainz Summit 14 HQ,Other,Danshøjvej 42 2500 Valby,id-7712,5566217612490344,t
rec-39794-dup-0,DLR Stud:o,Studio,,id-271,,f
id-50054,Parc LéonidasDufresne,Other,Parc Léonidas Dufresne ValDavid QC J0T 2N0,id-117367,4603107474207758,f
id-55566,West Sound Studio,Studio,,id-102430,,f
id-51943,POTAR Practice,Studio,,id-48334,,f
id-8163,Nezlobin Theatre,Venue,,id-2429,,f
id-882,Z7,Venue,Kraftwerkstrasse 7 4133 Pratteln,id-29612,4752725769425,f
rec-38724-dup-0,St Pauks Lutheran Church,Religious building,4900 Connecticut Avej NW Washington DC 20008,id-269,389537577070432,f
id-31099,Bliss Studios,Studio,,id-7734,,f
id-33667,Red Brick,Studio,서초구 방배2동 45323 Seoul Korea,id-113,,f
rec-51213-dup-0,Audacinous Studio,Studio,,id-7703,,f
id-14269,Planet Whirpool,Studio,,id-7954,,f
id-14723,FNFStudios,Studio,,id-331,,f
id-3789,Accademia nazionale di Santa Cecilia,Educational institution,Viale Pietro de Coubertin 30 00196 Roma,id-5060,41929124745,f
id-38358,The Half Moon,Venue,93 Lower Richmond Rd Putney London SW15 1EU,id-55341,5146802022257,f
rec-18039-dup-0,The Atic,Venue,170 High Streetb Cheltenham,id-29508,519007522074432,t
id-27890,Lalabela Studios,Studio,,id-7020,,f
id-28509,Audio Matrices de Venezuela CA,Studio,,id-228,,f
id-48084,Death Studios,Studio,,id-695,,f
rec-31941-dup-0,Essex Uiversity,Educational institution,Wivenhoe Park Colchester,id-8258,518773260948708,f
id-36797,Zwinglikirche,Religious building,Rudolfstraße 14 10245 Berlin,id-326,52503421345457,f
id-21811,RADION Amsterdam,,,,,f
id-44052,Princeton Abbey,Religious building,,id-44467,,f
id-50605,University Of Helsinki Electronic Music Studio,Studio,,id-7713,,f
id-45056,Studio MySound,Studio,11 allée de Longueterre 31850 Montrabé,id-43556,,f
rec-2003-dup-0,Trancehtral,Studio,55 Jeffreys Road Stockwell ondon,id-64334,51471407012822,f
id-56317,Glass Hand Studios,Studio,,id-5282,,f
id-35177,University of California Berkeley,Educational institution,,id-7805,3787122259,f
id-19729,Studio VIème Sens,,,id-23037,,f
id-54405,0x7 studio,Studio,,id-107,,f
id-50236,Sonic Highways Studio,Studio,,,,f
id-37508,The Parish Church of Sarum St Martin,Religious building,St Martins Church Street Salisbury Wiltshire SP1 2HY,id-19680,,f
id-35794,MOXE,Studio,,id-5213,,f
id-21498,Wanna Rock Studios,Studio,,id-7984,,f
id-1633,Knitting Factory,Venue,74 Leonard Street New York NY 10013,id-118366,4071733974005346,t
rec-45569-dup-0,Garbow,Venue,428 Queen St W Toronto ON M5V 2A5,id-5076,4364871279395483,t
id-3253,La Chapelle des Lombards,Venue,14 rue des Lombards 75004 Paris France,id-4434,488591962349734,t
id-28559,BernHaus Studios,Studio,,,,f
id-14744,Musik Galerie,Venue,,id-70043,,f
id-32682,Canberra Theatre Centre,Venue,,id-5129,,f
id-33774,Arbeitshaus,Studio,,,,f
id-15989,Mixing Room Studios,Studio,,id-7703,,f
id-29029,Classic Sound Ltd,Studio,,id-1178,,f
id-19267,Nikos Nido,Studio,,,,f
rec-4952-dup-0,80 He5tz Studios,Studio,80 HERTZ Post Productionm  Recording Studios The Sharp Project Thorp Rd Manchester M40 5BJ Manchester UK,id-3925,5350201219344,f
id-33696,Studio KOLKHOLZ,Studio,,,,f
id-42079,acts 105,Venue,,id-397,,f
id-22090,Nar Mattaru,Studio,,,,f
id-6652,Piazza Napoleone,Other,Piazza Napoleone 27 55100 Lucca LU Italy,id-14228,4384139710502667,f
id-24297,The Vic for Jazz,Venue,2640 Main Street Santa Monica CA 90405,id-5283,,t
id-47271,St Cecilia,Religious building,,id-5179,,f
id-30257,Christopher Lydons Home,,,id-5075,,f
id-37207,Post Logic Studios,Studio,,id-39882,,f
id-22361,Radio Records Studio,Studio,,id-2913,,f
id-50905,Location B,,,,,f
id-53327,Strawberrybee Production,,,id-7020,,f
id-4952,80 Hertz Studios,Studio,80 HERTZ Post Production  Recording Studios The Sharp Project Thorp Rd Manchester M40 5BJ Manchester UK,id-3925,5350201219344,f
id-29157,Hamilton High School,Educational institution,327 Fairgrounds Rd Hamilton MT 59840,id-5876,46245114161944,f
id-53322,Indie King,Studio,,id-5114,,f
id-16481,AlbertusMagnusGymnasium Bensberg,Other,Kaule 3 51429 Bergisch Gladbach Germany,id-68850,509610977155988,f
id-35495,Malkin Bowl,Venue,610 Pipeline Rd Vancouver BC V6G 3E2,id-5212,49298773123133435,f
rec-39107-dup-0,Two States Audi0,Studio,,id-5099,,f
id-16894,Cavalier Sound Recording Studio,Studio,,id-8105,,f
id-57452,Sweetwater Municipal Auditorium,Venue,201 E 4th St Sweetwater TX 79556,id-29013,32472489100408519,f
id-17549,SOMA Studios,Studio,,id-1178,,f
id-12289,Boogie Park Studio,Studio,Boogie Park Studios Eulenstraße 70 A 22763 Hamburg,id-331,535515779923772,f
rec-24297-dup-0,The Vi for Jazz,Venue,2640 Main Street Sana Monica CA 90405,id-5283,,t
id-10018,Scruggs Sound Studio,Studio,,id-5213,,f
id-16930,ExEx Audio,Studio,,id-9655,,f
id-51213,Audacious Studio,Studio,,id-7703,,f
id-31602,Égilse SaintSymphorien,Religious building,,id-39344,,f
id-2077,SAP Arena,Indoor arena,An der Arena 1 68163 Mannheim Germany,id-7716,4946361185175,f
id-6975,Bilgi Üniversitesi Kuştepe Kampüsü,Other,İnönü Cad No 6 Kuştepe 34387 Şişli İstanbul,id-5065,410726712899079,f
id-12167,Paste Studio,Studio,,,,f
id-40475,Mixroom Studios,Studio,,id-9413,,f
id-13971,Concert Hall Sydney Opera House,Venue,,id-5126,3385671512149,f
id-25526,下北沢屋根裏,Venue,〒1550031 東京都世田谷区北沢265 ルイビル3F,id-118129,35661401139666852,t
id-36955,Amoeba Music,Other,6400 Sunset Blvd Los Angeles CA 90028,id-39882,,f
id-28063,Mi Sueno Recording Studios,Studio,,id-99554,,f
id-3908,Alte Oper,Venue,Opernplatz 1 60313 Frankfurt am Main,id-7948,501158338671944,f
id-56823,GTG House,Studio,1335 E Grand River Ave Lansing MI Lansing MI 48906,id-5230,4274636184531647,f
id-46897,Église SaintLouis,Religious building,,id-68486,451898572581,f
id-30083,Audio Atlantic,Studio,,id-68696,,f
id-24113,Hard Rock Hotel  Casino Tulsa,Other,777 W Cherokee St Catoosa OK 74015,id-27685,3616533995764869,f
id-49001,College of the Desert,Educational institution,43500 Monterey Ave Palm Desert CA 92260,id-22397,33732438116389020,f
id-41433,Castle Theater,Venue,1 Cameron Way Kahului HI 96732,id-83122,2089379715648125,f
id-55612,Irving Convention Center,,500 W Las Colinas Boulevard Irving Texas 75039,id-85169,3287827896943171,f
id-1738,Stahlwerk,Venue,Ronsdorfer Straße 134 40233,id-7709,512151646818047,f
id-37036,CDPM Studio,Studio,,id-20975,,f
id-21521,ATP Tonstudio,Studio,,id-30672,,f
id-48738,Kingside Studio,Studio,Hedetorp Bergstugan 1 64693 Gnesta Sweden,id-12873,,f
id-23017,Le Gymnase 2e étage,Venue,4177 SaintDenis Street Montreal Quebec Canada H2W 2M7,id-118140,4552182773577923,t
id-24997,Médiathèque centrale dagglomération PierreMoinot,Other,17 boulevard Main 79000 Niort,id-68546,463259630467206,f
id-46509,The Coffee Depot,Other,501 Main St,id-83799,,f
id-25432,Bellwood Prison Camp,Other,,id-5210,337118843683,f
id-1589,Parque de Santa Catalina,Park,,id-12783,281405154306,f
id-1251,David Geffen Hall,Venue,10 Lincoln Square 132 NY 10023,id-116093,4077277873983056,f
id-40241,The House of Arts,Studio,,id-23609,,f
id-43637,Theatre Royal,Venue,,id-30897,50823301396,f
id-35597,TMFStudio,Studio,,id-106242,,f
id-1949,West Heath Studio,Studio,,id-63976,,f
id-30869,Mnemosyne Studio,Studio,,id-160,,f
id-32632,Sonica Studios,Studio,Via Abetone 16 38068 Rovereto,id-16365,,f
id-35387,SoundartRecording Studios,Studio,Am Stadtwald 1 06862 RosslauDessau  Elbe,id-7321,,f
id-49456,Mãe dÁgua das Amoreira,,,id-5062,,f
id-24839,Velvet,Venue,,id-14215,,f
id-11342,Palazzo dei Congressi Lugano,Other,Piazza Indipendenza 4 6900 Lugano,id-7724,460050478956396,f
id-31367,Studio Merijithu,Studio,,id-68508,,f
id-26653,Walmart Arkansas Music Pavilion,Venue,5079 W Northgate Rd Rogers AR 72758,id-5346,3630292941838,f
id-10659,Toadhouse Recording Studio,Studio,,id-5147,,f
id-44548,Dirks Studio,Studio,,id-69178,,f
id-4711,Bass Performance Hall,Venue,525 Commerce St Fort Worth TX 76102 United States,id-22163,32754929733001,f
id-25372,Museum Square,,,id-7282,,f
id-30364,Empty Studios,Studio,,id-22867,,f
id-26214,Trenton War Memorial,Other,West Lafayette Street Trenton NJ USA,id-5200,4021833374768333,f
id-24575,Penny Station,Venue,,id-7608,,t
id-40543,Copie Conforme,Pressing plant,28 De La Gare Street SaintJerome Quebec Canada J7Z 2B5,id-8834,457757857400339,f
id-48005,Blue Note,Venue,Kościuszki 79 61892 Poznań Poland,id-5071,5240819116919436,f
id-26270,Union College,Educational institution,807 Union St Schenectady NY 12308 USA,id-5682,428172227393,f
id-29694,La Lavanderia Studio,Studio,,id-14818,,f
id-15285,De Warande,Venue,Warandestraat 42 2300 Turnhout,id-105437,51324434943789,f
id-47518,La Caverne,Venue,,id-105368,,t
id-52078,Planet Grey Studios,Studio,,id-295,,f
id-32370,Studio Melody Music,Studio,3 Rue des Tonneliers 14000 Caen France,id-53124,,f
id-6333,Theatersaal des Augustinums,,Römerstraße 118 53117 Bonn,id-7023,507482437099987,f
id-29677,广州体育馆,Stadium,,id-5195,23184314113271576,f
id-19455,Loud  Local Stage,Venue,,id-95246,,f
id-15145,Hate Studio,Studio,via t tasso n 71a 36027 Rosa VI Italy,id-18575,,f
id-25156,Orion Live Club,Venue,Viale J F Kennedy 52 00043 Ciampino RM Italy,id-15668,,f
id-32469,Pecan St Ale House,Venue,310 E 6th St Austin TX 78701,id-5196,3026751597739834,t
id-56227,The Venue,Venue,,id-3924,,f
id-2759,Scumbag College,Studio,,id-31090,,f
id-20610,Kurhaus,Venue,,id-7949,5008472282475,t
id-18697,Room 28,,,id-12769,,f
id-27828,Teatro Comunale di Atri,Venue,,id-19534,425802139782,f
id-14983,Cass Technical High School,Educational institution,2501 Second Avenue Detroit Michigan 48201,id-5179,4233883783060383,f
id-41462,ファニスペース原宿,Venue,〒1500001 東京都渋谷区神宮前32515 5F,id-116702,35671639139708192,f
id-14053,Centro Pizza,Venue,286 Markham Rd Scarborough ON M1J 3C5,id-67435,4374556179220415,f
id-40418,Ilsfeld,,,id-327,4905925,f
id-51152,Konzerthaus Bad Pyrmont,Venue,Heiligenangerstraße 6,id-68808,5198652925446,f
id-39725,Ocean,Venue,270 Mare Street Hackney London E8 1HE England,id-3885,,f
id-43242,Gold Coast Parklands,Other,,id-88313,,t
id-36529,Kidderminster Town Hall,,7 Vicar St Kidderminster DY10 1DE,id-29533,523867122248666,f
id-14584,Bassline Studios,Studio,,id-5258,,f
id-51110,Minimoon Studio,Studio,,id-11669,,f
id-4818,Sugarbush Resort,Other,1840 Sugarbush Access Rd,id-23277,,f
id-56302,NoName Studios,Studio,18730 Oxnard St 211 Tarzana CA 91356,id-115564,,f
id-28844,後楽園ホール,Indoor arena,〒1128575 東京都文京区後楽一丁目3番61号,id-116962,35704319139751940,f
id-52130,Studio Ébène,,,id-29463,,f
id-31520,Vier Peh,Venue,Flandernstraße 99 73732 Esslingen am Neckar Germany,id-21854,487451399320083,f
id-29492,The Classic Center,Other,300 N Thomas Street Athens GA 30601,id-31088,3396047183375293,f
id-19784,Saturn Sound,Studio,,id-10971,,f
id-50064,Honky Tonk Club,Venue,ул Вавилова 44 410000 Саратов,id-29593,5153618746005576,f
id-28865,The Cut,Venue,8 New Cut Halesworth Suffolk IP19 8B England UK,id-99789,523460131503978,f
id-36550,Interlochen Arts Academy,Educational institution,,id-118607,,f
id-41737,Rite Record Productions Inc,Pressing plant,9745 Lockland Road Cincinnati 15 Ohio 45215,id-7953,,t
id-11436,Dream State,Studio,,id-30644,,f
id-55328,Holy Trinity Church,Religious building,,id-99691,50793111199,f
id-35560,Cultuurcentrum Muze,Venue,Dekenstraat 40 3550 HeusdenZolder,id-39881,510265285323639,f
id-16379,MittelhessenArena,Indoor arena,WolfgangKühleStraße 1 35576 Wetzlar Germany,id-7463,5056585083,t
id-17902,John Hansard Gallery,Venue,,id-3992,,f
id-43314,Heidis Jazzclub,Venue,7 N Orlando Ave Cocoa Beach Florida 32931,id-271,283186806099,f
id-56548,Café Local,Venue,Waalsekaai 25 2000 Antwerp Belgium,id-117549,51210764389689,f
id-45333,SDFX Studios,Studio,,id-12906,,f
id-11518,Festival Open Space Park Central at Grandview,Other,,id-22955,,f
id-28581,La Salle MargueriteBourgeoys,Venue,1750 Sauriol Street East Montreal Quebec Canada H2C 1X4,id-118827,4556518973649989,f
id-47687,MaxEmanuelBrauerei,Venue,,id-7710,,f
id-23818,3 rue neuve monplaisir,,,id-12030,,f
id-34626,Teatro Comunale Alighieri,Venue,Via Angelo Mariani 2 48121,id-22604,444172122011,f
id-26410,Municipal Auditorium Theater,Venue,,id-22537,,f
id-35743,Blackout Studio,Studio,Avenue Frans Courtens 131 1030 Schaerbeek Belgium,id-105393,508601440307,f
id-4529,Signaturetone Recording,Studio,6459 Lyndale Ave S Richfield MN 55423,id-23184,,f
id-30766,Wellington College Crowthorne,Educational institution,Crowthorne Berkshire RG45 7PU,id-118050,51364308067,f
id-43573,Greenhills Zone,Studio,,id-3967,,f
id-11670,Smoothie King Center,Indoor arena,1501 Girod Street New Orleans LA 70113,id-116607,2994888990081944,f
id-54185,Ito Gakki 3F,Venue,,id-5534,,f
id-50860,Mankes,Venue,Mankhauser Str 13 42699 Solingen Germany,id-23745,5116043701046,t
id-42548,The Croxton Bandroom,Venue,607 High St Thornbury VIC 3071,id-119009,37762366144999592,f
id-47357,Centro da Musica Carioca Artur da Távola,Venue,Rua Conde de Bonfim 824  Tijuca Rio de Janeiro RJ 20530002 Brasil,id-5161,22935324324424,f
id-29526,Teatro Rossini,Venue,,id-14227,,f
id-13365,Hz,Venue,Charlottenstraße 12 88045 Friedrichshafen,id-69082,476541819477319,t
id-27042,La Ruta de la Seda,Studio,,id-9413,,f
id-6949,Winzer Krems,Venue,Sandgrube 13,id-30655,48420515617,f
id-42288,Woodbrook Elementary School,Educational institution,15 Robin Road Edison New Jersey 08820 United States,id-119019,4055772974377814,f
id-27573,Studio Jardim Magnético,Studio,Itaipava,id-116591,,f
id-42124,Villanova Studios,Studio,,id-7280,,f
