area,name,area_type,ended
id-50048,Chalo-Saint-Mars,City,f
id-82487,Dennis,City,f
id-68906,Brüel,City,f
id-53558,Meriden,City,f
id-118450,Camp Meeker,City,f
id-22457,Newark,City,f
id-22456,San Leandro,City,f
id-49602,Montereau-Fault-Yonne,City,f
id-98387,Azambuja,Municipality,f
id-91390,Livadi,City,f
id-118638,Kitahorie,District,f
rec-35645-dup-0,Barbazsn-Debat,City,f
id-25458,West Liberty,City,f
rec-33631-dup-0,Cordeloe,City,f
id-117693,Anif,City,f
id-118635,Ōtemae,District,f
id-22670,Dongo,Municipality,f
id-39474,Thilouze,City,f
id-69748,Radeburg,City,f
id-105254,Huy,Municipality,f
id-86920,Pontardawe,City,f
id-86924,Buckley,City,f
id-44109,Saint-Loup-de-Naud,City,f
id-82590,North Brookfield,City,f
id-80301,Aigen im Mühlkreis,Municipality,f
id-3829,Craigavon,Subdivision,f
id-77086,Veitsbronn,Municipality,f
id-68838,Bassum,City,f
id-39871,West Norwood,District,f
id-73616,Maywood,City,f
id-68831,Barby,City,f
id-3944,Wigan,Subdivision,f
id-68836,Barth,City,f
id-96239,Hindelbank,Municipality,f
id-75570,Anger,Municipality,f
id-27197,Centralia,City,f
id-72350,Eichenzell,Municipality,f
id-118121,Snekkersten,District,f
id-13069,Halmstad Municipality,Municipality,f
id-69401,Lauenburg,City,f
id-115711,Sharon,City,f
id-13062,Nynäshamn municipality,Municipality,f
id-13063,Tranås Municipality,Municipality,f
id-26605,Louisiana,City,f
id-13260,St Davids,City,f
id-117872,Virum,City,f
id-2533,Daegu,City,f
id-114833,Heerenveen,Municipality,f
id-2535,Gwangju,City,f
id-2534,Incheon,City,f
id-90099,Glenwood,City,f
id-16652,Pergine Valsugana,Municipality,f
id-116500,Glenville,City,f
id-116503,St. Marys City,City,f
id-21979,Boisbriand,City,f
id-30295,Flamborough,City,f
rec-1861-dup-0,Virocitičko-podravska županija,Subdivision,f
id-100948,Ramona,City,f
id-72213,Hürtgenwald,Municipality,f
rec-119679-dup-0,Florenke,District,f
id-95670,Vevey,City,f
rec-60780-dup-0,Challonfes,City,f
id-95676,Setúbal,City,f
id-21772,Edgewood,City,f
id-69574,Neresheim,City,f
id-33587,Mäntyharju,Municipality,f
id-29160,Milano,City,f
id-30123,Tecumseh,City,f
id-100388,Brandon,City,f
id-16912,Canda,Municipality,f
id-24189,Forsyth,City,f
id-3939,Sunderland,City,f
id-21481,Cumiana,Municipality,f
id-24186,Jonesboro,City,f
id-50858,Pietracorbara,City,f
id-87322,Fraser,City,f
id-116091,Cartagena,City,f
id-17855,Lesmo,Municipality,f
rec-59408-dup-0,Vaires-svr-Marne,City,f
id-75156,Lottstetten,Municipality,f
rec-99456-dup-0,Jungnang Diwtrict,District,f
id-116250,Siegerswoude,City,f
id-102435,Cheshire County,County,f
rec-1392-dup-0,Vecumnieku novadz,Subdivision,f
id-106283,Maple Ridge,City,f
id-116257,Hopewell Junction,District,f
id-5445,Zakopane,City,f
id-867,Guangxi,Subdivision,f
rec-91628-dup-0,Ameprongen,City,f
id-8583,Wolbrom,City,f
id-59416,Chênehutte-Trèves-Cunault,City,f
id-21148,Lustra,Municipality,f
id-9830,Saijō,City,f
rec-77295-dup-0,Übefherrn,Municipality,f
id-87218,Beulah,City,f
id-30236,Shelburne,City,f
id-87216,Berrien Springs,City,f
id-9348,Kuressaare,City,f
id-30908,Kempston,City,f
id-262,Alaska,Subdivision,f
id-88,Guam,Country,f
id-47136,Villefranche-sur-Mer,City,f
rec-86968-dup-0,Rhymnei,City,f
id-80933,Carrigaline,City,f
id-68581,Rochefort,City,f
id-27295,Highland Heights,City,f
id-57645,Melesse,City,f
id-4003,Telford and Wrekin,Subdivision,f
rec-2854-dup-0,Punjsb,Subdivision,f
id-4005,Vale of Glamorgan,Subdivision,f
id-4004,Scottish Borders,Subdivision,f
rec-12671-dup-0,B,Municipality,f
id-1373,Salacgrīvas novads,Subdivision,f
id-118932,Vadum,City,f
id-118931,Valby,District,f
id-1379,Skrīveru novads,Subdivision,f
rec-777-dup-0,Visev,Subdivision,f
id-114086,Sant Quirze Safaja,Municipality,f
id-14130,Chiaravalle,Municipality,f
id-1172,Saint Joseph,Subdivision,f
id-662,Delhi,Subdivision,f
id-10169,Tijuana,City,f
id-667,Haryana,Subdivision,f
id-197,Saint Pierre and Miquelon,Country,f
id-11565,Iga,City,f
rec-117676-dup-0,Herzliia,City,f
id-81686,West Wendover,City,f
id-113972,El Port de la Selva,Municipality,f
rec-4291-dup-0,Hotonín,Subdivision,f
rec-18391-dup-0,Mer1ino,Municipality,f
id-10216,Mino,City,f
id-113979,Cornellà del Terri,Municipality,f
id-115755,South Woodford,District,f
id-115753,Clinton,City,f
id-60648,Audincourt,City,f
id-51637,Argoules,City,f
id-4718,Vicenza,Subdivision,f
id-93449,Goring-on-Thames,City,f
id-18543,Montecchio Maggiore,Municipality,f
id-71900,Osten,Municipality,f
id-15714,San Cesareo,Municipality,f
id-71909,Ottersberg,Municipality,f
id-18890,Povegliano Veronese,Municipality,f
id-23627,Haapavesi,City,f
id-12725,Ålesund,Municipality,f
rec-39854-dup-0,Tornon,City,f
id-18363,Soresina,Municipality,f
id-71497,Dornum,Municipality,f
id-12333,Askim,Municipality,f
id-15403,Ameno,Municipality,f
id-93144,Kantens,City,f
id-45426,Lens,City,f
rec-117711-dup-0,SheffieldG reen,City,f
id-14406,Castelnuovo Scrivia,Municipality,f
id-42349,Nuits,City,f
id-7610,Kronberg im Taunus,City,f
id-17106,Kiens,Municipality,f
id-82268,Cerritos,City,f
id-61644,Saint-Macaire-en-Mauges,City,f
id-52147,La Flèche,City,f
id-115687,Flemington,City,f
id-83012,Blaine,City,f
id-69975,Strasburg,City,f
id-15284,Spoleto,Municipality,f
id-22915,Harper Woods,City,f
id-2455,Tomskaya oblast,Subdivision,f
id-69979,Stutensee,City,f
id-119463,Ingliston,District,f
id-12588,Løten,Municipality,f
id-34800,Mauzens-et-Miremont,City,f
rec-3898-dup-0,Newbam,Subdivision,f
rec-1518-dup-0,Sivnaloa,Subdivision,f
id-97027,Oberkirch,Municipality,f
id-72289,Welver,Municipality,f
id-11747,Fushimi-ku,District,f
id-100704,Reston,City,f
rec-17872-dup-0,Aprika,Municipality,f
id-7623,Hünfeld,City,f
id-76127,Hiltpoltstein,Municipality,f
id-96395,Schüpfen,Municipality,f
rec-74501-dup-0,Uelverjheim,Municipality,f
id-119682,Waterdown,District,f
id-119683,Pine Plains,City,f
id-119680,Headingley,District,f
id-119686,Fort Gratiot Township,Municipality,f
id-53436,Plédran,City,f
id-80848,Santoña,City,f
id-105397,Koekelberg,Municipality,f
id-75687,Bodenkirchen,Municipality,f
id-13299,Soliera,Municipality,f
id-105390,Woluwe-Saint-Lambert / Sint-Lambrechts-Woluwe,Municipality,f
id-88237,La Minerve,City,f
id-80429,Ulrichsberg,Municipality,f
rec-118612-dup-0,Nyporg,City,f
id-84948,Pretoria,City,f
rec-80576-dup-0,Stsinz,Municipality,f
id-85146,Friendswood,City,f
rec-69604-dup-0,Neujtadt an der Aisch,City,f
rec-30786-dup-0,Deutskhlandsberg,City,f
id-103716,Oakland County,County,f
id-72323,Breitenbach am Herzberg,Municipality,f
rec-10655-dup-0,Shimoanoseki,City,f
id-117911,Great Stirrup Cay,Island,f
id-29408,Palmerston North,City,f
id-68933,Büren Westphalia,City,f
id-2159,Fiorentino,Subdivision,f
id-68647,Le Port,City,f
rec-84697-dup-0,Elgi,City,f
id-53549,Southport,City,f
id-44118,Vauréal,City,f
id-22464,Dana Point,City,f
id-102938,Highland County,County,f
id-114795,Bunnik,Municipality,f
id-114794,Bunschoten,Municipality,f
id-74762,Appenweier,Municipality,f
id-21160,Laureana Cilento,Municipality,f
id-117684,Golant,City,f
id-72023,Steinkirchen,Municipality,f
id-29313,Delavan,City,f
id-114068,Santa María de Miralles,Municipality,f
id-76946,Christiansted,City,f
id-118339,Saint-Joseph-de-Beauce,City,f
id-100379,Lutz,City,f
id-2235,Făleşti,Subdivision,f
id-80910,Vianden,City,f
id-105170,Ciney,Municipality,f
id-25599,Goessel,City,f
id-77091,Vierkirchen,Municipality,f
id-6253,Houston,City,f
id-66506,Montcabrier,City,f
id-82783,Talent,City,f
id-27470,Mount Healthy,City,f
rec-98107-dup-0,Illnau-Effret:kon,Municipality,f
id-68809,Bad Rappenau,City,f
id-68806,Bad Oeynhausen,City,f
id-68807,Bad Oldesloe,City,f
id-68805,Bad Neustadt an der Saale,City,f
id-68803,Bad Nenndorf,City,f
id-48656,Manderen,City,f
rec-95979-dup-0,Kütyigen,Municipality,f
id-7176,Georgetown,City,f
id-95060,Bosch en Duin,City,f
rec-27197-dup-0,Cendralia,City,f
id-118151,Carnegie,City,f
id-99281,Taebaek,City,f
id-102621,Floyd County,County,f
id-83788,Narragansett,City,f
id-81872,Glen Echo,City,f
id-23676,Santa Cruz,City,f
id-118134,Kanda,District,f
id-117860,Stroud Green,District,f
id-99570,Egersund,City,f
id-21907,Evansville,City,f
id-21901,West Lafayette,City,f
id-57429,Saint-Prouant,City,f
rec-7325-dup-0,Geldefn,City,f
id-25,Bhutan,Country,f
id-16352,Udine,Municipality,f
rec-107743-dup-0,Picasent,Municipality,f
id-81896,Middletown,City,f
id-75708,Bruckmühl,Municipality,f
id-95600,Stratford,City,f
id-117263,Dolný Hričov,City,f
id-69504,Mechernich,City,f
id-69501,Maulbronn,City,f
id-75499,Zwiefalten,Municipality,f
id-69503,Mayen,City,f
id-20980,Lecco,Municipality,f
id-116799,Wilmslow,City,f
id-92492,Joliette,City,f
id-29179,Pullman,City,f
rec-23963-dup-0,De5tin,City,f
id-75811,Eckental,Municipality,f
id-75360,Seewald,Municipality,f
rec-30621-dup-0,Aarw,City,f
id-3942,Wakefield,Subdivision,f
id-5290,Green Bay,City,f
id-3945,Wirral,Subdivision,f
id-21345,Andrate,Municipality,f
rec-72337-dup-0,Diemelswe,Municipality,f
id-10371,Kiso,City,f
id-9778,Yūki,City,f
id-10374,Kanan,City,f
id-9990,Ikoma,City,f
id-9994,Ōnojō,City,f
id-93630,Austerlitz,City,f
id-16914,Monselice,Municipality,f
id-16916,Massanzago,Municipality,f
id-75383,Steinenbronn,Municipality,f
id-20181,Majano,Municipality,f
id-4677,Palermo,Subdivision,f
id-75387,Steißlingen,Municipality,f
id-116228,Hichtum,City,f
id-4673,Nuoro,Subdivision,f
id-70042,Ueckermünde,City,f
id-69212,Heidenau,City,f
rec-102859-dup-0,Greenville Counti,County,f
id-69216,Heiligenhaus,City,f
id-293,New Mexico,Subdivision,f
id-119420,Kallang,District,f
id-294,Nevada,Subdivision,f
id-9603,Hanko,City,f
rec-19167-dup-0,Alcara li Fu5i,Municipality,f
id-4275,Náchod,Subdivision,f
id-988,Los Ríos,Subdivision,f
id-8774,Wojkowice,City,f
id-8776,Brwinów,City,f
id-274,Iowa,Subdivision,f
id-47142,Épinay-sur-Seine,City,f
rec-13240-dup-0,Ro5eau,City,f
rec-64835-dup-0,Saint-Miche1-de-Chabrillanoux,City,f
id-4014,West Sussex,Subdivision,f
id-118925,Weddington,City,f
id-4017,Wokingham,Subdivision,f
id-96007,Muri,Municipality,f
id-11911,Kita-ku,District,f
rec-80626-dup-0,St. Johann im Tirol,City,f
id-69322,Kelheim,City,f
id-673,Maharashtra,Subdivision,f
id-119784,Dunsborough,City,f
id-69329,Kevelaer,City,f
rec-24324-dup-0,Greencasdle,City,f
id-14276,Capranica,Municipality,f
id-10202,Sado,City,f
id-107706,Canals,Municipality,f
rec-67553-dup-0,Chantinlly,City,f
id-11356,Kőszeg,City,f
id-81472,Kinston,City,f
id-97283,Nuglar-St. Pantaleon,Municipality,f
rec-24022-dup-0,San Jaclnto,City,f
rec-82467-dup-0,Carlisl,City,f
id-18395,Cesano Boscone,Municipality,f
id-102094,Aroostook County,County,f
id-78289,Zingst,Municipality,f
id-96133,Amsoldingen,Municipality,f
id-112562,Espartinas,Municipality,f
id-71646,Harsum,Municipality,f
id-70269,Johnson City,City,f
id-64550,Saint-Hélier,City,f
id-62508,Arles-sur-Tech,City,f
id-101719,East Farmingdale,City,f
id-81789,Prescott,City,f
id-11131,Tomakomai,City,f
id-107673,Almàssera,Municipality,f
id-114922,Schinnen,Municipality,f
id-2893,Bishkek,City,f
id-26686,St. Cloud,City,f
id-95979,Küttigen,Municipality,f
rec-106317-dup-0,Torremocba de Jarama,Municipality,f
id-23294,Mapleton,City,f
id-82278,Commerce,City,f
id-46435,Waly,City,f
id-23050,Corinth,City,f
id-23503,Pezinok,City,f
id-91917,Hoogland,City,f
id-21563,Monteveglio,Municipality,f
id-115601,Charlottenburg-Wilmersdorf,District,f
id-71801,Lilienthal,Municipality,f
id-12930,Arboga Municipality,Municipality,f
id-22672,Erba,Municipality,f
id-22907,Inkster,City,f
id-12844,Luleå Municipality,Municipality,f
id-119457,North Edison,District,f
id-22903,Hudsonville,City,f
rec-116189-dup-0,Patma,City,f
id-23277,Warren,City,f
rec-12916-dup-0,Västerås Munic8pality,Municipality,f
id-18391,Merlino,Municipality,f
id-68632,Brive-la-Gaillarde,City,f
id-114816,Coevorden,Municipality,f
id-72123,Westergellersen,Municipality,f
id-73218,Hahnstätten,Municipality,f
id-118364,Coburg,District,f
id-72128,Westoverledingen,Municipality,f
id-7736,Lewisville,City,f
id-95857,Wall Township,Municipality,f
id-119215,Great Torrington,City,f
id-119214,Immensen,District,f
rec-86993-dup-0,Rhoosr,City,f
rec-28060-dup-0,Istrz,City,f
id-114252,Cardona,Municipality,f
id-53445,Lourmarin,City,f
id-109612,Ampuero,Municipality,f
id-67685,Guignicourt,City,f
rec-1526-dup-0,Zacadecas,Subdivision,f
id-88751,Chipping Norton,City,f
id-119522,Ipsden,City,f
id-34900,Pérols,City,f
rec-2164-dup-0,Blakoevgrad,Subdivision,f
id-99961,Bennebroek,City,f
id-103701,Iron County,County,f
id-84939,Cross Plains,City,f
id-69038,Ennigerloh,City,f
id-82467,Carlisle,City,f
id-100003,Saint Helier,Subdivision,f
id-118264,Arai,District,f
id-18551,Mussolente,Municipality,f
id-68922,Burscheid,City,f
id-22477,Santee,City,f
id-88682,Milton,Municipality,f
id-72633,Beindersheim,Municipality,f
id-118301,Tadao,District,f
rec-117937-dup-0,Astmara,City,f
id-54000,Mouzon,City,f
id-111554,Llanera,Municipality,f
rec-115514-dup-0,Keneal,City,f
id-117675,Kristianstad,City,f
id-25431,Hebron Estates,City,f
id-117676,Herzliya,City,f
id-117679,Exmouth,City,f
id-98183,Volketswil,Municipality,f
id-102941,Stark County,County,f
id-98185,Wald,Municipality,f
id-1817,Canarias,Subdivision,f
id-118323,New Plymouth,City,f
rec-12710-dup-0,Stokk3,Municipality,f
id-115819,Sydenham,District,f
id-118498,Pioneertown,City,f
id-58761,Épinay-sur-Orge,City,f
id-115814,Roxbury,District,f
id-86943,Llantrisant,City,f
id-44492,Saint-Genis-lArgentière,City,f
id-73097,Gackenbach,Municipality,f
id-19770,Cutrofiano,Municipality,f
id-77286,Saarwellingen,Municipality,f
id-70266,Winterport,City,f
id-68810,Bad Reichenhall,City,f
id-98507,Skagaströnd,Municipality,f
id-25057,Otho,City,f
rec-117819-dup-0,Saint-Augvstin,District,f
id-72253,Nörvenich,Municipality,f
id-24235,Beech Grove,City,f
id-92551,Walton,City,f
id-421,Kagawa,Subdivision,f
id-118146,Stornoway,City,f
id-99296,Jeju,City,f
rec-84007-dup-0,Camation,City,f
id-1607,Pohnpei,Subdivision,f
id-80650,Stepney,City,f
id-66791,Saorge,City,f
id-19593,Terlizzi,Municipality,f
rec-99562-dup-0,Oud-Beilerland,City,f
id-13243,Castries,City,f
id-13240,Roseau,City,f
id-99564,Launceston,City,f
id-21915,Mishawaka,City,f
id-21914,Crown Point,City,f
id-117076,Wada,City,f
id-99562,Oud-Beijerland,City,f
id-98210,Tavira,City,f
id-114785,Rhenen,Municipality,f
id-82686,Westborough,City,f
id-27961,Indianola,City,f
id-100921,Orangevale,City,f
id-47476,Commercy,City,f
id-116305,Kirkwall,City,f
id-16364,Kaltern an der Weinstraße,Municipality,f
id-93739,Valkkoog,City,f
id-21756,Sunbury,City,f
id-865,Hunan,Subdivision,f
id-64835,Saint-Michel-de-Chabrillanoux,City,f
id-63372,Froville,City,f
id-50788,Gisors,City,f
id-29100,Lynden,City,f
id-116788,Fitzroy,District,f
id-116786,Plymouth,City,f
id-101341,Hoeilaart,Municipality,f
id-56953,Rocheservière,City,f
id-116780,Bruce,District,f
id-17344,Misinto,Municipality,f
id-17349,Gorla Maggiore,Municipality,f
id-116415,Fort William,City,f
id-107841,Xeraco,Municipality,f
id-74804,Beuren,Municipality,f
id-9709,Haslemere,City,f
id-1403,Rēzekne,City,f
id-20403,Mendicino,Municipality,f
id-116236,Nieuw-Scheemda,City,f
id-116234,Blessum,City,f
id-116232,Oosterland,City,f
id-116230,Dalen,City,f
id-92737,Castleton,City,f
id-99865,Chertsey,City,f
id-8764,Harwich,City,f
id-70073,Vlotho,City,f
id-10744,Toda,City,f
id-104647,Ventura County,County,f
id-8769,Alwernia,City,f
id-116089,Bangor,City,f
id-30212,Sidney,City,f
id-462,Limburg,Subdivision,f
id-464,Noord-Holland,Subdivision,f
id-466,Utrecht,Subdivision,f
id-4242,Praha-západ,Subdivision,f
id-4025,West Midlands,Subdivision,f
id-4024,Tyne and Wear,Subdivision,f
id-4021,Greater Manchester,Subdivision,f
id-4023,South Yorkshire,Subdivision,f
id-80916,Swords,City,f
rec-25431-dup-0,Hebton Estates,City,f
id-80913,Galway,City,f
id-101858,Tolland County,County,f
id-116128,Mansfield,City,f
rec-115558-dup-0,Ev4rton,District,f
rec-53721-dup-0,Méenrbes,City,f
id-20243,San Daniele del Friuli,Municipality,f
id-116122,Elizabeth,District,f
id-102398,Harris County,County,f
id-53849,Wallers,City,f
id-18410,Somaglia,Municipality,f
id-647,Niederösterreich,Subdivision,f
id-24704,Effingham,City,f
id-102555,Täby,City,f
rec-63772-dup-0,Ainay-le-Cnâteau,City,f
id-53845,Saint-Amand-de-Coly,City,f
id-1392,Vecumnieku novads,Subdivision,f
id-30679,Imst,City,f
id-883,Hsinchu,City,f
rec-23552-dup-0,Svätý Jvr,City,f
id-3608,Roche Caiman,Subdivision,f
id-74885,Durmersheim,Municipality,f
id-69338,Kirchheimbolanden,City,f
id-63461,Brétigny-sur-Orge,City,f
id-7125,Trzcianka,City,f
id-81463,Jacksonville,City,f
id-60667,Juvigny,City,f
rec-103030-dup-0,Perrv County,County,f
id-26700,Philadelphia,City,f
rec-85193-dup-0,Lindaje,City,f
id-113314,Sorbas,Municipality,f
id-56642,Joinville-le-Pont,City,f
id-11835,Aoba-ku,District,f
id-70256,Maryhill,City,f
id-63046,Saint-Maur,City,f
id-63044,Saint-Fons,City,f
id-7388,Livingston,City,f
rec-106061-dup-0,Cold Laje,City,f
id-7381,Mackay,City,f
id-108009,Altura,Municipality,f
rec-48214-dup-0,Liéfin,City,f
id-11122,Kadena,City,f
id-76702,Pöcking,Municipality,f
id-43439,Saint-Cyr-en-Val,City,f
id-62792,Joinville,City,f
id-12932,Hallstahammar Municipality,Municipality,f
rec-23277-dup-0,Wa4ren,City,f
id-29593,Saratov,City,f
id-118601,Korinth,City,f
id-15600,Ghiffa,Municipality,f
id-729,Győr-Moson-Sopron,Subdivision,f
id-119444,Thompson,City,f
id-119440,Woodend,City,f
id-12028,McHenry,City,f
id-76096,Heidenheim,Municipality,f
id-119338,Sidmouth,City,f
id-23265,Dickson,City,f
rec-107706-dup-0,Canalsm,Municipality,f
id-11012,Komae,City,f
id-7251,Leidschendam,City,f
id-101635,Cherry Hill,Municipality,f
id-67167,Liesle,City,f
rec-103701-dup-0,Iron C0unty,County,f
rec-21873-dup-0,Huber Heightz,City,f
id-81642,Troy,City,f
id-89191,Jundiaí,City,f
id-81649,Valley,City,f
id-8835,Stanstead,City,f
rec-13931-dup-0,Guasttalla,Municipality,f
id-78499,Rathen,Municipality,f
id-91830,Hemington,City,f
id-95828,Oaxaca de Juárez,City,f
id-58020,Verneuil-sur-Seine,City,f
id-109665,Pedro Bernardo,Municipality,f
id-94242,Den Ham,City,f
id-88748,Clitheroe,City,f
id-6383,Geneva,City,f
id-53451,Indre,City,f
id-119536,Port Washington,City,f
id-53458,Pompignac,City,f
id-82675,Wayland,City,f
id-82677,Wellfleet,City,f
id-19167,Alcara li Fusi,Municipality,f
id-11657,Cagayan de Oro,City,f
id-82472,Chelmsford,City,f
id-86916,Rhyl,City,f
id-80684,Pulaski,City,f
id-54251,Pontypool,City,f
id-80680,Spanish Town,City,f
id-80681,Grand Falls-Windsor,City,f
id-114311,Molins de Rei,Municipality,f
id-58792,La Riche,City,f
rec-87259-dup-0,Cheboyhan,City,f
id-87931,St Helens,City,f
id-72402,Hofbieber,Municipality,f
id-72407,Höchst im Odenwald,Municipality,f
id-67780,Hary,City,f
id-117668,Pelham,City,f
id-22733,Marostica,Municipality,f
id-118315,Happy Valley,District,f
id-88102,Plover,City,f
id-118313,Kaminarimon,District,f
id-6274,Port Jervis,City,f
id-105280,Trois-Ponts,Municipality,f
id-99820,Canterbury,City,f
id-99821,Cranbrook,City,f
id-106805,Barakaldo,Municipality,f
rec-11697-dup-0,Hakorie,City,f
id-50168,Montjoux,City,f
id-19763,San Giovanni Valdarno,Municipality,f
id-93987,Santon Downham,City,f
rec-6949-dup-0,Kłidzko,City,f
id-94083,Werkhoven,City,f
id-74014,Oberhambach,Municipality,f
id-117403,Santorini,Island,f
rec-118613-dup-0,Humanes e Madrid,City,f
rec-633-dup-0,Pernambico,Subdivision,f
id-13097,Falkenberg Municipality,Municipality,f
id-95592,Hickory,City,f
rec-11542-dup-0,Ixihara,City,f
rec-95805-dup-0,Amstelvexn,Municipality,f
rec-119444-dup-0,Thompaon,City,f
id-3898,Newham,Subdivision,f
id-13256,Armagh,City,f
id-13259,St Asaph,City,f
id-12301,Huế,City,f
id-118372,Peter Cooper Village,District,f
id-96148,Bettenhausen,Municipality,f
id-82692,Westwood,City,f
id-98201,Zell,Municipality,f
id-22275,Spartanburg,City,f
id-27973,Danville,City,f
id-116334,Wythenshawe,District,f
id-63859,Bretagne,City,f
rec-75592-dup-0,Aufhau5en,Municipality,f
rec-70023-dup-0,Trrbbin,City,f
id-21726,Panama City,City,f
id-28423,Johnson City,City,f
id-91587,Glenview,City,f
id-1705,Tuamasaga,Subdivision,f
id-117081,Uchisaiwaichō,District,f
rec-74885-dup-0,Durmesheim,Municipality,f
id-3964,North Yorkshire,Subdivision,f
id-9572,Pargas,City,f
id-29547,San Juan,City,f
id-27940,Rochester,City,f
id-9576,Salo,City,f
id-501,Świętokrzyskie,Subdivision,f
id-3968,Nottinghamshire,Subdivision,f
id-21306,Monte San Giusto,Municipality,f
id-17372,Triuggio,Municipality,f
id-40705,Bron,City,f
rec-14223-dup-0,Mas5a,Municipality,f
id-32603,Finström,Municipality,f
id-86993,Rhoose,City,f
id-75545,Altdorf,Municipality,f
id-116758,Minamikarasuyama,District,f
id-10685,Kumagaya,City,f
id-10681,Ōshū,City,f
id-116750,Hanegi,District,f
id-9713,Fair Lawn,City,f
id-79383,Walldorf,Municipality,f
id-116757,Kitakarasuyama,District,f
id-116756,Kamata,District,f
id-84682,Belvidere,City,f
id-99645,Driffield,City,f
id-4383,Drôme,Subdivision,f
id-105724,Potonggang-guyok,District,f
id-4385,Eure-et-Loir,Subdivision,f
id-4386,Finistère,Subdivision,f
id-28736,Dalworthington Gardens,City,f
id-473,Södermanland,Subdivision,f
id-84046,Beaver Dam,City,f
id-78013,Möllenbeck,Municipality,f
rec-21596-dup-0,Almenno San Salvayore,Municipality,f
id-479,Blekinge,Subdivision,f
id-5383,Almere,City,f
id-18441,Assago,Municipality,f
id-85535,Hinckley,City,f
id-55475,Saint-Savinien,City,f
id-17575,Induno Olona,Municipality,f
id-9370,Suure-Jaani,City,f
id-9377,Põltsamaa,City,f
id-21732,Vientiane,City,f
rec-7099-dup-0,Ny5a,City,f
rec-116816-dup-0,Kamlōsaki,City,f
id-259,Curaçao,Country,f
id-9003,Harbin,City,f
id-47360,Eu,City,f
id-93508,Chorleywood,City,f
id-118944,Trois-Rivières-Ouest,District,f
rec-21852-dup-0,Engeb,City,f
id-116111,Hartland Township,Municipality,f
id-116110,Comstock Park,City,f
id-11932,Pare-Pare,City,f
id-43655,Montalzat,City,f
id-92056,Avellaneda,City,f
id-5815,Danville,City,f
id-17796,Dorno,Municipality,f
id-26955,Mitchell,City,f
id-17799,Seregno,Municipality,f
id-2618,Đà Nẵng,City,f
id-30666,Zell am See,City,f
id-3385,Bissau,Subdivision,f
rec-78372-dup-0,Großhartmannzdorf,Municipality,f
rec-1335-dup-0,Krimuldas n0vads,Subdivision,f
id-107075,Monforte de Lemos,Municipality,f
id-106072,Sag Harbor,City,f
id-3389,Nairobi,City,f
id-43731,Palaminy,City,f
id-91623,Hunsel,City,f
id-91620,Weston,City,f
id-70484,Ellingstedt,Municipality,f
id-84460,Santa Isabel,City,f
id-84461,Toa Alta,City,f
rec-483-dup-0,Värmlwnd,Subdivision,f
id-91628,Amerongen,City,f
id-24607,Prophetstown,City,f
id-102668,Loudoun County,County,f
id-47168,Saint-Paul-de-Vence,City,f
id-21540,Casalecchio di Reno,Municipality,f
id-11801,Miyagino-ku,District,f
id-60780,Challonges,City,f
id-14678,Magnano,Municipality,f
id-69012,Eggenfelden,City,f
id-69010,Edenkoben,City,f
id-7627,Hatzfeld,City,f
id-84932,Watkinsville,City,f
id-7621,Rödermark,City,f
id-13134,Leksand Municipality,Municipality,f
id-6463,Ustrzyki Dolne,City,f
id-115497,Tinley Park,Municipality,f
id-118287,Higashikasai,District,f
id-85154,Goliad,City,f
id-40289,Issé,City,f
id-115653,Brentford,City,f
rec-76397-dup-0,Markt Norsheim,Municipality,f
id-3099,Ibb,Subdivision,f
id-23076,Wentzville,City,f
rec-9546-dup-0,St. Clod,City,f
id-12916,Västerås Municipality,Municipality,f
id-12913,Lidingö municipality,Municipality,f
id-12919,Sala Municipality,Municipality,f
id-22387,Pittsburg,City,f
id-22386,Ross,City,f
id-106061,Cold Lake,City,f
id-88597,Coquitlam,City,f
id-98743,Ciudad Obregón,City,f
id-68885,Borken,City,f
id-114876,Elburg,Municipality,f
id-114877,Ede,Municipality,f
rec-73097-dup-0,Gaxkenbach,Municipality,f
id-4820,Kaafu,Subdivision,f
id-14521,San Sebastiano Curone,Municipality,f
rec-118450-dup-0,Camp Meelcer,City,f
id-78649,Niedere Börde,Municipality,f
id-10823,Hiratsuka,City,f
id-82506,Franklin,City,f
id-8844,Shenzhen,City,f
id-83118,Kailua,City,f
id-76398,Markt Rettenbach,Municipality,f
id-95831,Bexhill-on-Sea,City,f
rec-68581-dup-0,Rocefort,City,f
id-78482,Ottendorf-Okrilla,Municipality,f
id-78481,Ostrau,Municipality,f
id-89423,Bloemfontein,City,f
id-89422,Mmabatho,City,f
id-118014,Kentfield,City,f
id-118015,Hampden Sydney,City,f
id-119013,Halethorpe,City,f
id-22813,Ficarra,Municipality,f
id-119014,North Haledon,City,f
id-69831,Salzwedel,City,f
id-11724,Nada-ku,District,f
id-103762,West Feliciana Parish,County,f
rec-82107-dup-0,Yourigstown,City,f
id-11665,Oyama,City,f
id-87964,Malabon City,City,f
id-101724,Erie County,County,f
id-80697,Havre,City,f
id-81741,South Bend,City,f
id-2164,Blagoevgrad,Subdivision,f
rec-101186-dup-0,Ess3n,Municipality,f
id-2163,Serravalle,Subdivision,f
id-98345,Seixal,Municipality,f
id-13859,Cigole,Municipality,f
rec-18730-dup-0,San Germano dei Bericl,Municipality,f
id-118308,Izumi,District,f
id-117651,Beato,District,f
id-118300,Ogawa,District,f
