release_group,name,artist_credit,type
id-667366,Youre nobody til somebody loves you,id-485942,1
id-821040,Caerbre,id-498091,3
id-939344,Come Let Me Love You,id-476512,2
id-271562,Long Time Coming,id-191435,1
id-180146,Out of the City,id-57388,2
id-712027,Little Daughter Nell,id-523014,2
id-712026,Mary Shane,id-523014,2
id-712021,Infelice,id-523032,2
id-1380170,Dark Sunrise,id-1317703,1
id-1807525,Summer Time Grind,id-2002417,2
id-526343,Line of Fire,id-254214,1
id-711228,I Will Return,id-522290,2
id-1218485,Winter Wonderland,id-1059023,2
id-711225,Jubilee Overture,id-522281,2
rec-845937-dup-1,Ragd,id-408752,2
id-711221,La Czarine Russian Mazurka,id-522281,2
id-182435,Red Cross EP,id-136096,3
rec-858787-dup-0,Carnon Wraith,id-633087,1
id-156203,Con Banda Sinaloense,id-120657,1
rec-842450-dup-0,Divine Sin9le,id-76505,2
id-802808,Get Naked EP,id-593316,3
id-515376,Beta,id-359355,3
id-2978454,RAVE,id-3304981,2
id-515374,Atomsmasher,id-121021,3
id-560481,Dunya Mukolonma,id-399480,1
id-682675,Early Breakfast,id-99892,3
id-636604,Around the World Again,id-819487,2
id-1037578,Our Reservation,id-165468,2
id-1061027,Pacific Radio Fire,id-799410,3
id-518142,Unknown Land Meaning,id-361721,1
id-694671,Tell Him / Universal Sound,id-457580,2
rec-675269-dup-0,The L1oyd Dobler Effect,id-65815,1
rec-739722-dup-0,Aprende a relaiarte,id-543311,
id-291765,Step On Over,id-189509,1
id-1295579,Mythology,id-178098,1
id-723835,Genius Is Back,id-815246,2
id-1064030,Additional Diagnosis,id-439875,1
id-554110,Planet Gloom,id-393456,
id-554113,Dont Stop,id-393456,
id-977512,Jujuy / Salta,id-172778,2
id-831502,Radiation,id-613995,1
id-783171,Download for Airplanes,id-577605,1
id-1045540,The Wild Things,id-788495,1
id-1284356,그녀가 온다,id-1090933,2
rec-1295974-dup-0,ToughSnal<e,id-1210870,1
id-833013,Zwarte kousen,id-614969,3
id-508958,Surf extremo,id-252503,1
id-930616,Begin Today,id-690834,3
id-1169876,和,id-1000741,
id-2465510,Amulet Of The Weeping Maze / My Journey,id-2790325,2
id-576280,Attention,id-483775,2
rec-1057332-dup-0,Your C|one,rec-796540-dup-0,2
id-795500,Late Night Lounge,id-587172,1
id-643529,Gives You Central House,id-464046,3
id-2977223,Little Too Quiet,id-3303791,2
rec-790274-dup-1,You Might As Well Luve,id-2334421,1
id-1289143,O Samba Tá,id-990086,1
id-339531,Occasional Music 1.0,id-115982,
id-662465,Passages,id-480740,3
id-1070654,Substanze Sekuenz,id-824431,3
id-753550,Hell Work It Out,id-554738,2
id-1050360,2,id-270484,2
rec-693850-dup-0,弾奏結界 追憶鎮魂曲 Nostal9ic Requiem,id-273156,1
id-946708,What Ever You Do,id-704143,2
id-1272549,Afterlife,id-1171956,3
id-324177,An Announcement,id-224487,3
id-946702,Blubber,id-701627,3
id-526307,DJs in a Row,id-246478,2
id-1527436,Breakout,id-1479146,2
id-433288,Lucky Star,id-210534,2
id-955238,Al-Samâa Audition spirituelle extatique,id-711069,1
id-982518,Blind Terry,id-737078,3
id-982519,Bye Bye Bicycle,id-737079,3
id-1021809,Lost in Love,id-216472,2
id-1304273,Exos,id-1220833,1
id-579225,Promo 2005,id-413483,1
id-647572,Chameleon,id-335502,1
rec-779948-dup-0,Kangana,id-2876972,1
rec-779948-dup-1,Kantaba,id-2876972,1
id-603471,Its Not Important / Cold Eyes,id-431560,2
id-1285993,Baphomilitia,id-1195623,1
id-1689664,Shelter,id-1241358,1
id-1285997,Demo I,id-1195626,1
id-504899,To Me,id-125246,2
id-1246124,Heroes of the Mexican Independence Movement,id-2347221,1
id-1143631,I Want To Be A Dancer,id-579296,2
id-891889,Dancing Heart,id-345152,2
id-1143635,Robots With Souls,id-956037,3
id-1050095,The Sons of a New Generation,id-144560,2
id-1050094,Reincarnation Original and Remixes,id-144560,2
id-1238196,The Replay EP,id-965437,3
id-1011961,Hard Way,id-759398,2
id-1134012,BREAK YOUR LEGS,id-942611,2
id-1011965,Knock Knock,id-684214,2
id-991724,Balearic Incarnation,id-609761,2
id-998301,We Wanna Go Back / Like Old Movies,id-114776,2
id-1171118,Lover,id-1003438,3
id-389879,The Endless Jam,id-2115752,1
id-1241600,Two Songs,id-727019,3
rec-1137643-dup-0,Männer5ache,rec-947775-dup-1,
rec-529136-dup-0,Here I Coms,id-205704,2
id-731287,The Official Bootleg,id-537009,1
id-1063988,Walking on Clouds,id-52960,2
id-700387,Powerdrill,id-77605,2
id-441611,Hey Beauty,id-310338,1
rec-763066-dup-1,Interludium V Buried ij the Void,id-192465,1
rec-1262181-dup-0,Acid Warrior5,id-153807,2
id-603515,Channel 19 / Only With You,id-169098,2
id-603516,Whose Your Latest,id-169098,2
id-1129262,God Beats Devil,id-935466,3
id-43236,Live the Life,id-31007,
rec-810172-dup-1,Joost ma9 het weten,id-598424,2
id-676924,Love + Trust,id-2034660,1
rec-946217-dup-1,Tal<e the Yellow Lights,id-703508,3
id-1131492,All My Friends Are Dead,id-188681,3
id-1253013,Overhaul / Not Old Enough,id-1142695,2
id-324799,Calling Up My Bad Side,id-226195,1
id-2978927,Attitude,id-3305590,2
id-771265,Suture EP,id-568975,3
id-536378,Largest Living Things,id-367002,3
id-1002453,Corwin Trails,id-751814,1
id-768997,Lisa Lisa,id-344317,2
id-768990,Demo 2008,id-567383,3
id-221384,Music From Charmed,id-160419,2
id-317330,The Plan,id-221878,3
id-2255883,Supernova,id-2531517,2
id-629017,We are the Mountains We are the Fields,id-451608,3
id-596314,Circle of Deadmen Pass,id-426451,1
id-761817,Remembrances,id-561667,3
rec-1074686-dup-1,Tangue5os EP,id-830119,3
rec-1074686-dup-0,Tsngueros EP,id-830119,3
id-790689,Hidrogênio,id-583651,
id-900023,Ad Astra / Silver Surfer,id-357973,2
id-1001268,Hindustan / Im Always Chasing Rainbows,id-745520,2
id-972295,Visions of Death,id-728956,1
id-596311,Wrath of the Lost,id-426453,3
id-1130153,Dont Turn Your Back on Me,id-197876,2
id-1251708,Mercurys Down,id-1140931,1
id-81791,Rendez Vous,id-49644,
id-1001263,Prologo / Di Provenza il Mar,id-745513,2
id-2162038,Surrender,id-2421741,2
rec-353879-dup-0,You Cant Fuck W8th the Kids,id-247819,
id-573883,Pieces for Kohn,id-409398,1
id-1291983,Future Reference,id-1205460,
id-1013063,The Superions,id-760346,3
id-1308554,Sioux,id-1026844,3
id-634933,Unconventional People,id-456658,2
id-439175,A Million Billion Trillion Stars,id-308831,3
id-2114101,2019-02-21 Choose Linux 3 Raspberry Pi and Retro Gaming,id-2353349,12
id-871259,Annabelle  Karsten,id-821472,3
id-1131790,Child of the Guillotine Act 2 Technikal remix,id-939574,2
id-801135,Arrogante kwal,id-496823,2
id-843929,JBs Latin / Spitting Image,id-622144,2
id-1002684,Humoresque,id-751712,2
id-346293,In the Beginning...,id-241740,3
id-1002681,The Kerry Dance,id-751952,2
id-1002680,Annie Laurie,id-751952,2
id-939506,Plateaux,id-698155,3
id-292339,Let Me Fly,id-205245,2
id-843927,Up Here Down There,id-622141,3
id-890099,Dont Let Go of Me Grip My Hips and Move Me,id-552146,2
id-948066,My Babys Gone Away / Aint That Loving You Baby,id-604031,2
id-1290054,August 2012 E.P.,id-1202861,3
id-706914,Stay Tonight,id-91783,2
id-765558,Technological Sun,id-564620,3
id-1142585,Them  Me  You,id-458165,2
id-937840,Activate,id-205370,
rec-795995-dup-0,Feekin Good / Delirium,id-172300,2
id-953568,The Apocalyptic Genocide of the Human Race,id-709519,3
id-1091178,Making Fun of Everyday Life,id-853233,2
id-2163334,Whats In The Bags,id-2423147,2
id-1898302,Being Human,id-2126193,2
id-1052130,What a Man / Hi-diddle-diddle,id-792924,2
id-1154585,Onderhond,id-971917,3
id-920886,Misty Burn,id-683392,1
id-834377,You Cant Say No Forever,id-465349,2
id-834379,We Are Kids,id-465349,2
id-828143,Alive in My Mouth,id-563101,1
id-828140,Chance the Avid Dream Alchemist,id-570028,3
id-828141,Feel Inside,id-563101,1
id-537101,Can You Read Me,id-377232,3
id-1038666,Love Me Notts,id-782474,2
id-957903,He He Gerrit,id-713726,2
id-2595134,Lunokhod,id-729115,1
id-890043,Music for Espionage,id-3247433,3
id-1243422,Rapture,id-1130016,2
id-696773,Release All Light,id-2320142,2
id-1100125,Moods Volume 1,id-865483,2
id-863131,Living Awareness,id-636221,11
rec-415578-dup-0,The Secret Channe|,id-228489,2
rec-713960-dup-0,Her Name Is Ro5e,id-524001,2
id-1141174,20 тонн грина,id-250391,2
id-476439,Melô do Pirulito,id-231611,1
id-2612108,Have Yourself a Merry Little Christmas,id-1460377,2
id-1226191,Legend of Fu Gu Dian,id-1103888,1
rec-1261211-dup-1,Mon S0n,id-1154203,2
rec-1261211-dup-0,Mon Soh,id-1154203,2
id-1404749,Beau Ideal,id-1349768,
id-861434,Eternal Night,id-635041,2
id-384789,Blood  Light,id-270641,1
id-868965,Everything Is Not Okay,id-282558,2
id-728908,La Bohème,id-533432,3
id-719788,Pale Southern Light,id-527610,11
id-1285221,The Hunt,id-737558,2
id-702873,Je veux être un Bisounours,id-515810,2
id-886885,Last Rizla,id-653569,1
rec-396322-dup-0,Cosmuc Law,id-278815,1
id-1950617,Tú eres Dios,id-2190177,2
rec-1297131-dup-1,Somic Rape,id-1212411,1
id-842741,Tableaux,id-621235,1
id-300952,The Sphinx of Imagination,id-211183,11
id-869219,Sospesa,id-513128,3
id-2340963,UTE003,id-2653913,3
id-963708,Mental Toughness,id-559041,11
id-584333,The Drawing Game,id-417976,3
id-1285224,Cybersonic,id-710287,2
id-3067219,Matinee,id-510046,1
id-1169279,Im Glad,id-656027,3
id-816042,Bunker / Apophenia,id-589501,2
id-334997,Bitch City,id-117893,1
id-1285225,Unhappy - ness,id-156493,2
id-420851,Speicher 22,id-90083,3
rec-914127-dup-0,Falking,id-677596,3
id-1404740,5 Dead,id-1349766,2
id-198871,Travels in Constants Volume 1,id-145480,3
id-787463,Im On My Cell Phone,id-424491,1
id-835974,The Fear of Thinking,id-616872,3
id-398168,The Wrath of the Skies,id-280151,3
id-2977777,词不达意,id-2594507,2
id-2617636,frog dub,id-2939850,
id-1068031,The Hit Squad,id-804505,3
id-1068032,The First Chapter,id-804512,2
id-1010030,Insomniac,id-605430,2
id-1068034,Bring da Funk,id-305512,2
id-1068038,Track and Play,id-804514,3
rec-1295030-dup-0,Sagacitv of Sound,id-1209414,1
id-670560,Room in Your Heart,id-106495,2
id-409587,Simplicity and Style,id-178934,3
id-683997,Everyday,id-57467,2
id-1017818,Acetaminophen,id-763911,3
id-940285,ep3o,id-699065,3
id-311786,As the Glass Shatters,id-218620,1
id-1042660,sciatica,id-306852,1
id-1293230,Primadonna,id-1207137,2
rec-1252998-dup-0,Broken W9ngs,id-1142682,2
rec-1142796-dup-1,The Day thw Moon Left,id-954964,3
rec-1142796-dup-0,The Day the Moori Left,id-954964,3
id-1001194,OpenBSD 4.8,id-50963,
id-340352,Les Rois Mages,id-236984,2
id-1226500,bouncemusic,id-1104346,1
id-1248974,French Hardcore Century,id-1136917,3
id-721418,Dis Is It / Azonic,id-471172,2
id-247176,Harmonov,id-176155,1
id-1025496,Shtick,id-751437,2
id-734256,Soul Sounds 3,id-457884,3
id-1044641,End EP,id-787908,3
id-733575,Forbidden,id-120319,2
id-725305,Лижи мои шрамы,id-531776,3
rec-998393-dup-0,Вокально-инструментальный ансамбль Голубые гитары,id-640844,3
id-885597,Love-Itis / Get Down,id-206980,2
id-1501410,Смерти вопреки,id-1444831,1
id-907908,I Wanna MMM...,id-65698,2
id-1011428,Sons of Sam,id-739470,3
id-385561,Thrash Militia,id-271112,3
id-940063,The Power Of Love 1 Lovesongs With Panflute,id-698809,1
id-715448,Schultz on the Turkish Bath,id-524941,2
id-382063,Welcome Jupiter Demo EP,id-268759,3
id-987037,Hells Bells,id-142905,2
id-945019,Workers Union,id-702519,3
id-524826,Battleheart,id-366414,3
id-145895,Life in Balance CD Series - Volume 3 - Dreaming,id-2216120,1
rec-1218401-dup-0,Secret,id-1098875,
rec-256026-dup-1,Bang A Gon9,id-182539,1
id-2121394,Caustic Figments Demo,id-2379627,2
id-499329,歌舞伎町デモンストレーション,id-347749,2
id-738739,Try,id-276384,2
id-738086,Homemade Wine,id-542225,2
id-256458,No Need,id-182710,1
id-2617879,B Chwaya T.A.W,id-2878271,2
id-1023239,Eyes,id-770743,2
id-557947,TSOOmDL,id-397185,1
id-691768,Boulderdash / Ball Blazer,id-507416,3
id-817646,Southeast DnB Flavas Remixes 2000-2006,id-603879,1
id-1254998,Metroid Arrange 25th Anniversary Album,id-739242,1
id-600721,Thunderbear,id-429379,1
id-864670,Let Go,id-637521,2
id-864675,Dreams Turned to Ashes,id-607463,3
id-2686229,Deja Vu,id-3008393,2
id-810264,Between Heresy Blasphemy and Hate,id-598519,1
id-980685,Spirits of Sand,id-735835,2
id-971219,Tone Def / Hectic House,id-728043,2
id-694212,Insight,id-272440,3
id-270200,EP 2004,id-185050,3
id-1228862,Ancillaries,id-1108424,1
id-353004,Demo,id-247280,11
rec-1107255-dup-1,Simplement / jnknown,id-556377,2
id-826932,Perfect Garden,id-607783,2
id-783621,Happy Birthday You,id-578086,3
id-2978969,Seriana Promethea,id-3305639,1
id-715376,From the Hip,id-524874,1
id-738888,The Aquarius,id-376878,2
id-1064934,The Waiting Revolution,id-802403,1
id-1011286,Prophecy of Doom,id-758871,3
id-1062688,New Dawn,id-800665,
id-1108541,Rituals,id-880135,3
id-128444,Saturday Night in Bombay,id-95184,
id-1122391,Belwin String Orchestra 2002-2003,id-908846,1
id-1058969,Baby King,id-797711,2
rec-994412-dup-0,God Save the Kijg  Rule Britannia / My Own Canada,rec-743334-dup-1,2
id-224537,Mountain High,id-1489406,1
id-999340,This Is Not Punk,id-748985,3
id-711969,When the Bloom Is on the Rye,id-522993,2
id-711968,Youll Remember Me,id-522993,2
id-264113,Thummz Up,id-187563,2
id-711967,Curl From Babys Head,id-522993,2
id-783675,Positive Thinking,id-578123,1
id-414970,Item,id-292365,3
id-1301817,Threads of Time,id-593370,1
id-1045974,Azklementyne,id-729704,2
id-1298802,From Fire and Light,id-1214245,1
id-1197088,CRIME,id-1054931,1
id-1045971,Lost 4-Trax,id-788685,3
id-1146589,Raga Miyan Ki Malhar,id-959622,1
id-821163,Black Widow Spida / Medievil Gezza,id-606641,2
rec-1274260-dup-0,Shiny Dark|y - EP,id-1174685,3
id-1090009,Disposable Fiction,id-343086,2
id-475270,Winter Wonderland,id-331279,1
id-377110,The Splendour of the Repellent,id-265119,1
id-900682,Loco Motion,id-666543,3
id-774919,Apperception,id-116688,3
id-715069,Stephanie Gavotte,id-524818,2
id-2219689,Cielo,id-2489164,1
id-1238054,What She Said,id-649533,2
id-3072221,I Know Darwin BK mix,id-3131730,2
id-1305041,Nur mit Dir fühl ich mich frei,id-1205596,2
id-1300622,Vi Ska Tillbaks,id-1216257,2
id-250636,Kudremukh Environmental EP,id-157177,3
id-864266,Johnny  Marina Macarena,id-637215,2
id-1299315,Give It Up,id-1214840,2
id-2165504,Noom,id-2425466,2
id-1202357,Hard to Find,id-255002,2
id-1202896,EP No. 01,id-1042114,3
id-1295328,Live im ORF Radiokulturhaus,id-1209947,1
id-1528587,Alabama Hot Pocket,id-1481157,1
id-284719,I Pass for Human,id-195480,1
id-17089,Ocean Day Break,id-9102,11
id-732564,Rain Sounds for Sleep and Relaxation,id-537894,1
rec-851655-dup-0,Signa,id-627379,1
id-776641,Besatt,id-571830,1
id-1014903,Animated EP,id-762173,3
id-1301609,Café Nadar ...,id-1217490,1
id-515744,Lets Get Out of This Terrible Sandwich Shop,id-2343075,3
id-952277,A Handful of Songs,id-708308,1
id-921027,Presence of Structure,id-683555,1
id-571346,Statement,id-407490,2
rec-832291-dup-1,Beatrick5,id-614510,2
id-434221,X-Hated,id-206142,3
id-434224,Mystical Majesty of Darkness,id-206142,3
id-1278337,Borrowed Time,id-1181325,1
id-2899345,A Stranger I Remain Sly Shinobi Mix,id-3225857,2
id-826686,ハルカゼ,id-550148,2
id-826684,Meet Us at Tonca,id-72625,2
id-324890,My Spacecoaster,id-225262,3
id-570514,Funky Island,id-406976,1
id-1113477,Dont Let Me In Wrexile Remix,id-889217,11
id-2336267,Turntable Junkieee X - Fuckin Mix 4 You,id-2648794,1
id-985302,Clockword Revenge,id-739143,1
id-3071398,Haus Horo,id-3394224,2
id-2336263,DANCE to HARDCORE E.P.,id-2648789,3
id-1306381,Mirage,id-1223290,3
id-3071396,U R O K BK edition,id-3204939,2
id-1202099,dangerous game,id-1064318,2
id-171189,Cape Town Revisited,id-129413,1
id-754822,Underleaf,id-555838,1
id-1175110,1,id-1011269,3
id-2745441,Fade Away,id-3074580,2
id-2745447,Myself,id-3074580,2
id-2745444,Golden,id-3074580,2
id-2745445,Breathe,id-3074580,2
id-855801,Deep Thoughts,id-397604,2
id-394369,The Treadmill,id-277364,2
id-1378249,The Legend of Zelda Lime of the Season,id-1315569,1
id-414627,Shine like the Sun,id-292201,
id-396472,Calculated Extravagant Licentiousness EP,id-165622,3
id-1033447,Suboceana,id-190055,2
id-1152703,Bootlickers EP,id-969303,3
id-1033440,Clumsy Words and Bad Pickup Lines,id-769834,1
id-1046955,Down under,id-306061,2
id-871598,Losing the Game,id-642919,2
id-522860,Immagrentie,id-365073,2
id-826357,Disciplined,id-464298,2
id-1091857,The Souls of Inspyration,id-853968,1
id-2336043,I Like The Blue Ones,id-2648574,1
id-864843,Le Roc,id-637712,2
id-11331,On the Battlefield,id-5996,
id-864840,Keep Your Head On,id-191922,2
id-492583,Ínampli,id-343206,3
id-711780,Nightingale Song,id-522908,2
id-379222,Enemies E.P.,id-151336,3
id-27390,Shockwave - demo,id-14217,
id-492586,Hoy,id-343213,3
id-711787,Old Old Story,id-522908,2
id-1045022,Christmas Tree,id-541552,2
id-711788,Evergreen Polka,id-522908,2
id-1531321,Blinded by the Light,id-1486081,2
rec-2896734-dup-0,Move Your B9dy,id-3223304,2
id-1302315,Tehom,id-1218295,1
id-1969239,Black rose,id-2214974,2
id-2617738,How Could I Forget ,id-2896317,2
id-972598,07-46 Passiva Singles,id-729160,
id-2574099,Ill show you you need me,id-2900579,2
id-1250750,Carnet de voyage,id-1139648,3
id-2898163,Bringing Up Bébé Unabridged,id-3224787,11
id-862149,On the Decks With DJ Zombi,id-635651,1
id-2118244,Reversion,id-2376305,2
id-826106,Moving On Are You Strong Enough,id-211011,2
id-1378028,Synthetik 1,id-1315350,1
id-506839,Finnjet Valssi,id-352616,2
id-780860,Impertinenz,id-575736,1
id-1257393,Spit on ME,id-1149120,3
id-780865,Fieperium,id-575740,2
id-781110,東方戦心,id-575885,3
id-1290820,Samtan,id-559944,1
id-1058792,Dont Believe in Love,id-797723,2
id-1379375,Aegri Somnia,id-349488,1
id-767650,Thoughts to Keep You Company,id-566413,1
id-1058791,Im Lonesome Tonight,id-797722,2
id-1058796,All My Love,id-797724,2
id-745011,Have Pity On Me / You Left the Water Running,id-334464,2
id-1058794,Les Americains,id-597237,2
id-1058795,Nasty Relations,id-210568,2
rec-220548-dup-0,Terra,id-63902,2
id-1294192,Belgium Frites,id-473815,1
id-1157938,Call Me Mr. Telephone,id-383228,2
id-2617656,Ill Hold on to You,id-2939866,2
id-547338,Airless Alarm,id-330065,1
id-651998,Speed / Svarta skogen,id-471068,2
id-870882,Good Life,id-594330,2
id-775340,Hot Stuff,id-571733,3
id-135019,Celtic Harp,id-105814,1
rec-364034-dup-0,Discobug 9u,rec-255303-dup-0,2
id-399016,Walkaway Lover,id-187501,2
rec-536642-dup-1,We Are the Winriers,id-357113,2
id-583684,Demo,id-417506,3
id-1308499,Volume One,id-1225964,3
id-1180331,I Will Return,id-65755,2
id-1308495,Lonely Days EP,id-1225962,3
id-430030,from najaf to new york§,id-303104,2
id-774373,The Source of Water,id-571113,1
id-1207062,Peace Love and the Lack Thereof,id-1073730,
id-824739,Phoke01,id-609350,3
id-951029,Return of the Wolf,id-707349,3
id-200283,Batman and Robin,id-146269,1
rec-1202357-dup-0,Harcl to Find,id-255002,2
id-416951,Big Crush,id-293627,1
id-561984,NV2 Recordings  NV2002,id-110061,2
id-1294278,It Just Dont Faze Me / Da Hand That Robs the Craddle,id-1208470,2
id-825654,My Way EP,id-609966,3
id-2743675,Too Much,id-3072879,2
rec-835641-dup-0,Mt X,id-137897,2
id-2256394,White 4,id-1604379,2
id-1270382,Invasion of the Body Slammer,id-1168309,1
id-2256393,Dispora,id-2216164,2
id-1381984,Cocomotion,id-228283,1
id-67173,Take That Train,id-41840,1
id-3048568,Collapse,id-3372766,2
id-583358,Plugged,id-417269,1
rec-1378105-dup-0,Live Foreyer,id-1315424,2
id-920966,Long De Lashkara Remix,id-682911,2
id-528475,Dont Give In,id-369464,3
id-1802132,The Shizz Presents This,id-1995274,1
id-679403,They Shall Die,id-448011,2
id-1046226,Draw A Line,id-788829,2
id-1541641,Story About an Angel,id-2297167,2
id-2255119,Stampede,id-2267262,1
rec-426372-dup-0,Blackztuff,id-246942,2
rec-426372-dup-1,Blackstvff,id-246942,2
id-1221419,2007-02-07 40 Watt Club Athens GA USA,id-1096771,
id-1865971,Lunar Cult Society,id-2083231,1
id-701268,Velorio EP,id-514628,3
id-2255114,Wasted,id-2321568,2
id-2893506,Biome - Minecraft Parody,id-1399941,2
rec-502210-dup-0,Suggesti0n,id-349548,3
id-375873,Mind Asylum,id-264025,1
id-208648,Trance Theory 2,id-151204,1
id-1207601,Limitless or So It Seems.,id-1074472,2
rec-708214-dup-0,September 16tb,id-463560,2
rec-2683714-dup-1,Kon9 Dat,id-3005445,2
id-991931,Do the Dont,id-2296401,1
id-2256641,Into Self,id-1604379,2
id-675180,Stirs and Whips,id-493488,3
id-1040490,Live  the Blue Note Tokyo,id-784139,1
id-742176,Stilettos,id-368461,2
id-381494,The Enemy,id-268447,3
id-802131,Paper Winged Dreams,id-592779,1
id-1244969,Outer Darkness EP,id-1132219,3
rec-1284404-dup-0,Tape Leacler,id-1057286,3
rec-1284404-dup-1,Tape Lwader,id-1057286,3
id-3072701,Memories feat. Austin Flyy,id-2699979,2
id-787876,The Killer Elite,id-503595,3
rec-840226-dup-0,Nyabinthi / One God,rec-619494-dup-0,2
id-1261613,Kind und Kegel,id-177962,2
id-3048280,Solstice,id-3372557,2
id-896922,Missing Note,id-663238,1
id-1277807,Ressun rapsodia,id-1180547,1
rec-2489198-dup-1,Gazirig,rec-1659337-dup-1,2
id-800235,Sometimes,id-591001,3
id-1054420,Pantera Keep The Faith,id-201778,2
id-1003322,In the Spiders Web,id-640842,2
id-1054424,I.O.U.,id-102126,2
id-474047,Sama,id-2800244,1
id-899158,Valladolor Sound Special,id-665238,
id-899409,Body Fusion,id-462325,2
id-1144900,Waiting 4 the Sun,id-957728,
id-1265624,Leaving,id-583857,3
id-936920,Lights Across The Street EP,id-653971,3
id-1464601,Songs From Saturn Valley,id-1393390,3
id-2895805,Sunrise,id-3222476,2
rec-1381737-dup-1,Heaven The Voice Performance - Sin9le,id-1319556,2
rec-1381737-dup-0,Heaven The V0ice Performance - Single,id-1319556,2
id-327513,XO,id-228114,1
id-516659,姫メ初メ～初夜の秘め事～,id-360509,2
id-1028960,Fullsonic Explorations in Sound 04,id-775056,
id-990887,Fabulous,id-742992,3
id-1238883,Bedford Park,id-69581,1
id-1965042,Lemme Live West Coast Remix,id-2208926,2
id-833921,Men in Search of the Perfect Weapon,id-283928,3
id-1067587,Telegrams for Our Council Oak,id-804252,1
id-677483,Dust Static,id-495585,3
id-995540,Hitman / Slingshot,id-347093,2
id-581051,Shall We / Sideways,id-368870,3
rec-2897689-dup-0,Generatipns,id-3224328,2
id-410507,Not Bad Enough,id-102690,2
id-631270,A Girl Almost...,id-351882,1
id-1807867,The Troll,id-2002922,2
id-691979,Ar-ia,id-507617,1
id-1028744,Victim of Love,id-1211248,2
id-1305810,Grace Alone,id-1199506,3
id-1208008,Take It Back,id-1074932,2
id-494329,The Yellow Light,id-2751366,1
id-1118453,Young Hearts,id-899089,3
id-39329,Four April Fools,id-23246,
id-567804,The Bird Flu EP,id-405046,3
id-577069,Dragon,id-144222,3
rec-1903514-dup-0,Şa4ttır,rec-2133150-dup-1,2
id-810470,Wat is dit een mooie dag,id-598702,2
id-429074,Angel,id-130279,2
id-1058884,Can You Feel It,id-339612,2
id-633137,Lunetten Sessies EP,id-357869,3
id-819345,Hypnotised / Fighting Spirit,id-570236,2
id-1966406,Entends Par La Vertu Puissante De Louïe Du Lion,id-2211375,1
id-351481,2004-09-26 Webster Theater Hartford CT USA,id-1515970,1
id-413162,Keep Your Pimp Hand Strong,id-253388,1
id-860225,Safe Sex,id-634226,2
id-802797,We gaan recht door,id-593312,2
rec-1302311-dup-0,Aletneia,id-802579,1
id-654023,Television / The New Song,id-388581,2
id-370790,Live at the Eagles Clubs,id-260213,1
id-724730,High Action,id-595490,1
id-1534703,Songs From the Indian Residential School Legacy,id-1490937,1
id-415366,Project 2,id-292594,1
id-753608,Starlite Lounge,id-3208931,1
id-1170376,S.O.S,id-911152,2
rec-1100528-dup-0,Tre Fo Antbem,id-866147,2
id-195344,...klarer ærterne,id-129722,1
rec-883135-dup-0,Pacivic,id-650353,1
id-2977677,Missing You,id-3300840,2
id-2977674,Lethal,id-3052522,2
id-883135,Pacific,id-650353,1
id-529120,Betties Would Be,id-370137,2
id-712001,The Sunny Side of Thompson Street,id-523014,2
id-583306,Joseph A Nashville Tribute to the Prophet,id-1455604,1
id-1380154,Away We Go,id-1317695,1
id-1306143,Te Veel Te Min,id-1223018,1
id-1380159,Baptized in Gasoline,id-1317697,1
id-711204,Shadow Dance from Opera Dinorah,id-522281,2
rec-807509-dup-1,Lelckere Lau,id-596637,2
id-934213,Chasing Rabbits,id-693867,3
id-1218310,Give,id-1090228,1
id-711201,Selections from the Opera Bohemian Girl,id-522281,2
id-1119497,Addiction,id-802952,2
id-2897689,Generations,id-3224328,2
id-810707,The Soundworks,id-598899,2
id-1034609,Alt F4,id-779280,2
id-711208,Girofle Girofla,id-522281,2
id-1534222,Steal My Kiss,id-1490544,2
id-962129,Campione Nippon,id-720453,2
id-560465,Talking on the Phone,id-234468,2
id-568440,Crash,id-372349,1
id-594280,Sink or Swim,id-425071,2
id-232508,Under the Shady Tree,id-167927,1
id-1261833,Gooroo EP,id-157914,3
id-1308371,Back to Sleep,id-1225836,3
id-1812266,The Sound of Social Justice,id-2009245,2
id-789912,Elephant Island,id-583029,1
id-2614407,왜,id-2492523,2
id-770318,Working Sister,id-181732,3
id-2165972,телу тоже больно,id-2425837,2
rec-517528-dup-0,Trance Hovse 8,id-2960834,1
id-2614408,spacewoman,id-2492523,2
id-1720549,Solid Gone,id-716726,1
id-500209,I.S.O.,id-307974,1
id-550323,Hold On,id-389775,3
id-1010013,Sincere Void,id-757742,1
id-1060750,Paint The Stars,id-799178,1
rec-1253622-dup-0,Mahdi R0ck,id-1143410,3
id-1288833,Beat Resort,id-148878,1
id-280608,Demo 2002,id-197189,
rec-652290-dup-1,A Gentle Introduction t0 the GFQ,id-165625,3
rec-2685376-dup-0,Far Awav,id-3007615,2
id-2977209,spinnin,id-3192109,2
id-2743623,Invisible Prey,id-1518761,2
id-1276193,Juliette,id-1178092,2
id-1087224,Speechless,id-148326,3
id-908414,Nina Road to Cagliari,id-673179,2
id-651172,1,id-193339,2
id-175615,Show Me a Sign,id-132089,2
id-533131,Evolución,id-373623,1
id-2613874,Saazish,id-2810112,2
id-1070674,Wishstone,id-731200,1
id-2324683,Lo mejor,id-2635591,1
id-2491505,TOY,id-2818162,2
rec-1032138-dup-0,Homecomirig,id-744280,1
