release,gid,release_group,artist_credit,name,barcode,status,packaging,language,script,quality
id-2091058,562740b2a5b048db8b8152a4e54a1eea,id-382236,id-171029,Sana viikonvaihteeksi,,Official,None,Finnish,Latin,1
id-865084,146e1dc72f3f4a1e869422337ef84cb5,id-380269,id-186651,Luvin You,,,,English,Latin,1
id-1155986,017d687291124e9fbecfdcabfc96aec7,id-1160795,id-1,As Above So Below,,Official,,,Latin,1
id-801639,e307609de69d45fa987f2869e39d91ed,id-1042460,id-785988,2ni,,Official,,English,Latin,1
id-3456138,138a1775ca464a6ab064feb04bb92529,id-2976638,id-629375,Cool Is Just A Number  Welcome To The Breakdown 10th Anniversary,,Official,,English,Latin,1
id-1192544,b065c52334784796a04473c795d1ed37,id-1189532,id-962797,Welcome to Daylight,5099990928628,Official,Jewel Case,English,Latin,1
id-379986,e27f0c973d804f2d80e3f166bf933a67,id-707163,id-294432,Utterance,,Official,,English,Latin,1
id-391684,3f9831a011a14a7cb8905c2bc31bf202,id-716800,id-525469,In Pain We Trust  Relicts for Revenge,,Official,,English,Latin,1
id-620805,68747261ebd94adb82c8af6f07135dbe,id-901282,id-1186110,MashUp Radio Hip Hop vs Rock The Aftermash,7814654635326,Official,Jewel Case,English,Latin,1
id-330540,a785ae80c764301e82a1ed145dab60cf,id-1335840,id-1100391,Complete Recordings on Deutsche Grammophon Volume II Symphonies 57  RuckertLieder  Kindertotenlieder,028947751816,Official,,German,Latin,1
id-774525,b1b33999e05c4bc5bc9cb6f2ade32feb,id-1021052,id-768444,Massive Impact Volume 1,,Official,,English,Latin,1
id-1414133,26f2f56b4a92430da8bcc1e63505333f,id-1366190,id-1,Solitude  Peace Relax With the Classics,5029248131524,Official,Jewel Case,English,Latin,1
id-2833525,debe4018e9364d4a890aee09756e3e29,id-2488959,id-2815207,Savana,,Official,,English,Latin,1
id-1086241,d0360e4e4c5748a2b20484b9fcef9b59,id-1104545,id-873152,We Are What We Pretend To Be,,Official,,English,Latin,1
id-340166,983d2d8c352b3ed0a1adc3a8786aacd1,id-420642,id-126909,Kjære landsmenn Bjelleklangs beste,,Official,,Norwegian,Latin,1
id-423267,f5d6f6e3928447a9a403102074266a81,id-742475,id-127398,Return of tha Lost Soul In Memory of a Friend,091012033117,Official,,English,Latin,1
id-114602,cbe8be02ccff40b3bcc3d1dfbb6a1219,id-486755,id-339172,Four Wall,,,,English,Latin,1
id-3354740,b0f28fcaf64f42b5b069f493733252d3,id-2897365,id-1,The Best of Halloween,5060255182239,Official,Digipak,English,Latin,1
id-970561,30654f7e49ff4c6680dc8497aa5500bb,id-432806,id-77800,Kind of Cool,,Official,,English,Latin,1
id-1015830,c1b9a23d1dce47f983c66be39af335ac,id-555471,id-394814,The Fisher Sessions,,Official,,English,Latin,1
id-435704,8442e42bc40a481789a0dbe663c94d2d,id-6387,id-3485,Green Eggs and Crack,607714000724,Official,,English,Latin,1
id-1094312,598e8e14063b448f93401a14788ee534,id-1111045,id-548807,Sacred Cello,650070001225,Official,,English,Latin,1
id-682801,9ed36e7bebbc4114945a10bd87a99535,id-949573,id-817173,Xmas Carols,,Official,,English,Latin,1
id-1225804,9c106f780cf04ef2ad25e3561c2983ff,id-1216838,id-836854,This Cage Has No Bottom,,Official,None,English,Latin,1
id-195026,243a2369b65945c0a5ae84d05f339647,id-270304,id-190051,Second Album on Cassette,,Official,,English,Latin,1
id-2356542,af43f6f9813841c1ba1d5f275e10fcdd,id-2114161,id-397026,Discofox Party 100 tanzbare AmigosHits,,Official,,German,Latin,1
id-1163052,9122bedeff0141888b76b49b96878d09,id-1166121,id-1436,Alive  Rockin,,Official,,English,Latin,1
id-230887,7b4bf9b8b8234cc0ba5dd54d3c785dd5,id-583123,id-1,Evolution The New Breed of Electronic Pop,628740638224,Official,,English,Latin,1
id-774936,fbcdffb50ecf444da5304de24b786727,id-1021395,id-196700,Nii peakski seda asja tegema,,Official,,Estonian,Latin,1
id-1967238,9fb45131749e4070a0175149aee6b930,id-1806851,id-2001545,Nobodys Safe,,Official,,English,Latin,1
id-1148820,1edd20d0b9a24740bbf51b4f8f31d75b,id-1155283,id-166276,Back on the Dancefloor,0602537005499,Official,Jewel Case,English,Latin,1
id-244596,8dae41c7321e4df19910352fde6cd848,id-139962,id-3648,Charade  Experiment in Terror,743217271428,Official,,English,Latin,1
id-211855,f402da72ffc03bf4b8b85bfd77a2eaf2,id-324444,id-117289,The Black and Red Notebook,5050159820429,Official,,English,Latin,1
id-318274,b787ebc3a8bf3eb79a8c47d224318909,id-628516,id-49552,Ask Me Now,,Official,,English,Latin,1
id-700792,20f47255fe0041e782cc8c5f75711188,id-963281,id-379077,The Condiments,,Official,,English,Latin,1
id-972041,bb23589507ad45d7a3e7d226872cab34,id-446522,id-1122,19940917 Irvine Meadows Amphitheatre Irvine CA USA,,Bootleg,,English,Latin,1
id-387106,6b9e50f14b4b48d08bafab23107b63e6,id-712767,id-240392,Divine Madness,,Official,,English,Latin,1
id-889783,2a189dc9970449559c0b561ccfe4add4,id-710910,id-870448,Sinal Aberto,,,,,Latin,1
id-545880,b9ada6424d8440cba10885ca4bd5146b,id-843516,id-442678,Starost,4042564030365,Official,,English,Latin,1
id-1430751,cbb65f372b11413e98c4ed24649af56a,id-1379428,id-1317058,50 Jahre Berliner Kinderchor,,,,German,Latin,1
id-1310432,6bfd721439b34799affef0c386eece20,id-1284758,id-1192854,Diary of Fallen Angel,,Official,,,Latin,1
id-162176,4580b431bc6647879973f27729bd2160,id-525475,id-366909,Nærmest næsten nøgen,,Official,,Danish,Latin,1
id-678753,3d73d7a42f1145569e17f5369f2afd1a,id-946550,id-806494,Sound Design  Production Elements Volume 6,,Official,,English,Latin,1
id-370503,2eac4d4efcb34ad2b3e4bd5479612ed2,id-699329,id-1,Die Deutsche Single Hitparade 1966,042284523721,Official,,German,Latin,1
id-679487,9326ae4043ad47f9a49d40d99e7eee50,id-947131,id-282828,עכשיו תהיו עבדים שלנו,,Official,,Hebrew,Hebrew,1
id-284491,97582d96eddc4381904f3d7317411803,id-628233,id-384735,The Province Complains,,Official,,English,Latin,1
id-3579390,3333e681f0634ba2846a096859383de3,id-2817584,id-112692,When You Speak deluxe,602438574520,Official,None,English,Latin,1
id-741832,a29819b0950443e8a9981016f430cda7,id-994732,id-1,100 Greatest Military Band Favourites,738572417222,Official,,English,Latin,1
id-1293231,d367cdd68de34443bb696f329c96d755,id-1271318,id-1170587,Ku Klux Glam,,Official,,English,Latin,1
id-1193783,68202809f0c8424ea8fb02861c40adfa,id-1190529,id-8803,Improve The Shining Hour,035828026529,Official,,English,Latin,1
id-837217,55b07994d5123db99c3630822ee4ec76,id-334146,id-134992,Pa bravo yo,,Official,,Spanish,Latin,1
id-731484,69b13eee35fc44c99a066f914192a71a,id-986305,id-42435,Mafia,,Official,Cassette Case,Romanian,Latin,1
id-1067839,2071d0d8b6dd4b88a84f0d201d9888e4,id-1089304,id-848927,Happy Birthday Mason,,Official,,English,Latin,1
id-601527,f1fbd3ae70d349f69a1ac30807140997,id-885923,id-815908,Nashville Timeline 2,,Official,,English,Latin,1
id-556081,216c806c9da241d6b961c067ae329e0d,id-851653,id-36545,Traum vom Fliegen,4012176615823,Official,,German,Latin,1
id-738196,211d01b05ce54f2ab328d5a2ae5e003e,id-2110715,id-9811,Walk on Fire,724348463920,Official,,English,Latin,1
id-609601,2d6f63be91aa3dcd995ce063ab96e3e2,id-810697,id-454021,Mashreq Classics,5410377218024,Official,,,Latin,1
id-688564,c11bb289350c4f7b8758b84cc4111d56,id-953922,id-242481,The Gas Chair,,Official,,English,Latin,1
id-731899,15fbb4994340481cbd0ead5d60eafe47,id-986596,id-740284,Life Is Suffering,660005400221,Official,,English,Latin,1
id-586518,243b335f0c36432cb1b54cf8463cf6a5,id-874783,id-242684,In the Mood for Life,3596972089022,Official,,English,Latin,1
id-459302,1dfa2b2137fb4df69728967608805e9e,id-772078,id-569628,Raw Yang,,Official,,English,Latin,1
id-895069,b5cd934a0d0c44eba3436cfce488eeaf,id-172649,id-67822,By Request,,Official,,,Latin,1
id-1970199,01d65798c29b42f2850fc840316244b7,id-1809137,id-1361075,Be Someone That Makes You Happy,,Official,,English,Latin,1
id-985538,d69e6b91920845cd9eccd699609e1391,id-658529,id-21949,Ano ano,,Bootleg,,Czech,Latin,1
id-1640898,fc548366133c433f9cf9740dccde4e38,id-301215,id-446,Island in the Sun,606949761127,Official,Slim Jewel Case,English,Latin,1
id-1431619,403959f190ba4b138e30a42407e3cc91,id-1380139,id-284810,Let It Shine,886444557610,Official,None,English,Latin,1
id-519183,2a294069b22c4996b121dc4ee176f59a,id-562731,id-401207,Junica,,Official,,English,Latin,1
id-1033881,b3f489d2d8614b47a203d591119b9e89,id-794188,id-10427,Spacehunter Adventures in the Forbidden Zone in 3D,,Official,Jewel Case,English,Latin,1
id-1971621,5d95571c3ef24616a44e4438c67c71ba,id-96674,id-16335,Street Lethal,4988015037623,Official,Jewel Case,English,Latin,1
id-1186513,d4dbcc3eda314444873bc81d4bdc5a4d,id-1184630,id-1,The Krauts Strike Back,4260170636560,Official,None,English,Latin,1
id-2363038,c5c83f43ee034c80975caa3013ad8c14,id-2119606,id-2377748,Tucked In,,Official,None,English,Latin,1
id-934638,b54177a3c9bf4439af402f4a4d7c1e60,id-103379,id-67311,Your Introduction to Morse Code,,Official,,English,Latin,1
id-773400,3a3f769281ea463f9186a16c70dfccdd,id-1020048,id-767397,Live Barby Tel Aviv,884502835267,Official,,Hebrew,Latin,1
id-952422,36388d97be874f0a973cbef78dff5921,id-294629,id-1,Reveal Sampler,,Official,,English,Latin,1
id-626086,8675933acd48459b9aefd45dcac1b859,id-905232,id-177104,Crescent City Serenade,,Official,,English,Latin,1
id-422631,4c623cd0e3e542aebf57b9045e8f6067,id-741931,id-1352,Flies on the Soundboard,,Bootleg,,English,Latin,1
id-377732,3eb7b1ef8b384c14a4efdf55e65927b6,id-84513,id-9871,Aziatic,044001807428,Official,Jewel Case,English,Latin,1
id-1608115,bf1b6d31f15a4d9a8c267e1fb67f7c75,id-1526550,id-191481,GIGN,,Official,,French,Latin,1
id-678936,0e1b538c79534451a127ed946d72de69,id-946719,id-654956,Epic Heroes  Legends,,Official,,English,Latin,1
id-1017608,11eb63dcbc1e4af2b7e89d9070546431,id-191319,id-2076438,Life Blood,,Official,,English,Latin,1
id-146847,3075c80ecb184c4580b5cf5062436cf8,id-292032,id-67372,John Som Han Var 2,,,,,Latin,1
id-1257067,abb19ed2a4df4c369e7ec2f36056669d,id-1242423,id-525641,Sufis Vision,4006370003517,Official,,Multiple languages,Latin,1
id-738530,462bf61d6ba740cf8dad911792f74a3f,id-992022,id-1,100 Pure Music,5099924305921,Official,,Multiple languages,Latin,1
id-1028663,cdda2224220244d2bddc9f3de74efd76,id-318239,id-1,Love Songs of the 60s,077779072125,Official,,English,Latin,1
id-1032562,73e93d21bfab4c0b8f0a23a8d7c02375,id-135864,id-14410,Christmas Is for Kids,0724352731725,Official,,English,Latin,1
id-478098,91b033d637fe32bca381bf10bfb36c61,id-787663,id-38022,Joemus,708527100820,Official,,English,Latin,1
id-609421,93b20eeaefd64a51a7d408980124020b,id-892455,id-616913,Modern Jazz Themes,,Official,,English,Latin,1
id-1212969,80e64d46700944458086f5af0ac568c7,id-1206160,id-233317,Death by Misadventure,4046661158922,Official,Super Jewel Box,English,Latin,1
id-607975,64ca88209b6a4144baa909561eaf5c26,id-891313,id-1,Drones  Tones  Ambiences,,Official,,English,Latin,1
id-379744,bf8885b239f8344eb8604be1623de283,id-620076,id-10025,Eat a Peach,602498778494,Official,Digipak,English,Latin,1
id-1030283,c01ac9e6e1f649b9879789a69daa01a4,id-660532,id-831306,Grandes Solos Volume 2,,Official,,Portuguese,Latin,1
id-492872,83dce6f69d0a444db3b21b2117215c07,id-800185,id-160980,Das Beste Die original Hits 19621978 Folge 2,685738064526,Official,,German,Latin,1
id-724782,ecab0557afc7402699007863938ded5e,id-200036,id-146114,Automata,,Official,,English,Latin,1
id-379845,0d270abc156149f9916efd28018e8004,id-707036,id-519048,Through the Mirror,829982100450,Official,,English,Latin,1
id-124281,73c3ff2f5ae24a21886e5ff4e32e0ae1,id-495438,id-35803,Go my way,,Official,,Japanese,Japanese,1
id-535349,3b7cbb7d9d2e48ac96178acbca2d284d,id-834974,id-124471,20 Best Of Ireland,5019396107922,Official,Jewel Case,English,Latin,1
id-2213310,2c1e222ef92b44efbb59b77fe2b7443c,id-2002235,id-888572,Mind On The Run,,Official,,English,Latin,1
id-1017074,9e0ae531201943c5b117f6bd211aaa87,id-693331,id-8720,No Cats,3428065504405,Official,Jewel Case,English,Latin,1
id-336538,d846d709debe47528a74e61f573dc230,id-590633,id-1591421,Complete Works for Horn and Orchestra,730099459228,Official,,English,Latin,1
id-944454,6332426f79fd4dc4b60bcbba95ef021d,id-345919,id-242242,5 Trowels,,Official,,English,Latin,1
id-1043503,4447ce3da34548d7a9835df8c8a575e6,id-1069784,id-796723,α,4582281544139,Official,,English,Latin,1
id-2643202,d800c08fa6924c58a710082236432900,id-2338546,id-255884,No Escape,4028385018997,Official,,English,Latin,1
id-2166823,d8800d1668db4b2a9e63a56e27729270,id-1964761,id-2208597,Galliyan Unplugged,,Official,,Hindi,,1
id-873715,ac7b7691829a4dd5bf9a9f79767b202d,id-42066,id-30119,From Nowhere,,Official,,English,Latin,1
id-144973,963a361d2254415e9a2907d4a9a09d16,id-512563,id-1,RB Slow Jamz,,,,English,Latin,1
id-1339764,31aedbd0015c42c5adfb0e3844123051,id-1307789,id-1,Vuosikirja 1987 50 hittiä,,Official,None,Finnish,Latin,1
id-30625,3e5f3531f7794c2483dd91c4a4187952,id-325255,id-70364,Nits in Concert,,Promotion,,English,Latin,1
id-658286,29c5de46b7e34fdb9d7a4393e1816872,id-562840,id-70888,Pillow Talk,016351576224,Official,,English,Latin,1
id-1245270,948ce4df0de84df0891a56e4e604d8bd,id-1232745,id-632461,The Guitarist,602527438474,Official,Jewel Case,English,Latin,1
id-3455156,14ace55d3a6c4b9ea20ff9b5dacb1b01,id-2975933,id-1327458,Kirby Mass Attack Original Soundtrack,,Bootleg,None,Multiple languages,Latin,1
id-877606,9d067c13a7f842c0b7620068132b96df,id-467593,id-244694,Transhuman,620673252621,Official,,English,Latin,1
id-665994,72dfabf932a44506bef87619d64eaa8a,id-269155,id-34723,Abstract Symphony,4988006775268,Official,Jewel Case,English,Latin,1
id-1972086,932f9f06196a48c0b448f4b81f8db758,id-1810570,id-983132,Meredith Willsons The Music Man,089408027628,Official,Jewel Case,English,,1
id-620780,7ac3eb5ce28a445582eef855ac8e2d04,id-901257,id-666827,Disasters,,Official,,English,Latin,1
id-424668,23eb0f4be057443ca1cf5d67bf7dbfcb,id-743634,id-546609,Euhedral,,Official,,English,Latin,1
id-540811,4f6fb807f48f4ea683d47f2998f5c505,id-839637,id-397690,Vorwiegend heiter,0602517626515,Official,,German,Latin,1
id-31749,ba6cd6b8733f4d5bb7a1499b9ed4ce81,id-410026,id-1762,Making Contact,,Official,,English,Latin,1
id-341755,00dd9c38c35840bb862f5b6868812966,id-264007,id-1180300,Salve Festa Dies Gregorian Chant for Seasons of the Year,0730099571227,Official,,Latin,Latin,1
id-681410,5c5911f59126482cae130945f2f77411,id-422389,id-297834,Chambre 1512,602498190128,Official,,French,Latin,1
id-1326507,1c02bfacd3d04345b18fc3e98c8da60d,id-1297572,id-1212913,People Come First,,Official,None,English,Latin,1
id-1432276,4bd07eda821d4faf9d4dddbc694dee0c,id-1380643,id-1318209,Trip Two Isle of Mabrax,,Official,Digipak,Multiple languages,Latin,1
id-522074,241c584aacdf41799bb9cac0d90f63b4,id-824042,id-5454,Airmail Special A Salute to the Big Band Masters,,Official,,English,Latin,1
id-2363734,e89ed96a382a44b4953bcd35263785ec,id-2120164,id-430,The Complete Singles 19701980,,Official,,,,1
id-543716,9714f776a18a4fcb9af810e37b8125b6,id-841785,id-620459,Feel My Heart,837101368520,Official,,English,Latin,1
id-725127,57edea9d772f43fa803cd0bdedec2924,id-420531,id-65606,Yesterday,7392004100507,,,English,Latin,1
id-825534,3a1c2f0745ad3f0aa088a0ecdd8bc688,id-1045079,id-1617244,Manuel and the Music of the Mountains,,Official,,English,Latin,1
id-436072,a0cb04c22c7c4ea6b01164b2661589b1,id-753116,id-336924,Promo 2005,,Promotion,,Multiple languages,Latin,1
id-2418967,242f70fecf6c4223aff3556f77634e5f,id-2165076,id-2425010,Basso Valdambrini Plus Dino Piana,,Official,,,,1
id-3080846,707e76c8a27f4edab167ad184a65badc,id-2684405,id-399741,La Peur,,Official,None,English,Latin,1
id-1076538,d74bab714e5e400ba5118f36999e539b,id-1096566,id-860067,Judgement Night,,Official,,English,Latin,1
id-3081012,cb137440df464195b01879a4a152f929,id-2684526,id-3006558,A Ton of Colours,,Official,,English,Latin,1
id-168623,5a0da24755cc49628ab7aaa582652616,id-228309,id-371288,Mehr Jazz sagten die Frauen,9783906547374,Official,,German,Latin,1
id-310410,35901ecf11274923aededc4e24d11c09,id-650092,id-469705,Dark Wizard Symphony,,PseudoRelease,,English,Latin,1
id-1018514,43a2933a4a2540b4a46c2dbd74efa757,id-697269,id-33682,20060215 Carling Academy Glasgow UK,,Bootleg,,English,Latin,1
id-160600,015fcbc45b6349e485db641af95afe14,id-524398,id-108064,Wits End,,Official,Jewel Case,English,Latin,1
id-124361,778f1097cec440b9bc91696d8658fa58,id-264044,id-110322,Blue Cathedral,098787064728,Official,Jewel Case,English,Latin,1
id-2170407,cdd3f78c15944f4dbef6fb5a5a8353a8,id-1967658,id-6040,Live at Maximum Festival,8033706213902,Official,,English,Latin,1
id-611735,902304c35a454179a88cfdf695bffb15,id-894413,id-659405,Hit Mix,,Official,,English,Latin,1
id-1259672,10f04000a0d3485b80ff653912b39199,id-1244499,id-1129507,Boleros Tropicanías,,Official,Jewel Case,Spanish,Latin,1
id-232928,f31046467d944e5395e95e7baf2a33b7,id-193017,id-123387,The All Electric House,613878230013,Official,Digipak,English,Latin,1
id-934430,ecab2241c72c4c3d81f5f97f6ab373ca,id-374058,id-938434,Kutse tantsule nr 9 Suvekuningannad,4740179105118,Official,,Estonian,Latin,1
id-74323,fb61228e420a4ec19d7a8d10e6daf94f,id-431906,id-304484,Banned in the State of Utah,641444901326,Official,,English,Latin,1
id-424209,43fe023027504131b5352f75a5ef5088,id-743289,id-478665,Well Played,,Official,,English,Latin,1
id-1805481,92225dab1154424c8e6c050187cafcc2,id-1682101,id-288564,Poussez fort,,Official,None,French,Latin,1
id-1143012,7f5ea69c3d544fcabd7019a02f0778a6,id-1150779,id-966126,Muka Surat Satu,5052498934324,Official,Jewel Case,Malay,Latin,1
id-754575,a0531809f9984888a15c8e10cbf082fb,id-1005342,id-1,Rock,,Official,,English,Latin,1
id-861092,a7bcc60e49de42b5bcca2764c5a1ce29,id-422118,id-49953,Live to Love,,Official,,English,Latin,1
id-3581105,00c502b4764345d99d013292201141c3,id-3072448,id-76926,These Other Lives,801676706926,Official,Digipak,English,Latin,1
id-1058197,4a78773a38094b4584a87b3cfe1a9637,id-1081697,id-840502,Bonny Lass Come Oer the Burn,,Official,,English,Latin,1
id-3458090,7c10214200e5433db028b214419321db,id-2978202,id-1,Wicked Illusions,,Official,,English,Latin,1
id-406335,816eeff87c6b431cb4d0cf60c9866a8d,id-596423,id-7842,I Talked to Death in Stereo,5024792027620,Official,,English,Latin,1
id-632100,875ca394113642e18c0b5536afd20105,id-909730,id-96598,Celtic Mysteries,3436949530921,Official,Digipak,English,Latin,1
id-684099,0e8aacab5db1485780bde25ca26680ad,id-950608,id-1,Urban Drama,,Official,,English,Latin,1
id-987892,89b52ed58298447a94f8d71122e55e90,id-450717,id-1,Las clásicas de la cumbia,7509948625328,Official,,Spanish,Latin,1
id-210833,058b664673d048c8abe81b5fea4a2fbc,id-231553,id-167339,Chaotech Odd Echo,,Official,,English,Latin,1
id-916478,21698a7bd187466abc03d1bde677fce0,id-251775,id-122538,Weiß Bescheid,743214099827,Official,Jewel Case,German,Latin,1
id-794928,6c8f38261e3245c4b442a34fb84f649c,id-1037274,id-250274,Moved by Opposing Forces,,Official,,English,Latin,1
id-1608921,36b13ae62fa64af48145ae72954b2fc6,id-1527243,id-1478943,Sonntag,,Official,,German,Latin,1
id-801791,f70a50c6325a33d1886cb8411c2e1bfd,id-996508,id-236717,Carl Barât,,Official,,English,Latin,1
id-741813,35b16482c7c54cffab03d51295da5e16,id-253824,id-4049,Digital Warfare,,Official,,English,Latin,1
id-844006,36abf1d1b9194c89a42a95a14e5239a7,id-881166,id-64925,Layin in Wait,,Official,,English,Latin,1
id-129524,69970077432041dc88bc1cbf2dbaa67e,id-500179,id-1,Aggro Ansage Nr 5,4018939108922,Official,,German,Latin,1
id-1197397,4a9f958cf9224205a4c23aa9260e4391,id-1193473,id-1048956,Alloy Fox White,,Official,Jewel Case,English,Latin,1
id-456720,fe9df861fc5e4f5a89f6a88dfedb9d21,id-770017,id-55130,Blue Nightfall,033651018322,Official,Jewel Case,English,Latin,1
id-229276,c2d63a554b714a47995c824cbdb1352a,id-581763,id-415499,Musica din Lumé,,Official,,French,Latin,1
id-612044,96338c2576a53e419f87cadf93c339de,id-525282,id-45639,Antología musical,,Official,,Spanish,Latin,1
id-3458344,4123a54be462420a822f122f5f3b45e9,id-2978407,id-2741599,Works For Upright Bass and Amplifier Vol 2,,Official,None,English,Latin,1
id-184224,9501ea4c2804495fac215d899f74e0b1,id-115303,id-23146,Crank,743211849623,Official,Jewel Case,English,Latin,1
id-405268,87285c8a92433a90aa989c91082588a4,id-378633,id-259420,Eventyr,,Official,,Finnish,Latin,1
id-2083611,814e7bdb464a4096bbbb8bbb4c57478a,id-1898676,id-2126886,Someone to Watch Over Me,602557825381,Official,Jewel Case,English,Latin,1
id-1075471,6dac89ee19ec40b4b8513fd6cb0df52b,id-1095700,id-114645,Nymphomatriarch,,Official,,English,Latin,1
id-1139446,b16514048f1b47c08b54015c0a28c53a,id-1147931,id-37,Not Your Kind of People,0602537002689,Official,None,English,Latin,1
id-820914,8398123814be405998011a3fea92f951,id-1057229,id-34469,Short Attention Span,,Official,,English,Latin,1
id-68320,6b07c849dd9f4103b0588405ba08949f,id-277750,id-21238,Best of Satie,724347871825,Official,Jewel Case,French,Latin,1
id-913450,9ef98ce231534c48bbee86a1338d3ca1,id-236272,id-135849,Treasure,,Official,,English,Latin,1
id-3457418,4635157e043f46ca871c9c6d2e861349,id-2977621,id-3303670,Texas Hardhitters,,,,,,1
id-140202,f42394e7d90e478db54874e6f83bf649,id-508878,id-240634,Slečna Kristýna,,Official,,Czech,Latin,1
id-322399,ec4fc7d0c6194abdb2f46b25ed62a9f7,id-660465,id-10193,20060613 The Ambassador Dublin Ireland,,Bootleg,,English,Latin,1
id-369690,12455125006c3f7ca83fcd50acb08ea4,id-455640,id-130380,Kramgoa låtar 1997,,Official,,Swedish,Latin,1
id-2537695,b5c9bc42b4c64830972ed01ec61dc6c9,id-56525,id-1393470,Before the Flood,884977738766,Official,None,English,Latin,1
id-48557,0d97dd081ba9465c9b2d3ee70badd0a7,id-88787,id-47551,Beautiful but Why,743217171025,Official,Jewel Case,English,Latin,1
id-3579554,73b493423bda4d7e9cb5dfbcc349e54b,id-518909,id-102893,Die drei  98 Tal des Schreckens,886445750508,Official,None,German,Latin,1
id-1153525,513619c1cb76489387ed731c1026d2fd,id-1158885,id-804323,Robaki,,Official,Other,Polish,Latin,1
id-904982,8da1f9179b8540bea500c74ac3e73421,id-208804,id-71172,Maktmissbrukare,,Official,,,Latin,1
id-2361715,70a6ebd9045b4d3c98ffb3446f4724de,id-1956999,id-2199102,The Greatest Hits Part 1,4562387205271,Official,Jewel Case,English,Latin,1
id-165788,b6dd4add696b43c8831da3a03e7dd48b,id-310384,id-1,Mayday Culture Flash The Compilation,743219299727,Official,,English,Latin,1
id-693583,19f3e79a73354a2e9bef841f5203be8a,id-957689,id-1,Welcome to the Club 15,,Official,,English,Latin,1
id-887714,532b0adf07dd4102afca1204eacb5678,id-131863,id-24246,Ragtime BoogieWoogie Jazz Classics,042282250629,Official,Jewel Case,English,Latin,1
id-1137227,9a1e3af9030a48e9a31d041fe3f593e6,id-1146076,id-821971,Dik Voormekaar Show 2009,,Official,None,Dutch,Latin,1
id-1540154,e4a4d00e64844306a56ec7e6646eab32,id-1473020,id-1390898,ハイキュー オリジナルサウンドトラック 2,4988104079480,Official,,Japanese,Japanese,1
id-1108281,342cfe82a4434bc48c2dce2f2ae85178,id-1122166,id-1,LHistoire du piano jazz,794881932122,Official,CardboardPaper Sleeve,English,Latin,1
id-456486,0e2b2ba90a144703a91d77260d78d70b,id-164618,id-1,Ancient Music for a Modern Age Sequentia,,Official,,English,Latin,1
id-725692,856910a2eb0441a199315aedde5581e1,id-174823,id-459362,Exodus,804147127725,Official,Jewel Case,English,Latin,1
id-521645,a0dab3a74d9147d2a09e333816627eaa,id-823732,id-518434,Spanish Fly,,Official,,English,Latin,1
id-2489549,242185c91f1244d8a1f0e063290bfa8d,id-2219462,id-125022,Wielka Dama,190295955564,Official,,Polish,Latin,1
id-929399,98d825fe0e1c448abd89f33ee5aa8e7c,id-178792,id-14732,Gangrene Tambourines,,Official,,English,Latin,1
id-285075,5d53e155c95241d68733fd2482f28d81,id-503772,id-1,Serenity Dub 21 PM,,Official,,English,Latin,1
id-2167887,387fccd093cb439b8ef48f0923c9adf6,id-381649,id-268532,Banane,8697415715838,Official,Jewel Case,English,Latin,1
id-433749,fd51fd6f45834098930b0066b02cd878,id-557263,id-16516,From There to Here 19892002,,Official,,English,Latin,1
id-452328,793ed093d40647ac886cc322d9c8f04a,id-765982,id-11593,Donnerstag aus Licht,028942337923,Official,,German,Latin,1
id-283517,b30ef9ee3cae4ea9ab2ba27c55820921,id-627453,id-1,Manderlay  Dogville,,Official,,English,Latin,1
id-1153340,8de50391b923409481de7f012816108d,id-1420414,id-1,Mega House Top 100 2013,8712944502800,Official,,English,Latin,1
id-3082642,d4a19d7365aa4c59a9974faba9c17388,id-2685720,id-10923,Tribal Sexy,,,,,,1
id-1029419,09370ba5dcc14342b499a9e02b33d824,id-281976,id-198072,Auroral Chorus II The Music of the Magnetosphere,,Official,Jewel Case,English,Latin,1
id-677824,b4c1d4ac8474496081dfa3d3b1e29fba,id-945771,id-36961,Live at Newport,015707701327,Official,,English,Latin,1
id-1259527,b38e2f3083ab41498b4d3e3c893b8184,id-1244384,id-1,20 Rock  Roll Classics Part 1,,,,English,Latin,1
id-2366611,a756875fdcf545a68710b3f9aca660f6,id-2122575,id-2380781,String Quartets op 9 op 10 op posth,5028421950518,Official,,English,Latin,1
id-639054,c3c5c68b05e83021a5b686903b02fff4,id-252243,id-173656,This Is My Battlefield,,Official,,English,Latin,1
id-474696,1e58fc55f4dc4035a64ebb65bf97e0f8,id-784864,id-1,YONDERDOME,,Official,,Japanese,Japanese,1
id-936168,4ea565dd4b7a4dfe9eeff2005885e462,id-328224,id-812837,Speakerface,631037073929,Official,,English,Latin,1
id-2085563,4136517577ac4eeaa11621f48724968f,id-1900245,id-1,Süßer die Glocken nie klingen,042284055024,Official,Jewel Case,German,Latin,1
id-131438,f3a6029b63c24515acbbf2d0a862f1b2,id-501989,id-1165995,Antico misticismo,,Official,Jewel Case,Italian,Latin,1
id-1087446,fd278941386046758e3b945b206d82d1,id-1105455,id-235571,Nil by Mouth,,Official,CardboardPaper Sleeve,English,Latin,1
id-902583,a8f1b8d1852d4c08b6fb29b4426fae84,id-737424,id-3690,Set It Off,030206577921,Official,,English,Latin,1
id-2993059,78ffdcc0bc694292baef828126726b26,id-2614394,id-170656,Longmont Potion Castle II,,Official,,English,Latin,1
